state,government_function,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours,part_time_hours_coefficient_of_variation_as_percent,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_employees,total_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,year
GA,transit,5655,0.81,21822195,0.71,461,0.31,627993,0.21,51169,0.26,5948,0.77,6116,0.75,22450188,0.69,2009
GA,education total,243344,0.3,838539770,0.29,38026,0.56,39639116,0.38,2679122,0.56,258479,0.29,281370,0.27,878178886,0.28,2009
GA,education - elementary and secondary total,243344,0.3,838539770,0.29,38026,0.56,39639116,0.38,2679122,0.56,258479,0.29,281370,0.27,878178886,0.28,2009
GA,education - elementary and secondary instructional,163139,0.25,656169079,0.25,25306,0.54,27600308,0.42,1663768,0.72,172538,0.24,188445,0.22,683769387,0.24,2009
GA,education - elementary and secondary other,80205,0.41,182370691,0.45,12720,0.59,12038808,0.27,1015354,0.28,85941,0.39,92925,0.36,194409499,0.43,2009
GA,education - higher education total,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
GA,education - higher education instructional,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
GA,education - higher education other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
GA,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
GA,libraries,2329,1.87,7915526,1.55,1402,2.41,1063062,1.61,104289,1.92,2919,1.78,3731,1.48,8978588,1.38,2009
GA,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
GA,other and unallocable,7110,2.3,22549296,2,932,2.23,959163,1.64,85450,2.59,7595,2.24,8042,2.05,23508459,1.91,2009
HI,total,15217,0.01,74577491,0.01,1334,0.01,1033994,0.01,71733,0.01,15622,0.01,16551,0,75611485,0,2009
HI,financial administration,884,0.01,3946912,0.01,41,0.01,40756,0.01,3492,0.01,904,0.01,925,0,3987668,0,2009
HI,other government administration,997,0.01,4878584,0.01,47,0.01,49758,0.01,2720,0.01,1012,0.01,1044,0,4928342,0,2009
HI,judicial and legal,573,0.01,2999470,0.01,7,0.01,8882,0.01,648,0.01,577,0.01,580,0,3008352,0,2009
HI,police protection total,3877,0.01,21630070,0.01,190,0.01,158114,0.01,10058,0.01,3933,0.01,4067,0,21788184,0,2009
HI,police protection - officers,3058,0.01,18316008,0.01,30,0.01,17618,0.01,1306,0.01,3065,0.01,3088,0,18333626,0,2009
HI,police protection - other,819,0.01,3314062,0.01,160,0.01,140496,0.01,8752,0.01,868,0.01,979,0,3454558,0,2009
HI,fire protection total,1860,0.01,10770030,0.01,4,0.01,11082,0.01,356,0.01,1862,0.01,1864,0,10781112,0,2009
HI,fire protection - firefighters,1760,0.01,10366152,0.01,0,0.01,0,0.01,0,0.01,1760,0.01,1760,0,10366152,0,2009
HI,fire protection - other,100,0.01,403878,0.01,4,0.01,11082,0.01,356,0.01,102,0.01,104,0,414960,0,2009
HI,corrections,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
HI,highways,915,0.01,3852518,0.01,7,0.01,9326,0.01,472,0.01,918,0.01,922,0,3861844,0,2009
HI,air transportation,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
HI,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
HI,public welfare,142,0.01,476278,0.01,33,0.01,23002,0.01,1272,0.01,149,0.01,175,0,499280,0,2009
HI,health,226,0.01,1504272,0.01,11,0.01,17370,0.01,608,0.01,229,0.01,237,0,1521642,0,2009
HI,hospitals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
HI,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
HI,solid waste management,606,0.01,2896184,0.01,2,0.01,780,0.01,102,0.01,607,0.01,608,0,2896964,0,2009
HI,sewerage,737,0.01,3444174,0.01,6,0.01,4704,0.01,342,0.01,739,0.01,743,0,3448878,0,2009
HI,parks and recreation,1760,0.01,6300108,0.01,823,0.01,475944,0.01,35274,0.01,1959,0.01,2583,0,6776052,0,2009
HI,housing and community development,424,0.01,1711112,0.01,86,0.01,128718,0.01,8250,0.01,471,0.01,510,0,1839830,0,2009
HI,natural resources,8,0.01,23275,0.01,4,0.01,4454,0.01,259,0.01,9,0.01,12,0,27729,0,2009
HI,water transport and terminals,995,0.01,4710734,0.01,9,0.01,11156,0.01,218,0.01,996,0.01,1004,0,4721890,0,2009
HI,electric power,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
HI,gas supply,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
HI,transit,55,0.01,193612,0.01,27,0.01,34906,0.01,4362,0.01,80,0.01,82,0,228518,0,2009
HI,education total,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
HI,education - elementary and secondary total,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
HI,education - elementary and secondary instructional,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
HI,education - elementary and secondary other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
HI,education - higher education total,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
HI,education - higher education instructional,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
HI,education - higher education other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
HI,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
HI,libraries,3,0.01,13600,0.01,0,0.01,0,0.01,0,0.01,3,0.01,3,0,13600,0,2009
HI,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
HI,other and unallocable,1155,0.01,5226558,0.01,37,0.01,55042,0.01,3300,0.01,1174,0.01,1192,0,5281600,0,2009
ID,total,49699,1.3,164410866,1.2,21310,1.32,13961425,1.22,1002873,1.55,55431,1.26,71009,0.99,178372291,1.11,2009
ID,financial administration,1249,3.75,4197223,3.25,148,2.96,156630,3.31,11966,3.7,1316,4.02,1397,3.37,4353853,3.13,2009
ID,other government administration,1013,2.36,3628626,2.13,589,4.36,478045,3.89,27519,3.23,1116,2.93,1602,2.19,4106671,1.94,2009
ID,judicial and legal,1472,2.19,5326696,1.72,129,2.2,163595,1.48,10600,1.94,1532,2.26,1601,2.02,5490291,1.67,2009
ID,police protection total,3913,3.28,15763484,2.48,251,2.52,225842,2.02,13637,2.85,3993,3.36,4164,3.08,15989326,2.44,2009
ID,police protection - officers,2796,3.6,12412710,2.62,77,1.93,69489,1.72,3399,3.3,2818,3.65,2873,3.51,12482199,2.61,2009
ID,police protection - other,1117,2.47,3350774,1.94,174,2.77,156353,2.15,10238,2.7,1175,2.66,1291,2.17,3507127,1.85,2009
ID,fire protection total,1155,0.58,5855650,0.51,1139,2.11,338712,2.78,33936,2.92,1344,1.2,2294,1.09,6194362,0.51,2009
ID,fire protection - firefighters,1057,0.62,5491878,0.53,1034,2.08,305322,2.86,30992,2.9,1232,1.23,2091,1.07,5797200,0.53,2009
ID,fire protection - other,98,0.16,363772,0.14,105,2.38,33390,2.01,2944,3.12,112,0.89,203,1.23,397162,0.21,2009
ID,corrections,1385,3.01,4812859,2.64,197,3.93,177737,3.02,13054,2.8,1459,2.91,1582,2.68,4990596,2.55,2009
ID,highways,1646,3.33,5521584,2.91,233,4.5,214938,1.53,13091,1.44,1720,3.28,1879,2.97,5736522,2.8,2009
ID,air transportation,144,0.19,458729,0.11,17,1.59,17015,0.97,1286,0.65,151,0.3,161,0.24,475744,0.12,2009
ID,water transport and terminals,8,0.01,29587,0.01,7,0.01,7767,0.01,462,0.01,11,0.01,15,0,37354,0,2009
ID,public welfare,125,6.4,338976,4.3,26,6.73,28946,6.63,2796,7.29,141,8.91,151,5.42,367922,4,2009
ID,health,796,1.18,2756602,1.24,554,7.8,544037,4.12,31963,5.22,976,2.41,1350,3.27,3300639,1.24,2009
ID,hospitals,2911,1.66,11202061,2.02,1314,3.84,2830802,2.27,120294,3.73,3602,1.64,4225,1.66,14032863,1.67,2009
ID,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
ID,solid waste management,444,2.85,1308402,2.67,73,4.03,59897,3.74,5423,4.07,474,3.24,517,2.51,1368299,2.55,2009
ID,sewerage,567,2.07,1957006,1.94,156,5.21,83495,7.83,6520,5.34,590,1.89,723,1.97,2040501,1.89,2009
ID,parks and recreation,599,2.09,1971998,2.42,854,1.84,429462,2.14,44025,1.71,847,2.35,1453,1.38,2401460,2.02,2009
ID,housing and community development,130,0.46,455205,0.39,34,1.77,25691,1.58,1707,1.57,139,0.21,164,0.52,480896,0.38,2009
ID,natural resources,384,5.46,1132066,4.82,90,1.52,82034,3.13,5550,2.95,417,4.63,474,4.43,1214100,4.5,2009
ID,water transport and terminals,507,2.87,1749921,2.7,101,3.86,29078,2.66,1806,2.86,517,2.96,608,2.48,1778999,2.66,2009
ID,electric power,108,7.18,637144,7.18,4,0.01,1674,0.01,66,0.01,108,7.18,112,6.93,638818,7.16,2009
ID,gas supply,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
ID,transit,107,0.01,359606,0.01,75,0.01,76217,0.01,6792,0.01,146,0.01,182,0,435823,0,2009
ID,education total,29617,2.73,90357634,2.48,14418,2.62,7322289,2.93,588713,3.36,33067,2.71,44035,2.03,97679923,2.3,2009
ID,education - elementary and secondary total,28525,2.84,85559460,2.62,12849,2.94,6378080,3.36,552745,3.57,31767,2.82,41374,2.16,91937540,2.45,2009
ID,education - elementary and secondary instructional,20908,2.79,71135848,2.63,7118,2.82,3722206,2.69,315515,2.25,22767,2.71,28026,2.2,74858054,2.51,2009
ID,education - elementary and secondary other,7617,2.99,14423612,2.54,5731,3.09,2655874,4.3,237230,5.33,9000,3.1,13348,2.16,17079486,2.25,2009
ID,education - higher education total,1092,0.01,4798174,0.01,1569,0.01,944209,0.01,35968,0.01,1300,0.01,2661,0,5742383,0,2009
ID,education - higher education instructional,394,0.01,1886294,0.01,539,0.01,537338,0.01,11412,0.01,458,0.01,933,0,2423632,0,2009
ID,education - higher education other,698,0.01,2911880,0.01,1030,0.01,406871,0.01,24556,0.01,842,0.01,1728,0,3318751,0,2009
ID,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
ID,libraries,419,3.85,1128471,3.67,672,4.6,540445,4.93,51082,4.42,706,4.13,1091,3.2,1668916,2.95,2009
ID,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
ID,other and unallocable,1000,2.48,3461336,2.15,229,3.42,127077,2.23,10585,2.79,1059,2.62,1229,2.12,3588413,2.07,2009
IL,total,460617,0.85,2055022145,0.9,179259,0.58,157450921,0.71,9942344,0.72,520950,0.81,639876,0.63,2212473066,0.84,2009
IL,financial administration,7107,0.88,32083903,0.73,2161,0.49,1917351,0.43,112641,0.49,7778,0.87,9268,0.69,34001254,0.69,2009
IL,other government administration,7708,0.53,32714303,0.45,18371,0.27,7111681,0.63,370912,0.63,9719,0.63,26079,0.25,39825984,0.39,2009
IL,judicial and legal,13162,0.62,53716480,0.5,666,1.29,619904,1.41,50943,1.54,13462,0.66,13828,0.59,54336384,0.49,2009
IL,police protection total,41864,0.87,185697932,0.99,8087,1.05,5619009,1.13,427665,1.15,44303,0.83,49951,0.74,191316941,0.96,2009
IL,police protection - officers,34933,0.82,161521514,0.96,2990,0.68,1826066,0.87,168028,0.82,35891,0.75,37923,0.75,163347580,0.95,2009
IL,police protection - other,6931,1.12,24176418,1.16,5097,1.27,3792943,1.26,259637,1.37,8412,1.17,12028,0.84,27969361,1.01,2009
IL,fire protection total,14221,1.31,93008062,1.13,11852,0.62,4931677,1.63,307379,1.58,16396,1.55,26073,0.77,97939739,1.07,2009
IL,fire protection - firefighters,13401,1.31,89835240,1.11,11580,0.56,4738641,1.58,297548,1.55,15521,1.54,24981,0.75,94573881,1.06,2009
IL,fire protection - other,820,1.43,3172822,1.68,272,3.17,193036,2.85,9831,2.51,875,1.56,1092,1.33,3365858,1.59,2009
IL,corrections,9825,0.75,42036408,0.61,372,3.53,398521,2.69,28923,3.14,9998,0.78,10197,0.73,42434929,0.6,2009
IL,highways,14488,0.66,65988966,0.62,1848,0.49,1938957,0.45,144248,0.48,15301,0.61,16336,0.59,67927923,0.6,2009
IL,air transportation,2092,0.13,10120111,0.04,118,0.7,86278,1.46,8052,1.08,2137,0.17,2210,0.13,10206389,0.04,2009
IL,water transport and terminals,63,0.01,234658,0.01,27,0.01,23539,0.01,2415,0.01,75,0.01,90,0,258197,0,2009
IL,public welfare,5624,0.76,17287799,0.58,1942,0.86,1441106,0.98,137182,0.98,6396,0.89,7566,0.61,18728905,0.54,2009
IL,health,7277,2.28,27099485,1.57,1383,2.69,1783565,2.29,69696,3.51,7805,2.09,8660,1.97,28883050,1.48,2009
IL,hospitals,10651,1.01,51067176,1,1771,4.92,3210328,4.65,179808,3.88,11681,1.05,12422,1.11,54277504,0.98,2009
IL,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
IL,solid waste management,4544,0.42,28990625,0.17,264,1.64,438649,0.88,38997,1.16,4764,0.63,4808,0.41,29429274,0.17,2009
IL,sewerage,5542,1.65,32924350,1.25,209,0.8,306974,1.06,20249,0.95,5656,1.6,5751,1.59,33231324,1.24,2009
IL,parks and recreation,9607,1.74,39093969,1.84,24148,2.41,20312864,2.1,1444772,2.45,17832,2.18,33755,1.79,59406833,1.41,2009
IL,housing and community development,3314,3.04,14659238,3.08,231,3.04,310456,2.7,22281,3.6,3441,3.16,3545,2.85,14969694,3.02,2009
IL,natural resources,1779,1.15,7780387,1.04,384,0.35,337837,0.11,22159,0.18,1905,1.15,2163,0.95,8118224,1,2009
IL,water transport and terminals,5376,1.14,28578484,0.82,687,1,602235,0.99,45366,0.99,5631,1.18,6063,1.01,29180719,0.8,2009
IL,electric power,1075,1.11,5838904,1.01,17,0.41,28430,0.21,1179,0.65,1081,1.12,1092,1.1,5867334,1,2009
IL,gas supply,114,3.06,486535,3.62,22,0.01,16130,0.01,1548,0.01,122,2.86,136,2.57,502665,3.5,2009
IL,transit,14608,0.82,72937918,0.67,2104,0.68,5063393,0.4,272120,0.65,16137,0.79,16712,0.72,78001311,0.62,2009
IL,education total,269942,1.89,1169576056,1.94,90090,1.57,91181587,1.78,5500209,1.76,303717,1.83,360032,1.47,1260757643,1.8,2009
IL,education - elementary and secondary total,253874,1.96,1093335404,2,59356,1.97,65211504,2.1,4050650,2.1,278263,1.93,313230,1.63,1158546908,1.89,2009
IL,education - elementary and secondary instructional,186240,1.97,899234550,2,30068,1.97,37899776,2.15,2155781,2.08,199263,1.95,216308,1.72,937134326,1.92,2009
IL,education - elementary and secondary other,67634,1.92,194100854,2,29288,1.98,27311728,2.03,1894869,2.13,79000,1.87,96922,1.47,221412582,1.77,2009
IL,education - higher education total,16068,0.92,76240652,1.03,30734,0.8,25970083,0.98,1449559,0.79,25454,0.77,46802,0.61,102210735,0.81,2009
IL,education - higher education instructional,5200,0.98,32674888,1.1,16399,0.77,16162166,1.05,709193,0.6,9221,0.8,21599,0.63,48837054,0.81,2009
IL,education - higher education other,10868,0.89,43565764,0.98,14335,0.84,9807917,0.86,740366,0.98,16233,0.75,25203,0.61,53373681,0.81,2009
IL,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
IL,libraries,5573,1.09,20054175,1.1,10700,1.05,8436766,1.27,638996,1.31,10016,1.11,16273,0.79,28490941,0.86,2009
IL,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
IL,other and unallocable,5061,1.55,23046221,1.34,1805,1.15,1333684,1.61,94604,1.88,5597,1.84,6866,1.18,24379905,1.27,2009
IN,total,228323,0.5,799299558,0.5,67090,0.64,72995656,1.18,4548998,1.03,255698,0.5,295413,0.41,872295214,0.47,2009
IN,financial administration,3657,0.93,10675460,0.84,919,0.62,772151,0.69,58455,0.6,4010,0.95,4576,0.76,11447611,0.79,2009
IN,other government administration,5695,0.75,15019552,0.65,5879,0.4,2232108,1.71,151874,1.41,6362,0.84,11574,0.42,17251660,0.61,2009
IN,judicial and legal,5874,1.3,18547477,1.1,1046,1.73,1067765,2.08,57985,1.76,6281,1.63,6920,1.13,19615242,1.05,2009
IN,police protection total,14796,0.78,56033805,0.67,2235,0.54,1280724,0.68,108915,0.68,15442,0.83,17031,0.68,57314529,0.66,2009
IN,police protection - officers,11596,0.62,46988209,0.57,553,0.5,379163,0.51,29829,0.49,11772,0.62,12149,0.59,47367372,0.56,2009
IN,police protection - other,3200,1.35,9045596,1.22,1682,0.56,901561,0.76,79086,0.76,3670,1.48,4882,0.91,9947157,1.11,2009
IN,fire protection total,7885,0.42,33055692,0.38,1865,5.41,522265,12.09,87259,5.43,8148,0.84,9750,1.09,33577957,0.42,2009
IN,fire protection - firefighters,7415,0.41,31636169,0.38,1724,4.64,484248,12.53,84003,5.36,7658,0.83,9139,0.94,32120417,0.42,2009
IN,fire protection - other,470,0.55,1419523,0.58,141,14.86,38017,6.44,3256,7.3,490,1.08,611,3.46,1457540,0.59,2009
IN,corrections,5055,2.09,14876440,2,715,2.42,612217,2.21,53015,2.36,5375,1.95,5770,1.85,15488657,1.92,2009
IN,highways,5245,1.57,16420539,1.53,171,0.58,163745,0.5,13051,0.31,5323,1.58,5416,1.52,16584284,1.52,2009
IN,air transportation,284,0.47,1115293,0.37,111,1.15,69032,2.2,6695,2.66,325,0.3,395,0.47,1184325,0.37,2009
IN,water transport and terminals,7,0.01,21831,0.01,5,0.01,7313,0.01,332,0.01,9,0.01,12,0,29144,0,2009
IN,public welfare,892,1.33,2236986,1.11,160,3.8,142539,4.67,13356,4.8,974,1.78,1052,1.27,2379525,1.08,2009
IN,health,2793,1.51,9922284,1.29,642,2.97,746400,1.98,44238,2.86,3059,1.76,3435,1.35,10668684,1.21,2009
IN,hospitals,21866,1.63,87313792,1.63,8458,3.7,19304948,3.97,894135,4.51,27302,1.86,30324,1.56,106618740,1.52,2009
IN,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
IN,solid waste management,987,1.3,2869577,1.35,277,4.62,239542,4.57,20493,5.43,1126,1.71,1264,1.43,3109119,1.29,2009
IN,sewerage,2894,0.85,9948397,0.74,139,1.36,69683,0.42,5980,0.43,2929,0.85,3033,0.81,10018080,0.73,2009
IN,parks and recreation,2299,1.58,7061080,1.44,3039,1.36,1663222,1.6,153482,1.71,3201,1.76,5338,1.03,8724302,1.21,2009
IN,housing and community development,1202,4.31,4254533,4.13,176,4.52,162179,4.79,16309,6.32,1298,4.48,1378,3.8,4416712,3.98,2009
IN,natural resources,537,2.06,1455695,1.92,190,1.3,104245,1.63,8874,1.61,590,2.21,727,1.56,1559940,1.79,2009
IN,water transport and terminals,2029,0.85,7098645,0.8,105,0.95,112389,1.05,7023,1.01,2070,0.87,2134,0.81,7211034,0.79,2009
IN,electric power,3467,0.64,22143118,0.35,246,1.43,269098,1.07,24066,0.56,3604,0.71,3713,0.61,22412216,0.34,2009
IN,gas supply,1147,0.39,4315732,0.46,91,0.01,131813,0.01,10986,0.01,1209,0.37,1238,0.36,4447545,0.44,2009
IN,transit,1556,0.01,5699534,0.01,204,0.01,255910,0.01,20143,0.01,1676,0.01,1760,0,5955444,0,2009
IN,education total,131350,1.08,450133270,1.01,35696,1,39744978,1.29,2530180,1.16,146745,1.05,167046,0.87,489878248,0.93,2009
IN,education - elementary and secondary total,131350,1.08,450133270,1.01,35696,1,39744978,1.29,2530180,1.16,146745,1.05,167046,0.87,489878248,0.93,2009
IN,education - elementary and secondary instructional,88063,1.08,352027257,0.99,14958,0.85,17546339,1.01,1005748,0.83,94168,1.05,103021,0.93,369573596,0.95,2009
IN,education - elementary and secondary other,43287,1.08,98106013,1.07,20738,1.11,22198639,1.52,1524432,1.37,52577,1.05,64025,0.81,120304652,0.91,2009
IN,education - higher education total,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
IN,education - higher education instructional,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
IN,education - higher education other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
IN,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
IN,libraries,3578,2.2,9767474,2.26,3568,2.1,2549136,2.38,210078,2.61,5046,2.2,7146,1.52,12316610,1.86,2009
IN,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
IN,other and unallocable,3228,1.47,9313352,1.33,1153,0.76,772254,1.07,52074,1.45,3594,1.72,4381,1.1,10085606,1.23,2009
IA,total,106090,1.19,394931742,1.31,50784,1.18,48520996,1.34,3445051,1.42,125813,1.18,156874,0.89,443452738,1.17,2009
IA,financial administration,2799,1.61,10182995,1.4,376,1.71,410090,2.32,29662,1.91,2960,1.61,3175,1.43,10593085,1.35,2009
IA,other government administration,2825,1.82,9249826,1.31,3342,1.34,1327812,1.39,79645,1,3256,1.59,6167,1.1,10577638,1.16,2009
IA,judicial and legal,772,1.8,3745375,1.67,92,1.67,156330,1.75,7744,1.79,816,1.94,864,1.62,3901705,1.61,2009
IA,police protection total,5909,1.6,25478198,1.25,900,1.62,731797,1.37,53502,1.26,6205,1.55,6809,1.4,26209995,1.22,2009
IA,police protection - officers,4583,1.16,21069901,0.97,349,2.2,248784,1.48,20015,0.88,4691,1.11,4932,1.09,21318685,0.96,2009
IA,police protection - other,1326,3.12,4408297,2.59,551,1.26,483013,1.32,33487,1.49,1514,2.91,1877,2.24,4891310,2.34,2009
IA,fire protection total,1780,0.21,8639835,0.16,1390,1.45,465756,1.44,31547,0.74,1964,0.36,3170,0.65,9105591,0.17,2009
IA,fire protection - firefighters,1720,0.2,8381792,0.15,1354,1.46,431284,1.48,28381,0.63,1887,0.36,3074,0.65,8813076,0.16,2009
IA,fire protection - other,60,0.49,258043,0.35,36,0.82,34472,0.92,3166,1.69,77,0.35,96,0.43,292515,0.33,2009
IA,corrections,1386,2.18,4988550,1.93,251,3.73,293323,3.66,21633,3.99,1504,2.37,1637,1.93,5281873,1.83,2009
IA,highways,5355,1.51,19652240,1.43,282,1.22,285605,1.67,19064,1.03,5462,1.51,5637,1.44,19937845,1.41,2009
IA,air transportation,192,0.16,818634,0.08,33,0.01,31363,2.85,2711,2.34,207,0.41,225,0.14,849997,0.13,2009
IA,water transport and terminals,0,0.01,0,0.01,4,0.01,9237,0.01,581,0.01,3,0.01,4,0,9237,0,2009
IA,public welfare,919,2.68,2851052,2.09,539,7.14,543584,9.9,42619,9.63,1159,5.28,1458,3.13,3394636,2.37,2009
IA,health,1678,4.78,5538601,4.3,956,5.65,838460,2.65,59778,2.69,2015,4.42,2634,3.67,6377061,3.75,2009
IA,hospitals,9115,1.01,34102202,1.32,3809,2.32,6172897,2.95,356250,3.26,11131,1.03,12924,0.99,40275099,1.21,2009
IA,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
IA,solid waste management,704,0.76,2553717,0.6,167,2.95,119129,2.02,11660,1.98,769,0.99,871,0.83,2672846,0.58,2009
IA,sewerage,1292,0.52,4995896,0.4,52,0.44,14126,0.12,1114,0.12,1298,0.53,1344,0.5,5010022,0.4,2009
IA,parks and recreation,1458,1.22,5420071,1.17,2325,1.69,1128526,1.41,101249,1.43,2052,1.32,3783,1.14,6548597,1,2009
IA,housing and community development,416,1.42,1756472,0.94,59,2.27,66022,3.55,5527,3.35,446,1.19,475,1.27,1822494,0.91,2009
IA,natural resources,192,4.31,716293,2.86,111,0.69,103807,1.9,6095,1.24,228,4.02,303,2.74,820100,2.51,2009
IA,water transport and terminals,1680,0.36,6580691,0.39,311,0.45,115321,0.43,8552,0.34,1728,0.36,1991,0.31,6696012,0.38,2009
IA,electric power,806,0.53,3235946,0.64,11,0.32,7905,0.31,591,0.32,809,0.53,817,0.52,3243851,0.64,2009
IA,gas supply,76,2.28,330428,1.47,1,0.01,271,0.01,33,0.01,76,2.28,77,2.25,330699,1.47,2009
IA,transit,505,0.74,1845530,0.36,547,1.47,790093,1.19,65260,1.08,872,0.99,1052,0.84,2635623,0.44,2009
IA,education total,63820,2.72,233649001,2.89,32374,3.39,32803633,3.5,2346898,3.54,77357,2.75,96194,2.14,266452634,2.57,2009
IA,education - elementary and secondary total,58606,2.66,211719202,2.79,24917,2.68,26126911,2.89,2004395,3.19,70192,2.7,83523,2.03,237846113,2.5,2009
IA,education - elementary and secondary instructional,44632,2.67,177997565,2.81,12301,2.74,14176906,2.8,996588,3.26,50388,2.72,56933,2.17,192174471,2.61,2009
IA,education - elementary and secondary other,13974,2.64,33721637,2.64,12616,2.62,11950005,2.99,1007807,3.12,19804,2.66,26590,1.86,45671642,2.1,2009
IA,education - higher education total,5214,3.4,21929799,3.85,7457,5.75,6676722,5.88,342503,5.62,7165,3.19,12671,3.66,28606521,3.26,2009
IA,education - higher education instructional,1813,3.88,9184939,3.57,3390,9.69,4519780,6.74,145427,8.46,2639,4.43,5203,6.46,13704719,3.26,2009
IA,education - higher education other,3401,3.14,12744860,4.06,4067,2.47,2156942,4.07,197076,3.52,4526,2.47,7468,1.96,14901802,3.52,2009
IA,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
IA,libraries,872,0.88,3056102,0.72,2208,0.46,1622405,0.78,149289,0.72,1710,0.9,3080,0.41,4678507,0.54,2009
IA,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2009
IA,other and unallocable,1539,1.08,5544087,1.1,644,2.73,483504,2.12,44047,2.14,1786,1.08,2183,1.11,6027591,1.03,2009
KS,total,137541,0.53,459688109,0.48,53961,0.8,40984786,1.24,2913211,1.16,153984,0.54,191502,0.44,500672895,0.46,2009
KS,financial administration,2675,1.18,9860978,0.88,1233,0.87,368874,1.86,28729,2.03,2756,1.71,3908,0.85,10229852,0.85,2009
KS,other government administration,2372,0.77,9257286,0.53,3397,1.68,787004,0.96,62715,1.47,2588,0.94,5769,1.04,10044290,0.49,2009
KS,judicial and legal,1545,1.04,6284325,0.84,485,1.46,541854,1.47,26676,2.08,1681,1.7,2030,0.87,6826179,0.78,2009
KS,police protection total,7664,1.24,31084404,0.88,871,2.05,542265,1.87,41486,2.35,7901,1.24,8535,1.14,31626669,0.86,2009
KS,police protection - officers,5817,1.2,25372496,0.83,476,1.98,250994,2.15,21169,2.62,5938,1.21,6293,1.12,25623490,0.82,2009
