state,government_function,full_time_equivalent_employees,total_march_pay,full_time_employees,part_time_employees,full_time_pay,part_time_pay,part_time_hours,year
IL,housing and community development,6402,18158854,6248,381,17886788,272066,26474,1997
IL,natural resources,922,2199612,798,982,1984573,215039,22573,1997
IL,water transport and terminals,5928,19430416,5691,1434,18969716,460700,49098,1997
IL,electric power,1140,4085229,1132,15,4077454,7775,1061,1997
IL,gas supply,91,228837,91,1,228748,89,9,1997
IL,transit,16627,54194503,15580,1613,51899708,2294795,184882,1997
IL,education - elementary and secondary instructional,171839,537881287,163046,23917,520798235,17083052,1482928,1997
IL,education - elementary and secondary other,59207,128702290,49364,27678,112976640,15725650,1668979,1997
IL,education - higher education instructional,8714,31525211,4680,11077,21452629,10072582,707781,1997
IL,education - higher education other,11920,28742300,7865,10950,21885159,6857141,712065,1997
IL,libraries,8047,15922022,5367,6566,12092202,3829820,459163,1997
IL,other and unallocable,7827,19353506,6672,6151,17407924,1945582,209331,1997
IN,total,220747,525512965,194835,61256,482979729,42533236,4400950,1997
IN,financial administration,4987,8867022,4658,1463,8223956,643066,67816,1997
IN,other government administration,5122,9275835,4635,4354,7993765,1282070,96813,1997
IN,judicial and legal,4711,9398792,4382,771,8773362,625430,56458,1997
IN,police protection - officers,9435,27018358,9292,496,26788312,230046,26960,1997
IN,police protection - other,3085,5340671,2733,1114,4819439,521232,61069,1997
IN,fire protection - firefighters,5922,17752847,5726,1976,17503826,249021,35792,1997
IN,fire protection - other,394,832768,361,91,788943,43825,6283,1997
IN,corrections,3976,7452674,3677,638,6963604,489070,49568,1997
IN,streets and highways,6265,12730281,6135,270,12543161,187120,23983,1997
IN,air transportation,132,314740,123,27,303784,10956,1559,1997
IN,water transport and terminals,0,0,0,0,0,0,0,1997
IN,public welfare,1531,2404590,1385,326,2208918,195672,23894,1997
IN,health,2877,5681395,2614,797,5286073,395322,43684,1997
IN,hospitals,22815,52034993,18175,7273,42144896,9890097,772318,1997
IN,solid waste management,1659,3277561,1548,244,3132534,145027,18797,1997
IN,sewerage,2810,6693730,2731,295,6554654,139076,15106,1997
IN,parks and recreation,3072,5723249,2358,1785,4819886,903363,125082,1997
IN,housing and community development,1703,3719322,1545,341,3504033,215289,27603,1997
IN,natural resources,665,1060886,609,171,983956,76930,9551,1997
IN,water transport and terminals,2088,4769714,2042,194,4685469,84245,10012,1997
IN,electric power,909,2499602,902,14,2493453,6149,881,1997
IN,gas supply,1028,3148440,998,45,3080988,67452,5431,1997
IN,transit,1259,2684756,1200,110,2582084,102672,10155,1997
IN,education - elementary and secondary instructional,84823,246526111,78307,14488,236652417,9873694,1092838,1997
IN,education - elementary and secondary other,41603,71940508,32631,18980,58197422,13743086,1502081,1997
IN,education - higher education instructional,0,0,0,0,0,0,0,1997
IN,education - higher education other,0,0,0,0,0,0,0,1997
IN,libraries,4183,7291759,2763,3246,5507202,1784557,243635,1997
IN,other and unallocable,3693,7072361,3305,1747,6443592,628769,73581,1997
IA,total,112667,260487093,95224,49725,233111418,27375675,3089971,1997
IA,financial administration,2448,5489699,2319,401,5282643,207056,25026,1997
IA,other government administration,1978,4820128,1712,3747,4167125,653003,60302,1997
IA,judicial and legal,733,2116032,665,154,1929188,186844,11681,1997
IA,police protection - officers,4232,12332902,4153,379,12193172,139730,16579,1997
IA,police protection - other,1325,2652036,1141,496,2387278,264758,32363,1997
IA,fire protection - firefighters,1660,5006990,1562,1794,4857168,149822,19343,1997
IA,fire protection - other,62,144907,49,85,126856,18051,2085,1997
IA,corrections,881,1913196,758,272,1745692,167504,21215,1997
IA,streets and highways,5304,12423635,5211,340,12252800,170835,19646,1997
IA,air transportation,171,452884,158,25,434010,18874,2151,1997
IA,water transport and terminals,0,0,0,0,0,0,0,1997
IA,public welfare,1371,2509658,1117,569,2107239,402419,44346,1997
IA,health,2055,4088972,1577,992,3311037,777935,84263,1997
IA,hospitals,8304,18342960,6465,3565,14639887,3703073,322155,1997
IA,solid waste management,871,1956060,764,277,1801259,154801,20667,1997
IA,sewerage,1240,3221771,1207,223,3141714,80057,9207,1997
IA,parks and recreation,1630,3518416,1196,1675,2979388,539028,76373,1997
IA,housing and community development,536,1370606,480,88,1293868,76738,9352,1997
IA,natural resources,248,549342,218,89,500582,48760,5318,1997
IA,water transport and terminals,1321,3446431,1271,294,3328439,117992,13411,1997
IA,electric power,775,2421859,754,42,2399406,22453,3576,1997
IA,gas supply,60,163699,58,3,161988,1711,239,1997
IA,transit,755,1587145,494,394,1200672,386473,45965,1997
IA,education - elementary and secondary instructional,46507,116290291,42151,11489,109594199,6696092,760027,1997
IA,education - elementary and secondary other,18934,32067805,13088,13337,23810185,8257620,1021469,1997
IA,education - higher education instructional,2276,7209521,1615,2763,5567510,1642011,115120,1997
IA,education - higher education other,3440,7393379,2568,2620,6340402,1052977,152982,1997
IA,libraries,1365,2476330,737,1612,1659876,816454,112511,1997
IA,other and unallocable,2185,4520439,1736,2000,3897835,622604,82599,1997
KS,total,118302,265699420,104883,45827,244528865,21170555,2390732,1997
KS,financial administration,2941,6173825,2826,1228,5933592,240233,26337,1997
KS,other government administration,2499,5926760,2313,4040,5306631,620129,46034,1997
KS,judicial and legal,1303,3340043,1165,687,2967168,372875,28562,1997
KS,police protection - officers,5037,14313050,4936,344,14166175,146875,19117,1997
KS,police protection - other,1877,3861904,1743,516,3661296,200608,24352,1997
KS,fire protection - firefighters,2416,7330791,2271,2293,7122836,207955,28432,1997
KS,fire protection - other,108,257898,102,41,251611,6287,1066,1997
KS,corrections,1842,4274130,1753,210,4152418,121712,16056,1997
KS,streets and highways,5111,10310901,4951,619,10022299,288602,36044,1997
KS,air transportation,211,508471,206,12,503574,4897,689,1997
KS,water transport and terminals,10,28377,10,0,28377,0,0,1997
KS,public welfare,755,1399135,626,243,1179975,219160,23306,1997
KS,health,3106,6876308,2620,1492,6169073,707235,85063,1997
KS,hospitals,6153,13077214,5196,1823,11452485,1624729,168618,1997
KS,solid waste management,913,1740633,867,133,1669282,71351,9122,1997
KS,sewerage,1114,2720537,1090,130,2671751,48786,5707,1997
KS,parks and recreation,1887,3752664,1477,1511,3254647,498017,72127,1997
KS,housing and community development,677,1350053,583,334,1192741,157312,18456,1997
KS,natural resources,362,639577,320,189,572079,67498,8367,1997
KS,water transport and terminals,1897,4841804,1752,556,4564048,277756,28741,1997
KS,electric power,1273,3314220,1269,14,3306970,7250,987,1997
KS,gas supply,47,114726,47,0,114726,0,0,1997
KS,transit,215,426992,207,21,416142,10850,1519,1997
KS,education - elementary and secondary instructional,47234,116430276,43375,10433,110404911,6025365,662441,1997
KS,education - elementary and secondary other,19862,31823424,16048,9593,26518496,5304928,660917,1997
KS,education - higher education instructional,2301,7001116,1549,3229,5045419,1955697,131498,1997
KS,education - higher education other,3637,7025425,2714,3004,5965023,1060402,162665,1997
KS,libraries,796,1472167,568,507,1168749,303418,41572,1997
KS,other and unallocable,2718,5366999,2299,2625,4746371,620628,82937,1997
KY,total,134740,285460723,125577,22597,273288840,12171883,1534527,1997
KY,financial administration,1677,3612195,1611,242,3499491,112704,11893,1997
KY,other government administration,2362,4782587,2261,1405,4385877,396710,21890,1997
KY,judicial and legal,1118,2701109,1058,178,2610097,91012,10751,1997
KY,police protection - officers,5074,12582019,4907,300,12350450,231569,28866,1997
KY,police protection - other,1381,2428588,1196,457,2203328,225260,32879,1997
KY,fire protection - firefighters,2855,6249537,2732,680,6084772,164765,22502,1997
KY,fire protection - other,162,340695,149,41,322516,18179,2441,1997
KY,corrections,2083,3782326,1985,206,3661383,120943,17595,1997
KY,streets and highways,2889,5331259,2838,100,5265498,65761,9281,1997
KY,air transportation,328,754602,311,22,733578,21024,2960,1997
KY,water transport and terminals,35,77543,34,2,76671,872,168,1997
KY,public welfare,682,1378468,610,205,1280285,98183,12577,1997
KY,health,3931,7998885,3617,707,7521507,477378,54741,1997
KY,hospitals,4419,9156423,3848,1101,7972929,1183494,100769,1997
KY,solid waste management,1489,2312595,1441,112,2257380,55215,8272,1997
KY,sewerage,1539,4516978,1521,26,4492265,24713,2705,1997
KY,parks and recreation,1189,1798742,1071,268,1650879,147863,20333,1997
KY,housing and community development,876,1961467,843,67,1919176,42291,5743,1997
KY,natural resources,172,239095,123,293,175887,63208,8397,1997
KY,water transport and terminals,2586,5937996,2489,295,5783548,154448,17598,1997
KY,electric power,604,1835431,596,26,1824503,10928,1528,1997
KY,gas supply,133,234477,131,5,231785,2692,405,1997
KY,transit,869,2325849,821,84,2247321,78528,8469,1997
KY,education - elementary and secondary instructional,63381,157197217,61118,5335,153953192,3244025,371668,1997
KY,education - elementary and secondary other,29035,39260942,24856,8777,34656976,4603966,679331,1997
KY,education - higher education instructional,0,0,0,0,0,0,0,1997
KY,education - higher education other,0,0,0,0,0,0,0,1997
KY,libraries,1175,1832684,873,696,1510326,322358,52160,1997
KY,other and unallocable,2696,4831014,2537,967,4617220,213794,28605,1997
LA,total,169976,335045290,160624,23876,321629898,13415392,1590717,1997
LA,financial administration,3017,6186570,2926,209,6061912,124658,16617,1997
LA,other government administration,3134,6463420,3019,1015,6075095,388325,23369,1997
LA,judicial and legal,3966,7529548,3745,678,7100445,429103,39014,1997
LA,police protection - officers,8999,21837008,8845,567,21632808,204200,28856,1997
LA,police protection - other,2792,5151450,2469,942,4776926,374524,54582,1997
LA,fire protection - firefighters,4091,10055425,4069,217,10024748,30677,4516,1997
LA,fire protection - other,189,406402,179,16,396528,9874,1592,1997
LA,corrections,4284,9831986,4091,261,9559868,272118,31857,1997
LA,streets and highways,4834,8281426,4695,213,8127145,154281,23751,1997
LA,air transportation,452,896695,426,40,868713,27982,4274,1997
LA,water transport and terminals,264,600117,263,7,596079,4038,355,1997
LA,public welfare,469,674938,428,78,635850,39088,6502,1997
LA,health,1118,2153609,1001,130,2019415,134194,19356,1997
LA,hospitals,12557,30794245,10585,3376,26339440,4454805,344263,1997
LA,solid waste management,1474,2061501,1419,114,1995102,66399,9518,1997
LA,sewerage,2101,4327312,2070,58,4286389,40923,5631,1997
LA,parks and recreation,3224,4791109,2436,1837,3844227,946882,135133,1997
LA,housing and community development,1352,2480917,1328,53,2451179,29738,4244,1997
LA,natural resources,734,1393922,700,71,1365648,28274,5643,1997
LA,water transport and terminals,2825,5395764,2803,81,5361005,34759,4778,1997
LA,electric power,607,1423410,591,24,1404260,19150,3032,1997
LA,gas supply,274,518716,269,6,513972,4744,723,1997
LA,transit,341,863054,321,28,827761,35293,3556,1997
LA,education - elementary and secondary instructional,69162,150115970,67236,7075,147700130,2415840,322691,1997
LA,education - elementary and secondary other,31543,41245305,29206,5272,38834729,2410576,382590,1997
LA,education - higher education instructional,182,359451,179,10,353191,6260,500,1997
LA,education - higher education other,163,152864,64,150,76095,76769,15350,1997
LA,libraries,1771,2702236,1466,660,2348455,353781,52653,1997
LA,other and unallocable,4057,6350920,3795,688,6052783,298137,45771,1997
ME,total,46260,105902809,40304,18510,96385775,9517034,1027754,1997
ME,financial administration,1111,2247144,937,734,1963275,283869,31017,1997
ME,other government administration,972,2269731,831,1057,1988209,281522,27894,1997
ME,judicial and legal,220,417430,195,65,378861,38569,4113,1997
ME,police protection - officers,1900,5106161,1777,372,4947487,158674,21917,1997
ME,police protection - other,507,976570,416,336,855892,120678,16377,1997
ME,fire protection - firefighters,1282,3429084,1075,2102,3150773,278311,38076,1997
ME,fire protection - other,78,164129,63,99,145537,18592,2633,1997
ME,corrections,607,1122304,515,187,1000679,121625,15861,1997
ME,streets and highways,1706,3990037,1519,491,3703804,286233,32822,1997
ME,air transportation,292,613109,208,88,483975,129134,14997,1997
ME,water transport and terminals,121,225337,82,75,173795,51542,6809,1997
ME,public welfare,491,981777,345,218,707332,274445,26173,1997
ME,health,230,458404,136,364,316721,141683,16944,1997
ME,hospitals,691,1772674,540,328,1429178,343496,26060,1997
ME,solid waste management,491,998801,379,311,856600,142201,21060,1997
ME,sewerage,636,1559319,604,81,1506168,53151,5741,1997
ME,parks and recreation,597,1080868,316,754,699519,381349,49717,1997
ME,housing and community development,420,965293,386,60,921829,43464,5764,1997
ME,natural resources,31,58246,30,6,55032,3214,393,1997
ME,water transport and terminals,694,1748720,664,119,1701085,47635,4976,1997
ME,electric power,19,53511,19,3,52931,580,78,1997
ME,gas supply,0,0,0,0,0,0,0,1997
ME,transit,101,299346,72,30,226285,73061,3646,1997
ME,education - elementary and secondary instructional,23610,58573050,21637,5612,55130828,3442222,330750,1997
ME,education - elementary and secondary other,8339,14680982,6779,3420,12359566,2321416,263153,1997
ME,education - higher education instructional,0,0,0,0,0,0,0,1997
ME,education - higher education other,0,0,0,0,0,0,0,1997
ME,libraries,327,621812,202,349,439090,182722,23072,1997
ME,other and unallocable,787,1488970,577,1249,1191324,297646,37711,1997
MD,total,171635,523085607,151308,43081,482556330,40529277,3522038,1997
MD,financial administration,2222,6999546,2161,136,6860575,138971,10829,1997
MD,other government administration,3002,8893903,2515,1069,7563039,1330864,87502,1997
MD,judicial and legal,2641,8408826,2517,257,8119347,289479,21357,1997
MD,police protection - officers,11370,39158503,11265,243,38911368,247135,18280,1997
MD,police protection - other,2621,6628442,2201,1156,5953380,675062,71774,1997
MD,fire protection - firefighters,5554,21475594,5487,146,21380834,94760,10790,1997
MD,fire protection - other,343,1008382,317,215,946848,61534,4585,1997
MD,corrections,2454,6960834,2418,53,6892219,68615,6328,1997
MD,streets and highways,4944,12684465,4893,135,12587195,97270,9210,1997
MD,air transportation,20,43700,15,11,35695,8005,884,1997
MD,water transport and terminals,5,14118,5,1,13910,208,31,1997
MD,public welfare,2365,4761125,1867,828,3799202,961923,87017,1997
MD,health,3577,9989609,2744,1180,7878211,2111398,145932,1997
MD,hospitals,0,0,0,0,0,0,0,1997
MD,solid waste management,2182,4631649,2122,111,4546266,85383,10674,1997
MD,sewerage,3986,11741211,3965,44,11683803,57408,4021,1997
MD,parks and recreation,6092,12219213,5071,3023,10924239,1294974,177850,1997
MD,housing and community development,2825,6984778,2691,180,6671983,312795,23297,1997
MD,natural resources,358,1150112,336,44,1092852,57260,4080,1997
MD,water transport and terminals,2102,6071304,2091,22,6048367,22937,1963,1997
MD,electric power,79,234391,78,1,233727,664,133,1997
MD,gas supply,11,26702,11,0,26702,0,0,1997
MD,transit,785,2290941,657,167,2020523,270418,22246,1997
MD,education - elementary and secondary instructional,67181,243015614,60698,13870,227731910,15283704,1128038,1997
MD,education - elementary and secondary other,28861,65038597,23091,9443,55544372,9494225,998547,1997
MD,education - higher education instructional,3253,11230980,1949,4587,7707722,3523258,219282,1997
MD,education - higher education other,5261,12578644,3778,3748,10627799,1950845,250518,1997
MD,libraries,2733,6277877,2025,1542,5063746,1214131,124997,1997
MD,other and unallocable,4808,12566547,4340,869,11690496,876051,81873,1997
MA,total,213917,640275116,194820,48725,606624477,33650639,3193755,1997
MA,financial administration,4573,12404151,4162,1142,11539682,864469,69367,1997
MA,other government administration,3889,11010602,3391,1623,9784346,1226256,86344,1997
MA,judicial and legal,303,1014650,287,54,956836,57814,3073,1997
MA,police protection - officers,13842,53558197,13459,1399,52689304,868893,64632,1997
MA,police protection - other,2972,6281087,2313,1923,5172883,1108204,110062,1997
MA,fire protection - firefighters,11843,41290991,11397,3090,40640229,650762,77703,1997
MA,fire protection - other,520,1409886,458,214,1278721,131165,11229,1997
MA,corrections,5287,15838778,5057,469,15320225,518553,40364,1997
MA,streets and highways,6074,17854349,5964,305,17630867,223482,19925,1997
MA,air transportation,125,360030,118,18,344493,15537,1313,1997
MA,water transport and terminals,50,115334,40,24,98224,17110,1692,1997
MA,public welfare,2048,4254056,1615,915,3538924,715132,73802,1997
MA,health,2539,7715285,2260,954,7127588,587697,47398,1997
MA,hospitals,5549,16054333,4869,1050,13844136,2210197,115199,1997
MA,solid waste management,1306,3018649,1185,301,2820767,197882,21892,1997
MA,sewerage,2012,5942871,1934,208,5778579,164292,13330,1997
MA,parks and recreation,1980,4785349,1506,1573,4012284,773065,80794,1997
MA,housing and community development,4206,11655074,3948,610,11178385,476689,44696,1997
MA,natural resources,343,892035,304,110,819000,73035,7058,1997
MA,water transport and terminals,3094,8900495,3000,365,8727855,172640,15805,1997
MA,electric power,1274,5026154,1256,52,4982125,44029,3206,1997
MA,gas supply,172,693993,171,1,692465,1528,102,1997
MA,transit,6003,22429850,5616,641,21260772,1169078,68235,1997
MA,education - elementary and secondary instructional,95782,307663891,89760,13089,296855647,10808244,982946,1997
MA,education - elementary and secondary other,29802,60173851,24097,13818,52458848,7715003,946341,1997
MA,education - higher education instructional,107,337098,97,45,312379,24719,1634,1997
MA,education - higher education other,54,151465,49,11,143598,7867,788,1997
MA,libraries,3461,7869034,2442,2657,6182372,1686662,174656,1997
MA,other and unallocable,4707,11573578,4065,2064,10432943,1140635,110169,1997
MI,total,332671,1023945646,281926,142283,932418272,91527374,8661105,1997
MI,financial administration,6627,18578000,5958,2599,17008736,1569264,134094,1997
MI,other government administration,7640,20471281,6357,10085,17342998,3128283,237812,1997
MI,judicial and legal,9097,27490153,8687,904,26566184,923969,72601,1997
MI,police protection - officers,17345,61304479,17006,1106,60745412,559067,59677,1997
MI,police protection - other,3898,8907715,3182,2206,7897806,1009909,128799,1997
MI,fire protection - firefighters,7098,23893153,5776,9169,21707505,2185648,233006,1997
MI,fire protection - other,776,2024189,682,446,1904921,119268,15614,1997
MI,corrections,4940,14052599,4512,836,13202989,849610,74027,1997
MI,streets and highways,8950,27126201,8780,443,26862325,263876,30922,1997
MI,air transportation,887,2844926,845,132,2774891,70035,7683,1997
MI,water transport and terminals,40,128558,39,1,127208,1350,140,1997
MI,public welfare,2176,4414894,1493,1331,3487774,927120,117152,1997
MI,health,9249,25647805,8034,2832,23126566,2521239,212231,1997
MI,hospitals,7676,20884142,6018,3166,16398853,4485289,286528,1997
MI,solid waste management,2323,6436893,2198,338,6212646,224247,22956,1997
MI,sewerage,4358,13496875,4279,242,13355339,141536,14568,1997
MI,parks and recreation,5139,11707963,3162,5453,9008113,2699850,346018,1997
MI,housing and community development,1672,5040524,1384,560,4028267,1012257,50230,1997
MI,natural resources,648,1516397,568,162,1390878,125519,13345,1997
MI,water transport and terminals,4463,13341485,4375,234,13190508,150977,15350,1997
MI,electric power,1565,6424374,1562,9,6419125,5249,506,1997
MI,gas supply,0,0,0,0,0,0,0,1997
MI,transit,4668,11248483,4321,587,10683966,564517,60710,1997
MI,education - elementary and secondary instructional,127051,471167160,114857,29310,447055917,24111243,2030637,1997
MI,education - elementary and secondary other,69130,157226732,50062,39797,127022619,30204113,3181311,1997
MI,education - higher education instructional,4913,20190338,3185,6513,14807892,5382446,303037,1997
MI,education - higher education other,7415,17730857,4851,6191,14396902,3333955,449751,1997
MI,libraries,3884,8119709,2282,3994,5905112,2214597,278585,1997
MI,other and unallocable,9043,22529761,7471,13637,19786820,2742941,283815,1997
MN,total,188845,530141581,156080,92203,466996989,63144592,5790265,1997
MN,financial administration,4613,13751065,4335,1890,13049561,701504,57192,1997
MN,other government administration,4074,11907890,3563,9055,10248732,1659158,113690,1997
MN,judicial and legal,3459,11467857,3125,717,10475263,992594,59517,1997
MN,police protection - officers,7163,26969505,7001,546,26655744,313761,30609,1997
MN,police protection - other,2217,5469181,1888,711,4881262,587919,58780,1997
MN,fire protection - firefighters,2082,7698025,1698,4509,7155532,542493,71783,1997
MN,fire protection - other,130,421994,107,113,371898,50096,4106,1997
MN,corrections,3870,11809700,3497,868,11006720,802980,65805,1997
MN,streets and highways,6889,21114084,6570,997,20460485,653599,62557,1997
MN,air transportation,519,1950547,496,37,1911531,39016,4004,1997
MN,water transport and terminals,49,188307,49,1,187942,365,24,1997
MN,public welfare,10481,27889338,9366,2075,25605299,2284039,196421,1997
MN,health,3602,9364685,2283,2550,6557984,2806701,231723,1997
MN,hospitals,10495,28240007,6507,6982,17699159,10540848,702935,1997
MN,solid waste management,991,2669828,915,200,2534922,134906,13783,1997
MN,sewerage,2144,7234791,2044,430,7027269,207522,19657,1997
MN,parks and recreation,4120,10369225,2789,5594,8378466,1990759,235482,1997
MN,housing and community development,2083,6155301,1823,575,5636380,518921,44516,1997
MN,natural resources,716,1573766,621,466,1414203,159563,16999,1997
MN,water transport and terminals,1531,4782179,1464,227,4608347,173832,14752,1997
MN,electric power,836,2864408,806,75,2808207,56201,5439,1997
MN,gas supply,145,474000,144,1,472979,1021,144,1997
MN,transit,2384,7668485,2168,465,7216991,451494,37866,1997
MN,education - elementary and secondary instructional,76803,228357566,65924,22952,207919827,20437739,1893994,1997
MN,education - elementary and secondary other,29733,60627815,21201,20416,46922195,13705620,1482715,1997
MN,education - higher education instructional,0,0,0,0,0,0,0,1997
MN,education - higher education other,0,0,0,0,0,0,0,1997
MN,libraries,2250,5299029,1445,2063,3822511,1476518,140663,1997
MN,other and unallocable,5466,13823003,4251,7688,11967580,1855423,225109,1997
MS,total,122256,222189611,113814,24700,209190617,12998994,1489236,1997
MS,financial administration,2636,4507677,2567,231,4376484,131193,13373,1997
MS,other government administration,1981,4131319,1872,1106,3778096,353223,21537,1997
MS,judicial and legal,2438,4475861,2278,642,4098092,377769,30153,1997
MS,police protection - officers,5234,10647825,5030,592,10394761,253064,37100,1997
MS,police protection - other,1860,2801034,1655,663,2532680,268354,38126,1997
MS,fire protection - firefighters,3068,6607949,2987,496,6505566,102383,14914,1997
MS,fire protection - other,96,180861,87,57,169852,11009,1730,1997
MS,corrections,1338,2048332,1248,166,1932953,115379,15714,1997
MS,streets and highways,5643,8210093,5470,380,7992727,217366,31211,1997
MS,air transportation,144,250566,126,39,233519,17047,2865,1997
MS,water transport and terminals,79,124657,76,14,122219,2438,354,1997
MS,public welfare,548,638588,510,99,590068,48520,7225,1997
MS,health,192,299908,124,181,190880,109028,12157,1997
MS,hospitals,17693,36021011,15720,3782,31928292,4092719,348935,1997
MS,solid waste management,1073,1494152,1029,124,1442788,51364,8081,1997
MS,sewerage,712,1224793,676,60,1181261,43532,6717,1997
MS,parks and recreation,926,1311947,722,724,1108333,203614,35896,1997
MS,housing and community development,889,1695014,837,115,1625617,69397,9505,1997
MS,natural resources,579,826484,477,253,702140,124344,17914,1997
MS,water transport and terminals,1288,2248970,1229,128,2176134,72836,10575,1997
MS,electric power,531,1143169,519,24,1127729,15440,2092,1997
MS,gas supply,256,489635,251,9,481429,8206,1016,1997
MS,transit,127,187856,123,14,183529,4327,648,1997
MS,education - elementary and secondary instructional,45435,87764730,44604,3149,86607723,1157007,143819,1997
MS,education - elementary and secondary other,17333,20445060,14812,6800,17653114,2791946,439546,1997
MS,education - higher education instructional,3307,10005191,2757,2064,8653751,1351440,93195,1997
MS,education - higher education other,3261,6907442,2878,1189,6432319,475123,65453,1997
MS,libraries,862,1240777,651,618,1015695,225082,38089,1997
MS,other and unallocable,2727,4258710,2499,981,3952866,305844,41296,1997
MO,total,201609,461500061,184250,51296,433293014,28207047,3025559,1997
MO,financial administration,3744,8049970,3606,660,7771722,278248,27512,1997
MO,other government administration,3419,7467999,3223,2746,6907181,560818,41831,1997
MO,judicial and legal,3347,7692131,3117,785,7268766,423365,42960,1997
MO,police protection - officers,10598,29455650,10448,545,29234669,220981,28380,1997
MO,police protection - other,3782,7633816,3588,647,7372611,261205,35236,1997
MO,fire protection - firefighters,5370,16860776,5133,2205,16516355,344421,43929,1997
MO,fire protection - other,322,933519,293,193,884450,49069,5721,1997
MO,corrections,2480,5044567,2359,317,4899080,145487,20344,1997
MO,streets and highways,7008,14864194,6736,847,14401354,462840,54871,1997
MO,air transportation,1191,3000963,1163,51,2958781,42182,5086,1997
MO,water transport and terminals,2,6434,2,0,6434,0,0,1997
MO,public welfare,2533,3431585,2128,806,2904196,527389,70389,1997
MO,health,4057,8623410,3431,1416,7676329,947081,110340,1997
MO,hospitals,8110,17118969,6917,2040,14725376,2393593,209061,1997
MO,solid waste management,892,1764802,781,170,1589348,175454,20119,1997
MO,sewerage,2617,6764959,2534,221,6617866,147093,16619,1997
MO,parks and recreation,3511,6732236,2561,2454,5528817,1203419,168357,1997
MO,housing and community development,1719,3582442,1624,232,3446219,136223,16637,1997
MO,natural resources,195,357534,151,136,223918,133616,8231,1997
MO,water transport and terminals,3124,6988158,2982,540,6760153,228005,28408,1997
MO,electric power,1260,3731311,1248,27,3709880,21431,2018,1997
MO,gas supply,138,394697,137,1,394023,674,104,1997
MO,transit,2780,7105736,2584,311,6741799,363937,34687,1997
MO,education - elementary and secondary instructional,82258,209461284,78128,12212,202507647,6953637,696037,1997
MO,education - elementary and secondary other,34832,57089709,29676,12070,49775655,7314054,880728,1997
MO,education - higher education instructional,2185,5898150,1298,3099,4123716,1774434,153764,1997
MO,education - higher education other,2845,7250402,2263,2637,5887840,1362562,99000,1997
MO,libraries,2728,4680376,1949,2207,3570825,1109551,138189,1997
MO,other and unallocable,4562,9514282,4190,1721,8888004,626278,67001,1997
MT,total,32676,70561991,27164,15615,62295155,8266836,964799,1997
MT,financial administration,724,1350930,690,89,1291193,59737,6721,1997
MT,other government administration,758,1548430,703,513,1403497,144933,11487,1997
MT,judicial and legal,722,1568901,593,373,1262464,306437,23107,1997
MT,police protection - officers,1298,3432418,1277,103,3399735,32683,4182,1997
MT,police protection - other,473,799696,424,156,724505,75191,8928,1997
MT,fire protection - firefighters,510,1534929,498,439,1516340,18589,2717,1997
MT,fire protection - other,85,168874,79,36,162434,6440,1046,1997
MT,corrections,453,880095,400,111,802960,77135,9297,1997
MT,streets and highways,1309,2828110,1276,75,2778001,50109,6094,1997
MT,air transportation,104,272309,100,27,263435,8874,1110,1997
MT,water transport and terminals,0,0,0,0,0,0,0,1997
MT,public welfare,512,720611,343,309,498007,222604,30230,1997
MT,health,664,1279195,475,465,945143,334052,33581,1997
MT,hospitals,778,1436288,589,335,1150626,285662,33196,1997
MT,solid waste management,542,1145932,504,155,1090395,55537,7512,1997
MT,sewerage,313,716518,293,82,683858,32660,4237,1997
MT,parks and recreation,356,710630,266,450,581023,129607,16106,1997
MT,housing and community development,227,466559,197,45,419707,46852,5045,1997
MT,natural resources,274,477288,219,176,388480,88808,10043,1997
MT,water transport and terminals,407,916445,386,148,866658,49787,5286,1997
MT,electric power,0,0,0,0,0,0,0,1997
MT,gas supply,0,0,0,0,0,0,0,1997
MT,transit,147,279961,137,22,267284,12677,1941,1997
MT,education - elementary and secondary instructional,15361,36546157,13173,5710,33173860,3372297,373608,1997
MT,education - elementary and secondary other,5338,9043100,3606,4651,6745720,2297380,300318,1997
MT,education - higher education instructional,56,156065,49,21,141913,14152,1206,1997
MT,education - higher education other,92,172641,67,69,150228,22413,4394,1997
MT,libraries,283,464362,160,290,291789,172573,21417,1997
MT,other and unallocable,890,1645547,660,765,1295900,349647,41990,1997
NE,total,75377,178587058,66360,25196,164593164,13993894,1624103,1997
NE,financial administration,1482,2793859,1390,374,2629773,164086,18394,1997
NE,other government administration,1649,3502772,1489,2048,3073251,429521,34393,1997
NE,judicial and legal,974,2279653,903,194,2136459,143194,13239,1997
NE,police protection - officers,2633,8038334,2600,150,7976585,61749,7484,1997
NE,police protection - other,879,1738583,792,180,1627907,110676,15041,1997
NE,fire protection - firefighters,1146,4292259,1127,220,4269272,22987,3709,1997
NE,fire protection - other,54,136758,52,72,129457,7301,905,1997
NE,corrections,1003,2006144,953,124,1938294,67850,9076,1997
NE,streets and highways,2901,5906280,2797,354,5703996,202284,22168,1997
NE,air transportation,220,588913,197,71,544599,44314,4255,1997
NE,water transport and terminals,0,0,0,0,0,0,0,1997
NE,public welfare,797,1230624,650,312,1034321,196303,26866,1997
NE,health,423,1058143,351,235,931877,126266,13012,1997
NE,hospitals,4154,8380537,3372,1272,7029626,1350911,134900,1997
NE,solid waste management,254,542496,231,110,498101,44395,5821,1997
NE,sewerage,647,1675277,625,129,1614548,60729,6456,1997
