state,government_function,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_october_pay,total_october_pay_coefficient_of_variation_as_percent,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours_october,part_time_hours_october_coefficient_of_variation_as_percent,year
CT,electric power,130,0,497481,0,129,0,4,0,496361,0,1120,0,118,0,1993
CT,gas supply,35,0,129872,0,35,0,0,0,129872,0,0,0,0,0,1993
CT,transit,385,0,1017631,0,350,0,62,0,962099,0,55532,0,6103,0,1993
CT,education - elementary and secondary instructional,46220,0.72,168342248,0.81,43598,0.82,6992,3.15,163181742,0.81,5160506,4.5,440902,5.41,1993
CT,education - elementary and secondary other,14890,0.96,30321553,1.74,12571,1.14,5770,4.06,26446167,2.04,3875386,5.25,389882,4.95,1993
CT,education - higher education instructional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
CT,education - higher education other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
CT,libraries,1427,1.48,3184163,1.22,1023,1.48,1225,2.06,2596872,1.14,587291,2.05,67003,1.81,1993
CT,other and unallocable,2005,1.45,5555692,1.36,1769,1.31,759,11.63,5142534,1.32,413158,4.96,38617,5.22,1993
DE,total,17581,0.47,46108037,0.66,16386,0.43,3334,1.81,44468533,0.65,1639504,1.57,200455,1.7,1993
DE,financial administration,460,3.18,1074673,1.78,452,2.71,19,0,1062944,1.45,11729,0,1446,0,1993
DE,other government administration,403,1.57,969949,0.98,379,1.06,100,26.75,944759,0.49,25190,30.24,2259,33.93,1993
DE,judicial and legal,141,0,317717,0,137,0,12,0,310940,0,6777,0,798,0,1993
DE,police protection - officers,981,2.33,2742169,2.1,975,2.4,15,29.83,2733646,2.12,8523,39.68,1091,38.67,1993
DE,police protection - other,341,1.92,623749,1.21,218,3.05,240,0.87,418225,1.8,205524,0.22,21697,0.32,1993
DE,fire protection - firefighters,223,0,570660,0,223,0,1,0,569958,0,702,0,80,0,1993
DE,fire protection - other,82,0,253293,0,82,0,0,0,253293,0,0,0,0,0,1993
DE,corrections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
DE,streets and highways,584,0,1452954,0,549,0,60,0,1385597,0,67357,0,6129,0,1993
DE,air transportation,19,0,76671,0,19,0,1,0,76091,0,580,0,42,0,1993
DE,water transport and terminals,110,0,313383,0,73,0,67,0,214581,0,98802,0,6511,0,1993
DE,public welfare,40,0,64707,0,20,0,59,0,37733,0,26974,0,3584,0,1993
DE,health,165,0.1,446523,0.04,164,0,3,0,445487,0,1036,15.64,203,14.51,1993
DE,hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
DE,solid waste management,217,2.55,354706,1.78,211,2.37,17,39.56,348570,1.59,6136,18.03,951,15.51,1993
DE,sewerage,370,1.48,827522,1.67,370,1.48,0,0,827522,1.67,0,0,0,0,1993
DE,parks and recreation,292,0,577044,0,236,0,399,0,502985,0,74059,0,9978,0,1993
DE,housing and community development,247,0,560607,0,243,0,8,0,552247,0,8360,0,684,0,1993
DE,natural resources,13,0,29254,0,12,0,155,0,27938,0,1316,0,159,0,1993
DE,water transport and terminals,176,2.92,355097,2.25,174,2.95,2,0,353255,2.26,1842,0,283,0,1993
DE,electric power,191,0,853717,0.08,191,0,0,0,853717,0.08,0,0,0,0,1993
DE,gas supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
DE,transit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
DE,education - elementary and secondary instructional,8508,0.59,25452553,0.96,8302,0.53,738,6.56,25134888,0.92,317665,4.26,34285,3.33,1993
DE,education - elementary and secondary other,3513,0.95,6979346,1.28,2895,1.12,1341,0.59,6268557,1.4,710789,0.31,102599,0.34,1993
DE,education - higher education instructional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
DE,education - higher education other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
DE,libraries,106,0,229730,0,82,0,62,0,189649,0,40081,0,4193,0,1993
DE,other and unallocable,399,12.04,982013,15.19,379,9.25,35,60.92,955951,14.19,26062,77.18,3483,88.26,1993
DC,total,51375,0,167812383,0,49054,0,3987,0,162618053,0,5194330,0,410364,0,1993
DC,financial administration,837,0,2369999,0,824,0,25,0,2343331,0,26668,0,2214,0,1993
DC,other government administration,987,0,3195537,0,971,0,27,0,3147166,0,48371,0,2845,0,1993
DC,judicial and legal,1853,0,6137895,0,1842,0,16,0,6102639,0,35256,0,1957,0,1993
DC,police protection - officers,4202,0,15920349,0,4202,0,0,0,15920349,0,0,0,0,0,1993
DC,police protection - other,772,0,1848790,0,684,0,164,0,1679275,0,169515,0,15498,0,1993
DC,fire protection - firefighters,1375,0,5915409,0,1375,0,0,0,5915409,0,0,0,0,0,1993
DC,fire protection - other,461,0,1652760,0,457,0,12,0,1646149,0,6611,0,620,0,1993
DC,corrections,4811,0,14812661,0,4780,0,35,0,14719808,0,92853,0,5462,0,1993
DC,streets and highways,867,0,2529747,0,838,0,58,0,2489957,0,39790,0,5136,0,1993
DC,air transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
DC,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
DC,public welfare,1982,0,5166613,0,1979,0,5,0,5157035,0,9578,0,443,0,1993
DC,health,2153,0,6438825,0,2118,0,70,0,6312231,0,126594,0,6199,0,1993
DC,hospitals,5306,0,17015916,0,5059,0,291,0,16096502,0,919414,0,43704,0,1993
DC,solid waste management,584,0,1757398,0,584,0,0,0,1757398,0,0,0,0,0,1993
DC,sewerage,690,0,2034517,0,689,0,1,0,2032093,0,2424,0,146,0,1993
DC,parks and recreation,546,0,1297178,0,509,0,74,0,1223793,0,73385,0,6553,0,1993
DC,housing and community development,864,0,2339452,0,854,0,48,0,2322344,0,17108,0,1711,0,1993
DC,natural resources,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
DC,water transport and terminals,690,0,2032093,0,690,0,0,0,2032093,0,0,0,0,0,1993
DC,electric power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
DC,gas supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
DC,transit,8313,0,35098695,0,8106,0,310,0,34439886,0,658809,0,36712,0,1993
DC,education - elementary and secondary instructional,5694,0,19037680,0,5620,0,196,0,18790298,0,247382,0,13020,0,1993
DC,education - elementary and secondary other,3124,0,5711774,0,1974,0,1577,0,3684280,0,2027494,0,203624,0,1993
DC,education - higher education instructional,580,0,2416282,0,486,0,239,0,2082332,0,333950,0,16696,0,1993
DC,education - higher education other,946,0,2470845,0,875,0,168,0,2406974,0,63871,0,12488,0,1993
DC,libraries,431,0,1093632,0,421,0,19,0,1069882,0,23750,0,1683,0,1993
DC,other and unallocable,3307,0,9518336,0,3117,0,652,0,9246829,0,271507,0,33653,0,1993
FL,total,498072,0.59,1149348350,0.52,469469,0.55,105350,1.24,1105810188,0.49,43538162,2.41,5009452,2.34,1993
FL,financial administration,12572,2.35,30217049,2.39,12280,2.38,489,9.19,29805658,2.41,411391,8.11,51660,8.28,1993
FL,other government administration,10204,3.83,27016465,2.58,9840,4.09,1600,30.84,26305543,2.59,710922,21.65,64320,17.72,1993
FL,judicial and legal,10218,1.52,22845855,1.2,9979,1.61,490,10.23,22354168,1.27,491687,7.63,42372,1.74,1993
FL,police protection - officers,28656,1.67,94924439,1.38,28249,1.42,623,17.29,94520537,1.36,403902,30.91,60833,21.56,1993
FL,police protection - other,13633,1.5,27423205,1.27,12002,1.43,4421,3.45,25499797,1.27,1923408,4.69,286457,4.63,1993
FL,fire protection - firefighters,15080,1.26,48725129,0.87,14694,1.19,1567,28.14,48282997,1.08,442132,68.2,68310,43.94,1993
FL,fire protection - other,1876,3.7,5011142,2.98,1828,4,75,5.44,4936829,3.11,74313,5.32,8448,4.57,1993
FL,corrections,12318,0.74,29039378,0.82,12293,0.77,69,8.73,29003448,0.82,35930,4.51,4179,2,1993
FL,streets and highways,13465,2.25,28789185,2.24,13271,2.2,287,17.28,28445829,2.18,343356,27.32,34369,22.3,1993
FL,air transportation,2520,0.39,6250123,0.41,2499,0.42,36,0,6219538,0.45,30585,0,3766,0,1993
FL,water transport and terminals,894,0,2406690,0,840,0,77,0,2343210,0,63480,0,9649,0,1993
FL,public welfare,5491,1.19,10233836,1.13,4908,1.22,1162,1.6,9657098,1.14,576738,1.58,110967,1.33,1993
FL,health,6252,0.62,15547967,0.82,6078,0.64,462,0.25,15237408,0.86,310559,0.04,30525,0.03,1993
FL,hospitals,26424,0.08,65216975,0.06,23800,0.15,4050,1.37,59135168,0.05,6081807,0.19,463762,0.51,1993
FL,solid waste management,7245,3.03,15163475,2.43,7085,2.56,243,35.47,14943796,2.21,219679,31.39,28269,32.54,1993
FL,sewerage,7375,2.34,17239604,2.13,7354,2.34,33,0,17209015,2.13,30589,0,3785,0,1993
FL,parks and recreation,14729,1.75,25805610,1.65,11391,1.95,8090,2.29,21732128,1.87,4073482,2.75,586883,2.97,1993
FL,housing and community development,3341,16.6,7746510,13.23,3270,16.08,138,47.65,7568003,12.91,178507,48.9,14190,54.08,1993
FL,natural resources,3287,1.5,9049948,1.16,3220,1.5,121,4.21,8951827,1.16,98121,4.16,12357,5.66,1993
FL,water transport and terminals,9827,3.49,25110070,3.38,9805,3.53,40,28.45,25077403,3.42,32667,24.11,3871,25.16,1993
FL,electric power,5205,0.09,16973122,0.12,5169,0.09,65,0,16914840,0.12,58282,0,6368,0,1993
FL,gas supply,542,2.25,1196425,4.75,536,2.28,10,0,1187508,4.79,8917,0,1139,0,1993
FL,transit,4846,0,13493817,0,4745,0,205,0,13320204,0,173613,0,18024,0,1993
FL,education - elementary and secondary instructional,132768,1.57,359010612,1.33,130295,1.39,30529,2.62,354530924,1.23,4479688,17.19,437676,17.18,1993
FL,education - elementary and secondary other,104912,1.61,142039284,1.77,96820,1.48,26851,2.69,132302771,1.63,9736513,5.88,1432016,5.45,1993
FL,education - higher education instructional,7507,0,26768637,0,5104,0,11890,0,19882141,0,6886496,0,407863,0,1993
FL,education - higher education other,13229,0,26257244,0,9772,0,8941,0,22300946,0,3956298,0,584109,0,1993
FL,libraries,4283,1.74,8025712,1.9,3590,1.68,1447,4.01,7190409,2.15,835303,3.87,122089,4.37,1993
FL,other and unallocable,19373,2.87,41820842,1.93,18752,2.82,1339,9.25,40951045,1.89,869797,9.63,111196,7.93,1993
GA,total,292862,1.29,594278441,1.17,274154,1.32,45717,3.34,563163315,1.18,31115126,2.63,3282234,3.07,1993
GA,financial administration,5317,7.83,11262964,6.94,5127,8.1,587,19.97,10938998,7.04,323966,14.52,35193,12.62,1993
GA,other government administration,3416,4.83,8020241,3.78,3255,5.04,1887,29.88,7580096,3.6,440145,18.06,28530,15.4,1993
GA,judicial and legal,5552,5.76,12454587,3.01,5249,4.1,880,24.07,11850872,2.77,603715,15.4,53268,15.16,1993
GA,police protection - officers,13366,3.76,31296348,3.27,13235,3.69,313,24.45,31122468,3.23,173880,30.15,23391,28.07,1993
GA,police protection - other,3199,6.37,5237368,5.23,2771,6.69,1171,6.63,4696594,5.46,540774,6.76,75159,7.6,1993
GA,fire protection - firefighters,7840,2.13,19847166,1.52,7773,1.96,952,54.63,19757976,1.43,89190,28.09,12120,27.45,1993
GA,fire protection - other,256,10.4,529546,10.4,244,10.02,82,13.42,509005,10.07,20541,26.12,3150,15.65,1993
GA,corrections,5016,5.11,10201277,3.43,4898,5.13,198,11.6,10020822,3.42,180455,6.46,20723,8.72,1993
GA,streets and highways,6722,6.98,11429639,6.51,6651,6.93,112,21.89,11344062,6.46,85577,22.34,12668,22.99,1993
GA,air transportation,534,5.45,1153044,5.81,516,5.55,33,8.22,1132948,5.88,20096,2.92,3238,3.25,1993
GA,water transport and terminals,27,0,75890,0,25,0,2,0,72750,0,3140,0,394,0,1993
GA,public welfare,792,17.31,1297979,16.75,707,18.59,186,11.59,1189427,17.9,108552,8.84,14936,7.58,1993
GA,health,2146,19.63,4670423,12.98,1889,21.34,479,19.12,4167734,14.23,502689,10.77,45175,13.24,1993
GA,hospitals,42441,4.46,87894587,4.49,36580,4.64,9349,5.99,76251536,4.59,11643051,5.48,1027210,5.41,1993
GA,solid waste management,4898,8.37,7511984,6.98,4763,8.53,272,30.54,7353043,7.08,158941,30.01,23976,34.38,1993
GA,sewerage,3324,3.77,6495659,2.83,3206,3.18,139,47.18,6369444,2.63,126215,44.45,20819,49.17,1993
GA,parks and recreation,3865,2.71,6414531,2.21,3181,2.86,1571,7.01,5701829,2.34,712702,8.35,120557,8.63,1993
GA,housing and community development,5329,21.28,9900186,19.34,5056,19.72,805,56.26,9516214,19.28,383972,33.74,48900,44.61,1993
GA,natural resources,275,15.13,364343,15.77,207,21.77,156,27.87,241569,11.52,122774,42.83,11850,27.1,1993
GA,water transport and terminals,4805,3.61,9756319,2.95,4759,3.56,217,51.73,9688162,2.94,68157,28.36,8139,28.87,1993
GA,electric power,836,14.96,1986027,12.51,825,14.95,17,49.14,1974284,12.48,11743,35.43,1783,35.54,1993
GA,gas supply,376,6.2,770620,5.76,374,6.22,10,0,768863,5.76,1757,0,393,0,1993
GA,transit,3873,0,10426603,0,3632,0,449,0,9956069,0,470534,0,42719,0,1993
GA,education - elementary and secondary instructional,109134,1.75,253016178,1.54,105742,1.8,11461,4.53,247175286,1.58,5840892,3.31,586119,5.24,1993
GA,education - elementary and secondary other,46804,1.99,59808852,1.53,42092,2.53,10791,6.18,53229230,1.79,6579622,5.47,829468,7.38,1993
GA,education - higher education instructional,432,0,1637651,0,266,0,603,0,1103879,0,533772,0,28168,0,1993
GA,education - higher education other,268,0,569819,0,195,0,177,0,483526,0,86293,0,12868,0,1993
GA,libraries,2095,3.46,3893771,3.45,1627,3.96,1069,3.63,3281072,3.86,612699,2.84,82330,3.77,1993
GA,other and unallocable,9924,19.13,16354839,18.87,9309,19.07,1749,35.93,15685557,18.84,669282,30.82,108990,33.62,1993
HI,total,14338,0.01,41042492,0,13883,0,1322,0,40263181,0,779311,0.05,80579,0.18,1993
HI,financial administration,858,0,2303086,0,832,0,42,0,2242692,0,60394,0,4550,0,1993
HI,other government administration,853,0,2666592,0,839,0,33,0,2636900,0,29692,0,2552,0,1993
HI,judicial and legal,579,0,1953424,0,570,0,27,0,1932372,0,21052,0,1556,0,1993
HI,police protection - officers,2685,0,9452136,0,2684,0,1,0,9449742,0,2394,0,110,0,1993
HI,police protection - other,722,0,1825618,0,686,0,158,0,1772020,0,53598,0,6308,0,1993
HI,fire protection - firefighters,1588,0,4571204,0,1588,0,0,0,4571204,0,0,0,0,0,1993
HI,fire protection - other,70,0,202342,0,70,0,0,0,202342,0,0,0,0,0,1993
HI,corrections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
HI,streets and highways,1073,0,2670906,0,1062,0,17,0,2642976,0,27930,0,2000,0,1993
HI,air transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
HI,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
HI,public welfare,113,0,212486,0,110,0,6,0,206320,0,6166,0,538,0,1993
HI,health,192,0,659706,0,190,0,4,0,656034,0,3672,0,400,0,1993
HI,hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
HI,solid waste management,686,0,1779192,0,685,0,3,0,1776854,0,2338,0,242,0,1993
HI,sewerage,819,0,2476622,0,817,0,5,0,2473934,0,2688,0,314,0,1993
HI,parks and recreation,1963,0,4374794,0,1696,0,851,0,3939414,0,435380,0,47250,0,1993
HI,housing and community development,175,0,472832,0,169,0,9,0,459846,0,12986,0,1074,0,1993
HI,natural resources,15,5.52,40176,2.54,12,0,6,0,35053,2.35,5123,7.64,587,24.99,1993
HI,water transport and terminals,1003,0,2841046,0,991,0,29,0,2823352,0,17694,0,2072,0,1993
HI,electric power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
HI,gas supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
HI,transit,92,0,261526,0,86,0,14,0,248868,0,12658,0,1092,0,1993
HI,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
HI,education - elementary and secondary other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
HI,education - higher education instructional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
HI,education - higher education other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
HI,libraries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
HI,other and unallocable,852,0,2278804,0,796,0,117,0,2193258,0,85546,0,9934,0,1993
ID,total,41002,0.75,79228562,0.67,36303,0.77,14087,2.02,72585078,0.66,6643484,2.11,801911,1.66,1993
ID,financial administration,1229,2.51,2220655,3.46,1179,2.2,118,16.65,2159871,2.65,60784,16.3,8628,19.01,1993
ID,other government administration,736,4.71,1408064,3.74,675,6.58,514,14.81,1255459,4.94,152605,11.07,10737,9.22,1993
ID,judicial and legal,849,2.34,1562015,1.47,811,2.29,100,7.7,1504819,1.52,57196,5.13,6508,7.67,1993
ID,police protection - officers,1691,2.4,4135939,1.57,1656,2.09,111,21.3,4092986,1.39,42953,26.18,5990,23.99,1993
ID,police protection - other,646,4.09,1132343,4.57,601,3.4,131,15.64,1077726,4,54617,18.4,7628,22.09,1993
ID,fire protection - firefighters,600,2.11,1697354,1.35,570,1.55,456,22.4,1647367,1.42,49987,21.69,5317,29.14,1993
ID,fire protection - other,40,0,71190,0,33,0,35,0,59394,0,11796,0,1378,0,1993
ID,corrections,709,0.57,1158432,0.33,655,0,151,7.11,1089929,0,68503,3.31,9450,3.41,1993
ID,streets and highways,1419,4.72,2836962,2.98,1353,5.17,118,19.75,2776008,3.18,60954,17.58,11444,13.53,1993
ID,air transportation,90,0,170362,0,86,0,10,0,165097,0,5265,0,662,0,1993
ID,water transport and terminals,8,0,16113,0,6,0,4,0,13124,0,2989,0,132,0,1993
ID,public welfare,126,1.46,179059,1.17,100,1.84,62,0,147256,1.42,31803,0,4548,0,1993
ID,health,913,0.25,1718694,0.2,754,0,347,4.47,1463957,0,254737,1.44,27974,1.67,1993
ID,hospitals,3396,5.07,6604372,5.57,2745,5.37,1178,8.31,5317158,6.31,1287214,8.6,111864,7.28,1993
ID,solid waste management,290,4.53,516246,4.15,267,5.62,44,10.26,488408,4.48,27838,9.27,4058,10.44,1993
ID,sewerage,439,2.81,943422,2.54,428,2.66,70,20.59,921009,2.44,22413,31.09,1791,30.58,1993
ID,parks and recreation,517,1.91,805311,2.53,399,1.87,390,3.74,689890,2.03,115421,4.9,20847,4.29,1993
ID,housing and community development,131,2.01,219962,2.55,113,2.13,39,8.68,202051,2.47,17911,3.08,2511,5.53,1993
ID,natural resources,352,24.81,599812,22.7,326,18.14,98,26.46,564230,16.13,35582,30.67,4517,32.81,1993
ID,water transport and terminals,422,19.91,828315,16.14,371,15.14,188,66.93,744459,11.14,83856,63.45,8863,57.2,1993
ID,electric power,98,0,303644,0.37,97,0,1,0,301605,0.37,2039,0,98,0,1993
ID,gas supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
ID,transit,25,0,39987,0,8,0,25,0,17583,0,22404,0,2989,0,1993
ID,education - elementary and secondary instructional,17549,0.34,37393339,0.49,16235,0.36,4569,1.64,35515886,0.48,1877453,1.71,217930,1.76,1993
ID,education - elementary and secondary other,6412,0.56,8586233,0.81,5100,1.03,3579,2.45,7107215,0.91,1479018,3.15,220480,3.02,1993
ID,education - higher education instructional,317,0,855372,0,240,0,261,0,668713,0,186659,0,13341,0,1993
ID,education - higher education other,607,0,1003144,0,364,0,705,0,655800,0,347344,0,41851,0,1993
ID,libraries,391,13.47,539878,7.32,210,23.19,518,26.82,351152,12.78,188726,4.49,36711,6.74,1993
ID,other and unallocable,1000,17.89,1682343,12.63,921,18.95,265,22.72,1586926,12.86,95417,15.46,13664,13.48,1993
IL,total,430618,0.9,1149925446,1.09,386873,0.86,136192,3.4,1082881954,1.09,67043492,2.73,7466336,3.24,1993
IL,financial administration,6312,3.98,14912441,2.62,5997,4.1,1286,15.37,14437488,2.7,474953,12.6,57406,13.98,1993
IL,other government administration,8837,5.56,21318895,5.09,7853,4.93,12104,13.29,18518725,3.37,2800170,22.71,171547,16.82,1993
IL,judicial and legal,11287,1.08,25396105,0.69,11053,1.16,561,16.49,24999271,0.91,396834,26.12,35803,18.62,1993
IL,police protection - officers,28105,2.78,101532723,2.48,27310,2.63,2495,21.06,100266630,2.43,1266093,23.62,139340,24.92,1993
IL,police protection - other,8710,3.79,12705308,4.28,7682,3.58,3132,6.83,11379630,4.26,1325678,6.45,177009,7.61,1993
IL,fire protection - firefighters,13507,5.29,47133548,2.87,11894,3.31,10128,30.52,45613543,2.57,1520005,21.34,286682,26.28,1993
IL,fire protection - other,716,4.86,1344170,5.76,659,4.71,348,43.9,1253830,5.83,90340,26.79,10102,29.55,1993
IL,corrections,7812,3.32,18955944,2.27,7744,3.43,165,19.76,18860273,2.3,95671,27.93,12048,23.94,1993
IL,streets and highways,10568,4.73,27873412,3.77,9989,4.54,1294,17.22,27090652,3.64,782760,20.92,107120,20.69,1993
IL,air transportation,2165,0.8,5909681,0.68,2122,0.31,109,8.45,5876600,0.37,33081,18.23,7539,14.62,1993
IL,water transport and terminals,165,17.72,281065,15.6,112,26.11,80,0,231297,18.96,49768,0,9298,0,1993
IL,public welfare,6462,7.36,10234625,5.99,5903,7.97,1376,13.01,9458599,6.48,776026,13.2,97315,13.92,1993
IL,health,5811,4.9,12422201,4.74,5241,5.01,1135,19.56,11442523,4.6,979678,9.56,96056,10.12,1993
IL,hospitals,14404,5.66,38664326,4.99,13087,5.09,2223,28.37,36780764,4.14,1883562,31.09,229940,29.42,1993
IL,solid waste management,4729,1.38,15429924,1.26,4641,3.35,177,35.99,15327904,1.26,102020,6.52,15232,6.21,1993
IL,sewerage,6493,3.17,21216679,3.2,6413,3.09,532,40.94,21074011,3.18,142668,33.25,13950,31.32,1993
IL,parks and recreation,16279,5.54,32360230,4.06,9925,4.81,16492,11.09,23715259,3.51,8644971,9.41,1119018,13.07,1993
IL,housing and community development,6952,1.04,18283310,1.22,6778,1.06,672,38.9,17917841,1.11,365469,12.95,32226,10.81,1993
IL,natural resources,612,14.04,1124263,13.73,510,12.78,242,36.87,1000888,14.03,123375,26.48,43685,9.73,1993
IL,water transport and terminals,5679,4.29,12894962,4,5407,4.55,1047,25.28,12469787,4.03,425175,21.28,46661,17.36,1993
IL,electric power,1125,4.28,3384556,3.14,1117,4.31,174,86.3,3362478,3.1,22078,16.11,1507,31.26,1993
IL,gas supply,108,0,196624,0,105,0,17,0,191605,0,5019,0,609,0,1993
IL,transit,17241,0.04,55399432,0.03,16391,0.04,1380,0.42,53661759,0.03,1737673,0.37,150500,0.42,1993
IL,education - elementary and secondary instructional,151015,1.82,452446880,2.49,143961,1.76,19585,6.55,440375791,2.44,12071089,7.57,1169253,7.51,1993
IL,education - elementary and secondary other,60662,1.34,115559660,1.89,50586,1.7,26071,3.43,101991528,2.15,13568132,4.94,1663680,4.89,1993
IL,education - higher education instructional,7412,0,25538902,0,4770,0,11569,0,18489759,0,7049143,0,454698,0,1993
IL,education - higher education other,11544,0,24938640,0,7891,0,9450,0,20464706,0,4473934,0,626024,0,1993
IL,libraries,8170,16.76,14679828,13.7,5259,15.49,7150,18.82,10664948,14.03,4014880,13.55,479189,18.7,1993
IL,other and unallocable,7736,13.57,17787112,9.95,6473,14.39,5198,14.22,15963865,10.14,1823247,14.69,212899,15.77,1993
IN,total,203463,0.53,440496915,0.72,180847,0.59,55969,2.05,408092643,0.77,32404272,1.58,3782310,1.53,1993
IN,financial administration,3653,4.97,5752535,4.55,3261,4.42,1605,24.16,5220402,4.45,532133,12.74,66424,12.56,1993
IN,other government administration,4715,3.51,7413097,3.19,4318,3,4568,15.27,6569196,2.8,843901,13.97,68387,12.83,1993
IN,judicial and legal,4140,2.01,6798400,1.79,3812,1.88,691,5.78,6289976,1.74,508424,6,55344,7.2,1993
IN,police protection - officers,8538,1.59,20377926,1.65,8475,1.59,253,20.97,20295181,1.66,82745,24.24,10347,20.99,1993
IN,police protection - other,2713,2.67,3859184,2.77,2312,2.74,1122,7.24,3420094,2.56,439090,7.96,68791,8.64,1993
IN,fire protection - firefighters,5384,3.32,13452343,4.22,5225,3.24,1651,12.37,13299824,4.39,152519,11.73,28766,12.45,1993
IN,fire protection - other,193,6.23,334575,4.82,181,2.94,26,36.02,320803,3.54,13772,47.72,2012,41.87,1993
IN,corrections,3060,2.55,5204750,2.43,2766,2.62,591,7.55,4894134,2.52,310616,4.51,48066,5.11,1993
IN,streets and highways,5677,1.67,10035634,2.83,5495,1.78,259,10.05,9802766,2.92,232868,7,31396,8.52,1993
IN,air transportation,468,0.3,911889,0.25,437,0.31,56,1.8,873163,0.25,38726,0.54,5528,0.55,1993
IN,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
IN,public welfare,2542,1.89,3363839,1.9,2431,1.46,301,12.41,3241427,1.28,122412,18.37,19187,16.93,1993
IN,health,2638,3.46,4486595,3.34,2374,3.2,602,14.43,4173401,3.45,313194,13.48,42613,16.01,1993
IN,hospitals,20254,1.41,43002402,1.35,16605,1.53,6599,1.48,35894170,1.33,7108232,2.64,618765,2.14,1993
IN,solid waste management,1436,7.03,2288244,7.67,1350,6.96,141,36.64,2209355,7.74,78889,32.22,14161,35.02,1993
IN,sewerage,3327,3.82,6378791,3.76,3186,3.88,490,12.28,6162215,3.8,216576,15.9,27194,15.16,1993
IN,parks and recreation,3286,1.92,5302273,2.99,2288,1.85,2585,6.12,4144520,2.53,1157753,6.12,174394,4.92,1993
IN,housing and community development,1524,1.19,2828047,1.36,1460,1.22,137,6.83,2737150,1.34,90897,4.97,11439,5.42,1993
IN,natural resources,612,8.34,902980,7.18,526,8.43,162,11.96,808519,6.93,94461,13.95,13993,21.5,1993
IN,water transport and terminals,1889,5.14,3757126,4.23,1834,4.98,144,30.98,3685261,4.3,71865,27.37,9728,32.62,1993
IN,electric power,721,6.23,1682238,5.95,717,6.47,8,49.07,1676404,6.02,5834,50.21,655,43.98,1993
IN,gas supply,1257,4.59,3568111,2.89,1215,4.73,82,3.59,3487351,2.95,80760,2.62,7382,3.97,1993
IN,transit,1309,0.79,3103621,0.49,1247,1.48,122,3.95,2976571,0.7,127050,1.91,10675,5.21,1993
IN,education - elementary and secondary instructional,79186,0.98,215846206,1.26,73738,1.06,12271,2.96,208784357,1.3,7061849,2.45,899443,2.5,1993
IN,education - elementary and secondary other,36989,1.19,58601474,1.83,29462,1.71,16454,2.72,47917651,2.2,10683823,3.54,1238950,3.15,1993
IN,education - higher education instructional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
IN,education - higher education other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
IN,libraries,3617,4.6,5018440,8.35,2210,4.46,3472,10.46,3456349,11.06,1562091,8.94,238674,10.55,1993
IN,other and unallocable,4335,5.52,6226195,6,3922,5.73,1577,20.61,5752403,6.28,473792,13.14,69996,12.33,1993
IA,total,112609,1.14,235470677,1.12,94348,1.37,49935,3.95,208869716,1.22,26600961,2.1,3175717,2.25,1993
IA,financial administration,2481,2.88,4750647,2.61,2247,2.25,888,23.15,4374838,1.76,375809,25.77,40913,21.29,1993
IA,other government administration,1933,4.74,4127866,3.37,1660,4.23,2947,24.04,3631157,3.2,496709,15.87,48312,20.76,1993
IA,judicial and legal,699,2.58,1751316,1.85,609,3.51,211,25.4,1552572,2.92,198744,13.38,15660,12.16,1993
