GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,YEAR.id,GOVEMPFUNCT.id,GOVEMPFUNCT.display-label,EMPFT,PAYANNFT,EMPPT,PAYANNPT,HRSPT,EMPFTE,EMP,PAYANN
0400000US16,16,Idaho,,2012,1200,Water Transport and Terminals       ,6,27814,1,1610,31,6,7,29424
0400000US16,16,Idaho,,2012,1220,Public Welfare,1765,6438754,141,177662,10688,1825,1906,6616416
0400000US16,16,Idaho,,2012,1240,Health,2372,9748705,667,1089343,50849,2659,3039,10838048
0400000US16,16,Idaho,,2012,1260,Hospitals,3510,14744063,1276,3272219,146937,4344,4786,18016282
0400000US16,16,Idaho,,2012,1280,Social Insurance Administration,519,2426474,165,471286,23078,649,684,2897760
0400000US16,16,Idaho,,2012,1300,Solid Waste Management,451,1337800,69,56921,4728,478,520,1394721
0400000US16,16,Idaho,,2012,1320,Sewerage,658,2491738,193,127035,7590,697,851,2618773
0400000US16,16,Idaho,,2012,1340,Parks and Recreation,725,2564713,929,553429,51856,1020,1654,3118142
0400000US16,16,Idaho,,2012,1360,Housing and Community Development,205,730502,34,48445,2691,221,239,778947
0400000US16,16,Idaho,,2012,1380,Natural Resources,1883,8113606,874,1064905,69138,2279,2757,9178511
0400000US16,16,Idaho,,2012,1400,Water Supply,496,1831004,167,78424,5223,519,663,1909428
0400000US16,16,Idaho,,2012,1420,Electric Power,98,577647,1,849,25,98,99,578496
0400000US16,16,Idaho,,2012,1440,Gas Supply,0,0,0,0,0,0,0,0
0400000US16,16,Idaho,,2012,1460,Transit,79,221502,46,50417,4106,102,125,271919
0400000US16,16,Idaho,,2012,1480,Education Total ,36069,118359804,21426,15509898,1092267,42377,57495,133869702
0400000US16,16,Idaho,,2012,1481,Education - Elementary and Secondary Total ,28217,83279457,11723,7211161,623271,31865,39940,90490618
0400000US16,16,Idaho,,2012,14811,Education - Elementary and Secondary Instructional             ,20487,68857306,6879,4301913,344376,22505,27366,73159219
0400000US16,16,Idaho,,2012,14812,Education - Elementary and Secondary Other ,7730,14422151,4844,2909248,278895,9360,12574,17331399
0400000US16,16,Idaho,,2012,1482,Education - Higher Education Total ,7517,33389413,9673,8256477,467184,10168,17190,41645890
0400000US16,16,Idaho,,2012,14821,Education - Higher Education Instructional,2620,14900293,3258,4347123,151390,3481,5878,19247416
0400000US16,16,Idaho,,2012,14822,Education - Higher Education Other ,4897,18489120,6415,3909354,315794,6687,11312,22398474
0400000US16,16,Idaho,,2012,1483,Education - Other,335,1690934,30,42260,1812,344,365,1733194
0400000US16,16,Idaho,,2012,1500,Libraries                          ,400,1226377,763,629451,55573,715,1163,1855828
0400000US16,16,Idaho,,2012,1560,State liquor stores,161,541938,166,148415,13607,238,327,690353
0400000US16,16,Idaho,,2012,1580,All other and unallocable,1867,7620953,562,429247,30533,2029,2429,8050200
0400000US17,17,Illinois,,2012,1000,Total - All Government Employment Functions,552333,2726428109,232784,260073390,14896809,640322,785117,2986501499
0400000US17,17,Illinois,,2012,1020,Financial Administration,11656,57545850,2948,2927578,173023,12584,14604,60473428
0400000US17,17,Illinois,,2012,1040,Other Government Administration,9254,45954938,18449,6658606,342030,11046,27703,52613544
0400000US17,17,Illinois,,2012,1060,Judicial and Legal,15211,80720898,827,1059480,56131,15535,16038,81780378
0400000US17,17,Illinois,,2012,1100,Police Protection Total,39200,246728617,7092,6947205,448478,41732,46292,253675822
0400000US17,17,Illinois,,2012,1101,Police Protection - Persons with Power of Arrest       ,32142,213782564,2826,2507011,177358,33135,34968,216289575
0400000US17,17,Illinois,,2012,1102,Police Protection - Other ,7058,32946053,4266,4440194,271120,8597,11324,37386247
0400000US17,17,Illinois,,2012,1120,Fire Protection Total ,15142,104674280,12339,6401878,439844,17611,27481,111076158
0400000US17,17,Illinois,,2012,1121,Fire Protection - Firefighters,12906,88210761,11213,5907288,411237,15225,24119,94118049
0400000US17,17,Illinois,,2012,1122,Fire Protection - Other ,2236,16463519,1126,494590,28607,2386,3362,16958109
0400000US17,17,Illinois,,2012,1140,Corrections,21275,111337553,277,318782,23617,21410,21552,111656335
0400000US17,17,Illinois,,2012,1160,Highways,15477,80421011,4115,6934272,336351,17408,19592,87355283
0400000US17,17,Illinois,,2012,1180,Air Transportation,1815,10105821,202,177824,13242,1886,2017,10283645
0400000US17,17,Illinois,,2012,1200,Water Transport and Terminals       ,113,626755,17,16129,1303,120,130,642884
0400000US17,17,Illinois,,2012,1220,Public Welfare,14005,67517741,1551,1942390,123235,14722,15556,69460131
0400000US17,17,Illinois,,2012,1240,Health,8045,38557664,1586,1782863,93936,8599,9631,40340527
0400000US17,17,Illinois,,2012,1260,Hospitals,20704,112618302,2220,4753673,213944,21966,22924,117371975
0400000US17,17,Illinois,,2012,1280,Social Insurance Administration,2015,11491954,238,933310,34750,2224,2253,12425264
0400000US17,17,Illinois,,2012,1300,Solid Waste Management,2958,16687755,107,111452,9691,3010,3065,16799207
0400000US17,17,Illinois,,2012,1320,Sewerage,4959,29403230,477,391154,26749,5101,5436,29794384
0400000US17,17,Illinois,,2012,1340,Parks and Recreation,9638,43015914,24113,18480128,1472558,18026,33751,61496042
0400000US17,17,Illinois,,2012,1360,Housing and Community Development,3275,15181525,380,497675,33527,3474,3655,15679200
0400000US17,17,Illinois,,2012,1380,Natural Resources,3600,17296127,1993,3448926,221868,4926,5593,20745053
0400000US17,17,Illinois,,2012,1400,Water Supply,5325,30206092,1039,813357,56486,5618,6364,31019449
0400000US17,17,Illinois,,2012,1420,Electric Power,1137,7710788,37,51847,2410,1151,1174,7762635
0400000US17,17,Illinois,,2012,1440,Gas Supply,122,447769,21,19654,1606,131,143,467423
0400000US17,17,Illinois,,2012,1460,Transit,13901,75370577,1373,3848633,183403,14941,15274,79219210
0400000US17,17,Illinois,,2012,1480,Education Total ,313946,1428028643,140161,180173600,9760353,372756,454107,1608202243
0400000US17,17,Illinois,,2012,1481,Education - Elementary and Secondary Total ,257828,1132986170,63017,68750753,4174446,283380,320845,1201736923
0400000US17,17,Illinois,,2012,14811,Education - Elementary and Secondary Instructional             ,188919,921072348,32817,38791847,2097739,201839,221736,959864195
0400000US17,17,Illinois,,2012,14812,Education - Elementary and Secondary Other ,68909,211913822,30200,29958906,2076707,81541,99109,241872728
0400000US17,17,Illinois,,2012,1482,Education - Higher Education Total ,54286,285509293,77128,111360642,5584300,87535,131414,396869935
0400000US17,17,Illinois,,2012,14821,Education - Higher Education Instructional,18576,125073890,34470,59482127,2198475,31627,53046,184556017
0400000US17,17,Illinois,,2012,14822,Education - Higher Education Other ,35710,160435403,42658,51878515,3385825,55908,78368,212313918
0400000US17,17,Illinois,,2012,1483,Education - Other,1832,9533180,16,62205,1607,1841,1848,9595385
0400000US17,17,Illinois,,2012,1500,Libraries                          ,5481,21864427,8567,8906542,672302,9402,14048,30770969
0400000US17,17,Illinois,,2012,1560,State liquor stores,0,0,0,0,0,0,0,0
0400000US17,17,Illinois,,2012,1580,All other and unallocable,14079,72913878,2655,2476432,155972,14943,16734,75390310
0400000US18,18,Indiana,,2012,1000,Total - All Government Employment Functions,280029,1056556062,114507,116604743,7782619,325268,394536,1173160805
0400000US18,18,Indiana,,2012,1020,Financial Administration,5563,18999316,1828,1391020,111186,6178,7391,20390336
0400000US18,18,Indiana,,2012,1040,Other Government Administration,5283,14988161,6604,3096248,187322,6280,11887,18084409
0400000US18,18,Indiana,,2012,1060,Judicial and Legal,6963,27370012,1051,1279400,83196,7441,8014,28649412
0400000US18,18,Indiana,,2012,1100,Police Protection Total,15017,60581962,1913,1400774,105806,15622,16930,61982736
0400000US18,18,Indiana,,2012,1101,Police Protection - Persons with Power of Arrest       ,11592,50118142,570,445031,31387,11770,12162,50563173
0400000US18,18,Indiana,,2012,1102,Police Protection - Other ,3425,10463820,1343,955743,74419,3852,4768,11419563
0400000US18,18,Indiana,,2012,1120,Fire Protection Total ,7317,32727085,2379,945331,77533,7757,9696,33672416
0400000US18,18,Indiana,,2012,1121,Fire Protection - Firefighters,7063,31866378,2270,877848,72273,7474,9333,32744226
0400000US18,18,Indiana,,2012,1122,Fire Protection - Other ,254,860707,109,67483,5260,283,363,928190
0400000US18,18,Indiana,,2012,1140,Corrections,12061,36795426,796,771114,63163,12439,12857,37566540
0400000US18,18,Indiana,,2012,1160,Highways,9048,29922526,507,658005,47211,9321,9555,30580531
0400000US18,18,Indiana,,2012,1180,Air Transportation,256,1110582,74,70537,5468,289,330,1181119
0400000US18,18,Indiana,,2012,1200,Water Transport and Terminals       ,31,154402,0,0,0,31,31,154402
0400000US18,18,Indiana,,2012,1220,Public Welfare,5390,17290901,291,291016,23289,5526,5681,17581917
0400000US18,18,Indiana,,2012,1240,Health,4428,15656066,893,926029,60841,4793,5321,16582095
0400000US18,18,Indiana,,2012,1260,Hospitals,20279,87245288,7516,19059742,806765,24918,27795,106305030
0400000US18,18,Indiana,,2012,1280,Social Insurance Administration,1225,3819624,169,209133,18410,1336,1394,4028757
0400000US18,18,Indiana,,2012,1300,Solid Waste Management,1168,3590529,349,336618,29451,1335,1517,3927147
0400000US18,18,Indiana,,2012,1320,Sewerage,2826,10415757,373,275463,18554,2922,3199,10691220
0400000US18,18,Indiana,,2012,1340,Parks and Recreation,2296,7705047,3044,2581662,226659,3584,5340,10286709
0400000US18,18,Indiana,,2012,1360,Housing and Community Development,1316,4337149,212,219250,15026,1402,1528,4556399
0400000US18,18,Indiana,,2012,1380,Natural Resources,2503,8813495,567,440429,34456,2707,3070,9253924
0400000US18,18,Indiana,,2012,1400,Water Supply,1951,6924889,259,217936,16374,2037,2210,7142825
0400000US18,18,Indiana,,2012,1420,Electric Power,873,4027177,59,54379,3683,895,932,4081556
0400000US18,18,Indiana,,2012,1440,Gas Supply,1134,6023436,85,288310,6208,1169,1219,6311746
0400000US18,18,Indiana,,2012,1460,Transit,1335,5373293,175,267521,19169,1446,1510,5640814
0400000US18,18,Indiana,,2012,1480,Education Total ,163612,626206813,80193,77579337,5437950,195436,243805,703786150
0400000US18,18,Indiana,,2012,1481,Education - Elementary and Secondary Total ,118487,420783569,39956,43619794,3116110,137130,158443,464403363
0400000US18,18,Indiana,,2012,14811,Education - Elementary and Secondary Instructional             ,80638,330717765,18857,20379236,1395688,88999,99495,351097001
0400000US18,18,Indiana,,2012,14812,Education - Elementary and Secondary Other ,37849,90065804,21099,23240558,1720422,48131,58948,113306362
0400000US18,18,Indiana,,2012,1482,Education - Higher Education Total ,44158,201741679,40133,33889797,2316354,57307,84291,235631476
0400000US18,18,Indiana,,2012,14821,Education - Higher Education Instructional,19147,108000132,12922,18452189,893734,24208,32069,126452321
0400000US18,18,Indiana,,2012,14822,Education - Higher Education Other ,25011,93741547,27211,15437608,1422620,33099,52222,109179155
0400000US18,18,Indiana,,2012,1483,Education - Other,967,3681565,104,69746,5486,999,1071,3751311
0400000US18,18,Indiana,,2012,1500,Libraries                          ,3076,9219858,3691,3109850,283548,4740,6767,12329708
0400000US18,18,Indiana,,2012,1560,State liquor stores,0,0,0,0,0,0,0,0
0400000US18,18,Indiana,,2012,1580,All other and unallocable,5078,17257268,1479,1135639,101351,5664,6557,18392907
0400000US19,19,Iowa,,2012,1000,Total - All Government Employment Functions,148841,663022357,85240,78366270,5035471,177515,234081,741388627
0400000US19,19,Iowa,,2012,1020,Financial Administration,3640,15385187,710,539773,34701,3814,4350,15924960
0400000US19,19,Iowa,,2012,1040,Other Government Administration,2266,9325439,5083,1946036,108834,2841,7349,11271475
0400000US19,19,Iowa,,2012,1060,Judicial and Legal,2918,15526717,252,530169,24178,3056,3170,16056886
0400000US19,19,Iowa,,2012,1100,Police Protection Total,6785,32364490,965,834089,52480,7066,7750,33198579
0400000US19,19,Iowa,,2012,1101,Police Protection - Persons with Power of Arrest       ,5233,26361329,371,271505,18249,5319,5604,26632834
0400000US19,19,Iowa,,2012,1102,Police Protection - Other ,1552,6003161,594,562584,34231,1747,2146,6565745
0400000US19,19,Iowa,,2012,1120,Fire Protection Total ,1794,9532049,1966,475032,37121,1994,3760,10007081
0400000US19,19,Iowa,,2012,1121,Fire Protection - Firefighters,1718,9151802,1876,432404,34468,1904,3594,9584206
0400000US19,19,Iowa,,2012,1122,Fire Protection - Other ,76,380247,90,42628,2653,90,166,422875
0400000US19,19,Iowa,,2012,1140,Corrections,4308,19258933,491,984047,48756,4585,4799,20242980
0400000US19,19,Iowa,,2012,1160,Highways,7610,32276736,363,282487,20941,7718,7973,32559223
0400000US19,19,Iowa,,2012,1180,Air Transportation,129,605014,44,38917,3217,147,173,643931
0400000US19,19,Iowa,,2012,1200,Water Transport and Terminals       ,0,0,0,0,0,0,0,0
0400000US19,19,Iowa,,2012,1220,Public Welfare,3562,15534752,592,659576,45360,3825,4154,16194328
0400000US19,19,Iowa,,2012,1240,Health,2076,8416738,995,1028398,66974,2457,3071,9445136
0400000US19,19,Iowa,,2012,1260,Hospitals,15382,78735980,7176,9627048,473628,18081,22558,88363028
0400000US19,19,Iowa,,2012,1280,Social Insurance Administration,723,3485819,3,7938,392,725,726,3493757
0400000US19,19,Iowa,,2012,1300,Solid Waste Management,815,3246429,269,222242,18552,918,1084,3468671
0400000US19,19,Iowa,,2012,1320,Sewerage,1162,4828728,302,164525,11702,1209,1464,4993253
0400000US19,19,Iowa,,2012,1340,Parks and Recreation,1415,5828627,2360,1268090,118663,2073,3775,7096717
0400000US19,19,Iowa,,2012,1360,Housing and Community Development,409,1843821,83,105109,7186,449,492,1948930
0400000US19,19,Iowa,,2012,1380,Natural Resources,1663,8695234,336,350797,25586,1808,1999,9046031
0400000US19,19,Iowa,,2012,1400,Water Supply,1494,6404085,400,260083,19133,1581,1894,6664168
0400000US19,19,Iowa,,2012,1420,Electric Power,797,4051679,23,26636,1588,804,820,4078315
0400000US19,19,Iowa,,2012,1440,Gas Supply,80,387202,2,1365,120,80,82,388567
0400000US19,19,Iowa,,2012,1460,Transit,493,1947006,546,837143,59670,831,1039,2784149
0400000US19,19,Iowa,,2012,1480,Education Total ,84181,361597028,58820,55151954,3624421,105018,143001,416748982
0400000US19,19,Iowa,,2012,1481,Education - Elementary and Secondary Total ,61976,231642422,30145,30858951,2270183,75160,92121,262501373
0400000US19,19,Iowa,,2012,14811,Education - Elementary and Secondary Instructional             ,47299,191803524,16366,16814251,1169445,54091,63665,208617775
0400000US19,19,Iowa,,2012,14812,Education - Elementary and Secondary Other ,14677,39838898,13779,14044700,1100738,21069,28456,53883598
0400000US19,19,Iowa,,2012,1482,Education - Higher Education Total ,21116,124092998,28586,24149074,1347935,28734,49702,148242072
0400000US19,19,Iowa,,2012,14821,Education - Higher Education Instructional,5540,45850705,11382,16397036,592943,8890,16922,62247741
0400000US19,19,Iowa,,2012,14822,Education - Higher Education Other ,15576,78242293,17204,7752038,754992,19844,32780,85994331
0400000US19,19,Iowa,,2012,1483,Education - Other,1089,5861608,89,143929,6303,1124,1178,6005537
0400000US19,19,Iowa,,2012,1500,Libraries                          ,865,3377959,2061,1680667,143729,1676,2926,5058626
0400000US19,19,Iowa,,2012,1560,State liquor stores,0,0,0,0,0,0,0,0
0400000US19,19,Iowa,,2012,1580,All other and unallocable,4274,20366705,1398,1344149,88539,4759,5672,21710854
0400000US20,20,Kansas,,2012,1000,Total - All Government Employment Functions,170499,637169523,67334,58098955,3804087,192106,237833,695268478
0400000US20,20,Kansas,,2012,1020,Financial Administration,4497,16631290,1189,535207,32702,4641,5686,17166497
0400000US20,20,Kansas,,2012,1040,Other Government Administration,2753,10374494,4178,1529037,86303,3156,6931,11903531
0400000US20,20,Kansas,,2012,1060,Judicial and Legal,3509,14670434,597,604427,30680,3662,4106,15274861
0400000US20,20,Kansas,,2012,1100,Police Protection Total,8721,35848140,848,750235,54227,9017,9569,36598375
0400000US20,20,Kansas,,2012,1101,Police Protection - Persons with Power of Arrest       ,6142,26929605,451,337685,24763,6271,6593,27267290
0400000US20,20,Kansas,,2012,1102,Police Protection - Other ,2579,8918535,397,412550,29464,2746,2976,9331085
0400000US20,20,Kansas,,2012,1120,Fire Protection Total ,3064,15039830,2321,476301,35469,3253,5385,15516131
0400000US20,20,Kansas,,2012,1121,Fire Protection - Firefighters,2903,14350947,2094,427341,31217,3068,4997,14778288
0400000US20,20,Kansas,,2012,1122,Fire Protection - Other ,161,688883,227,48960,4252,185,388,737843
0400000US20,20,Kansas,,2012,1140,Corrections,6044,19830312,252,220615,14831,6132,6296,20050927
0400000US20,20,Kansas,,2012,1160,Highways,7749,25839652,760,723161,58123,8037,8509,26562813
0400000US20,20,Kansas,,2012,1180,Air Transportation,210,837554,14,11918,1111,216,224,849472
0400000US20,20,Kansas,,2012,1200,Water Transport and Terminals       ,0,0,0,0,0,0,0,0
0400000US20,20,Kansas,,2012,1220,Public Welfare,2701,8855222,228,192950,16764,2797,2929,9048172
0400000US20,20,Kansas,,2012,1240,Health,3786,14382911,1338,1008232,68434,4172,5124,15391143
0400000US20,20,Kansas,,2012,1260,Hospitals,13876,60160212,3605,6735785,299738,15577,17481,66895997
0400000US20,20,Kansas,,2012,1280,Social Insurance Administration,96,339488,1,204,33,96,97,339692
0400000US20,20,Kansas,,2012,1300,Solid Waste Management,993,2942100,136,106204,9796,1046,1129,3048304
0400000US20,20,Kansas,,2012,1320,Sewerage,1160,4285161,115,67010,5451,1187,1275,4352171
0400000US20,20,Kansas,,2012,1340,Parks and Recreation,2157,7293530,2093,1236757,109836,2773,4250,8530287
0400000US20,20,Kansas,,2012,1360,Housing and Community Development,891,3040020,296,269967,20038,1001,1187,3309987
0400000US20,20,Kansas,,2012,1380,Natural Resources,1127,4338570,269,217560,16259,1219,1396,4556130
0400000US20,20,Kansas,,2012,1400,Water Supply,2035,7768170,604,476872,30941,2191,2639,8245042
0400000US20,20,Kansas,,2012,1420,Electric Power,1082,5733435,30,26962,2217,1094,1112,5760397
0400000US20,20,Kansas,,2012,1440,Gas Supply,57,210217,0,0,0,57,57,210217
0400000US20,20,Kansas,,2012,1460,Transit,283,989913,78,58768,5354,314,361,1048681
0400000US20,20,Kansas,,2012,1480,Education Total ,97664,355776023,46567,41505254,2805059,113882,144231,397281277
0400000US20,20,Kansas,,2012,1481,Education - Elementary and Secondary Total ,74293,239365747,24800,22768755,1715207,84305,99093,262134502
0400000US20,20,Kansas,,2012,14811,Education - Elementary and Secondary Instructional             ,54168,193367527,14026,12650105,860346,59196,68194,206017632
0400000US20,20,Kansas,,2012,14812,Education - Elementary and Secondary Other ,20125,45998220,10774,10118650,854861,25109,30899,56116870
0400000US20,20,Kansas,,2012,1482,Education - Higher Education Total ,22732,113744321,21682,18632648,1086095,28916,44414,132376969
0400000US20,20,Kansas,,2012,14821,Education - Higher Education Instructional,8450,57457782,8309,10333974,391290,10679,16759,67791756
0400000US20,20,Kansas,,2012,14822,Education - Higher Education Other ,14282,56286539,13373,8298674,694805,18237,27655,64585213
0400000US20,20,Kansas,,2012,1483,Education - Other,639,2665955,85,103851,3757,661,724,2769806
0400000US20,20,Kansas,,2012,1500,Libraries                          ,827,2835082,689,587073,50008,1105,1516,3422155
0400000US20,20,Kansas,,2012,1560,State liquor stores,0,0,0,0,0,0,0,0
0400000US20,20,Kansas,,2012,1580,All other and unallocable,5217,19147763,1126,758456,50713,5481,6343,19906219
0400000US21,21,Kentucky,,2012,1000,Total - All Government Employment Functions,224890,788077562,56156,53053324,3845822,247597,281046,841130886
0400000US21,21,Kentucky,,2012,1020,Financial Administration,4141,15307471,309,284937,20141,4246,4450,15592408
0400000US21,21,Kentucky,,2012,1040,Other Government Administration,3129,11481286,2153,1512590,75534,3548,5282,12993876
0400000US21,21,Kentucky,,2012,1060,Judicial and Legal,6584,22815151,807,903713,68161,6975,7391,23718864
0400000US21,21,Kentucky,,2012,1100,Police Protection Total,9683,39107834,825,786948,65091,10049,10508,39894782
0400000US21,21,Kentucky,,2012,1101,Police Protection - Persons with Power of Arrest       ,7458,31797100,361,421043,32600,7639,7819,32218143
0400000US21,21,Kentucky,,2012,1102,Police Protection - Other ,2225,7310734,464,365905,32491,2410,2689,7676639
0400000US21,21,Kentucky,,2012,1120,Fire Protection Total ,3930,16933877,1479,677456,56435,4244,5409,17611333
0400000US21,21,Kentucky,,2012,1121,Fire Protection - Firefighters,3772,16368148,1329,643290,53383,4069,5101,17011438
0400000US21,21,Kentucky,,2012,1122,Fire Protection - Other ,158,565729,150,34166,3052,175,308,599895
0400000US21,21,Kentucky,,2012,1140,Corrections,7852,21683867,592,576744,56789,8173,8444,22260611
0400000US21,21,Kentucky,,2012,1160,Highways,7560,23907514,120,132665,10849,7624,7680,24040179
0400000US21,21,Kentucky,,2012,1180,Air Transportation,637,2966583,117,127711,10590,700,754,3094294
0400000US21,21,Kentucky,,2012,1200,Water Transport and Terminals       ,71,272665,3,5239,341,73,74,277904
0400000US21,21,Kentucky,,2012,1220,Public Welfare,7161,21844444,139,97720,11263,7223,7300,21942164
0400000US21,21,Kentucky,,2012,1240,Health,8353,29397028,1362,1471914,107144,8959,9715,30868942
0400000US21,21,Kentucky,,2012,1260,Hospitals,9747,40083271,2033,4189624,180401,10774,11780,44272895
0400000US21,21,Kentucky,,2012,1280,Social Insurance Administration,1320,4077192,0,0,0,1320,1320,4077192
0400000US21,21,Kentucky,,2012,1300,Solid Waste Management,1351,3837381,144,131560,12355,1421,1495,3968941
0400000US21,21,Kentucky,,2012,1320,Sewerage,1866,7489892,79,85116,6014,1900,1945,7575008
0400000US21,21,Kentucky,,2012,1340,Parks and Recreation,2598,6461251,1054,807675,86605,3089,3652,7268926
0400000US21,21,Kentucky,,2012,1360,Housing and Community Development,938,3254330,92,97293,7767,981,1030,3351623
0400000US21,21,Kentucky,,2012,1380,Natural Resources,3180,11155234,392,332884,20664,3299,3572,11488118
0400000US21,21,Kentucky,,2012,1400,Water Supply,2812,10066812,334,290234,18897,2911,3146,10357046
0400000US21,21,Kentucky,,2012,1420,Electric Power,624,3330021,19,21936,1310,631,643,3351957
0400000US21,21,Kentucky,,2012,1440,Gas Supply,142,445683,1,1470,125,143,143,447153
0400000US21,21,Kentucky,,2012,1460,Transit,923,3623651,150,193080,15518,1014,1073,3816731
0400000US21,21,Kentucky,,2012,1480,Education Total ,133601,465918503,41742,38631454,2854810,150694,175343,504549957
0400000US21,21,Kentucky,,2012,1481,Education - Elementary and Secondary Total ,102510,317884766,17924,15176288,1152865,109604,120434,333061054
0400000US21,21,Kentucky,,2012,14811,Education - Elementary and Secondary Instructional             ,62713,241537116,10001,8928038,579371,66336,72714,250465154
0400000US21,21,Kentucky,,2012,14812,Education - Elementary and Secondary Other ,39797,76347650,7923,6248250,573494,43268,47720,82595900
0400000US21,21,Kentucky,,2012,1482,Education - Higher Education Total ,28839,138759210,23413,23124721,1684783,38735,52252,161883931
0400000US21,21,Kentucky,,2012,14821,Education - Higher Education Instructional,9306,66907342,8066,11533135,569857,12657,17372,78440477
0400000US21,21,Kentucky,,2012,14822,Education - Higher Education Other ,19533,71851868,15347,11591586,1114926,26078,34880,83443454
0400000US21,21,Kentucky,,2012,1483,Education - Other,2252,9274527,405,330445,17162,2355,2657,9604972
0400000US21,21,Kentucky,,2012,1500,Libraries                          ,1425,4034780,1196,988805,100514,2015,2621,5023585
0400000US21,21,Kentucky,,2012,1560,State liquor stores,0,0,0,0,0,0,0,0
0400000US21,21,Kentucky,,2012,1580,All other and unallocable,5262,18581841,1014,704556,58504,5591,6276,19286397
0400000US22,22,Louisiana,,2012,1000,Total - All Government Employment Functions,244056,896705327,55377,50361677,3623408,265055,299433,947067004
0400000US22,22,Louisiana,,2012,1020,Financial Administration,5619,21776744,441,556885,39947,5839,6060,22333629
0400000US22,22,Louisiana,,2012,1040,Other Government Administration,4710,19579999,2121,1808044,119441,5372,6831,21388043
0400000US22,22,Louisiana,,2012,1060,Judicial and Legal,7122,25536017,1045,1146257,86742,7608,8167,26682274
0400000US22,22,Louisiana,,2012,1100,Police Protection Total,16486,63277655,2020,1991311,178493,17495,18506,65268966
0400000US22,22,Louisiana,,2012,1101,Police Protection - Persons with Power of Arrest       ,12728,50512532,843,791238,63688,13087,13571,51303770
0400000US22,22,Louisiana,,2012,1102,Police Protection - Other ,3758,12765123,1177,1200073,114805,4408,4935,13965196
0400000US22,22,Louisiana,,2012,1120,Fire Protection Total ,4897,20498852,368,191132,19605,5004,5265,20689984
0400000US22,22,Louisiana,,2012,1121,Fire Protection - Firefighters,4602,19537085,322,161520,16733,4694,4924,19698605
0400000US22,22,Louisiana,,2012,1122,Fire Protection - Other ,295,961767,46,29612,2872,310,341,991379
0400000US22,22,Louisiana,,2012,1140,Corrections,12773,44822600,732,991532,97018,13321,13505,45814132
0400000US22,22,Louisiana,,2012,1160,Highways,9729,32934984,384,432386,39090,9949,10113,33367370
0400000US22,22,Louisiana,,2012,1180,Air Transportation,425,1575654,33,37249,2890,441,458,1612903
0400000US22,22,Louisiana,,2012,1200,Water Transport and Terminals       ,582,2790197,23,24051,1920,594,605,2814248
0400000US22,22,Louisiana,,2012,1220,Public Welfare,5687,20802038,255,339401,24687,5826,5942,21141439
0400000US22,22,Louisiana,,2012,1240,Health,4079,17601692,463,563014,40141,4305,4542,18164706
0400000US22,22,Louisiana,,2012,1260,Hospitals,27644,116061583,5339,9203783,458629,30236,32983,125265366
0400000US22,22,Louisiana,,2012,1280,Social Insurance Administration,1135,4263643,86,113378,7898,1180,1221,4377021
0400000US22,22,Louisiana,,2012,1300,Solid Waste Management,1031,2748968,194,163336,16770,1125,1225,2912304
0400000US22,22,Louisiana,,2012,1320,Sewerage,1846,6292214,105,105074,8936,1896,1951,6397288
0400000US22,22,Louisiana,,2012,1340,Parks and Recreation,3744,11447165,2662,2248599,227976,5033,6406,13695764
0400000US22,22,Louisiana,,2012,1360,Housing and Community Development,1119,3828828,147,137371,12489,1188,1266,3966199
0400000US22,22,Louisiana,,2012,1380,Natural Resources,4757,19365577,865,798238,60204,5110,5622,20163815
0400000US22,22,Louisiana,,2012,1400,Water Supply,3030,11201247,276,200279,18446,3133,3306,11401526
0400000US22,22,Louisiana,,2012,1420,Electric Power,595,2460549,27,34182,2963,612,622,2494731
0400000US22,22,Louisiana,,2012,1440,Gas Supply,287,828695,46,36572,3601,307,333,865267
0400000US22,22,Louisiana,,2012,1460,Transit,349,1157645,50,78050,5943,383,399,1235695
0400000US22,22,Louisiana,,2012,1480,Education Total ,118413,418409738,35772,27080890,1976253,130129,154185,445490628
0400000US22,22,Louisiana,,2012,1481,Education - Elementary and Secondary Total ,94337,300221817,17633,11125858,954788,100148,111970,311347675
0400000US22,22,Louisiana,,2012,14811,Education - Elementary and Secondary Instructional             ,65058,239007985,10106,6723290,555308,68470,75164,245731275
0400000US22,22,Louisiana,,2012,14812,Education - Elementary and Secondary Other ,29279,61213832,7527,4402568,399480,31678,36806,65616400
0400000US22,22,Louisiana,,2012,1482,Education - Higher Education Total ,21394,106360084,17564,15192375,987149,27104,38958,121552459
0400000US22,22,Louisiana,,2012,14821,Education - Higher Education Instructional,7151,51249857,6177,8650768,402030,9470,13328,59900625
0400000US22,22,Louisiana,,2012,14822,Education - Higher Education Other ,14243,55110227,11387,6541607,585119,17634,25630,61651834
0400000US22,22,Louisiana,,2012,1483,Education - Other,2682,11827837,575,762657,34316,2877,3257,12590494
0400000US22,22,Louisiana,,2012,1500,Libraries                          ,2183,6368481,1195,1392825,111752,2812,3378,7761306
0400000US22,22,Louisiana,,2012,1560,State liquor stores,0,0,0,0,0,0,0,0
0400000US22,22,Louisiana,,2012,1580,All other and unallocable,5814,21074562,728,687838,61574,6157,6542,21762400
0400000US23,23,Maine,,2012,1000,Total - All Government Employment Functions,62550,235701325,29336,26567174,1608276,71881,91886,262268499
