state,government_function,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_october_pay,total_october_pay_coefficient_of_variation_as_percent,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours_october,part_time_hours_october_coefficient_of_variation_as_percent,year
CT,total,164807,0.17,543026016,0.18,148483,0.22,44241,0.79,508676967,0.19,34349049,0.77,2712252,0.74,1995
CT,financial administration,4693,1,13407430,0.65,4501,1.03,456,4.55,12972544,0.65,434886,5.62,30933,5.52,1995
CT,other government administration,3013,1.52,9254708,1.26,2771,1.63,779,5.03,8683867,1.25,570841,7.28,41321,5.5,1995
CT,judicial and legal,3655,0,10533028,0.02,3579,0,108,1,10318378,0,214650,0.79,11099,0.76,1995
CT,police protection - officers,7445,0.34,31659109,0.35,7310,0.3,401,6.63,31402954,0.35,256155,8.28,22763,6.8,1995
CT,police protection - other,2180,0.7,5488626,0.67,1667,0.9,1337,1.55,4552079,0.78,936547,0.99,88231,1.41,1995
CT,fire protection - firefighters,3874,0.34,16325116,0.18,3786,0.22,280,8.95,16172166,0.14,152950,11.69,15562,13.02,1995
CT,fire protection - other,257,28.67,640876,37.36,234,31.33,88,41.82,555290,42.71,85586,38.2,5789,34.11,1995
CT,corrections,7443,0,21922014,0,7394,0,82,0,21749165,0,172849,0,7624,0,1995
CT,streets and highways,7808,0.53,24293427,0.53,7713,0.53,160,6.34,24151693,0.53,141734,5.5,14401,4.77,1995
CT,air transportation,156,0,493507,0,156,0,0,0,493507,0,0,0,0,0,1995
CT,water transport and terminals,1,0,3787,0,0,0,3,0,0,0,3787,0,252,0,1995
CT,public welfare,6679,0.22,19690267,0.11,6237,0.19,949,2.35,18734274,0.09,955993,1.62,74234,1.65,1995
CT,health,3981,0.42,12253027,0.28,3724,0.39,589,3.59,11517636,0.27,735391,1.92,44786,3.33,1995
CT,hospitals,12261,0,38979428,0,10665,0,2319,0,34830880,0,4148548,0,264957,0,1995
CT,social insurance administration,1148,0,3282997,0,1147,0,1,0,3281547,0,1450,0,93,0,1995
CT,solid waste management,1090,1.59,3425636,0.89,1044,1.26,89,15.5,3354389,0.85,71247,14.81,7262,15.92,1995
CT,sewerage,1158,0.71,3809370,0.63,1140,0.66,36,12.57,3778818,0.62,30552,18.14,2805,15.92,1995
CT,parks and recreation,2587,0.62,6705322,0.41,1927,0.48,1955,1.4,5709014,0.42,996308,1.35,111815,1.04,1995
CT,housing and community development,1490,3.05,4315047,1.28,1351,1.53,239,3.45,4112548,1.27,202499,8.82,19545,6.29,1995
CT,natural resources,718,0,2130638,0,672,0,51,0,2048902,0,81736,0,7211,0,1995
CT,water transport and terminals,960,0.09,3366158,0.3,952,0.15,17,0,3349450,0.3,16708,0,1480,0,1995
CT,electric power,148,0,595126,0,145,0,4,0,588008,0,7118,0,415,0,1995
CT,gas supply,28,0,111046,0,28,0,0,0,111046,0,0,0,0,0,1995
CT,transit,448,0,1231029,0,417,0,51,0,1174240,0,56789,0,5251,0,1995
CT,education - elementary and secondary instructional,50593,0.47,189725923,0.4,46753,0.6,10914,2.37,181796828,0.4,7929095,2.31,647325,2.45,1995
CT,education - elementary and secondary other,16443,0.67,34677074,0.97,13374,0.68,8058,2.2,29837970,0.99,4839104,3.33,522586,1.56,1995
CT,education - higher education instructional,5703,0,28913226,0,4379,0,3743,0,24257555,0,4655671,0,214735,0,1995
CT,education - higher education other,9498,0,28981365,0,7114,0,8708,0,24169463,0,4811902,0,373534,0,1995
CT,education - other,2756,0,8347802,0,2621,0,212,0,8036179,0,311623,0,21034,0,1995
CT,libraries,1566,0.79,3727142,0.68,1075,0.89,1439,1.15,2978850,0.71,748292,1.9,83087,1.94,1995
CT,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
CT,other and unallocable,5027,0.68,14736765,0.47,4607,0.49,1173,4.86,13957727,0.43,779038,4.48,72122,4.71,1995
DE,total,41279,0.57,109723146,0.57,37464,0.55,9702,0.81,102987859,0.61,6735287,0.69,640454,0.82,1995
DE,financial administration,1170,0.95,2724057,0.71,1130,0.97,70,2.1,2669768,0.72,54289,3.14,6355,2.83,1995
DE,other government administration,625,0.79,1671854,0.74,591,0.84,123,25.97,1610265,0.76,61589,3.59,5978,1.54,1995
DE,judicial and legal,1461,0,3916077,0,1449,0,28,0,3888920,0,27157,0,2083,0,1995
DE,police protection - officers,1460,2.17,5672004,1.43,1450,2.2,15,66.89,5662311,1.43,9693,66.94,1556,69.43,1995
DE,police protection - other,540,1.56,1234224,1.13,435,1.94,222,0.66,1038954,1.35,195270,0.34,18622,0.44,1995
DE,fire protection - firefighters,202,0,654694,0,202,0,0,0,654694,0,0,0,0,0,1995
DE,fire protection - other,90,0,315292,0,89,0,2,0,314482,0,810,0,93,0,1995
DE,corrections,1840,0,4753706,0,1782,0,126,0,4656580,0,97126,0,9948,0,1995
DE,streets and highways,2111,0.51,5023414,0.33,1954,0.55,234,1.43,4780706,0.35,242708,0.59,27472,0.86,1995
DE,air transportation,1,0,3135,0,1,0,0,0,3135,0,0,0,0,0,1995
DE,water transport and terminals,118,0,423657,0,71,0,56,0,328359,0,95298,0,8277,0,1995
DE,public welfare,1990,0.13,4510170,0.09,1905,0.07,161,1.67,4330636,0.07,179534,1.48,14310,2.48,1995
DE,health,1943,0,5351790,0,1840,0,265,0,5185930,0,165860,0,17911,0,1995
DE,hospitals,2297,0,5205860,0,2225,0,147,0,5057136,0,148724,0,11748,0,1995
DE,social insurance administration,239,0,491404,0,238,0,2,0,489740,0,1664,0,170,0,1995
DE,solid waste management,320,4.63,734372,2.93,292,3.71,36,19.7,705352,2.93,29020,20.64,4711,21.33,1995
DE,sewerage,384,2.52,926406,2.26,380,2.55,6,0,919933,2.27,6473,0,796,0,1995
DE,parks and recreation,526,0.81,1135722,0.45,400,0.37,294,1.21,992813,0.41,142909,2.24,21192,2.39,1995
DE,housing and community development,272,0,659415,0,269,0,7,0,655040,0,4375,0,589,0,1995
DE,natural resources,515,0,1335011,0.02,465,0,150,29.72,1267484,0,67527,0.33,8151,0.55,1995
DE,water transport and terminals,205,5.15,382153,6.56,197,5.36,9,0,376375,6.66,5778,0,1250,0,1995
DE,electric power,182,4.05,525462,4.01,182,4.05,1,0,525035,4.02,427,0,52,0,1995
DE,gas supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
DE,transit,467,0,1125192,0,399,0,70,0,1022120,0,103072,0,12188,0,1995
DE,education - elementary and secondary instructional,9920,1.8,28336117,1.67,9686,1.56,551,10.78,27992840,1.68,343277,12.01,39352,11.71,1995
DE,education - elementary and secondary other,3813,1.94,7806389,2.46,3225,2.12,1155,1.3,7220635,2.66,585754,1.38,98319,0.97,1995
DE,education - higher education instructional,2375,0,8914514,0,1459,0,2135,0,6689254,0,2225260,0,152013,0,1995
DE,education - higher education other,4164,0,10451450,0,3211,0,3518,0,8705292,0,1746158,0,157198,0,1995
DE,education - other,275,0,973666,0,271,0,6,0,963188,0,10478,0,658,0,1995
DE,libraries,131,3.24,292674,1.96,105,2.02,79,5.37,251384,1.67,41290,9.46,4967,9.43,1995
DE,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
DE,other and unallocable,1643,1.13,4173265,0.91,1561,0.96,234,6.53,4029498,0.93,143767,3.99,14495,6.74,1995
DC,total,46831,0,157644572,0,44623,0,3530,0,152847498,0,4797074,0,376490,0,1995
DC,financial administration,767,0,2233724,0,754,0,23,0,2202073,0,31651,0,2037,0,1995
DC,other government administration,731,0,2545522,0,723,0,14,0,2509992,0,35530,0,1240,0,1995
DC,judicial and legal,1836,0,6364183,0,1819,0,30,0,6317423,0,46760,0,2657,0,1995
DC,police protection - officers,3754,0,14195264,0,3751,0,6,0,14179348,0,15916,0,531,0,1995
DC,police protection - other,736,0,2015750,0,653,0,145,0,1847043,0,168707,0,12841,0,1995
DC,fire protection - firefighters,1177,0,4707712,0,1177,0,0,0,4707712,0,0,0,0,0,1995
DC,fire protection - other,425,0,1551821,0,423,0,11,0,1548498,0,3323,0,330,0,1995
DC,corrections,4185,0,14932048,0,4152,0,22,0,14845594,0,86454,0,5086,0,1995
DC,streets and highways,786,0,2541008,0,785,0,1,0,2538196,0,2812,0,89,0,1995
DC,air transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
DC,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
DC,public welfare,1771,0,4938014,0,1770,0,2,0,4931286,0,6728,0,208,0,1995
DC,health,2086,0,6035193,0,2032,0,70,0,5809206,0,225987,0,8438,0,1995
DC,hospitals,3819,0,13027546,0,3609,0,211,0,12343289,0,684257,0,32583,0,1995
DC,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
DC,solid waste management,548,0,1578031,0,548,0,0,0,1578031,0,0,0,0,0,1995
DC,sewerage,628,0,2063895,0,626,0,4,0,2060452,0,3443,0,354,0,1995
DC,parks and recreation,435,0,1060875,0,389,0,81,0,972871,0,88004,0,7173,0,1995
DC,housing and community development,895,0,2545571,0,895,0,0,0,2545571,0,0,0,0,0,1995
DC,natural resources,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
DC,water transport and terminals,626,0,2060452,0,626,0,0,0,2060452,0,0,0,0,0,1995
DC,electric power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
DC,gas supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
DC,transit,8313,0,34109519,0,8106,0,310,0,33469277,0,640242,0,36712,0,1995
DC,education - elementary and secondary instructional,5694,0,19037680,0,5620,0,196,0,18790298,0,247382,0,13020,0,1995
DC,education - elementary and secondary other,3125,0,5711774,0,1974,0,1577,0,3684280,0,2027494,0,203624,0,1995
DC,education - higher education instructional,531,0,2207372,0,462,0,174,0,1962868,0,244504,0,12230,0,1995
DC,education - higher education other,604,0,1991291,0,556,0,133,0,1943370,0,47921,0,8555,0,1995
DC,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
DC,libraries,399,0,1096638,0,386,0,22,0,1067679,0,28959,0,1948,0,1995
DC,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
DC,other and unallocable,2960,0,9093689,0,2787,0,498,0,8932689,0,161000,0,26834,0,1995
FL,total,708937,0.23,1727865426,0.24,662576,0.29,152952,0.46,1647104762,0.25,80760664,0.71,8185385,0.66,1995
FL,financial administration,21112,1.43,52745563,2.41,20611,1.45,841,6.39,52090428,2.44,655135,3.44,89705,3.91,1995
FL,other government administration,12854,2.57,36453785,1.51,12356,2.12,1517,23.57,35514317,1.51,939468,12.73,86672,15.95,1995
FL,judicial and legal,22799,0.55,67759250,0.33,22352,0.54,773,6.66,66725750,0.3,1033500,9.44,80003,2.68,1995
FL,police protection - officers,32156,0.92,113716541,0.92,31933,1.12,458,35.03,113412821,0.92,303720,36.92,36916,43.55,1995
FL,police protection - other,16513,1.04,36066871,1.27,14880,1.04,4318,2.36,33820182,1.33,2246689,3.4,288269,2.89,1995
FL,fire protection - firefighters,16066,1.2,54838564,0.81,15892,1.13,324,60.8,54644624,0.81,193940,20.79,31985,29.25,1995
FL,fire protection - other,2122,3.83,6028440,2.51,2067,3.93,109,1.98,5932165,2.55,96275,8.12,9335,3.73,1995
FL,corrections,44315,0.24,109868815,0.25,44154,0.24,442,0,109536513,0.25,332302,0,28094,0,1995
FL,streets and highways,24143,1.39,53713966,1.24,23541,1.42,961,6.73,52994868,1.25,719098,5.24,101906,5.79,1995
FL,air transportation,3296,0.05,9720654,0.07,3233,0.05,99,0,9621360,0.07,99294,0,10585,0,1995
FL,water transport and terminals,973,0,2862278,0,906,0,94,0,2774196,0,88082,0,11796,0,1995
FL,public welfare,17022,0.22,29398906,0.24,16359,0.18,1456,1.34,28628759,0.25,770147,1.55,118236,1.67,1995
FL,health,20480,0.15,45617881,0.2,19852,0.16,1211,0.84,44383056,0.21,1234825,0.43,114768,0.62,1995
FL,hospitals,53261,0.76,137293252,0.8,47327,0.75,11805,1.46,121670403,0.9,15622849,0.7,1050827,0.88,1995
FL,social insurance administration,4519,0,11898423,0,4505,0,29,0,11871942,0,26481,0,2552,0,1995
FL,solid waste management,6981,3.74,15109052,2.35,6798,3.56,279,19.89,14847978,2.37,261074,19.72,33003,22,1995
FL,sewerage,7662,2.5,18802565,2.14,7604,2.45,77,13.55,18711630,2.15,90935,14.77,10035,17.42,1995
FL,parks and recreation,16634,1.1,30735790,1.29,12491,1.46,9358,1.94,25307906,1.48,5427884,2.32,723126,2.63,1995
FL,housing and community development,4286,2.8,9463632,2.97,3993,3.11,410,17.48,9037354,2.98,426278,18.64,52342,21.92,1995
FL,natural resources,11621,0.92,28437181,0.69,10826,0.86,1640,2.02,27258400,0.71,1178781,2.09,139411,2.1,1995
FL,water transport and terminals,10919,3.71,29221567,3.09,10824,3.76,208,73.26,29102639,3.09,118928,44.58,14922,49.36,1995
FL,electric power,5046,0.61,16848538,1.23,4970,0.62,126,0,16706881,1.24,141657,0,13177,0,1995
FL,gas supply,589,0.99,1455874,0.48,576,1.01,15,0,1441503,0.48,14371,0,1862,0,1995
FL,transit,5927,0,17110124,0,5715,0,325,0,16760684,0,349440,0,37467,0,1995
FL,education - elementary and secondary instructional,140758,0.25,396993571,0.15,138041,0.14,35202,0.65,392095601,0.12,4897970,7.39,480162,7.37,1995
FL,education - elementary and secondary other,112280,0.16,158475470,1.11,105283,1.23,28201,0.89,149493065,1.18,8982405,1.4,1237249,1.51,1995
FL,education - higher education instructional,21759,0,77173723,0,15751,0,21525,0,60028299,0,17145424,0,1063388,0,1995
FL,education - higher education other,39212,0,78019798,0,28147,0,26619,0,63534416,0,14485382,0,1958696,0,1995
FL,education - other,2589,0,7289982,0,2493,0,214,0,7154525,0,135457,0,17061,0,1995
FL,libraries,4564,1.2,9195372,0.78,3753,0.64,1651,3.24,8274174,0.79,921198,3.21,138206,3.7,1995
FL,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
FL,other and unallocable,26479,1.53,65549998,1.08,25343,1.51,2665,3.76,63728323,1.1,1821675,4.29,203629,5.02,1995
GA,total,448092,0.84,975407866,0.72,408567,0.91,89093,2.06,913441139,0.76,61966727,1.94,7041381,2.18,1995
GA,financial administration,8457,2.55,18898000,1.99,7940,2.65,1128,11.41,18094710,2.06,803290,6.56,95889,6.85,1995
GA,other government administration,4913,5.53,12281904,3.75,4203,6.17,3150,20.3,10685173,3.59,1596731,15.97,141039,13.6,1995
GA,judicial and legal,8000,3.55,20335260,2.48,7578,3.64,1213,17.14,19486098,2.57,849162,8.08,75321,10.13,1995
GA,police protection - officers,16084,3.54,39118319,3.09,16023,3.52,232,25.46,38986609,3.1,131710,26.42,12263,36.65,1995
GA,police protection - other,5067,4.51,9716324,3.41,4569,4.58,1539,6.7,8977850,3.67,738474,5.17,91974,6.36,1995
GA,fire protection - firefighters,11869,2.31,30641721,1.31,11267,0.88,1598,28.74,29801419,0.55,840302,43.8,100837,45.59,1995
GA,fire protection - other,303,3.99,618957,4.37,292,4.85,19,27.27,604100,4.46,14857,13.39,1691,15.27,1995
GA,corrections,25355,1.7,51760735,1.13,24964,1.7,753,4.58,51104713,1.14,656022,3.96,68543,6.07,1995
GA,streets and highways,13870,3.39,23044002,2.85,13793,3.4,138,18.53,22907746,2.87,136256,9.42,14557,16.15,1995
GA,air transportation,547,1.98,1187120,1.07,531,1.58,26,19.86,1158021,1.02,29099,15.53,3169,23.79,1995
GA,water transport and terminals,620,0,1594258,0,620,0,0,0,1594258,0,0,0,0,0,1995
GA,public welfare,9089,3.63,18616420,2.83,8680,3.53,584,14.09,18096730,2.9,519690,8.73,72085,10.22,1995
GA,health,12564,5.72,28243811,4.11,11794,6.09,1485,1.76,26745735,4.34,1498076,0.48,137921,0.97,1995
GA,hospitals,56400,1.73,123114104,1.38,50119,1.77,11418,3.32,110909618,1.48,12204486,3.78,1106406,4.26,1995
GA,social insurance administration,1908,0,4599538,0,1858,0,80,0,4529786,0,69752,0,8841,0,1995
GA,solid waste management,4795,7.19,8330721,5.41,4629,7.34,316,23.5,8148254,5.51,182467,20.43,27297,24.74,1995
GA,sewerage,3495,3.87,7412915,2.53,3377,2.99,155,39.08,7273414,2.53,139501,28.2,19625,42.12,1995
GA,parks and recreation,7116,1.78,12210018,1.72,5093,2.21,4041,2.89,9714809,2.04,2495209,2.73,359276,2.73,1995
GA,housing and community development,4948,25.38,9628958,21.86,4810,25.78,227,34.67,9467283,22.23,161675,21.1,19772,31.28,1995
GA,natural resources,5732,1.21,12494227,0.71,5078,1.58,1302,2.77,11586093,0.73,908134,2.96,114937,3.5,1995
GA,water transport and terminals,5467,3.01,12005051,2.39,5439,3,265,59.6,11945171,2.39,59880,37.74,9504,45.87,1995
GA,electric power,923,11.4,2364051,8.68,915,11.44,18,49.85,2351602,8.72,12449,62.24,1254,41.14,1995
GA,gas supply,424,7.2,883498,9.44,424,7.2,3,0,882650,9.45,848,0,135,0,1995
GA,transit,4407,1.72,13041012,0.64,4032,1.5,529,5.03,12485995,0.65,555017,3.88,61904,5.84,1995
GA,education - elementary and secondary instructional,127468,1.51,299174507,1.4,120612,1.48,18397,4.11,290142161,1.43,9032346,4.32,1210960,4.78,1995
GA,education - elementary and secondary other,53278,1.37,71568315,2.48,46759,2.54,12890,5.73,64438973,2.67,7129342,5.95,1193838,6,1995
GA,education - higher education instructional,12689,0,52258275,0,9305,0,7013,0,43347478,0,8910797,0,598970,0,1995
GA,education - higher education other,22991,0,46073523,0,17390,0,14679,0,38009551,0,8063972,0,991134,0,1995
GA,education - other,5650,0,15701627,0,4931,0,2258,0,14322486,0,1379141,0,126969,0,1995
GA,libraries,2570,6.74,4973632,5.15,1901,5.28,1402,6.9,4069619,5.76,904013,11.47,117449,11.1,1995
GA,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
GA,other and unallocable,11093,17.05,23517063,8.83,9641,16.56,2235,54.15,21573034,9.21,1944029,31.25,257821,27.34,1995
HI,total,65458,0.01,175297076,0,58919,0.01,21088,0.01,159933423,0,15363653,0.01,1068266,0.02,1995
HI,financial administration,1773,0,4886712,0,1766,0,22,0,4875856,0,10856,0,1290,0,1995
HI,other government administration,1387,0,4188460,0,1287,0,119,0,3937174,0,251286,0,17822,0,1995
HI,judicial and legal,2696,0,8303790,0,2672,0,80,0,8220040,0,83750,0,4276,0,1995
HI,police protection - officers,2542,0,9553198,0,2542,0,0,0,9553198,0,0,0,0,0,1995
HI,police protection - other,749,0,1922158,0,701,0,206,0,1841928,0,80230,0,8516,0,1995
HI,fire protection - firefighters,1554,0,5065184,0,1554,0,0,0,5065184,0,0,0,0,0,1995
HI,fire protection - other,71,0,200380,0,71,0,0,0,200380,0,0,0,0,0,1995
HI,corrections,2131,0,5128030,0,2119,0,21,0,5091418,0,36612,0,1988,0,1995
HI,streets and highways,1799,0,4574894,0,1795,0,10,0,4567166,0,7728,0,752,0,1995
HI,air transportation,993,0,2168886,0,993,0,0,0,2168886,0,0,0,0,0,1995
HI,water transport and terminals,188,0,476238,0,188,0,0,0,476238,0,0,0,0,0,1995
HI,public welfare,1171,0,2891542,0,1169,0,6,0,2885510,0,6032,0,474,0,1995
HI,health,3032,0,7617494,0,2991,0,76,0,7493720,0,123774,0,7136,0,1995
HI,hospitals,3189,0,7875756,0,3109,0,164,0,7551820,0,323936,0,13890,0,1995
HI,social insurance administration,300,0,815240,0,297,0,5,0,804768,0,10472,0,580,0,1995
HI,solid waste management,628,0,1683812,0,628,0,0,0,1683812,0,0,0,0,0,1995
HI,sewerage,882,0,2707660,0,881,0,3,0,2706738,0,922,0,132,0,1995
HI,parks and recreation,2114,0,4692098,0,1761,0,1274,0,4083586,0,608512,0,62530,0,1995
HI,housing and community development,181,0,470452,0,179,0,5,0,467890,0,2562,0,328,0,1995
HI,natural resources,1460,0.24,4223424,0.18,1394,0.29,308,0.66,4005729,0.19,217695,0.75,11608,1.86,1995
HI,water transport and terminals,995,0,2893690,0,985,0,28,0,2877590,0,16100,0,1800,0,1995
HI,electric power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
HI,gas supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
HI,transit,91,0,248446,0,89,0,3,0,245962,0,2484,0,302,0,1995
HI,education - elementary and secondary instructional,15979,0,40540136,0,13945,0,6059,0,35583874,0,4956262,0,315282,0,1995
HI,education - elementary and secondary other,7251,0,13313268,0,5245,0,6051,0,10664096,0,2649172,0,310932,0,1995
HI,education - higher education instructional,2755,0,12833230,0,2132,0,1922,0,9919948,0,2913282,0,110184,0,1995
HI,education - higher education other,4309,0,12646462,0,3335,0,4344,0,9810924,0,2835538,0,172486,0,1995
HI,education - other,135,0,365990,0,134,0,3,0,362600,0,3390,0,240,0,1995
HI,libraries,579,0,1223476,0,523,0,186,0,1156916,0,66560,0,9964,0,1995
HI,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
HI,other and unallocable,4524,0,11786970,0,4434,0,193,0,11630472,0,156498,0,15754,0,1995
ID,total,67090,0.54,145794749,0.5,58497,0.61,25960,1.26,132266131,0.54,13528618,0.85,1509419,1.01,1995
ID,financial administration,2516,0.78,5516612,0.63,2395,0.59,324,6.19,5339265,0.57,177347,9.26,20775,5.85,1995
ID,other government administration,1183,5.3,2514346,3.92,1072,5.35,875,15.29,2186220,4.43,328126,5.52,21480,5.53,1995
ID,judicial and legal,1490,1.13,3785530,0.33,1355,0.17,291,3.12,3557478,0.21,228052,4.47,24127,2.34,1995
ID,police protection - officers,2325,2.73,6518568,1.98,2283,2.66,156,18.68,6429856,1.99,88712,15.91,10674,18.46,1995
ID,police protection - other,1009,1.38,2032948,0.97,920,1.81,268,9.9,1915436,0.46,117512,14.95,15501,6.98,1995
ID,fire protection - firefighters,828,2.35,2356721,1.81,760,1.83,944,14.96,2238285,1.83,118436,9.65,13084,9.49,1995
ID,fire protection - other,32,0,66410,0,28,0,11,0,56781,0,9629,0,783,0,1995
ID,corrections,2342,0.13,5144398,0.08,2190,0.08,293,1.79,4913706,0.05,230692,1.44,27243,1.58,1995
ID,streets and highways,3364,1.53,8080154,1.3,3170,1.84,526,19.53,7754676,1.31,325478,8.57,38475,5.76,1995
ID,air transportation,99,3.1,226186,2.5,95,3.23,9,15.33,219433,2.58,6753,2.04,794,1.39,1995
ID,water transport and terminals,5,0,10872,0,3,0,2,0,9400,0,1472,0,220,0,1995
ID,public welfare,2030,0.07,4273044,0.06,1913,0.08,195,0,4004706,0.07,268338,0,20659,0,1995
ID,health,2132,0.28,4921436,0.21,1806,0.23,666,7.36,4289725,0.17,631711,1.18,58265,1.85,1995
ID,hospitals,5257,4.87,11135386,4.61,4227,5.92,1758,1.21,9020142,5.69,2115244,0.88,180530,1.21,1995
ID,social insurance administration,612,0,1488342,0,442,0,162,0,1247731,0,240611,0,30075,0,1995
ID,solid waste management,387,3.47,714088,3.48,349,3.69,87,13.41,664658,3.67,49430,9.86,6651,9.63,1995
ID,sewerage,480,3.46,1145029,2.41,456,2.84,115,17.93,1104828,1.99,40201,41.12,4433,41.27,1995
ID,parks and recreation,908,2.5,1713670,5.59,650,3.49,703,2.77,1402706,6.81,310964,1.99,46897,1.33,1995
ID,housing and community development,173,14.05,562512,8.83,161,15.1,34,9.96,545047,9.11,17465,3.16,2163,6.42,1995
ID,natural resources,1983,0.9,4555547,0.4,1708,0.31,474,3.9,4162812,0.21,392735,4.08,47401,3.94,1995
ID,water transport and terminals,397,5.24,890431,6.66,387,5.37,41,27.74,865075,6.85,25356,10.84,2609,13.14,1995
ID,electric power,108,1.11,342966,0.69,106,1.13,5,0,339755,0.7,3211,0,398,0,1995
ID,gas supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
ID,transit,23,0,34339,0,8,0,27,0,17497,0,16842,0,2579,0,1995
ID,education - elementary and secondary instructional,19383,0.5,43695573,0.32,17838,0.56,5113,2.3,41500241,0.32,2195332,2.28,262206,2.74,1995
ID,education - elementary and secondary other,6798,1.06,9877220,1.29,5295,1.22,3985,2.72,8077461,1.34,1799759,3.71,255032,3.27,1995
ID,education - higher education instructional,3082,0,9948691,0,2705,0,1650,0,8942197,0,1006494,0,66321,0,1995
ID,education - higher education other,4915,0,7932879,0,3418,0,5694,0,5817612,0,2115267,0,263606,0,1995
ID,education - other,525,0,1242106,0,410,0,450,0,1080020,0,162086,0,20261,0,1995
ID,libraries,391,6.02,664637,4.84,252,9.09,441,10.78,465655,6.71,198982,3.8,26393,3.79,1995
ID,liquor stores,145,0,310312,0,93,0,150,0,237060,0,73252,0,9157,0,1995
ID,other and unallocable,2168,7.25,4093796,4.93,2002,7.56,511,19.55,3860667,5.2,233129,8.56,30627,8.96,1995
IL,total,584754,0.51,1660503644,0.45,516638,0.51,203580,1.91,1547079536,0.47,113424108,1.6,11770831,1.7,1995
IL,financial administration,13557,2.21,34715010,1.44,12717,1.96,2739,17.67,33110584,1.34,1604426,14.5,137567,17.1,1995
IL,other government administration,11425,3.49,31543762,2.47,10608,3.68,14156,12.75,28905235,2.52,2638527,10.33,182354,11,1995
IL,judicial and legal,15742,0.95,46309175,0.95,15322,0.82,759,9.34,45168829,0.52,1140346,32.64,70133,23.71,1995
IL,police protection - officers,32274,1.93,126116271,1.55,31493,1.87,2702,14.09,124587263,1.56,1529008,15.78,143848,14.5,1995
IL,police protection - other,10846,1.81,28925163,1.01,9632,1.73,3456,3.98,27246749,1.01,1678414,5.95,208802,7.13,1995
IL,fire protection - firefighters,13473,3.16,48374692,1.63,12451,1.64,12949,16.94,46565999,1.61,1808693,13.07,183498,25.57,1995
IL,fire protection - other,1130,31.12,2533679,33.18,1036,29.06,261,62.49,2380425,35.2,153254,43.58,15268,44.68,1995
IL,corrections,21757,1.29,61783076,0.75,21641,1.15,225,13.76,61580617,0.75,202459,16.73,17077,24.11,1995
IL,streets and highways,19951,1.84,59735769,1.31,18224,1.82,3505,14.55,56319052,1.36,3416717,5.06,315097,9.63,1995
IL,air transportation,2216,7.77,6701629,8.43,2189,7.52,131,17.77,6663050,8.48,38579,48.94,4407,29.17,1995
IL,water transport and terminals,148,0,474813,0,147,0,3,0,469697,0,5116,0,280,0,1995
IL,public welfare,20442,4.26,52049685,2.42,19153,3.25,2305,24.12,50213127,2.41,1836558,19.45,220413,28.3,1995
IL,health,9950,2.5,26425703,2.61,9434,4.45,1283,13.99,25424572,2.68,1001131,10.69,89773,14.63,1995
IL,hospitals,30384,3.07,85643773,2.05,28796,2.33,2654,15.74,82268961,2.07,3374812,12.14,276086,18.31,1995
IL,social insurance administration,3462,0,10010389,0,3116,0,529,0,8958772,0,1051617,0,57492,0,1995
IL,solid waste management,5114,1.85,18752981,1.37,5030,1.89,147,23.43,18644350,1.38,108631,10.56,15373,13.76,1995
IL,sewerage,6535,3.57,22787497,2.32,6486,3.57,279,30.92,22702541,2.33,84956,11.96,9941,17.04,1995
IL,parks and recreation,18324,4.51,40380951,3.74,11913,3.77,18041,5.59,30840199,4.04,9540752,8.95,1123527,8.2,1995
IL,housing and community development,7740,0.69,20359282,1.3,7283,1.39,1267,21.28,19685891,1.32,673391,8.17,82311,6.58,1995
IL,natural resources,5234,0.83,13114784,1.09,4181,1.04,1959,11.04,11921114,1.19,1193670,0.71,180173,0.54,1995
IL,water transport and terminals,5899,2.79,18951211,1.66,5766,2.57,1003,24.64,18586392,1.65,364819,17.12,39951,14.29,1995
IL,electric power,997,2.14,3579531,2.16,994,2.32,16,62.87,3572545,2.16,6986,37.23,702,38.69,1995
