state,government_function,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_october_pay,total_october_pay_coefficient_of_variation_as_percent,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours_october,part_time_hours_october_coefficient_of_variation_as_percent,year
CT,financial administration,4517,1.28,12418439,0.91,4318,1.24,485,7.47,11992689,0.92,425750,10.51,32067,11.14,1993
CT,other government administration,2930,2,8595084,0.98,2669,2.24,847,5.3,7955062,0.96,640022,5.4,42085,6.03,1993
CT,judicial and legal,3475,0.02,10045038,0.01,3386,0,139,1.67,9790974,0,254064,0.48,14201,0.82,1993
CT,police protection - officers,7173,0.69,28769627,0.68,7033,0.7,378,7.89,28487876,0.69,281751,14.25,22638,13.41,1993
CT,police protection - other,2146,0.8,4994839,0.76,1626,0.83,1354,2.67,4184333,0.82,810506,1.39,86548,1.94,1993
CT,fire protection - firefighters,3873,0.76,15911373,0.41,3744,0.43,1261,15.81,15490231,0.2,421142,17.4,26743,4.53,1993
CT,fire protection - other,254,3.48,538290,2.53,163,4.36,171,7.31,399093,2.87,139197,4.93,13810,6.06,1993
CT,corrections,6186,0,20106900,0,6152,0,63,0,19999590,0,107310,0,5185,0,1993
CT,streets and highways,7318,0.52,21816870,0.6,7264,0.53,127,10.02,21719997,0.6,96873,10.7,9369,9.89,1993
CT,air transportation,194,0,650584,0,194,0,2,0,650230,0,354,0,71,0,1993
CT,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
CT,public welfare,6477,0.31,18013828,0.19,6053,0.27,814,3.06,17186922,0.16,826906,1.96,68445,2.49,1993
CT,health,3856,0.42,11913108,0.29,3607,0.32,511,3.86,11264114,0.27,648994,2.29,41536,4.2,1993
CT,hospitals,12073,0,37646285,0,10613,0,2162,0,33946759,0,3699526,0,241950,0,1993
CT,social insurance administration,1359,0,3841188,0,1330,0,35,0,3785495,0,55693,0,4501,0,1993
CT,solid waste management,1135,1.64,3431528,1.21,1073,1.52,115,13.69,3350988,1.08,80540,16.86,10212,15.59,1993
CT,sewerage,1190,1.5,3622418,1.48,1173,1.52,36,18.66,3590468,1.49,31950,21.37,2927,19.13,1993
CT,parks and recreation,2346,3.95,5554434,2.18,1687,0.94,1785,6.63,4559541,0.84,994893,10.89,108148,12.93,1993
CT,housing and community development,1357,2.07,4122417,2.89,1290,2.91,345,14.81,3889591,1.55,232826,31.43,23331,25.62,1993
CT,natural resources,625,0.07,2119902,0.04,590,0,50,6.27,2048182,0,71720,1.06,5464,1.26,1993
CT,water transport and terminals,990,1,3205530,0.92,982,1.01,20,0,3189050,0.93,16480,0,1338,0,1993
CT,electric power,130,0,497481,0,129,0,4,0,496361,0,1120,0,118,0,1993
CT,gas supply,35,0,129872,0,35,0,0,0,129872,0,0,0,0,0,1993
CT,transit,385,0,1017631,0,350,0,62,0,962099,0,55532,0,6103,0,1993
CT,education - elementary and secondary instructional,46220,0.72,168342248,0.81,43598,0.82,6992,3.15,163181742,0.81,5160506,4.5,440902,5.41,1993
CT,education - elementary and secondary other,14890,0.96,30321553,1.74,12571,1.14,5770,4.06,26446167,2.04,3875386,5.25,389882,4.95,1993
CT,education - higher education instructional,5394,0,26974921,0,4188,0,3758,0,22467584,0,4507337,0,196379,0,1993
CT,education - higher education other,9413,0,27954383,0,7074,0,8837,0,23060722,0,4893661,0,366340,0,1993
CT,education - other,2899,0,10264698,0,2788,0,181,0,9991237,0,273461,0,17138,0,1993
CT,libraries,1427,1.48,3184163,1.22,1023,1.48,1225,2.06,2596872,1.14,587291,2.05,67003,1.81,1993
CT,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
CT,other and unallocable,4679,0.62,13277164,0.57,4360,0.53,904,9.77,12648465,0.54,628699,3.26,51273,3.93,1993
DE,total,38006,0.22,95072811,0.32,34487,0.21,10157,0.59,89158074,0.32,5914737,0.44,586075,0.58,1993
DE,financial administration,1109,1.32,2461805,0.78,1085,1.13,54,0,2426042,0.63,35763,0,4278,0,1993
DE,other government administration,637,0.99,1535431,0.62,596,0.68,143,18.7,1479043,0.31,56388,13.51,4895,15.66,1993
DE,judicial and legal,1332,0,3456435,0,1323,0,30,0,3429920,0,26515,0,1562,0,1993
DE,police protection - officers,1470,1.55,4646593,1.24,1464,1.6,15,29.83,4638070,1.25,8523,39.68,1091,38.67,1993
DE,police protection - other,551,1.19,1045905,0.72,418,1.59,254,0.82,821421,0.92,224484,0.2,23487,0.29,1993
DE,fire protection - firefighters,223,0,570660,0,223,0,1,0,569958,0,702,0,80,0,1993
DE,fire protection - other,82,0,253293,0,82,0,0,0,253293,0,0,0,0,0,1993
DE,corrections,1481,0,3329794,0,1455,0,49,0,3292156,0,37638,0,4554,0,1993
DE,streets and highways,1976,0,4265732,0,1901,0,106,0,4161331,0,104401,0,12817,0,1993
DE,air transportation,19,0,76671,0,19,0,1,0,76091,0,580,0,42,0,1993
DE,water transport and terminals,110,0,313383,0,73,0,67,0,214581,0,98802,0,6511,0,1993
DE,public welfare,1831,0,3534339,0,1783,0,152,0,3437545,0,96794,0,8138,0,1993
DE,health,1676,0.01,3698621,0,1575,0,244,0,3577209,0,121412,0.13,16937,0.17,1993
DE,hospitals,2211,0,4228246,0,2183,0,77,0,4151790,0,76456,0,4732,0,1993
DE,social insurance administration,262,0,492324,0,261,0,1,0,490972,0,1352,0,104,0,1993
DE,solid waste management,280,1.98,508998,1.24,272,1.84,22,30.57,500080,1.11,8918,12.4,1301,11.34,1993
DE,sewerage,370,1.48,827522,1.67,370,1.48,0,0,827522,1.67,0,0,0,0,1993
DE,parks and recreation,511,0,914804,0,359,0,580,0,739107,0,175697,0,25978,0,1993
DE,housing and community development,247,0,560607,0,243,0,8,0,552247,0,8360,0,684,0,1993
DE,natural resources,521,0,1186900,0,482,0,241,0,1131010,0,55890,0,6595,0,1993
DE,water transport and terminals,176,2.92,355097,2.25,174,2.95,2,0,353255,2.26,1842,0,283,0,1993
DE,electric power,191,0,853717,0.08,191,0,0,0,853717,0.08,0,0,0,0,1993
DE,gas supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
DE,transit,422,0,935454,0,377,0,55,0,883807,0,51647,0,7971,0,1993
DE,education - elementary and secondary instructional,8508,0.59,25452553,0.96,8302,0.53,738,6.56,25134888,0.92,317665,4.26,34285,3.33,1993
DE,education - elementary and secondary other,3513,0.95,6979346,1.28,2895,1.12,1341,0.59,6268557,1.4,710789,0.31,102599,0.34,1993
DE,education - higher education instructional,2239,0,8111470,0,1430,0,1967,0,6128690,0,1982780,0,134233,0,1993
DE,education - higher education other,4182,0,9882200,0,3159,0,3756,0,8293728,0,1588472,0,168852,0,1993
DE,education - other,239,0,778492,0,237,0,2,0,775518,0,2974,0,210,0,1993
DE,libraries,106,0,229730,0,82,0,62,0,189649,0,40081,0,4193,0,1993
DE,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
DE,other and unallocable,1531,3.14,3586689,4.16,1473,2.38,189,11.28,3506877,3.87,79812,25.2,9663,31.81,1993
DC,total,51375,0,167812383,0,49054,0,3987,0,162618053,0,5194330,0,410364,0,1993
DC,financial administration,837,0,2369999,0,824,0,25,0,2343331,0,26668,0,2214,0,1993
DC,other government administration,987,0,3195537,0,971,0,27,0,3147166,0,48371,0,2845,0,1993
DC,judicial and legal,1853,0,6137895,0,1842,0,16,0,6102639,0,35256,0,1957,0,1993
DC,police protection - officers,4202,0,15920349,0,4202,0,0,0,15920349,0,0,0,0,0,1993
DC,police protection - other,772,0,1848790,0,684,0,164,0,1679275,0,169515,0,15498,0,1993
DC,fire protection - firefighters,1375,0,5915409,0,1375,0,0,0,5915409,0,0,0,0,0,1993
DC,fire protection - other,461,0,1652760,0,457,0,12,0,1646149,0,6611,0,620,0,1993
DC,corrections,4811,0,14812661,0,4780,0,35,0,14719808,0,92853,0,5462,0,1993
DC,streets and highways,867,0,2529747,0,838,0,58,0,2489957,0,39790,0,5136,0,1993
DC,air transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
DC,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
DC,public welfare,1982,0,5166613,0,1979,0,5,0,5157035,0,9578,0,443,0,1993
DC,health,2153,0,6438825,0,2118,0,70,0,6312231,0,126594,0,6199,0,1993
DC,hospitals,5306,0,17015916,0,5059,0,291,0,16096502,0,919414,0,43704,0,1993
DC,social insurance administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
DC,solid waste management,584,0,1757398,0,584,0,0,0,1757398,0,0,0,0,0,1993
DC,sewerage,690,0,2034517,0,689,0,1,0,2032093,0,2424,0,146,0,1993
DC,parks and recreation,546,0,1297178,0,509,0,74,0,1223793,0,73385,0,6553,0,1993
DC,housing and community development,864,0,2339452,0,854,0,48,0,2322344,0,17108,0,1711,0,1993
DC,natural resources,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
DC,water transport and terminals,690,0,2032093,0,690,0,0,0,2032093,0,0,0,0,0,1993
DC,electric power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
DC,gas supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
DC,transit,8313,0,35098695,0,8106,0,310,0,34439886,0,658809,0,36712,0,1993
DC,education - elementary and secondary instructional,5694,0,19037680,0,5620,0,196,0,18790298,0,247382,0,13020,0,1993
DC,education - elementary and secondary other,3124,0,5711774,0,1974,0,1577,0,3684280,0,2027494,0,203624,0,1993
DC,education - higher education instructional,580,0,2416282,0,486,0,239,0,2082332,0,333950,0,16696,0,1993
DC,education - higher education other,946,0,2470845,0,875,0,168,0,2406974,0,63871,0,12488,0,1993
DC,education - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
DC,libraries,431,0,1093632,0,421,0,19,0,1069882,0,23750,0,1683,0,1993
DC,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
DC,other and unallocable,3307,0,9518336,0,3117,0,652,0,9246829,0,271507,0,33653,0,1993
FL,total,665128,0.44,1518153833,0.39,619685,0.42,145737,0.9,1446252384,0.38,71901449,1.46,7991012,1.47,1993
FL,financial administration,20119,1.47,47242146,1.53,19669,1.48,788,5.7,46659478,1.54,582668,5.73,79875,5.36,1993
FL,other government administration,12087,3.23,31625127,2.2,11683,3.44,1832,26.93,30694493,2.22,930634,16.54,71426,15.95,1993
FL,judicial and legal,19336,0.8,49669357,0.55,18953,0.85,654,7.66,48805575,0.58,863782,4.35,67621,1.09,1993
FL,police protection - officers,30776,1.56,101769906,1.28,30369,1.33,623,17.29,101366004,1.27,403902,30.91,60833,21.56,1993
FL,police protection - other,15230,1.34,30447666,1.15,13567,1.27,4488,3.4,28459257,1.14,1988409,4.54,292069,4.54,1993
FL,fire protection - firefighters,15080,1.26,48725129,0.87,14694,1.19,1567,28.14,48282997,1.08,442132,68.2,68310,43.94,1993
FL,fire protection - other,1876,3.7,5011142,2.98,1828,4,75,5.44,4936829,3.11,74313,5.32,8448,4.57,1993
FL,corrections,41387,0.22,84295305,0.28,41053,0.23,977,0.62,83719353,0.29,575952,0.28,58810,0.14,1993
FL,streets and highways,24722,1.23,52164930,1.24,23582,1.24,1762,2.81,50813501,1.22,1351429,6.94,201944,3.8,1993
FL,air transportation,2520,0.39,6250123,0.41,2499,0.42,36,0,6219538,0.45,30585,0,3766,0,1993
FL,water transport and terminals,897,0,2414920,0,841,0,82,0,2346440,0,68480,0,9979,0,1993
FL,public welfare,15656,0.42,25703550,0.45,14959,0.4,1787,1.04,24827780,0.44,875770,1.04,131206,1.13,1993
FL,health,19161,0.2,43242254,0.29,18205,0.21,2115,0.06,40974860,0.32,2267394,0.01,169052,0.01,1993
FL,hospitals,42577,0.05,96099992,0.04,38325,0.1,9568,0.58,87830324,0.03,8269668,0.14,751880,0.32,1993
FL,social insurance administration,4701,0,8564333,0,4465,0,314,0,8205435,0,358898,0,41712,0,1993
FL,solid waste management,7245,3.03,15163475,2.43,7085,2.56,243,35.47,14943796,2.21,219679,31.39,28269,32.54,1993
FL,sewerage,7375,2.34,17239604,2.13,7354,2.34,33,0,17209015,2.13,30589,0,3785,0,1993
FL,parks and recreation,15840,1.62,28076975,1.52,12499,1.78,8097,2.29,23998468,1.69,4078507,2.74,587471,2.97,1993
FL,housing and community development,3341,16.6,7746510,13.23,3270,16.08,138,47.65,7568003,12.91,178507,48.9,14190,54.08,1993
FL,natural resources,10323,0.48,25356875,0.41,9474,0.51,1681,0.3,24155570,0.43,1201305,0.34,150790,0.46,1993
FL,water transport and terminals,9827,3.49,25110070,3.38,9805,3.53,40,28.45,25077403,3.42,32667,24.11,3871,25.16,1993
FL,electric power,5205,0.09,16973122,0.12,5169,0.09,65,0,16914840,0.12,58282,0,6368,0,1993
FL,gas supply,542,2.25,1196425,4.75,536,2.28,10,0,1187508,4.79,8917,0,1139,0,1993
FL,transit,5296,0,14556821,0,5190,0,217,0,14376303,0,180518,0,18976,0,1993
FL,education - elementary and secondary instructional,132768,1.57,359010612,1.33,130295,1.39,30529,2.62,354530924,1.23,4479688,17.19,437676,17.18,1993
FL,education - elementary and secondary other,104912,1.61,142039284,1.77,96820,1.48,26851,2.69,132302771,1.63,9736513,5.88,1432016,5.45,1993
FL,education - higher education instructional,21323,0,74764885,0,15116,0,20792,0,58321893,0,16442992,0,1081012,0,1993
FL,education - higher education other,37832,0,76863052,0,27221,0,26123,0,63602982,0,13260070,0,1850742,0,1993
FL,education - other,3206,0,7971610,0,3073,0,255,0,7686463,0,285147,0,23630,0,1993
FL,libraries,4283,1.74,8025712,1.9,3590,1.68,1447,4.01,7190409,2.15,835303,3.87,122089,4.37,1993
FL,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
FL,other and unallocable,29685,1.87,64832921,1.25,28496,1.85,2548,4.86,63044172,1.22,1788749,4.68,212057,4.16,1993
GA,total,411389,0.92,858665904,0.81,377067,0.96,78479,1.95,800739405,0.83,57926499,1.41,6045012,1.67,1993
GA,financial administration,8494,4.9,18779170,4.16,8050,5.16,915,12.81,18175015,4.24,604155,7.79,80074,5.55,1993
GA,other government administration,3943,4.18,9428150,3.21,3696,4.44,2155,26.17,8727663,3.13,700487,11.35,43700,10.05,1993
GA,judicial and legal,6554,4.88,16160642,2.32,6245,3.45,892,23.75,15540550,2.11,620092,14.99,54270,14.88,1993
GA,police protection - officers,14467,3.48,34263502,2.98,14336,3.41,313,24.45,34089622,2.95,173880,30.15,23391,28.07,1993
GA,police protection - other,4227,4.82,7355117,3.72,3776,4.91,1209,6.43,6784425,3.78,570692,6.41,79205,7.21,1993
GA,fire protection - firefighters,7840,2.13,19847166,1.52,7773,1.96,952,54.63,19757976,1.43,89190,28.09,12120,27.45,1993
GA,fire protection - other,256,10.4,529546,10.4,244,10.02,82,13.42,509005,10.07,20541,26.12,3150,15.65,1993
GA,corrections,19851,1.29,38855103,0.9,19578,1.28,571,4.02,38248142,0.9,606961,1.92,48092,3.76,1993
GA,streets and highways,12820,3.66,28274434,2.63,12743,3.62,120,20.43,28176682,2.6,97752,19.56,13668,21.31,1993
GA,air transportation,534,5.45,1153044,5.81,516,5.55,33,8.22,1132948,5.88,20096,2.92,3238,3.25,1993
GA,water transport and terminals,642,0,1859151,0,640,0,2,0,1856011,0,3140,0,394,0,1993
GA,public welfare,8987,1.53,18032211,1.21,8805,1.49,364,5.92,17769136,1.2,263075,3.65,32008,3.54,1993
GA,health,15383,2.74,30205592,2.01,13540,2.98,3938,2.33,27348711,2.17,2856881,1.9,325974,1.84,1993
GA,hospitals,57688,3.28,115951482,3.41,50632,3.35,11325,4.94,101979330,3.43,13972152,4.57,1238798,4.49,1993
GA,social insurance administration,1956,0,4383250,0,1796,0,212,0,4182213,0,201037,0,28310,0,1993
GA,solid waste management,4898,8.37,7511984,6.98,4763,8.53,272,30.54,7353043,7.08,158941,30.01,23976,34.38,1993
GA,sewerage,3324,3.77,6495659,2.83,3206,3.18,139,47.18,6369444,2.63,126215,44.45,20819,49.17,1993
GA,parks and recreation,6375,1.64,10291243,1.38,4646,1.96,3327,3.31,8438751,1.58,1852492,3.21,305601,3.41,1993
GA,housing and community development,5329,21.28,9900186,19.34,5056,19.72,805,56.26,9516214,19.28,383972,33.74,48900,44.61,1993
GA,natural resources,5109,0.81,10951548,0.52,4505,1,1267,3.43,10098435,0.28,853113,6.16,106557,3.01,1993
GA,water transport and terminals,4805,3.61,9756319,2.95,4759,3.56,217,51.73,9688162,2.94,68157,28.36,8139,28.87,1993
GA,electric power,836,14.96,1986027,12.51,825,14.95,17,49.14,1974284,12.48,11743,35.43,1783,35.54,1993
GA,gas supply,376,6.2,770620,5.76,374,6.22,10,0,768863,5.76,1757,0,393,0,1993
GA,transit,3873,0,10426603,0,3632,0,449,0,9956069,0,470534,0,42719,0,1993
GA,education - elementary and secondary instructional,109134,1.75,253016178,1.54,105742,1.8,11461,4.53,247175286,1.58,5840892,3.31,586119,5.24,1993
GA,education - elementary and secondary other,46804,1.99,59808852,1.53,42092,2.53,10791,6.18,53229230,1.79,6579622,5.47,829468,7.38,1993
GA,education - higher education instructional,13814,0,52504195,0,9284,0,6731,0,41718126,0,10786069,0,800799,0,1993
GA,education - higher education other,22320,0,38108422,0,17013,0,14620,0,30900731,0,7207691,0,938764,0,1993
GA,education - other,5171,0,13601969,0,4641,0,1888,0,12509773,0,1092196,0,93697,0,1993
GA,libraries,2095,3.46,3893771,3.45,1627,3.96,1069,3.63,3281072,3.86,612699,2.84,82330,3.77,1993
GA,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
GA,other and unallocable,13484,14.08,24564768,12.56,12532,14.17,2333,26.94,23484493,12.58,1080275,19.1,168556,21.74,1993
HI,total,66125,0,177668476,0,61175,0,17327,0,164478027,0,13190449,0,850008,0.02,1993
HI,financial administration,1861,0,4963636,0,1835,0,43,0,4902494,0,61142,0,4628,0,1993
HI,other government administration,1449,0,4654906,0,1308,0,255,0,4082874,0,572032,0,25131,0,1993
HI,judicial and legal,2779,0,8265332,0,2742,0,96,0,8115498,0,149834,0,6448,0,1993
HI,police protection - officers,2685,0,9452136,0,2684,0,1,0,9449742,0,2394,0,110,0,1993
HI,police protection - other,722,0,1825618,0,686,0,158,0,1772020,0,53598,0,6308,0,1993
HI,fire protection - firefighters,1588,0,4571204,0,1588,0,0,0,4571204,0,0,0,0,0,1993
HI,fire protection - other,70,0,202342,0,70,0,0,0,202342,0,0,0,0,0,1993
HI,corrections,2121,0,4862530,0,2112,0,19,0,4844070,0,18460,0,1542,0,1993
HI,streets and highways,1937,0,4832294,0,1926,0,17,0,4804364,0,27930,0,2000,0,1993
HI,air transportation,997,0,2092742,0,997,0,9,0,2092242,0,500,0,20,0,1993
HI,water transport and terminals,191,0,474962,0,191,0,1,0,474116,0,846,0,80,0,1993
HI,public welfare,1265,0,2848102,0,1259,0,13,0,2834448,0,13654,0,1090,0,1993
HI,health,3505,0,8398156,0,3464,0,77,0,8277672,0,120484,0,7228,0,1993
HI,hospitals,3010,0,7053710,0,2938,0,144,0,6778926,0,274784,0,12764,0,1993
HI,social insurance administration,413,0,1078246,0,408,0,8,0,1061936,0,16310,0,940,0,1993
HI,solid waste management,686,0,1779192,0,685,0,3,0,1776854,0,2338,0,242,0,1993
HI,sewerage,819,0,2476622,0,817,0,5,0,2473934,0,2688,0,314,0,1993
HI,parks and recreation,2204,0,4853948,0,1858,0,1240,0,4299372,0,554576,0,61278,0,1993
HI,housing and community development,175,0,472832,0,169,0,9,0,459846,0,12986,0,1074,0,1993
HI,natural resources,1586,0.05,4396152,0.02,1518,0,315,0,4171641,0.02,224511,0.17,12223,1.2,1993
HI,water transport and terminals,1003,0,2841046,0,991,0,29,0,2823352,0,17694,0,2072,0,1993
HI,electric power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
HI,gas supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
HI,transit,92,0,261526,0,86,0,14,0,248868,0,12658,0,1092,0,1993
HI,education - elementary and secondary instructional,16744,0,45719658,0,15383,0,4474,0,42167538,0,3552120,0,225962,0,1993
HI,education - elementary and secondary other,5621,0,10047372,0,4584,0,3762,0,8553368,0,1494004,0,172164,0,1993
HI,education - higher education instructional,2755,0,12833230,0,2132,0,1922,0,9919948,0,2913282,0,110184,0,1993
HI,education - higher education other,4309,0,12646462,0,3335,0,4344,0,9810924,0,2835538,0,172486,0,1993
HI,education - other,139,0,376570,0,139,0,1,0,375364,0,1206,0,80,0,1993
HI,libraries,616,0,1313662,0,578,0,180,0,1231794,0,81868,0,6322,0,1993
HI,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
HI,other and unallocable,4783,0,12074288,0,4692,0,188,0,11901276,0,173012,0,16226,0,1993
ID,total,61557,0.5,123505041,0.43,53794,0.52,22800,1.25,112465203,0.42,11039838,1.27,1343593,0.99,1993
ID,financial administration,2427,1.27,4821771,1.59,2331,1.12,202,9.73,4694975,1.22,126796,7.81,16758,9.79,1993
ID,other government administration,951,3.64,1943082,2.71,840,5.28,690,11.03,1646816,3.76,296266,5.7,19496,5.08,1993
ID,judicial and legal,1239,1.61,2994550,0.77,1180,1.57,126,6.11,2907645,0.79,86905,3.38,10221,4.88,1993
ID,police protection - officers,1948,2.08,5172222,1.26,1913,1.81,111,21.3,5129269,1.11,42953,26.18,5990,23.99,1993
ID,police protection - other,824,3.21,1814314,2.85,764,2.68,163,12.57,1734885,2.48,79429,12.66,10254,16.43,1993
ID,fire protection - firefighters,600,2.11,1697354,1.35,570,1.55,456,22.4,1647367,1.42,49987,21.69,5317,29.14,1993
ID,fire protection - other,40,0,71190,0,33,0,35,0,59394,0,11796,0,1378,0,1993
ID,corrections,1903,0.21,3646606,0.1,1803,0,207,5.19,3509089,0,137517,1.65,17575,1.83,1993
ID,streets and highways,3186,2.1,6814045,1.24,3037,2.3,232,10.05,6641698,1.33,172347,6.22,26110,5.93,1993
ID,air transportation,90,0,170362,0,86,0,10,0,165097,0,5265,0,662,0,1993
ID,water transport and terminals,8,0,16113,0,6,0,4,0,13124,0,2989,0,132,0,1993
ID,public welfare,1891,0.1,3615798,0.06,1742,0.11,341,0,3314104,0.06,301694,0,26398,0,1993
ID,health,1881,0.12,4198464,0.08,1641,0,551,2.82,3817586,0,380878,0.96,42239,1.11,1993
ID,hospitals,4428,3.89,8628532,4.26,3670,4.02,1456,6.72,7179973,4.67,1448559,7.64,130721,6.23,1993
ID,social insurance administration,620,0,1474790,0,500,0,144,0,1304509,0,170281,0,21285,0,1993
ID,solid waste management,290,4.53,516246,4.15,267,5.62,44,10.26,488408,4.48,27838,9.27,4058,10.44,1993
ID,sewerage,439,2.81,943422,2.54,428,2.66,70,20.59,921009,2.44,22413,31.09,1791,30.58,1993
ID,parks and recreation,701,1.41,1160217,1.76,539,1.38,467,3.12,983185,1.42,177032,3.19,28547,3.13,1993
ID,housing and community development,131,2.01,219962,2.55,113,2.13,39,8.68,202051,2.47,17911,3.08,2511,5.53,1993
ID,natural resources,2224,3.93,4540207,3,1648,3.59,978,2.65,3725036,2.44,815171,1.34,101782,1.46,1993
ID,water transport and terminals,422,19.91,828315,16.14,371,15.14,188,66.93,744459,11.14,83856,63.45,8863,57.2,1993
ID,electric power,98,0,303644,0.37,97,0,1,0,301605,0.37,2039,0,98,0,1993
ID,gas supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
ID,transit,25,0,39987,0,8,0,25,0,17583,0,22404,0,2989,0,1993
ID,education - elementary and secondary instructional,17549,0.34,37393339,0.49,16235,0.36,4569,1.64,35515886,0.48,1877453,1.71,217930,1.76,1993
ID,education - elementary and secondary other,6412,0.56,8586233,0.81,5100,1.03,3579,2.45,7107215,0.91,1479018,3.15,220480,3.02,1993
ID,education - higher education instructional,2896,0,8101763,0,2566,0,1554,0,7278501,0,823262,0,57999,0,1993
ID,education - higher education other,4991,0,7704798,0,3544,0,4719,0,6068938,0,1635860,0,254688,0,1993
ID,education - other,700,0,1505859,0,513,0,711,0,1239748,0,266111,0,33265,0,1993
ID,libraries,391,13.47,539878,7.32,210,23.19,518,26.82,351152,12.78,188726,4.49,36711,6.74,1993
ID,liquor stores,149,0,295837,0,100,0,136,0,226641,0,69196,0,8650,0,1993
ID,other and unallocable,2103,8.51,3746141,5.67,1939,9,474,12.7,3528255,5.78,217886,6.77,28695,6.42,1993
IL,total,562496,0.69,1509505660,0.83,503748,0.66,183274,2.53,1414644938,0.83,94860722,1.93,10020400,2.41,1993
IL,financial administration,12760,1.97,30483850,1.28,12300,2,1497,13.2,29781105,1.31,702745,8.52,81226,9.88,1993
IL,other government administration,11184,4.39,28082109,3.86,10106,3.83,12302,13.08,24595874,2.54,3486235,18.24,187915,15.35,1993
IL,judicial and legal,14274,0.85,37661647,0.47,14011,0.92,641,14.43,37186285,0.61,475362,21.8,40890,16.31,1993
IL,police protection - officers,30137,2.59,108686725,2.32,29342,2.45,2495,21.06,107420632,2.26,1266093,23.62,139340,24.92,1993
IL,police protection - other,10263,3.22,16709280,3.25,9230,2.98,3140,6.82,15369022,3.15,1340258,6.38,177855,7.57,1993
IL,fire protection - firefighters,13507,5.29,47133548,2.87,11894,3.31,10128,30.52,45613543,2.57,1520005,21.34,286682,26.28,1993
IL,fire protection - other,716,4.86,1344170,5.76,659,4.71,348,43.9,1253830,5.83,90340,26.79,10102,29.55,1993
IL,corrections,20481,1.27,53310326,0.81,20387,1.3,193,16.89,53123239,0.82,187087,14.28,16402,17.58,1993
IL,streets and highways,19414,2.57,55175683,1.9,17685,2.56,2662,8.37,51885213,1.9,3290470,4.98,310675,7.13,1993
IL,air transportation,2165,0.8,5909681,0.68,2122,0.31,109,8.45,5876600,0.37,33081,18.23,7539,14.62,1993
IL,water transport and terminals,268,10.91,616569,7.11,213,13.73,83,0,562505,7.8,54064,0,9608,0,1993
IL,public welfare,18684,2.54,42465981,1.44,18001,2.61,1541,11.62,41401095,1.48,1064886,9.62,117762,11.5,1993
IL,health,8726,3.27,21153741,2.78,8138,3.22,1168,19.01,20142869,2.61,1010872,9.27,98820,9.84,1993
IL,hospitals,28788,2.83,77782373,2.48,27071,2.46,3182,19.82,75472634,2.02,2309739,25.36,300830,22.49,1993
IL,social insurance administration,3433,0,9526426,0,3135,0,414,0,8794504,0,731922,0,49476,0,1993
IL,solid waste management,4729,1.38,15429924,1.26,4641,1.35,177,35.99,15327904,1.26,102020,6.52,15232,6.21,1993
IL,sewerage,6493,3.17,21216679,3.2,6413,3.09,532,40.94,21074011,3.18,142668,33.25,13950,31.32,1993
IL,parks and recreation,16969,5.32,34072694,3.86,10542,4.53,16579,11.03,25346559,3.28,8726135,9.32,1131136,12.93,1993
IL,housing and community development,6952,1.04,18283310,1.22,6778,1.06,672,38.9,17917841,1.11,365469,12.95,32226,10.81,1993
IL,natural resources,4061,2.12,10673502,1.45,3634,1.79,1413,6.31,9726604,1.44,946898,3.45,100328,4.24,1993
IL,water transport and terminals,5679,4.29,12894962,4,5407,4.55,1047,25.28,12469787,4.03,425175,21.28,46661,17.36,1993
IL,electric power,1125,4.28,3384556,3.14,1117,4.31,174,86.3,3362478,3.1,22078,16.11,1507,31.26,1993
IL,gas supply,108,0,196624,0,105,0,17,0,191605,0,5019,0,609,0,1993
IL,transit,17241,0.04,55399432,0.03,16391,0.04,1380,0.42,53661759,0.03,1737673,0.37,150500,0.42,1993
IL,education - elementary and secondary instructional,151015,1.82,452446880,2.49,143961,1.76,19585,6.55,440375791,2.44,12071089,7.57,1169253,7.51,1993
