state,year,government_function,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours,part_time_hours_coefficient_of_variation_as_percent,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_march_full_time_and_part_time_employees,total_march_full_time_and_part_time_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent
ID,2014,education - higher education total,7862,0.38,34430340,0.25,10236,0.32,8812240,0.4,498805,0.35,10700,0.37,18098,0.25,43242580,0.21
ID,2014,education - higher education instructional,2776,0.42,15423491,0.32,4127,0.43,5147746,0.63,172882,0.56,3769,0.45,6903,0.31,20571237,0.29
ID,2014,education - higher education other,5086,0.55,19006849,0.36,6109,0.45,3664494,0.37,325923,0.45,6931,0.52,11195,0.35,22671343,0.31
ID,2014,education - other,350,0,1993520,0,21,0,34108,0,1457,0,357,0,371,0,2027628,0
ID,2014,libraries,391,2.58,1290682,2.48,822,1.45,638949,1.53,55306,1.73,707,2.09,1213,1.28,1929631,1.74
ID,2014,liquor stores,166,0,630026,0,159,0,185635,0,13602,0,243,0,325,0,815661,0
ID,2014,other and unallocable,2133,0.59,9797100,0.45,595,0.38,405327,0.09,26565,0.16,2272,0.57,2728,0.47,10202427,0.43
IL,2014,total,545664,0.4,2838099226,0.37,237585,0.38,265093543,0.37,13975195,0.39,628860,0.38,783249,0.3,3103192769,0.34
IL,2014,financial administration,11507,0.85,57208095,0.55,3090,0.53,3147271,0.53,177010,0.6,12457,0.87,14597,0.68,60355366,0.52
IL,2014,other government administration,8718,0.94,45311360,0.73,18977,0.63,6884188,0.64,340392,0.63,10516,0.87,27695,0.52,52195548,0.64
IL,2014,judicial and legal,13495,0.52,74117887,0.37,820,1.51,1045314,1.57,54439,1.68,13808,0.6,14315,0.5,75163201,0.37
IL,2014,police protection total,38550,0.75,245885847,0.72,7059,0.91,7006804,0.7,442955,0.75,41099,0.75,45609,0.65,252892651,0.7
IL,2014,police protection - officers,32045,0.88,214446632,0.82,2909,0.86,2581123,0.86,175973,0.81,33083,0.89,34954,0.81,217027755,0.81
IL,2014,police protection - other,6505,1.03,31439215,0.85,4150,1.42,4425681,0.99,266982,1.12,8016,1.13,10655,0.84,35864896,0.75
IL,2014,fire protection total,15058,1.03,110380130,0.96,13147,0.75,6623066,2.22,434028,1.93,17538,1.36,28205,0.65,117003196,0.92
IL,2014,fire protection - firefighters,12543,1.23,90647957,1.17,11891,0.82,6061128,2.43,401122,2.09,14852,1.6,24434,0.75,96709085,1.11
IL,2014,fire protection - other,2515,0.46,19732173,0.35,1256,0.3,561938,0.69,32906,0.57,2686,0.51,3771,0.32,20294111,0.34
IL,2014,corrections,22338,0.2,127922864,0.14,290,1.1,331666,0.88,23959,1.07,22478,0.21,22628,0.2,128254530,0.13
IL,2014,highways,15172,0.39,86138858,0.29,4541,0.4,9665913,0.15,384713,0.32,17382,0.37,19713,0.31,95804771,0.26
IL,2014,air transportation,1748,0.43,9933463,0.3,229,0.85,185567,1.54,13869,1.43,1825,0.49,1977,0.39,10119030,0.29
IL,2014,water transport and terminals,101,0.49,561266,0.73,19,0.01,16530,0.01,1317,0.01,108,0.46,120,0.41,577796,0.71
IL,2014,public welfare,13802,0.34,67619821,0.19,1524,1.93,2008959,1.41,128268,1.61,14532,0.55,15326,0.36,69628780,0.19
IL,2014,health,7562,0.43,37468094,0.25,1544,0.66,1767515,0.75,104406,0.79,8193,0.47,9106,0.38,39235609,0.24
IL,2014,hospitals,19829,0.1,115383217,0.07,2199,0.36,4458142,0.36,192576,0.39,20970,0.12,22028,0.1,119841359,0.07
IL,2014,social insurance administration,1573,0,9397355,0,0,0,0,0,0,0,1573,0,1573,0,9397355,0
IL,2014,solid waste management,2745,0.1,15729026,0.08,112,0.2,115726,0.18,9645,0.21,2797,0.13,2857,0.1,15844752,0.08
IL,2014,sewerage,4946,1.04,31213622,0.93,539,0.18,432167,0.29,29342,0.23,5096,1.08,5485,0.94,31645789,0.92
IL,2014,parks and recreation,9770,1.36,43441187,1.32,29071,1.86,20109186,1.7,1583460,1.79,18750,1.68,38841,1.43,63550373,1.05
IL,2014,housing and community development,3104,2.18,14646420,1.76,385,4.3,499962,3.85,32889,4.48,3292,2.39,3489,1.99,15146382,1.7
IL,2014,natural resources,3766,0.02,18331804,0.03,1940,0.01,3879393,0,179273,0.01,4835,0.02,5706,0.02,22211197,0.02
IL,2014,water transport and terminals,5348,0.79,32106227,0.76,1131,0.98,869272,0.1,59480,0.1,5654,0.76,6479,0.67,32975499,0.74
IL,2014,electric power,1059,0.13,6600226,0.1,31,0.01,35470,0.01,1917,0.01,1069,0.13,1090,0.12,6635696,0.1
IL,2014,gas supply,121,0.91,472960,1.03,22,0.01,21130,0.01,1717,0.01,130,0.85,143,0.77,494090,0.98
IL,2014,transit,13876,0.19,78913251,0.13,2592,0.1,6579194,0.06,329178,0.08,15744,0.19,16468,0.16,85492445,0.12
IL,2014,education total,311714,0.69,1508305909,0.67,136186,0.52,177263862,0.51,8582413,0.53,364210,0.64,447900,0.5,1685569771,0.6
IL,2014,education - elementary and secondary total,254545,0.83,1199246714,0.83,58986,0.77,63561937,0.89,3890771,0.85,279114,0.82,313531,0.69,1262808651,0.79
IL,2014,education - elementary and secondary instructional,189092,1.07,982103825,1,30091,1.27,36591584,1.34,2073280,1.3,201101,1.08,219183,0.94,1018695409,0.96
IL,2014,education - elementary and secondary other,65453,0.92,217142889,0.89,28895,0.84,26970353,1.06,1817491,1.05,78013,0.89,94348,0.69,244113242,0.8
IL,2014,education - higher education total,55243,0.61,299700645,0.59,77177,0.7,113652279,0.61,4689546,0.66,83157,0.59,132420,0.48,413352924,0.46
IL,2014,education - higher education instructional,18229,0.79,124162861,0.86,36750,1.24,61751157,1.02,1794617,1.3,28789,0.93,54979,0.87,185914018,0.67
IL,2014,education - higher education other,37014,0.82,175537784,0.8,40427,0.73,51901122,0.56,2894929,0.7,54368,0.76,77441,0.55,227438906,0.63
IL,2014,education - other,1926,0,9358550,0,23,0,49646,0,2096,0,1939,0,1949,0,9408196,0
IL,2014,libraries,5491,1.02,23387695,0.86,9348,1.03,9547405,1.01,706799,1.02,9641,0.97,14839,0.75,32935100,0.68
IL,2014,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,2014,other and unallocable,14271,0.38,77622642,0.34,2789,0.82,2599841,0.92,161150,1.04,15163,0.44,17060,0.35,80222483,0.33
IN,2014,total,276286,0.75,1074201841,0.74,114429,0.76,115385387,0.77,7526762,0.87,320077,0.74,390715,0.57,1189587228,0.67
IN,2014,financial administration,5568,1,19456983,0.84,1827,2.17,1418987,0.73,109490,0.75,6191,0.84,7395,0.93,20875970,0.79
IN,2014,other government administration,5233,0.62,15685010,0.5,6232,0.47,3294134,0.82,208134,0.81,6281,0.64,11465,0.38,18979144,0.44
IN,2014,judicial and legal,6885,1.7,27079440,1.35,904,1.57,1113066,1.95,68423,2.13,7300,2.04,7789,1.51,28192506,1.3
IN,2014,police protection total,15284,0.79,66053873,0.68,1952,0.95,1449501,0.94,101447,0.79,15910,0.8,17236,0.71,67503374,0.67
IN,2014,police protection - officers,11598,0.91,54603664,0.77,534,0.64,434579,1.2,26078,0.97,11784,0.93,12132,0.87,55038243,0.77
IN,2014,police protection - other,3686,1.54,11450209,1.39,1418,1.28,1014922,1.25,75369,1.01,4126,1.6,5104,1.17,12465131,1.28
IN,2014,fire protection total,7348,0.9,35269099,0.66,2017,1.86,846711,4.08,65327,4.45,7743,1.22,9365,0.81,36115810,0.65
IN,2014,fire protection - firefighters,6923,0.95,33795449,0.69,1913,1.96,771983,4.48,59989,4.85,7286,1.3,8836,0.86,34567432,0.68
IN,2014,fire protection - other,425,0.79,1473650,1.18,104,0.44,74728,0.39,5338,0.34,457,0.73,529,0.64,1548378,1.12
IN,2014,corrections,12042,1.19,35477714,1.21,773,4.52,805539,5.26,63587,5.82,12418,1.29,12815,1.15,36283253,1.19
IN,2014,highways,8662,1.16,29952736,1.04,435,0.92,515413,0.68,35167,0.73,8872,1.16,9097,1.11,30468149,1.03
IN,2014,air transportation,238,0.17,1065335,0.14,95,0.17,87529,0.15,6826,0.16,278,0.17,333,0.13,1152864,0.13
IN,2014,water transport and terminals,35,0.33,198794,0.27,11,0.26,5930,0.15,119,0.31,35,0.33,46,0.26,204724,0.26
IN,2014,public welfare,6044,0.14,18350910,0.13,313,1.48,313180,1.51,24533,1.85,6193,0.2,6357,0.15,18664090,0.13
IN,2014,health,4362,1.41,15516880,1.21,887,10.09,918e3,4.76,53236,5.72,4691,1.62,5249,2.07,16434880,1.17
IN,2014,hospitals,21650,0.52,90711758,0.53,7397,0.66,20612486,0.58,814137,0.68,26351,0.53,29047,0.43,111324244,0.44
IN,2014,social insurance administration,1220,0,3424222,0,97,0,102646,0,8714,0,1269,0,1317,0,3526868,0
IN,2014,solid waste management,1254,1.85,4111349,1.73,374,1.25,333665,1.13,28018,1.06,1419,1.89,1628,1.45,4445014,1.6
IN,2014,sewerage,2953,0.79,11522708,0.77,406,0.36,294182,0.7,18333,0.51,3064,0.78,3359,0.7,11816890,0.75
IN,2014,parks and recreation,2257,0.89,7764188,0.78,2587,0.6,2133306,0.42,176424,0.52,3274,0.8,4844,0.53,9897494,0.62
IN,2014,housing and community development,1262,1.71,4398126,1.48,140,1.8,124108,1.11,8783,1.2,1314,1.8,1402,1.55,4522234,1.44
IN,2014,natural resources,2610,0.32,9270259,0.24,573,0.84,464365,0.7,34736,0.78,2805,0.37,3183,0.31,9734624,0.23
IN,2014,water transport and terminals,1924,0.65,7587204,0.66,251,1.04,225485,0.79,16915,0.7,2006,0.6,2175,0.58,7812689,0.64
IN,2014,electric power,840,0.71,4005432,0.74,52,0.56,44154,1.52,2463,1.87,854,0.76,892,0.67,4049586,0.73
IN,2014,gas supply,1015,0.05,6171229,0.03,131,0.01,212680,0.01,13277,0.01,1090,0.05,1146,0.04,6383909,0.03
IN,2014,transit,1438,0.01,5884290,0.01,194,0.02,305918,0.02,22009,0.02,1563,0.01,1632,0.01,6190208,0.01
IN,2014,education total,157419,1.3,626481285,1.25,81361,1.06,75422290,1.16,5263104,1.24,188182,1.25,238780,0.93,701903575,1.13
IN,2014,education - elementary and secondary total,112548,1.81,411312110,1.91,40341,2.14,42491561,2.07,3048754,2.13,130734,1.8,152889,1.45,453803671,1.74
IN,2014,education - elementary and secondary instructional,78299,2.36,325702391,2.33,20433,2.97,21145119,2.95,1491557,3.08,87206,2.4,98732,1.97,346847510,2.2
IN,2014,education - elementary and secondary other,34249,2.52,85609719,2.32,19908,3.09,21346442,2.9,1557197,2.96,43528,2.48,54157,1.96,106956161,1.95
IN,2014,education - higher education total,43955,0.01,211937957,0.01,40882,0.01,32845199,0.01,2208142,0.01,56497,0.01,84837,0.01,244783156,0.01
IN,2014,education - higher education instructional,18983,0.01,114398334,0.01,11301,0.01,17972169,0.01,892767,0.01,24045,0.01,30284,0.01,132370503,0.01
IN,2014,education - higher education other,24972,0.01,97539623,0.01,29581,0.01,14873030,0.01,1315375,0.01,32452,0.01,54553,0.01,112412653,0.01
IN,2014,education - other,916,0,3231218,0,138,0,85530,0,6208,0,951,0,1054,0,3316748,0
IN,2014,libraries,3121,0.84,9569994,0.81,3951,0.77,3207827,0.83,288851,0.83,4801,0.83,7072,0.57,12777821,0.64
IN,2014,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,2014,other and unallocable,5622,0.99,19193023,0.79,1469,1.28,1134285,1.47,94709,1.4,6173,1.11,7091,0.83,20327308,0.75
IA,2014,total,149923,0.52,705643310,0.49,90172,0.44,83717860,0.57,5622844,0.6,181887,0.51,240095,0.36,789361170,0.44
IA,2014,financial administration,3905,1.6,18012592,1.34,662,0.81,591842,0.74,35263,0.95,4081,1.67,4567,1.37,18604434,1.3
IA,2014,other government administration,2203,1.92,9844286,1.62,5219,1.06,2073110,0.4,127090,0.46,2857,1.19,7422,0.94,11917396,1.34
IA,2014,judicial and legal,3059,0.72,16723406,0.58,224,0.64,471358,0.7,21200,0.67,3183,0.83,3283,0.67,17194764,0.56
IA,2014,police protection total,6835,1.64,34519038,1.42,860,1.41,756923,0.89,48168,1,7096,1.66,7695,1.46,35275961,1.39
IA,2014,police protection - officers,5309,2.05,28170946,1.71,353,2.44,275369,1.96,17568,2.15,5397,2.1,5662,1.92,28446315,1.69
IA,2014,police protection - other,1526,1.78,6348092,1.39,507,1.68,481554,0.82,30600,0.98,1699,1.82,2033,1.4,6829646,1.3
IA,2014,fire protection total,1757,0.23,9781202,0.19,2009,1.95,565468,1.33,42804,1.43,1974,0.48,3766,1.04,10346670,0.2
IA,2014,fire protection - firefighters,1708,0.23,9543732,0.2,1923,2.03,520117,1.44,40404,1.51,1912,0.49,3631,1.08,10063849,0.2
IA,2014,fire protection - other,49,0.22,237470,0.24,86,0.17,45351,0.14,2400,0.13,62,0.17,135,0.13,282821,0.2
IA,2014,corrections,4221,0.65,19676669,0.45,493,2.29,1015544,1.53,47955,2.01,4495,0.74,4714,0.63,20692213,0.44
IA,2014,highways,7275,1.91,33793646,1.66,668,0.52,530328,0.56,34354,0.63,7457,1.93,7943,1.75,34323974,1.63
IA,2014,air transportation,164,0.01,883149,0.01,44,0.08,40621,0.06,3051,0.05,182,0.01,208,0.02,923770,0
IA,2014,water transport and terminals,1,0.01,255,0.01,0,0.01,0,0.01,0,0.01,1,0.01,1,0.01,255,0.01
IA,2014,public welfare,3570,0.58,16760131,0.39,554,4.6,829206,3.96,53881,4.41,3881,1.07,4124,0.79,17589337,0.42
IA,2014,health,1838,2.17,7960303,1.73,858,3.04,1031272,1.99,64376,2.15,2208,2.28,2696,1.77,8991575,1.54
IA,2014,hospitals,16322,2.22,83263243,1.85,7892,1.5,9876332,2.25,530769,2.31,19347,2.23,24214,1.57,93139575,1.67
IA,2014,social insurance administration,561,0,2868253,0,2,0,3895,0,217,0,562,0,563,0,2872148,0
IA,2014,solid waste management,828,1.77,3419674,1.57,264,1.49,221282,1.39,18299,1.32,923,2,1092,1.39,3640956,1.48
IA,2014,sewerage,1149,0.94,5069202,0.77,318,0.16,197255,0.2,10790,0.2,1202,0.96,1467,0.74,5266457,0.74
IA,2014,parks and recreation,1474,1.92,6405478,1.59,2460,0.81,1275884,0.93,113741,0.95,2131,1.79,3934,0.88,7681362,1.34
IA,2014,housing and community development,502,0.27,2502009,0.19,83,0.05,112443,0.02,6644,0.03,543,0.25,585,0.23,2614452,0.18
IA,2014,natural resources,1682,0.12,9032536,0.08,315,0.49,381172,0.75,25280,0.58,1816,0.2,1997,0.13,9413708,0.08
IA,2014,water transport and terminals,1466,0.84,6822196,0.71,429,1.01,323779,0.64,23134,0.75,1561,0.35,1895,0.69,7145975,0.68
IA,2014,electric power,773,0.82,4174336,0.66,28,0.33,36299,0.41,2131,0.3,784,0.82,801,0.8,4210635,0.65
IA,2014,gas supply,81,0.49,406611,0.36,2,0.01,1872,0.01,160,0.01,81,0.49,83,0.47,408483,0.35
IA,2014,transit,551,0.01,2326494,0.01,526,0.08,915377,0.06,61485,0.07,901,0.03,1077,0.04,3241871,0.02
IA,2014,education total,84693,0.78,387909490,0.76,62822,0.59,59170503,0.72,4115335,0.75,108275,0.73,147515,0.51,447079993,0.67
IA,2014,education - elementary and secondary total,63422,1.02,247647819,1.18,32678,0.99,33949123,1.16,2371051,1.26,77146,1,96100,0.75,281596942,1.04
IA,2014,education - elementary and secondary instructional,48368,1.08,202938028,1.14,18940,1.38,19561885,1.48,1319586,1.8,55980,1.11,67308,0.87,222499913,1.05
IA,2014,education - elementary and secondary other,15054,2.56,44709791,3.98,13738,1.38,14387238,1.87,1051465,1.73,21166,2.18,28792,1.49,59097029,3.04
IA,2014,education - higher education total,20280,0.53,134711209,0.34,30045,0.59,24900993,0.62,1735646,0.45,30089,0.5,50325,0.41,159612202,0.3
IA,2014,education - higher education instructional,5562,0.95,48598363,0.56,10791,1.33,16005369,0.81,572218,0.82,8789,0.9,16353,0.94,64603732,0.47
IA,2014,education - higher education other,14718,0.63,86112846,0.43,19254,0.54,8895624,0.93,1163428,0.54,21300,0.59,33972,0.41,95008470,0.4
IA,2014,education - other,991,0,5550462,0,99,0,320387,0,8638,0,1040,0,1090,0,5870849,0
IA,2014,libraries,847,0.65,3234308,0.51,2149,1.15,1841803,1.09,149705,1.15,1685,0.91,2996,0.84,5076111,0.51
IA,2014,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,2014,other and unallocable,4166,0.61,20254803,0.49,1291,1.29,1454292,0.8,87012,1.16,4661,0.72,5457,0.56,21709095,0.46
KS,2014,total,175617,0.48,671114808,0.35,66556,0.43,58255814,0.36,3621562,0.47,196001,0.46,242173,0.37,729370622,0.32
KS,2014,financial administration,4555,0.73,17789151,0.53,1155,0.44,476868,1.02,31590,1.06,4691,0.76,5710,0.59,18266019,0.52
KS,2014,other government administration,2641,1.21,10199685,0.96,4378,1.12,1465464,0.56,81464,0.59,3026,1.23,7019,0.83,11665149,0.84
KS,2014,judicial and legal,3578,0.25,15395878,0.22,650,1.38,666864,1.21,32486,1.15,3745,0.3,4228,0.3,16062742,0.22
KS,2014,police protection total,8596,0.75,38149702,0.55,833,1.39,643591,1.38,46534,1.33,8852,0.75,9429,0.7,38793293,0.55
KS,2014,police protection - officers,6173,1,29406694,0.7,445,2.43,326793,2.63,22488,2.63,6294,1,6618,0.95,29733487,0.69
KS,2014,police protection - other,2423,0.78,8743008,0.53,388,1.03,316798,0.7,24046,0.75,2558,0.86,2811,0.68,9059806,0.52
KS,2014,fire protection total,3190,0.16,17438216,0.11,2249,3.04,392637,3.56,27792,4.71,3333,0.33,5439,1.26,17830853,0.14
KS,2014,fire protection - firefighters,3060,0.17,16922043,0.12,2049,3.33,346946,4.02,24449,5.35,3185,0.35,5109,1.34,17268989,0.14
KS,2014,fire protection - other,130,0.21,516173,0.21,200,1.84,45691,1.4,3343,1.64,148,0.25,330,1.12,561864,0.23
KS,2014,corrections,6177,0.63,20665296,0.56,254,2.57,216439,1.94,14479,1.9,6260,0.69,6431,0.61,20881735,0.55
KS,2014,highways,7350,1.12,26616038,0.85,780,0.23,754479,0.31,58278,0.31,7646,1.07,8130,1.01,27370517,0.83
KS,2014,air transportation,212,0.02,888549,0.02,30,0.51,20502,0.33,1689,0.28,220,0.02,242,0.07,909051,0.02
KS,2014,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01
KS,2014,public welfare,3342,0.14,11441582,0.1,231,1.43,206726,1.51,17827,1.54,3442,0.19,3573,0.16,11648308,0.1
KS,2014,health,3695,0.96,14228108,0.83,1364,2.34,1039590,1.5,67985,1.48,4088,1.01,5059,0.94,15267698,0.78
KS,2014,hospitals,15374,0.84,66441516,0.78,3860,1.02,7663269,0.68,315781,0.89,17221,0.84,19234,0.7,74104785,0.71
KS,2014,social insurance administration,96,0,340573,0,1,0,204,0,33,0,96,0,97,0,340777,0
KS,2014,solid waste management,961,1.07,2858141,0.97,139,1.61,110887,2.64,10139,2.26,1014,1.12,1100,0.95,2969028,0.94
KS,2014,sewerage,1153,0.42,4461594,0.33,132,1.07,78553,0.99,5931,0.94,1184,0.45,1285,0.4,4540147,0.33
KS,2014,parks and recreation,2128,0.27,7562220,0.22,2358,0.21,1377395,0.2,121247,0.2,2807,0.27,4486,0.17,8939615,0.19
KS,2014,housing and community development,894,1.19,3234301,0.79,357,1.06,298159,1.58,21241,0.71,1012,1.1,1251,0.9,3532460,0.73
KS,2014,natural resources,1128,0.19,4398861,0.12,279,0.23,225164,0.48,16602,0.5,1218,0.22,1407,0.16,4624025,0.12
KS,2014,water transport and terminals,2042,0.57,8368224,0.5,635,0.67,482797,0.72,31031,0.67,2196,0.68,2677,0.46,8851021,0.48
KS,2014,electric power,1030,1.29,5830268,0.79,24,0.57,21902,0.54,1854,0.66,1042,1.31,1054,1.26,5852170,0.79
KS,2014,gas supply,48,2.76,184626,3.09,9,0.01,6988,0.01,451,0.01,51,2.6,57,2.33,191614,2.98
KS,2014,transit,258,0.01,891252,0.01,98,0.61,67117,0.38,6193,0.76,295,0.1,356,0.17,958369,0.03
KS,2014,education total,101418,0.81,371985765,0.61,44850,0.6,40642226,0.5,2605348,0.65,116251,0.75,146268,0.59,412627991,0.55
KS,2014,education - elementary and secondary total,77291,1.06,250406609,0.88,22776,0.95,21224129,0.85,1510776,1.07,86101,0.99,100067,0.84,271630738,0.82
KS,2014,education - elementary and secondary instructional,56191,1.36,200408959,1.07,13232,1.16,11942986,0.82,722893,1.01,60429,1.31,69423,1.13,212351945,1.01
KS,2014,education - elementary and secondary other,21100,1.32,49997650,1.07,9544,1.6,9281143,1.64,787883,1.82,25672,1.25,30644,1.04,59278793,0.94
KS,2014,education - higher education total,23516,0.54,118977076,0.36,21995,0.73,19313021,0.45,1090220,0.44,29515,0.51,45511,0.45,138290097,0.32
KS,2014,education - higher education instructional,8596,0.65,59048221,0.4,7611,1.59,10005081,0.64,364896,0.71,10688,0.62,16207,0.82,69053302,0.35
KS,2014,education - higher education other,14920,0.77,59928855,0.6,14384,0.73,9307940,0.64,725324,0.56,18827,0.72,29304,0.53,69236795,0.52
KS,2014,education - other,611,0,2602080,0,79,0,105076,0,4352,0,635,0,690,0,2707156,0
KS,2014,libraries,860,0.41,3053445,0.33,692,1.35,577794,0.73,49925,0.85,1137,0.45,1552,0.64,3631239,0.3
KS,2014,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,2014,other and unallocable,4891,0.43,18691817,0.3,1198,1.23,820199,1.31,55662,1.27,5174,0.51,6089,0.42,19512016,0.3
KY,2014,total,222015,0.78,818435576,0.66,59004,0.7,60014859,0.48,4194196,0.65,246786,0.74,281019,0.64,878450435,0.62
KY,2014,financial administration,4376,0.99,16640105,0.96,321,1.05,308990,1.25,21354,1.1,4483,0.99,4697,0.93,16949095,0.95
KY,2014,other government administration,3261,1.31,12879478,1.09,2146,1.05,1680223,0.84,80281,0.96,3713,1.36,5407,0.89,14559701,0.97
KY,2014,judicial and legal,6060,0.18,21418995,0.17,866,2.17,1195583,2.19,99250,2.54,6514,0.42,6926,0.31,22614578,0.2
KY,2014,police protection total,9188,1,37857117,1.04,833,1.26,809400,1.07,64050,1.2,9544,0.97,10021,0.92,38666517,1.02
KY,2014,police protection - officers,7338,1.23,31476309,1.24,383,1.27,451599,1.15,34356,1.22,7526,1.19,7721,1.17,31927908,1.22
KY,2014,police protection - other,1850,0.94,6380808,0.69,450,2.07,357801,1.93,29694,2.17,2018,1.14,2300,0.85,6738609,0.67
KY,2014,fire protection total,3949,1.6,18161446,1.42,1419,1.73,662164,2.26,53946,1.98,4250,1.71,5368,1.27,18823610,1.38
KY,2014,fire protection - firefighters,3778,1.67,17477642,1.48,1382,1.77,636516,2.35,51707,2.07,4068,1.78,5160,1.31,18114158,1.43
KY,2014,fire protection - other,171,1.96,683804,2.64,37,2.67,25648,0.78,2239,0.63,182,2.05,208,1.68,709452,2.54
KY,2014,corrections,7951,1.78,22395138,1.74,578,4.3,586777,4.9,53328,5.23,8257,1.95,8529,1.69,22981915,1.7
KY,2014,highways,7316,1.1,23595096,1.13,126,0.57,152062,0.52,12173,0.63,7384,1.11,7442,1.08,23747158,1.13
KY,2014,air transportation,681,0.03,3318173,0.02,116,0.05,105429,0.08,7738,0.07,725,0.04,797,0.03,3423602,0.01
KY,2014,water transport and terminals,73,1.48,294199,1.51,4,0.01,6230,0.01,422,0.01,76,1.42,77,1.4,300429,1.48
KY,2014,public welfare,7524,0.01,23141416,0.01,102,1.7,105569,0.93,8347,1,7568,0.02,7626,0.03,23246985,0.01
KY,2014,health,7843,1.25,28212285,1.13,1394,3.06,1487996,2.77,108641,3.13,8451,1.45,9237,1.16,29700281,1.08
KY,2014,hospitals,10422,0.11,47628083,0.1,2078,0.17,4615039,0.12,191081,0.21,11514,0.11,12500,0.09,52243122,0.09
KY,2014,social insurance administration,1268,0,3845931,0,25,0,41317,0,1854,0,1279,0,1293,0,3887248,0
KY,2014,solid waste management,1247,3.47,3880990,3.15,144,2.65,135994,2.06,13070,2.19,1325,3.41,1391,3.12,4016984,3.04
KY,2014,sewerage,1950,0.79,8156600,0.65,89,0.03,80021,0.03,6007,0.04,1982,0.78,2039,0.76,8236621,0.64
KY,2014,parks and recreation,2384,0.71,6490853,0.67,1124,0.72,737509,0.96,75461,1.08,2819,0.96,3508,0.53,7228362,0.61
KY,2014,housing and community development,873,0.69,3161682,0.58,76,0.32,69112,0.38,6134,0.38,910,0.69,949,0.64,3230794,0.57
KY,2014,natural resources,2873,0.01,10228682,0.01,449,0.02,395143,0.03,28924,0.03,3038,0.01,3322,0.01,10623825,0.01
KY,2014,water transport and terminals,2835,1.34,10708981,1.16,370,1.46,308166,2.09,20238,2.17,2936,1.26,3205,1.2,11017147,1.13
KY,2014,electric power,654,1.31,3722437,1.02,22,0.34,24540,0.31,1643,0.24,663,1.32,676,1.27,3746977,1.01
KY,2014,gas supply,148,1.21,480637,1.23,1,0.01,1762,0.01,153,0.01,149,1.2,149,1.2,482399,1.22
KY,2014,transit,916,0.01,3496915,0,148,0.01,194075,0,15311,0,1006,0.01,1064,0.01,3690990,0
KY,2014,education total,131299,1.31,485256431,1.1,44382,0.92,44596825,0.63,3165088,0.84,150334,1.21,175681,1.01,529853256,1.01
KY,2014,education - elementary and secondary total,100172,1.72,325616901,1.64,19927,2.06,20349602,1.38,1510055,1.75,109479,1.66,120099,1.47,345966503,1.55
KY,2014,education - elementary and secondary instructional,63337,2.36,246403402,2.05,11241,2.86,13408474,1.57,881398,1.61,68795,2.28,74578,2.05,259811876,1.95
KY,2014,education - elementary and secondary other,36835,2.3,79213499,2.15,8686,2.92,6941128,2.68,628657,3.56,40684,2.24,45521,1.94,86154627,1.99
KY,2014,education - higher education total,29027,0.01,150766790,0.01,24084,0.01,23949097,0.01,1640625,0.01,38667,0.01,53111,0.01,174715887,0.01
KY,2014,education - higher education instructional,9273,0.01,72201169,0.01,7708,0.01,11833526,0.01,511089,0.01,12275,0.01,16981,0.01,84034695,0.01
KY,2014,education - higher education other,19754,0.01,78565621,0.01,16376,0.01,12115571,0.01,1129536,0.01,26392,0.01,36130,0.01,90681192,0.01
KY,2014,education - other,2100,0,8872740,0,371,0,298126,0,14408,0,2188,0,2471,0,9170866,0
KY,2014,libraries,1534,0.83,4566433,0.79,1204,1.43,1025031,1.14,100063,1.11,2134,0.86,2738,0.78,5591464,0.68
KY,2014,liquor stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,2014,other and unallocable,5390,0.97,18897473,0.78,987,1.26,689902,1.65,59639,1.8,5732,1.11,6377,0.84,19587375,0.75
LA,2014,total,242610,1.19,904294378,1.13,53409,1.21,49607163,1.02,3543873,1.23,263221,1.16,296019,1,953901541,1.07
LA,2014,financial administration,5233,1,21230946,0.79,367,0.85,499460,0.62,33878,0.61,5418,0.99,5600,0.93,21730406,0.77
LA,2014,other government administration,4678,0.77,20035802,0.56,2144,0.88,1841928,0.49,117473,0.96,5326,0.59,6822,0.59,21877730,0.51
LA,2014,judicial and legal,6861,0.56,25460424,0.39,1026,1.27,1107926,1.14,80345,1.21,7312,0.66,7887,0.51,26568350,0.38
LA,2014,police protection total,16419,1.05,64774412,0.96,1983,0.53,1941120,0.48,162868,0.52,17341,1.01,18402,0.94,66715532,0.94
