state,government_function,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_employees,march_pay,year
IL,public welfare,9293,48640482,34,91444,3084,9311,9327,48731926,2010
IL,health,2467,14019262,8,23194,603,2471,2475,14042456,2010
IL,hospitals,10791,53727474,782,1776117,58971,11127,11573,55503591,2010
IL,social insurance administration,2088,11423746,364,1459962,35796,2304,2452,12883708,2010
IL,solid waste management,0,0,0,0,0,0,0,0,2010
IL,sewerage,0,0,0,0,0,0,0,0,2010
IL,parks and recreation,454,2107904,27,84084,3844,477,481,2191988,2010
IL,housing and community development,0,0,0,0,0,0,0,0,2010
IL,natural resources,2432,11440731,1466,2902572,188962,3501,3898,14343303,2010
IL,water transport and terminals,0,0,0,0,0,0,0,0,2010
IL,electric power,0,0,0,0,0,0,0,0,2010
IL,gas supply,0,0,0,0,0,0,0,0,2010
IL,transit,0,0,0,0,0,0,0,0,2010
IL,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2010
IL,education - elementary and secondary other,0,0,0,0,0,0,0,0,2010
IL,education - higher education instructional,13107,87472657,17915,34198868,1456225,21552,31022,121671525,2010
IL,education - higher education other,26394,114335115,30159,36187306,2454623,40502,56553,150522421,2010
IL,education - other,2044,10188590,14,50940,1438,2052,2058,10239530,2010
IL,libraries,0,0,0,0,0,0,0,0,2010
IL,liquor stores,0,0,0,0,0,0,0,0,2010
IL,other and unallocable,6266,33314900,282,703928,29192,6439,6548,34018828,2010
IN,total,76219,306638453,40353,32495003,2337104,89549,116572,339133456,2010
IN,financial administration,2130,8721362,23,26959,1452,2137,2153,8748321,2010
IN,other government administration,547,2439663,256,553277,21452,677,803,2992940,2010
IN,judicial and legal,1389,9194519,50,33907,1719,1399,1439,9228426,2010
IN,police protection - officers,1282,5877794,0,0,0,1282,1282,5877794,2010
IN,police protection - other,673,2158118,5,4390,338,675,678,2162508,2010
IN,corrections,6795,20641784,4,2244,164,6796,6799,20644028,2010
IN,highways,3985,12801098,86,56525,3710,4007,4071,12857623,2010
IN,air transportation,0,0,0,0,0,0,0,0,2010
IN,water transport and terminals,28,157765,0,0,0,28,28,157765,2010
IN,public welfare,4693,15334867,37,20932,1731,4704,4730,15355799,2010
IN,health,1769,6875945,11,10863,411,1771,1780,6886808,2010
IN,hospitals,2445,7672826,34,20362,1192,2451,2479,7693188,2010
IN,social insurance administration,1201,3723899,268,134705,12066,1274,1469,3858604,2010
IN,solid waste management,0,0,0,0,0,0,0,0,2010
IN,sewerage,0,0,0,0,0,0,0,0,2010
IN,parks and recreation,122,405133,55,44406,5345,154,177,449539,2010
IN,housing and community development,0,0,0,0,0,0,0,0,2010
IN,natural resources,2003,7691872,511,484632,51958,2309,2514,8176504,2010
IN,water transport and terminals,0,0,0,0,0,0,0,0,2010
IN,electric power,0,0,0,0,0,0,0,0,2010
IN,gas supply,0,0,0,0,0,0,0,0,2010
IN,transit,0,0,0,0,0,0,0,0,2010
IN,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2010
IN,education - elementary and secondary other,0,0,0,0,0,0,0,0,2010
IN,education - higher education instructional,18393,100524718,12853,17585708,882308,23389,31246,118110426,2010
IN,education - higher education other,25573,90730200,25928,13399307,1344777,33256,51501,104129507,2010
IN,education - other,1069,4015613,129,66234,5252,1101,1198,4081847,2010
IN,libraries,0,0,0,0,0,0,0,0,2010
IN,liquor stores,0,0,0,0,0,0,0,0,2010
IN,other and unallocable,2122,7671277,103,50552,3229,2139,2225,7721829,2010
IA,total,41986,223605894,24645,31574559,1653060,51328,66631,255180453,2010
IA,financial administration,1124,5111703,50,110692,5954,1158,1174,5222395,2010
IA,other government administration,350,1865275,277,579765,20675,467,627,2445040,2010
IA,judicial and legal,2059,10133385,142,311613,22860,2188,2201,10444998,2010
IA,police protection - officers,653,4514089,0,0,0,653,653,4514089,2010
IA,police protection - other,340,1778455,26,24340,1452,348,366,1802795,2010
IA,corrections,3165,13857277,101,226139,8599,3214,3266,14083416,2010
IA,highways,2405,10676003,0,0,0,2405,2405,10676003,2010
IA,air transportation,0,0,0,0,0,0,0,0,2010
IA,water transport and terminals,0,0,0,0,0,0,0,0,2010
IA,public welfare,3028,13051920,56,123091,6213,3063,3084,13175011,2010
IA,health,449,2341588,42,65182,3031,466,491,2406770,2010
IA,hospitals,6321,36430174,3157,5496872,279428,7901,9478,41927046,2010
IA,social insurance administration,723,3384832,3,7709,392,725,726,3392541,2010
IA,solid waste management,0,0,0,0,0,0,0,0,2010
IA,sewerage,0,0,0,0,0,0,0,0,2010
IA,parks and recreation,78,336017,0,0,0,78,78,336017,2010
IA,housing and community development,0,0,0,0,0,0,0,0,2010
IA,natural resources,1547,7830136,197,219101,17674,1647,1744,8049237,2010
IA,water transport and terminals,0,0,0,0,0,0,0,0,2010
IA,electric power,0,0,0,0,0,0,0,0,2010
IA,gas supply,0,0,0,0,0,0,0,0,2010
IA,transit,0,0,0,0,0,0,0,0,2010
IA,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2010
IA,education - elementary and secondary other,0,0,0,0,0,0,0,0,2010
IA,education - higher education instructional,3705,33851239,6901,16663673,610472,7154,10606,50514912,2010
IA,education - higher education other,12079,59396593,13357,7145648,644478,15720,25436,66542241,2010
IA,education - other,1134,5570253,112,224348,10110,1191,1246,5794601,2010
IA,libraries,0,0,0,0,0,0,0,0,2010
IA,liquor stores,0,0,0,0,0,0,0,0,2010
IA,other and unallocable,2826,13476955,224,376386,21722,2950,3050,13853341,2010
KS,total,38820,162197139,15907,15588523,886179,43824,54727,177785662,2010
KS,financial administration,1896,7003745,211,341049,13760,1972,2107,7344794,2010
KS,other government administration,503,1654418,198,584781,23993,639,701,2239199,2010
KS,judicial and legal,2045,8710112,101,131880,6631,2082,2146,8841992,2010
KS,police protection - officers,360,1757263,21,38566,2110,372,381,1795829,2010
KS,police protection - other,720,2924277,41,55979,3102,738,761,2980256,2010
KS,corrections,3397,10328487,20,22904,1431,3406,3417,10351391,2010
KS,highways,3161,11401298,139,177211,11364,3225,3300,11578509,2010
KS,air transportation,0,0,0,0,0,0,0,0,2010
KS,water transport and terminals,0,0,0,0,0,0,0,0,2010
KS,public welfare,2211,7032819,55,61817,5336,2240,2266,7094636,2010
KS,health,1175,4749961,38,62846,2282,1188,1213,4812807,2010
KS,hospitals,3001,9441147,401,260508,12208,3071,3402,9701655,2010
KS,social insurance administration,96,329651,1,199,33,96,97,329850,2010
KS,solid waste management,0,0,0,0,0,0,0,0,2010
KS,sewerage,0,0,0,0,0,0,0,0,2010
KS,parks and recreation,621,1705258,9,1951,102,622,630,1707209,2010
KS,housing and community development,0,0,0,0,0,0,0,0,2010
KS,natural resources,768,3056168,108,91290,7114,808,876,3147458,2010
KS,water transport and terminals,0,0,0,0,0,0,0,0,2010
KS,electric power,0,0,0,0,0,0,0,0,2010
KS,gas supply,0,0,0,0,0,0,0,0,2010
KS,transit,0,0,0,0,0,0,0,0,2010
KS,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2010
KS,education - elementary and secondary other,0,0,0,0,0,0,0,0,2010
KS,education - higher education instructional,4660,36280809,5155,8129653,357847,6682,9815,44410462,2010
KS,education - higher education other,10468,41405207,9089,5226222,424551,12867,19557,46631429,2010
KS,education - other,635,2562678,60,77446,2263,648,695,2640124,2010
KS,libraries,0,0,0,0,0,0,0,0,2010
KS,liquor stores,0,0,0,0,0,0,0,0,2010
KS,other and unallocable,3103,11853841,260,324221,12052,3168,3363,12178062,2010
KY,total,70296,276941347,27831,32739848,1771384,80714,98127,309681195,2010
KY,financial administration,2283,8845212,6,14010,428,2286,2289,8859222,2010
KY,other government administration,647,3242956,186,649878,28739,820,833,3892834,2010
KY,judicial and legal,4740,17239036,588,1308252,82149,5235,5328,18547288,2010
KY,police protection - officers,1034,4087589,0,0,0,1034,1034,4087589,2010
KY,police protection - other,1237,4904918,0,0,0,1237,1237,4904918,2010
KY,corrections,4138,11222037,0,0,0,4138,4138,11222037,2010
KY,highways,4534,14905641,1,900,70,4534,4535,14906541,2010
KY,air transportation,0,0,0,0,0,0,0,0,2010
KY,water transport and terminals,0,0,0,0,0,0,0,0,2010
KY,public welfare,5745,18076564,0,0,0,5745,5745,18076564,2010
KY,health,2846,10894782,93,225813,11358,2910,2939,11120595,2010
KY,hospitals,4802,19894990,676,1113956,35218,5001,5478,21008946,2010
KY,social insurance administration,980,3067857,0,0,0,980,980,3067857,2010
KY,solid waste management,0,0,0,0,0,0,0,0,2010
KY,sewerage,0,0,0,0,0,0,0,0,2010
KY,parks and recreation,1102,2861970,104,112765,12169,1175,1206,2974735,2010
KY,housing and community development,0,0,0,0,0,0,0,0,2010
KY,natural resources,2932,9178616,84,126363,6825,2970,3016,9304979,2010
KY,water transport and terminals,0,0,0,0,0,0,0,0,2010
KY,electric power,0,0,0,0,0,0,0,0,2010
KY,gas supply,0,0,0,0,0,0,0,0,2010
KY,transit,0,0,0,0,0,0,0,0,2010
KY,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2010
KY,education - elementary and secondary other,0,0,0,0,0,0,0,0,2010
KY,education - higher education instructional,9154,64157075,7907,13280821,520510,12233,17061,77437896,2010
KY,education - higher education other,18739,64340837,17968,15722729,1064197,24975,36707,80063566,2010
KY,education - other,1938,7999884,206,166306,9038,1993,2144,8166190,2010
KY,libraries,0,0,0,0,0,0,0,0,2010
KY,liquor stores,0,0,0,0,0,0,0,0,2010
KY,other and unallocable,3445,12021383,12,18055,683,3448,3457,12039438,2010
LA,total,80953,346664346,23372,21415249,1374083,88720,104325,368079595,2010
LA,financial administration,2362,9678685,126,158887,11321,2425,2488,9837572,2010
LA,other government administration,2201,10176930,690,665300,38246,2425,2891,10842230,2010
LA,judicial and legal,1637,7196311,36,30997,2264,1650,1673,7227308,2010
LA,police protection - officers,1032,5684443,0,0,0,1032,1032,5684443,2010
LA,police protection - other,655,3376757,45,90271,4364,679,700,3467028,2010
LA,corrections,6965,27054358,59,85285,7280,7006,7024,27139643,2010
LA,highways,4763,18857596,51,64194,4158,4786,4814,18921790,2010
LA,air transportation,0,0,0,0,0,0,0,0,2010
LA,water transport and terminals,255,1261098,3,12822,334,257,258,1273920,2010
LA,public welfare,5821,21288363,87,109113,6198,5855,5908,21397476,2010
LA,health,3810,17078044,110,208136,10882,3873,3920,17286180,2010
LA,hospitals,13834,54268817,1899,2498163,147333,14667,15733,56766980,2010
LA,social insurance administration,750,2932080,56,84165,5781,783,806,3016245,2010
LA,solid waste management,0,0,0,0,0,0,0,0,2010
LA,sewerage,0,0,0,0,0,0,0,0,2010
LA,parks and recreation,889,2492173,193,214216,20849,1006,1082,2706389,2010
LA,housing and community development,0,0,0,0,0,0,0,0,2010
LA,natural resources,4088,17239677,841,847667,63601,4445,4929,18087344,2010
LA,water transport and terminals,0,0,0,0,0,0,0,0,2010
LA,electric power,0,0,0,0,0,0,0,0,2010
LA,gas supply,0,0,0,0,0,0,0,0,2010
LA,transit,0,0,0,0,0,0,0,0,2010
LA,education - elementary and secondary instructional,1371,5541932,304,155365,10904,1433,1675,5697297,2010
LA,education - elementary and secondary other,215,1010244,74,136139,8185,261,289,1146383,2010
LA,education - higher education instructional,8243,56880422,5717,8508457,395297,10478,13960,65388879,2010
LA,education - higher education other,15993,58500988,12097,6414247,583085,19286,28090,64915235,2010
LA,education - other,3271,14192686,796,955311,43238,3514,4067,15147997,2010
LA,libraries,0,0,0,0,0,0,0,0,2010
LA,liquor stores,0,0,0,0,0,0,0,0,2010
LA,other and unallocable,2798,11952742,188,176514,10763,2859,2986,12129256,2010
ME,total,17731,72039664,10346,12642901,601424,21130,28077,84682565,2010
ME,financial administration,869,3459199,566,927534,38046,1083,1435,4386733,2010
ME,other government administration,280,1373043,252,717284,25938,428,532,2090327,2010
ME,judicial and legal,613,2829290,140,277756,9748,668,753,3107046,2010
ME,police protection - officers,320,1726690,0,0,0,320,320,1726690,2010
ME,police protection - other,266,976600,2,4773,230,267,268,981373,2010
ME,corrections,888,3745404,365,1267322,51065,1176,1253,5012726,2010
ME,highways,2158,7750602,86,108758,5943,2191,2244,7859360,2010
ME,air transportation,0,0,0,0,0,0,0,0,2010
ME,water transport and terminals,63,230581,22,37011,2641,78,85,267592,2010
ME,public welfare,2979,10088027,79,178694,7930,3024,3058,10266721,2010
ME,health,958,3811001,192,381142,12938,1032,1150,4192143,2010
ME,hospitals,348,1589023,204,446581,20032,461,552,2035604,2010
ME,social insurance administration,275,1039523,176,284984,11137,338,451,1324507,2010
ME,solid waste management,0,0,0,0,0,0,0,0,2010
ME,sewerage,0,0,0,0,0,0,0,0,2010
ME,parks and recreation,100,368897,69,102787,3955,123,169,471684,2010
ME,housing and community development,0,0,0,0,0,0,0,0,2010
ME,natural resources,841,3632818,353,639758,22038,966,1194,4272576,2010
ME,water transport and terminals,0,0,0,0,0,0,0,0,2010
ME,electric power,0,0,0,0,0,0,0,0,2010
ME,gas supply,0,0,0,0,0,0,0,0,2010
ME,transit,0,0,0,0,0,0,0,0,2010
ME,education - elementary and secondary instructional,14,32207,15,13410,1904,25,29,45617,2010
ME,education - elementary and secondary other,4,4765,34,18726,2128,16,38,23491,2010
ME,education - higher education instructional,1718,10040273,2381,3190957,124191,2419,4099,13231230,2010
ME,education - higher education other,3653,13468667,4837,2813131,216817,4879,8490,16281798,2010
ME,education - other,154,668486,99,156957,6160,189,253,825443,2010
ME,libraries,0,0,0,0,0,0,0,0,2010
ME,liquor stores,1,4443,0,0,0,1,1,4443,2010
ME,other and unallocable,1229,5200125,474,1075336,38583,1446,1703,6275461,2010
MD,total,80260,373226119,13670,37729374,1426996,88318,93930,410955493,2010
MD,financial administration,3445,15077856,115,274778,13130,3519,3560,15352634,2010
MD,other government administration,1446,7498415,311,593696,18084,1549,1757,8092111,2010
MD,judicial and legal,4783,25883131,438,1044798,61021,5127,5221,26927929,2010
MD,police protection - officers,1516,8560619,0,0,0,1516,1516,8560619,2010
MD,police protection - other,834,3531454,42,102100,5422,864,876,3633554,2010
MD,corrections,12347,50531076,318,696109,44116,12597,12665,51227185,2010
MD,highways,4710,20525580,2,5141,97,4710,4712,20530721,2010
MD,air transportation,488,2328382,1,1408,20,488,489,2329790,2010
MD,water transport and terminals,281,1504493,1,906,29,281,282,1505399,2010
MD,public welfare,6474,25423365,121,313330,18206,6578,6595,25736695,2010
MD,health,5882,25443040,767,1591184,92430,6404,6649,27034224,2010
MD,hospitals,3991,16555470,621,1093831,57044,4313,4612,17649301,2010
MD,social insurance administration,954,4169876,169,417078,26240,1102,1123,4586954,2010
MD,solid waste management,0,0,0,0,0,0,0,0,2010
MD,sewerage,0,0,0,0,0,0,0,0,2010
MD,parks and recreation,342,1434659,141,207804,12416,412,483,1642463,2010
MD,housing and community development,0,0,0,0,0,0,0,0,2010
MD,natural resources,1877,9385930,314,727308,37725,2090,2191,10113238,2010
MD,water transport and terminals,0,0,0,0,0,0,0,0,2010
MD,electric power,0,0,0,0,0,0,0,0,2010
MD,gas supply,0,0,0,0,0,0,0,0,2010
MD,transit,744,3761232,1,1809,42,744,745,3763041,2010
MD,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2010
MD,education - elementary and secondary other,0,0,0,0,0,0,0,0,2010
MD,education - higher education instructional,6909,51943152,4475,22876489,604523,10324,11384,74819641,2010
MD,education - higher education other,14937,63004556,4825,5564171,325977,16778,19762,68568727,2010
MD,education - other,1861,8572551,285,724631,33128,2048,2146,9297182,2010
MD,libraries,0,0,0,0,0,0,0,0,2010
MD,liquor stores,0,0,0,0,0,0,0,0,2010
MD,other and unallocable,6439,28091282,723,1492803,77346,6874,7162,29584085,2010
MA,total,84163,418537743,32241,48086147,1872842,95354,116404,466623890,2010
MA,financial administration,3773,18979220,319,1071267,21295,3901,4092,20050487,2010
MA,other government administration,1608,6288382,278,1268487,25630,1755,1886,7556869,2010
MA,judicial and legal,9061,45946422,486,1524569,40824,9307,9547,47470991,2010
MA,police protection - officers,5550,31210841,79,195150,6440,5588,5629,31405991,2010
MA,police protection - other,676,2688739,6,16321,372,678,682,2705060,2010
MA,corrections,6162,30615079,49,149624,2894,6179,6211,30764703,2010
MA,highways,3460,17786974,124,458980,15819,3550,3584,18245954,2010
MA,air transportation,1002,6766901,0,0,0,1002,1002,6766901,2010
MA,water transport and terminals,160,1074334,0,0,0,160,160,1074334,2010
MA,public welfare,6809,33092888,520,1608017,32371,7004,7329,34700905,2010
MA,health,6713,27626936,885,2600571,85877,7231,7598,30227507,2010
MA,hospitals,6101,25368372,823,2373867,77920,6545,6924,27742239,2010
MA,social insurance administration,1569,7202479,44,187725,3077,1588,1613,7390204,2010
MA,solid waste management,0,0,0,0,0,0,0,0,2010
MA,sewerage,823,5215249,36,190890,2746,839,859,5406139,2010
MA,parks and recreation,557,2683287,75,94249,4650,584,632,2777536,2010
MA,housing and community development,0,0,0,0,0,0,0,0,2010
MA,natural resources,1178,6410592,152,392414,13336,1259,1330,6803006,2010
MA,water transport and terminals,479,2875122,15,86272,1418,488,494,2961394,2010
MA,electric power,0,0,0,0,0,0,0,0,2010
MA,gas supply,0,0,0,0,0,0,0,0,2010
MA,transit,0,0,0,0,0,0,0,0,2010
MA,education - elementary and secondary instructional,62,322870,8,10654,420,65,70,333524,2010
MA,education - elementary and secondary other,31,142030,16,8582,506,34,47,150612,2010
MA,education - higher education instructional,6264,39401213,11721,20335562,675085,10320,17985,59736775,2010
MA,education - higher education other,15915,72223817,16150,13977501,831694,20886,32065,86201318,2010
MA,education - other,1053,5777910,98,306297,5260,1085,1151,6084207,2010
MA,libraries,0,0,0,0,0,0,0,0,2010
MA,liquor stores,0,0,0,0,0,0,0,0,2010
MA,other and unallocable,5157,28838086,357,1229148,25208,5306,5514,30067234,2010
MI,total,119258,621119387,67632,83632045,4661430,145606,186890,704751432,2010
MI,financial administration,3863,20414247,313,1032043,42838,4105,4176,21446290,2010
MI,other government administration,1655,7769873,10,29372,654,1659,1665,7799245,2010
MI,judicial and legal,1405,9719994,44,140527,4778,1432,1449,9860521,2010
MI,police protection - officers,1744,8796658,0,0,0,1744,1744,8796658,2010
MI,police protection - other,845,2770126,47,70000,3050,862,892,2840126,2010
MI,corrections,15000,81706838,176,773055,23507,15133,15176,82479893,2010
MI,highways,2713,13182539,309,773760,35858,2916,3022,13956299,2010
MI,air transportation,0,0,0,0,0,0,0,0,2010
MI,water transport and terminals,0,0,0,0,0,0,0,0,2010
MI,public welfare,9994,45116427,827,3288899,141703,10795,10821,48405326,2010
MI,health,1732,9050489,190,436596,17366,1830,1922,9487085,2010
MI,hospitals,13716,65116961,6131,21693305,892014,18756,19847,86810266,2010
MI,social insurance administration,1039,5083174,44,102862,5103,1068,1083,5186036,2010
MI,solid waste management,0,0,0,0,0,0,0,0,2010
MI,sewerage,0,0,0,0,0,0,0,0,2010
MI,parks and recreation,219,1030031,108,352785,12496,290,327,1382816,2010
MI,housing and community development,0,0,0,0,0,0,0,0,2010
MI,natural resources,3431,16397727,1075,1620772,93497,3959,4506,18018499,2010
MI,water transport and terminals,0,0,0,0,0,0,0,0,2010
MI,electric power,0,0,0,0,0,0,0,0,2010
MI,gas supply,0,0,0,0,0,0,0,0,2010
MI,transit,0,0,0,0,0,0,0,0,2010
MI,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2010
MI,education - elementary and secondary other,0,0,0,0,0,0,0,0,2010
MI,education - higher education instructional,18376,140793743,10072,16597385,667207,22157,28448,157391128,2010
MI,education - higher education other,37206,163349131,47640,35199260,2643919,52142,84846,198548391,2010
MI,education - other,442,2349927,135,500652,20003,555,577,2850579,2010
MI,libraries,0,0,0,0,0,0,0,0,2010
MI,liquor stores,0,0,0,0,0,0,0,0,2010
MI,other and unallocable,5878,28471502,511,1020772,57437,6203,6389,29492274,2010
MN,total,66665,355864431,31772,48293400,2347935,79941,98437,404157831,2010
MN,financial administration,2776,13812893,101,250689,15238,2864,2877,14063582,2010
MN,other government administration,939,4320483,179,407094,20097,1054,1118,4727577,2010
MN,judicial and legal,3005,16113697,445,1628007,62752,3359,3450,17741704,2010
MN,police protection - officers,549,3101659,0,0,0,549,549,3101659,2010
MN,police protection - other,426,1612864,44,96829,4508,451,470,1709693,2010
MN,corrections,4103,17732956,132,371567,17949,4204,4235,18104523,2010
MN,highways,4664,21960385,184,387846,17440,4763,4848,22348231,2010
MN,air transportation,0,0,0,0,0,0,0,0,2010
MN,water transport and terminals,0,0,0,0,0,0,0,0,2010
MN,public welfare,1682,7985123,1323,3106632,221911,2936,3005,11091755,2010
MN,health,2349,12022660,254,710732,28297,2509,2603,12733392,2010
MN,hospitals,3552,17521977,1362,3777757,236110,4886,4914,21299734,2010
MN,social insurance administration,1252,5524566,116,295906,13140,1327,1368,5820472,2010
MN,solid waste management,0,0,0,0,0,0,0,0,2010
MN,sewerage,639,3710272,13,32991,1065,645,652,3743263,2010
MN,parks and recreation,528,2448624,156,200640,11338,593,684,2649264,2010
MN,housing and community development,0,0,0,0,0,0,0,0,2010
MN,natural resources,2696,13181269,615,1177348,70711,3096,3311,14358617,2010
MN,water transport and terminals,0,0,0,0,0,0,0,0,2010
MN,electric power,0,0,0,0,0,0,0,0,2010
MN,gas supply,0,0,0,0,0,0,0,0,2010
MN,transit,2272,10035698,362,827826,37628,2485,2634,10863524,2010
MN,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2010
MN,education - elementary and secondary other,0,0,0,0,0,0,0,0,2010
MN,education - higher education instructional,11203,72152928,11108,17845362,634939,14791,22311,89998290,2010
MN,education - higher education other,17295,96163806,13942,14473141,839079,22039,31237,110636947,2010
MN,education - other,3415,19743655,1250,2291749,96755,3962,4665,22035404,2010
MN,libraries,0,0,0,0,0,0,0,0,2010
MN,liquor stores,0,0,0,0,0,0,0,0,2010
MN,other and unallocable,3320,16718916,186,411284,18978,3428,3506,17130200,2010
MS,total,51483,182080950,12743,13873696,950735,56858,64226,195954646,2010
MS,financial administration,1309,4737010,43,69416,4703,1336,1352,4806426,2010
MS,other government administration,479,1832482,83,90029,4787,507,562,1922511,2010
MS,judicial and legal,720,4202302,7,10263,245,721,727,4212565,2010
MS,police protection - officers,710,2737712,0,0,0,710,710,2737712,2010
MS,police protection - other,485,1155566,0,0,0,485,485,1155566,2010
MS,corrections,3328,8873760,16,33546,2177,3340,3344,8907306,2010
MS,highways,3402,9793718,15,38566,2469,3416,3417,9832284,2010
MS,air transportation,0,0,0,0,0,0,0,0,2010
MS,water transport and terminals,44,206105,0,0,0,44,44,206105,2010
MS,public welfare,2991,9669218,0,0,0,2991,2991,9669218,2010
MS,health,3053,10255363,72,215128,8665,3101,3125,10470491,2010
MS,hospitals,11433,33837603,410,869949,40322,11661,11843,34707552,2010
MS,social insurance administration,764,2491084,393,945069,66259,1138,1157,3436153,2010
MS,solid waste management,0,0,0,0,0,0,0,0,2010
MS,sewerage,0,0,0,0,0,0,0,0,2010
MS,parks and recreation,351,852979,73,57122,6544,389,424,910101,2010
MS,housing and community development,0,0,0,0,0,0,0,0,2010
MS,natural resources,2879,8786712,671,634354,47961,3150,3550,9421066,2010
MS,water transport and terminals,45,121435,7,9608,818,50,52,131043,2010
MS,electric power,0,0,0,0,0,0,0,0,2010
MS,gas supply,0,0,0,0,0,0,0,0,2010
MS,transit,0,0,0,0,0,0,0,0,2010
MS,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2010
MS,education - elementary and secondary other,0,0,0,0,0,0,0,0,2010
MS,education - higher education instructional,5772,32559481,1456,2370845,108350,6385,7228,34930326,2010
MS,education - higher education other,9126,35043293,8930,7701720,583362,12422,18056,42745013,2010
MS,education - other,1586,5038265,30,47829,2725,1602,1616,5086094,2010
MS,libraries,0,0,0,0,0,0,0,0,2010
MS,liquor stores,109,290788,0,0,0,109,109,290788,2010
MS,other and unallocable,2897,9596074,537,780252,71348,3301,3434,10376326,2010
MO,total,79202,278652161,25061,23806653,1700374,88818,104263,302458814,2010
MO,financial administration,3018,10637012,160,214752,17473,3115,3178,10851764,2010
MO,other government administration,748,2575030,293,676236,31752,930,1041,3251266,2010
MO,judicial and legal,3853,14410256,375,344924,29858,4021,4228,14755180,2010
MO,police protection - officers,1222,6066590,0,0,0,1222,1222,6066590,2010
MO,police protection - other,1146,3566080,132,140348,11880,1213,1278,3706428,2010
MO,corrections,12414,32346516,164,141394,10844,12475,12578,32487910,2010
MO,highways,6016,21226998,348,293428,18100,6118,6364,21520426,2010
MO,air transportation,0,0,0,0,0,0,0,0,2010
MO,water transport and terminals,0,0,0,0,0,0,0,0,2010
MO,public welfare,7481,19378596,376,343956,21810,7604,7857,19722552,2010
MO,health,2991,8985819,178,301354,19025,3099,3169,9287173,2010
MO,hospitals,10491,32076109,1148,1755811,101968,11067,11639,33831920,2010
MO,social insurance administration,560,1635479,96,133082,10328,618,656,1768561,2010
MO,solid waste management,0,0,0,0,0,0,0,0,2010
MO,sewerage,0,0,0,0,0,0,0,0,2010
MO,parks and recreation,479,1417042,186,86594,8520,527,665,1503636,2010
MO,housing and community development,0,0,0,0,0,0,0,0,2010
MO,natural resources,2208,7425795,511,518099,51655,2500,2719,7943894,2010
MO,water transport and terminals,0,0,0,0,0,0,0,0,2010
MO,electric power,0,0,0,0,0,0,0,0,2010
MO,gas supply,0,0,0,0,0,0,0,0,2010
MO,transit,0,0,0,0,0,0,0,0,2010
MO,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2010
MO,education - elementary and secondary other,0,0,0,0,0,0,0,0,2010
MO,education - higher education instructional,8047,49296097,7357,9315378,478307,10750,15404,58611475,2010
MO,education - higher education other,13455,50541609,12460,7324025,754226,17725,25915,57865634,2010
MO,education - other,1083,3664528,1038,1934372,116840,1743,2121,5598900,2010
MO,libraries,0,0,0,0,0,0,0,0,2010
MO,liquor stores,0,0,0,0,0,0,0,0,2010
MO,other and unallocable,3990,13402605,239,282900,17788,4091,4229,13685505,2010
MT,total,17112,68714247,9107,9259408,577573,20375,26219,77973655,2010
MT,financial administration,946,3509676,69,112413,7186,987,1015,3622089,2010
MT,other government administration,369,1715069,99,117199,7267,409,468,1832268,2010
MT,judicial and legal,640,2819532,76,145039,7380,682,716,2964571,2010
MT,police protection - officers,231,465755,0,0,0,231,231,465755,2010
MT,police protection - other,249,863053,16,26869,1548,258,265,889922,2010
MT,corrections,1323,5306894,29,62191,2546,1337,1352,5369085,2010
MT,highways,2031,8797499,161,229503,12753,2103,2192,9027002,2010
MT,air transportation,0,0,0,0,0,0,0,0,2010
MT,water transport and terminals,0,0,0,0,0,0,0,0,2010
MT,public welfare,1537,5395567,238,303359,18945,1644,1775,5698926,2010
MT,health,855,3338972,153,286907,14050,935,1008,3625879,2010
MT,hospitals,508,1751810,210,265016,18097,610,718,2016826,2010
MT,social insurance administration,746,2999124,43,106403,5821,779,789,3105527,2010
MT,solid waste management,0,0,0,0,0,0,0,0,2010
MT,sewerage,0,0,0,0,0,0,0,0,2010
MT,parks and recreation,81,288227,32,32238,2026,92,113,320465,2010
MT,housing and community development,0,0,0,0,0,0,0,0,2010
MT,natural resources,1349,5358168,308,488011,29686,1517,1657,5846179,2010
MT,water transport and terminals,0,0,0,0,0,0,0,0,2010
MT,electric power,0,0,0,0,0,0,0,0,2010
MT,gas supply,0,0,0,0,0,0,0,0,2010
MT,transit,0,0,0,0,0,0,0,0,2010
MT,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2010
MT,education - elementary and secondary other,0,0,0,0,0,0,0,0,2010
MT,education - higher education instructional,1341,7941366,1886,2972242,132259,2089,3227,10913608,2010
MT,education - higher education other,3456,12080957,5523,3672918,293305,5112,8979,15753875,2010
MT,education - other,316,1305708,139,204828,12289,385,455,1510536,2010
MT,libraries,0,0,0,0,0,0,0,0,2010
