state,government_function,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_employees,march_pay,year
IL,public welfare,9859,50010180,50,164328,4756,9888,9909,50174508,2009
IL,health,2518,13570966,9,16730,540,2521,2527,13587696,2009
IL,hospitals,11154,54164462,786,1808735,62320,11509,11940,55973197,2009
IL,social insurance administration,1999,9897779,251,861082,37830,2227,2250,10758861,2009
IL,solid waste management,0,0,0,0,0,0,0,0,2009
IL,sewerage,0,0,0,0,0,0,0,0,2009
IL,parks and recreation,484,2139806,29,83442,3666,506,513,2223248,2009
IL,housing and community development,0,0,0,0,0,0,0,0,2009
IL,natural resources,2469,11395795,1352,3275240,216666,3695,3821,14671035,2009
IL,water transport and terminals,0,0,0,0,0,0,0,0,2009
IL,electric power,0,0,0,0,0,0,0,0,2009
IL,gas supply,0,0,0,0,0,0,0,0,2009
IL,transit,0,0,0,0,0,0,0,0,2009
IL,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2009
IL,education - elementary and secondary other,0,0,0,0,0,0,0,0,2009
IL,education - higher education instructional,12998,82638576,17999,33152467,1420688,21257,30997,115791043,2009
IL,education - higher education other,26778,109834746,30918,36603711,2850477,43112,57696,146438457,2009
IL,education - other,2061,10649882,6,24474,664,2065,2067,10674356,2009
IL,libraries,0,0,0,0,0,0,0,0,2009
IL,liquor stores,0,0,0,0,0,0,0,0,2009
IL,other and unallocable,6611,33560642,219,488436,22168,6745,6830,34049078,2009
IN,total,76790,320572514,40709,36585474,2744107,92484,117499,357157988,2009
IN,financial administration,2274,9882926,34,71712,3799,2296,2308,9954638,2009
IN,other government administration,532,2403086,336,618780,36381,752,868,3021866,2009
IN,judicial and legal,1406,9463616,48,78041,3984,1430,1454,9541657,2009
IN,police protection - officers,1314,5971061,0,0,0,1314,1314,5971061,2009
IN,police protection - other,798,2651638,1,904,80,798,799,2652542,2009
IN,corrections,7357,24135519,3,1529,150,7358,7360,24137048,2009
IN,highways,4232,14520634,40,36394,2380,4246,4272,14557028,2009
IN,air transportation,0,0,0,0,0,0,0,0,2009
IN,water transport and terminals,26,131135,1,38,4,26,27,131173,2009
IN,public welfare,4959,16473671,105,51022,4738,4988,5064,16524693,2009
IN,health,1885,7828375,13,26978,1058,1891,1898,7855353,2009
IN,hospitals,2573,8071351,55,65725,4145,2597,2628,8137076,2009
IN,social insurance administration,1197,4071946,248,322730,28773,1370,1445,4394676,2009
IN,solid waste management,0,0,0,0,0,0,0,0,2009
IN,sewerage,0,0,0,0,0,0,0,0,2009
IN,parks and recreation,131,471004,39,40014,3647,153,170,511018,2009
IN,housing and community development,0,0,0,0,0,0,0,0,2009
IN,natural resources,2227,9424506,1073,822599,155310,3158,3300,10247105,2009
IN,water transport and terminals,0,0,0,0,0,0,0,0,2009
IN,electric power,0,0,0,0,0,0,0,0,2009
IN,gas supply,0,0,0,0,0,0,0,0,2009
IN,transit,0,0,0,0,0,0,0,0,2009
IN,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2009
IN,education - elementary and secondary other,0,0,0,0,0,0,0,0,2009
IN,education - higher education instructional,17618,102337558,12622,17310326,918648,22820,30240,119647884,2009
IN,education - higher education other,25007,90174638,25851,16971213,1569562,33964,50858,107145851,2009
IN,education - other,1084,4313282,143,80783,6563,1124,1227,4394065,2009
IN,libraries,0,0,0,0,0,0,0,0,2009
IN,liquor stores,0,0,0,0,0,0,0,0,2009
IN,other and unallocable,2170,8246568,97,86686,4885,2199,2267,8333254,2009
IA,total,43190,232177914,25624,32614474,1607779,52288,68814,264792388,2009
IA,financial administration,1158,5347599,63,147023,7168,1198,1221,5494622,2009
IA,other government administration,363,1858895,296,693141,26056,522,659,2552036,2009
IA,judicial and legal,2283,11893342,161,347609,17535,2382,2444,12240951,2009
IA,police protection - officers,668,4195475,0,0,0,668,668,4195475,2009
IA,police protection - other,363,1702418,28,33871,1985,374,391,1736289,2009
IA,corrections,3253,14345246,238,697981,28757,3415,3491,15043227,2009
IA,highways,2400,11105734,0,0,0,2400,2400,11105734,2009
IA,air transportation,0,0,0,0,0,0,0,0,2009
IA,water transport and terminals,0,0,0,0,0,0,0,0,2009
IA,public welfare,3194,13710926,62,132561,6720,3232,3256,13843487,2009
IA,health,443,2371683,59,92237,4180,467,502,2463920,2009
IA,hospitals,6687,38266980,3327,6100028,297482,8368,10014,44367008,2009
IA,social insurance administration,723,3202907,3,7295,392,725,726,3210202,2009
IA,solid waste management,0,0,0,0,0,0,0,0,2009
IA,sewerage,0,0,0,0,0,0,0,0,2009
IA,parks and recreation,121,636828,17,14654,1683,131,138,651482,2009
IA,housing and community development,0,0,0,0,0,0,0,0,2009
IA,natural resources,1632,9154503,230,287939,20406,1748,1862,9442442,2009
IA,water transport and terminals,0,0,0,0,0,0,0,0,2009
IA,electric power,0,0,0,0,0,0,0,0,2009
IA,gas supply,0,0,0,0,0,0,0,0,2009
IA,transit,0,0,0,0,0,0,0,0,2009
IA,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2009
IA,education - elementary and secondary other,0,0,0,0,0,0,0,0,2009
IA,education - higher education instructional,3719,34656914,7185,17470953,644185,7358,10904,52127867,2009
IA,education - higher education other,12304,60423707,13477,5699278,506264,15164,25781,66122985,2009
IA,education - other,1127,5642700,112,205800,9267,1180,1239,5848500,2009
IA,libraries,0,0,0,0,0,0,0,0,2009
IA,liquor stores,0,0,0,0,0,0,0,0,2009
IA,other and unallocable,2752,13662057,366,684104,35699,2956,3118,14346161,2009
KS,total,39672,163146965,16109,15875198,971657,45163,55781,179022163,2009
KS,financial administration,1909,6628211,78,86940,4636,1935,1987,6715151,2009
KS,other government administration,512,1677692,203,590556,24806,652,715,2268248,2009
KS,judicial and legal,2101,8796743,191,185677,11577,2166,2292,8982420,2009
KS,police protection - officers,374,1832462,20,33418,1875,385,394,1865880,2009
KS,police protection - other,749,3018005,34,43148,2471,763,783,3061153,2009
KS,corrections,3592,10913340,24,32487,2080,3604,3616,10945827,2009
KS,highways,3320,11185318,130,142733,9472,3374,3450,11328051,2009
KS,air transportation,0,0,0,0,0,0,0,0,2009
KS,water transport and terminals,0,0,0,0,0,0,0,0,2009
KS,public welfare,2482,7690543,85,121686,9799,2537,2567,7812229,2009
KS,health,1209,4810918,29,57496,2150,1221,1238,4868414,2009
KS,hospitals,3044,9396037,397,228466,9170,3096,3441,9624503,2009
KS,social insurance administration,103,332054,4,6230,365,105,107,338284,2009
KS,solid waste management,0,0,0,0,0,0,0,0,2009
KS,sewerage,0,0,0,0,0,0,0,0,2009
KS,parks and recreation,610,1711267,9,2156,135,611,619,1713423,2009
KS,housing and community development,0,0,0,0,0,0,0,0,2009
KS,natural resources,821,3232263,107,83514,6858,860,928,3315777,2009
KS,water transport and terminals,0,0,0,0,0,0,0,0,2009
KS,electric power,0,0,0,0,0,0,0,0,2009
KS,gas supply,0,0,0,0,0,0,0,0,2009
KS,transit,0,0,0,0,0,0,0,0,2009
KS,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2009
KS,education - elementary and secondary other,0,0,0,0,0,0,0,0,2009
KS,education - higher education instructional,4771,37735282,3651,5613830,229738,6068,8422,43349112,2009
KS,education - higher education other,10324,39814843,10769,8216665,638947,13935,21093,48031508,2009
KS,education - other,587,2370778,63,75771,2332,600,650,2446549,2009
KS,libraries,0,0,0,0,0,0,0,0,2009
KS,liquor stores,0,0,0,0,0,0,0,0,2009
KS,other and unallocable,3164,12001209,315,354425,15246,3251,3479,12355634,2009
KY,total,70863,279624594,26638,30632532,1748961,81117,97501,310257126,2009
KY,financial administration,2217,8608219,9,15368,714,2221,2226,8623587,2009
KY,other government administration,915,4463678,395,873378,31042,1101,1310,5337056,2009
KY,judicial and legal,4858,17305589,614,1281587,84116,5365,5472,18587176,2009
KY,police protection - officers,1064,4210745,0,0,0,1064,1064,4210745,2009
KY,police protection - other,1293,5129450,0,0,0,1293,1293,5129450,2009
KY,corrections,4088,11153367,0,0,0,4088,4088,11153367,2009
KY,highways,4214,14854662,0,0,0,4214,4214,14854662,2009
KY,air transportation,0,0,0,0,0,0,0,0,2009
KY,water transport and terminals,0,0,0,0,0,0,0,0,2009
KY,public welfare,5976,18574733,0,0,0,5976,5976,18574733,2009
KY,health,2193,7243556,176,294504,15199,2279,2369,7538060,2009
KY,hospitals,5307,20842022,380,1230189,56816,5628,5687,22072211,2009
KY,social insurance administration,952,3149675,0,0,0,952,952,3149675,2009
KY,solid waste management,0,0,0,0,0,0,0,0,2009
KY,sewerage,0,0,0,0,0,0,0,0,2009
KY,parks and recreation,1174,2923353,108,111708,12860,1251,1282,3035061,2009
KY,housing and community development,0,0,0,0,0,0,0,0,2009
KY,natural resources,3008,10146111,447,434433,43710,3268,3455,10580544,2009
KY,water transport and terminals,0,0,0,0,0,0,0,0,2009
KY,electric power,0,0,0,0,0,0,0,0,2009
KY,gas supply,0,0,0,0,0,0,0,0,2009
KY,transit,0,0,0,0,0,0,0,0,2009
KY,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2009
KY,education - elementary and secondary other,0,0,0,0,0,0,0,0,2009
KY,education - higher education instructional,9226,61781585,7499,12025940,493509,12138,16725,73807525,2009
KY,education - higher education other,18396,67273026,16833,14209448,1002847,24247,35229,81482474,2009
KY,education - other,2502,10067533,156,132498,7288,2546,2658,10200031,2009
KY,libraries,0,0,0,0,0,0,0,0,2009
KY,liquor stores,0,0,0,0,0,0,0,0,2009
KY,other and unallocable,3480,11897290,21,23479,860,3486,3501,11920769,2009
LA,total,84321,348328289,23267,22256915,1325813,91809,107588,370585204,2009
LA,financial administration,2474,9594173,131,170933,12044,2542,2605,9765106,2009
LA,other government administration,2312,10342610,552,800477,44219,2563,2864,11143087,2009
LA,judicial and legal,1641,7181698,64,47141,3559,1663,1705,7228839,2009
LA,police protection - officers,1204,7019498,0,0,0,1204,1204,7019498,2009
LA,police protection - other,533,1966767,27,16727,1229,540,560,1983494,2009
LA,corrections,7696,29440492,73,79675,6542,7733,7769,29520167,2009
LA,highways,4816,18314915,54,61610,4167,4839,4870,18376525,2009
LA,air transportation,0,0,0,0,0,0,0,0,2009
LA,water transport and terminals,265,1368637,3,7171,250,266,268,1375808,2009
LA,public welfare,5993,21276573,65,108298,4625,6018,6058,21384871,2009
LA,health,3918,18072634,144,224774,11820,3984,4062,18297408,2009
LA,hospitals,13988,52270652,1944,3515167,156345,14872,15932,55785819,2009
LA,social insurance administration,794,3085047,49,62576,5241,824,843,3147623,2009
LA,solid waste management,0,0,0,0,0,0,0,0,2009
LA,sewerage,0,0,0,0,0,0,0,0,2009
LA,parks and recreation,983,2926209,180,177250,17570,1082,1163,3103459,2009
LA,housing and community development,0,0,0,0,0,0,0,0,2009
LA,natural resources,4354,18088506,780,734396,56711,4675,5134,18822902,2009
LA,water transport and terminals,0,0,0,0,0,0,0,0,2009
LA,electric power,0,0,0,0,0,0,0,0,2009
LA,gas supply,0,0,0,0,0,0,0,0,2009
LA,transit,0,0,0,0,0,0,0,0,2009
LA,education - elementary and secondary instructional,1599,6307066,102,86959,2672,1614,1701,6394025,2009
LA,education - elementary and secondary other,251,1149721,25,76199,2006,262,276,1225920,2009
LA,education - higher education instructional,8236,55332532,5738,8699156,383956,10405,13974,64031688,2009
LA,education - higher education other,16798,57740754,12261,6210988,553014,19922,29059,63951742,2009
LA,education - other,3554,14869367,853,957590,43203,3797,4407,15826957,2009
LA,libraries,0,0,0,0,0,0,0,0,2009
LA,liquor stores,0,0,0,0,0,0,0,0,2009
LA,other and unallocable,2912,11980438,222,219828,16640,3004,3134,12200266,2009
ME,total,18395,76169994,10197,11097628,549291,21497,28592,87267622,2009
ME,financial administration,824,3236783,616,970462,39368,1046,1440,4207245,2009
ME,other government administration,294,1453714,251,623678,26389,444,545,2077392,2009
ME,judicial and legal,702,3314843,59,106064,5001,730,761,3420907,2009
ME,police protection - officers,315,1429834,215,457839,13661,392,530,1887673,2009
ME,police protection - other,14,60900,7,13043,427,16,21,73943,2009
ME,corrections,1271,5484258,43,101083,4597,1297,1314,5585341,2009
ME,highways,2310,8997343,94,121713,7197,2351,2404,9119056,2009
ME,air transportation,0,0,0,0,0,0,0,0,2009
ME,water transport and terminals,87,264991,0,0,0,87,87,264991,2009
ME,public welfare,3046,11130130,95,216767,9426,3099,3141,11346897,2009
ME,health,942,4054125,200,397698,13509,1018,1142,4451823,2009
ME,hospitals,549,2317550,61,154528,6061,584,610,2472078,2009
ME,social insurance administration,207,862311,128,218443,8004,253,335,1080754,2009
ME,solid waste management,0,0,0,0,0,0,0,0,2009
ME,sewerage,0,0,0,0,0,0,0,0,2009
ME,parks and recreation,84,332265,90,124052,5290,114,174,456317,2009
ME,housing and community development,0,0,0,0,0,0,0,0,2009
ME,natural resources,882,3729105,380,646198,23604,1015,1262,4375303,2009
ME,water transport and terminals,0,0,0,0,0,0,0,0,2009
ME,electric power,0,0,0,0,0,0,0,0,2009
ME,gas supply,0,0,0,0,0,0,0,0,2009
ME,transit,0,0,0,0,0,0,0,0,2009
ME,education - elementary and secondary instructional,17,38220,24,12766,2216,30,41,50986,2009
ME,education - elementary and secondary other,5,5712,28,15015,1590,14,33,20727,2009
ME,education - higher education instructional,1715,9959651,2221,3045602,118043,2382,3936,13005253,2009
ME,education - higher education other,3756,13654703,5067,2588719,217575,4984,8823,16243422,2009
ME,education - other,163,697975,106,179075,6658,200,269,877050,2009
ME,libraries,0,0,0,0,0,0,0,0,2009
ME,liquor stores,1,4244,0,0,0,1,1,4244,2009
ME,other and unallocable,1211,5141337,512,1104883,40675,1440,1723,6246220,2009
MD,total,81483,375307972,13306,36007252,1421677,89511,94789,411315224,2009
MD,financial administration,3454,15426601,115,293573,13933,3531,3569,15720174,2009
MD,other government administration,1447,7600121,312,584933,17350,1545,1759,8185054,2009
MD,judicial and legal,4792,25727795,447,1053243,61687,5140,5239,26781038,2009
MD,police protection - officers,1520,9026412,0,0,0,1520,1520,9026412,2009
MD,police protection - other,810,3198982,29,83984,4490,835,839,3282966,2009
MD,corrections,12482,52448588,342,780086,50470,12769,12824,53228674,2009
MD,highways,4849,22246077,6,8300,301,4850,4855,22254377,2009
MD,air transportation,499,2540023,1,2285,95,500,500,2542308,2009
MD,water transport and terminals,287,1627507,1,1461,46,287,288,1628968,2009
MD,public welfare,6627,25740616,121,290601,16955,6722,6748,26031217,2009
MD,health,6383,27791873,786,1491916,86543,6872,7169,29283789,2009
MD,hospitals,4258,17233041,679,1128034,59170,4591,4937,18361075,2009
MD,social insurance administration,777,2824715,150,333114,19840,889,927,3157829,2009
MD,solid waste management,0,0,0,0,0,0,0,0,2009
MD,sewerage,0,0,0,0,0,0,0,0,2009
MD,parks and recreation,332,1429172,160,242887,16229,424,492,1672059,2009
MD,housing and community development,0,0,0,0,0,0,0,0,2009
MD,natural resources,1944,9484075,307,682447,36624,2151,2251,10166522,2009
MD,water transport and terminals,0,0,0,0,0,0,0,0,2009
MD,electric power,0,0,0,0,0,0,0,0,2009
MD,gas supply,0,0,0,0,0,0,0,0,2009
MD,transit,764,4093276,2,2927,69,764,766,4096203,2009
MD,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2009
MD,education - elementary and secondary other,0,0,0,0,0,0,0,0,2009
MD,education - higher education instructional,6848,48851782,4432,21513308,598093,10226,11280,70365090,2009
MD,education - higher education other,14785,59759702,4412,5476089,335742,16681,19197,65235791,2009
MD,education - other,2065,9841901,330,688487,31456,2243,2395,10530388,2009
MD,libraries,0,0,0,0,0,0,0,0,2009
MD,liquor stores,0,0,0,0,0,0,0,0,2009
MD,other and unallocable,6560,28415713,674,1349577,72584,6971,7234,29765290,2009
MA,total,85395,420487836,31768,48149496,1935062,96865,117163,468637332,2009
MA,financial administration,3965,20005956,302,1020054,20213,4088,4267,21026010,2009
MA,other government administration,1659,6384815,283,1361887,27532,1816,1942,7746702,2009
MA,judicial and legal,9802,48668267,433,1426497,39057,10038,10235,50094764,2009
MA,police protection - officers,5525,32936108,93,212701,4709,5554,5618,33148809,2009
MA,police protection - other,672,3240639,24,39170,2412,685,696,3279809,2009
MA,corrections,6189,30783635,55,170277,3387,6209,6244,30953912,2009
MA,highways,3538,19204751,151,513251,17691,3638,3689,19718002,2009
MA,air transportation,1012,6460558,0,0,0,1012,1012,6460558,2009
MA,water transport and terminals,160,1016593,0,0,0,160,160,1016593,2009
MA,public welfare,6897,32984283,589,1793925,35599,7111,7486,34778208,2009
MA,health,7040,29172401,908,2870654,92411,7597,7948,32043055,2009
MA,hospitals,6690,27297357,909,2585321,86818,7189,7599,29882678,2009
MA,social insurance administration,1334,5970469,56,216060,3571,1356,1390,6186529,2009
MA,solid waste management,0,0,0,0,0,0,0,0,2009
MA,sewerage,857,5048041,38,184769,2657,872,895,5232810,2009
MA,parks and recreation,613,2484548,77,87788,4492,639,690,2572336,2009
MA,housing and community development,0,0,0,0,0,0,0,0,2009
MA,natural resources,1019,5633033,139,455258,14977,1109,1158,6088291,2009
MA,water transport and terminals,514,2755961,17,84290,1353,521,531,2840251,2009
MA,electric power,0,0,0,0,0,0,0,0,2009
MA,gas supply,0,0,0,0,0,0,0,0,2009
MA,transit,0,0,0,0,0,0,0,0,2009
MA,education - elementary and secondary instructional,60,307366,2,3864,160,61,62,311230,2009
MA,education - elementary and secondary other,34,150656,13,6468,454,37,47,157124,2009
MA,education - higher education instructional,6140,37685948,10498,16510351,564804,9534,16638,54196299,2009
MA,education - higher education other,15384,67947324,16693,17034535,980138,21152,32077,84981859,2009
MA,education - other,1052,5843785,104,308426,5504,1086,1156,6152211,2009
MA,libraries,0,0,0,0,0,0,0,0,2009
MA,liquor stores,0,0,0,0,0,0,0,0,2009
MA,other and unallocable,5239,28505342,384,1263950,27123,5401,5623,29769292,2009
MI,total,116999,587657024,66132,79253529,4586876,142924,183131,666910553,2009
MI,financial administration,3815,20372995,307,994620,42138,4053,4122,21367615,2009
MI,other government administration,1515,6586301,27,91449,3018,1532,1542,6677750,2009
MI,judicial and legal,1453,9464238,63,239318,7111,1493,1516,9703556,2009
MI,police protection - officers,1804,8586725,0,0,0,1804,1804,8586725,2009
MI,police protection - other,868,2727648,69,96000,4051,891,937,2823648,2009
MI,corrections,15935,76367533,203,912042,28614,16097,16138,77279575,2009
MI,highways,2756,13850815,320,829066,38386,2973,3076,14679881,2009
MI,air transportation,0,0,0,0,0,0,0,0,2009
MI,water transport and terminals,0,0,0,0,0,0,0,0,2009
MI,public welfare,10037,45531583,806,3027014,136167,10807,10843,48558597,2009
MI,health,1735,8981765,207,499109,21269,1855,1942,9480874,2009
MI,hospitals,13701,64337674,6203,20800690,906075,18820,19904,85138364,2009
MI,social insurance administration,974,4650368,41,94104,4669,1000,1015,4744472,2009
MI,solid waste management,0,0,0,0,0,0,0,0,2009
MI,sewerage,0,0,0,0,0,0,0,0,2009
MI,parks and recreation,207,946157,101,322746,11431,272,308,1268903,2009
MI,housing and community development,0,0,0,0,0,0,0,0,2009
MI,natural resources,3561,17605454,1198,1569095,91131,4075,4759,19174549,2009
MI,water transport and terminals,0,0,0,0,0,0,0,0,2009
MI,electric power,0,0,0,0,0,0,0,0,2009
MI,gas supply,0,0,0,0,0,0,0,0,2009
MI,transit,0,0,0,0,0,0,0,0,2009
MI,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2009
MI,education - elementary and secondary other,0,0,0,0,0,0,0,0,2009
MI,education - higher education instructional,18263,133109754,8998,15865212,612292,21734,27261,148974966,2009
MI,education - higher education other,33954,144275955,47136,32832108,2632003,48823,81090,177108063,2009
MI,education - other,391,2129086,129,521623,20572,507,520,2650709,2009
MI,libraries,0,0,0,0,0,0,0,0,2009
MI,liquor stores,0,0,0,0,0,0,0,0,2009
MI,other and unallocable,6030,28132973,324,559333,27949,6188,6354,28692306,2009
MN,total,66788,352770325,29494,45986277,2433063,80536,96282,398756602,2009
MN,financial administration,2620,13056567,122,286684,20004,2733,2742,13343251,2009
MN,other government administration,969,4741292,227,487959,24793,1110,1196,5229251,2009
MN,judicial and legal,3121,16642950,433,1629317,60984,3467,3554,18272267,2009
MN,police protection - officers,566,3142627,0,0,0,566,566,3142627,2009
MN,police protection - other,439,1634164,48,97208,4864,466,487,1731372,2009
MN,corrections,4112,17843315,142,386538,18018,4214,4254,18229853,2009
MN,highways,4494,21770990,248,410146,21879,4618,4742,22181136,2009
MN,air transportation,0,0,0,0,0,0,0,0,2009
MN,water transport and terminals,0,0,0,0,0,0,0,0,2009
MN,public welfare,1738,8272370,1234,2997258,205795,2901,2972,11269628,2009
MN,health,2297,11848949,238,650520,26876,2449,2535,12499469,2009
MN,hospitals,3677,18008517,1449,3992057,254497,5115,5126,22000574,2009
MN,social insurance administration,1126,5165889,129,303754,13796,1204,1255,5469643,2009
MN,solid waste management,0,0,0,0,0,0,0,0,2009
MN,sewerage,640,3795467,10,28600,1016,646,650,3824067,2009
MN,parks and recreation,544,2548431,162,227304,13024,617,706,2775735,2009
MN,housing and community development,0,0,0,0,0,0,0,0,2009
MN,natural resources,2732,13363679,577,1120133,68211,3117,3309,14483812,2009
MN,water transport and terminals,0,0,0,0,0,0,0,0,2009
MN,electric power,0,0,0,0,0,0,0,0,2009
MN,gas supply,0,0,0,0,0,0,0,0,2009
MN,transit,2233,10438337,367,885726,49206,2511,2600,11324063,2009
MN,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2009
MN,education - elementary and secondary other,0,0,0,0,0,0,0,0,2009
MN,education - higher education instructional,10950,69668119,10289,16039566,636723,14547,21239,85707685,2009
MN,education - higher education other,17789,95545518,12446,13972953,896151,22851,30235,109518471,2009
MN,education - other,3358,18418414,1152,1998924,94574,3893,4510,20417338,2009
MN,libraries,0,0,0,0,0,0,0,0,2009
MN,liquor stores,0,0,0,0,0,0,0,0,2009
MN,other and unallocable,3383,16864730,221,471630,22652,3511,3604,17336360,2009
MS,total,52132,179867680,12970,13036883,998370,57773,65102,192904563,2009
MS,financial administration,1409,5098948,55,86426,6352,1445,1464,5185374,2009
MS,other government administration,480,1933657,87,103609,5990,514,567,2037266,2009
MS,judicial and legal,731,4160448,8,10522,314,732,739,4170970,2009
MS,police protection - officers,726,2738955,0,0,0,726,726,2738955,2009
MS,police protection - other,492,1161348,0,0,0,492,492,1161348,2009
MS,corrections,3666,9581498,5,9136,608,3669,3671,9590634,2009
MS,highways,3375,9847713,14,37352,2452,3389,3389,9885065,2009
MS,air transportation,0,0,0,0,0,0,0,0,2009
MS,water transport and terminals,40,175397,0,0,0,40,40,175397,2009
MS,public welfare,2695,7211456,0,0,0,2695,2695,7211456,2009
MS,health,3016,10022530,76,199863,8351,3062,3092,10222393,2009
MS,hospitals,11814,34205084,404,818291,39655,12038,12218,35023375,2009
MS,social insurance administration,739,2456045,268,648274,46515,1002,1007,3104319,2009
MS,solid waste management,0,0,0,0,0,0,0,0,2009
MS,sewerage,0,0,0,0,0,0,0,0,2009
MS,parks and recreation,390,932837,114,72698,8332,437,504,1005535,2009
MS,housing and community development,0,0,0,0,0,0,0,0,2009
MS,natural resources,2891,8972875,713,632072,51275,3180,3604,9604947,2009
MS,water transport and terminals,50,128996,9,11205,979,56,59,140201,2009
MS,electric power,0,0,0,0,0,0,0,0,2009
MS,gas supply,0,0,0,0,0,0,0,0,2009
MS,transit,0,0,0,0,0,0,0,0,2009
MS,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2009
MS,education - elementary and secondary other,0,0,0,0,0,0,0,0,2009
MS,education - higher education instructional,5762,32013355,1522,2282796,109052,6378,7284,34296151,2009
MS,education - higher education other,9313,34509512,9171,7342882,651845,12997,18484,41852394,2009
MS,education - other,1602,5174659,31,49083,2874,1618,1633,5223742,2009
MS,libraries,0,0,0,0,0,0,0,0,2009
MS,liquor stores,120,325996,0,0,0,120,120,325996,2009
MS,other and unallocable,2821,9216371,493,732674,63776,3183,3314,9949045,2009
MO,total,79997,271796344,26073,24187994,1786079,90092,106070,295984338,2009
MO,financial administration,3129,11006821,242,306109,24423,3266,3371,11312930,2009
MO,other government administration,785,2661104,292,651028,32454,967,1077,3312132,2009
MO,judicial and legal,3161,9741367,283,416238,38856,3381,3444,10157605,2009
MO,police protection - officers,1167,5573324,0,0,0,1167,1167,5573324,2009
MO,police protection - other,1098,3335080,187,370012,29920,1267,1285,3705092,2009
MO,corrections,12681,32758592,273,232338,17996,12782,12954,32990930,2009
MO,highways,6166,21552778,357,297932,18844,6272,6523,21850710,2009
MO,air transportation,0,0,0,0,0,0,0,0,2009
MO,water transport and terminals,0,0,0,0,0,0,0,0,2009
MO,public welfare,7893,20385130,473,433182,28342,8054,8366,20818312,2009
MO,health,2742,7712528,266,360589,19103,2849,3008,8073117,2009
MO,hospitals,10956,32713838,1323,1906607,119394,11631,12279,34620445,2009
MO,social insurance administration,456,1504196,56,95552,4848,483,512,1599748,2009
MO,solid waste management,0,0,0,0,0,0,0,0,2009
MO,sewerage,0,0,0,0,0,0,0,0,2009
MO,parks and recreation,581,1683328,244,135963,13257,656,825,1819291,2009
MO,housing and community development,0,0,0,0,0,0,0,0,2009
MO,natural resources,2598,8635028,541,514618,51359,2888,3139,9149646,2009
MO,water transport and terminals,0,0,0,0,0,0,0,0,2009
MO,electric power,0,0,0,0,0,0,0,0,2009
MO,gas supply,0,0,0,0,0,0,0,0,2009
MO,transit,0,0,0,0,0,0,0,0,2009
MO,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2009
MO,education - elementary and secondary other,0,0,0,0,0,0,0,0,2009
MO,education - higher education instructional,8020,46916514,7360,9107125,492549,10803,15380,56023639,2009
MO,education - higher education other,13469,48788400,12751,7106303,758236,17761,26220,55894703,2009
MO,education - other,1075,3638502,1185,2012642,120328,1755,2260,5651144,2009
MO,libraries,0,0,0,0,0,0,0,0,2009
MO,liquor stores,0,0,0,0,0,0,0,0,2009
MO,other and unallocable,4020,13189814,240,241756,16170,4110,4260,13431570,2009
MT,total,17149,67719854,9211,9370262,609048,20590,26360,77090116,2009
MT,financial administration,969,3561880,83,138849,8949,1021,1052,3700729,2009
MT,other government administration,545,2056649,147,242805,16923,641,692,2299454,2009
MT,judicial and legal,640,2755338,127,304758,11229,704,767,3060096,2009
MT,police protection - officers,225,660526,4,9560,434,227,229,670086,2009
MT,police protection - other,249,882800,15,26453,1283,257,264,909253,2009
MT,corrections,1209,4175695,121,259968,14754,1292,1330,4435663,2009
MT,highways,2070,8999376,216,304724,15567,2158,2286,9304100,2009
MT,air transportation,0,0,0,0,0,0,0,0,2009
MT,water transport and terminals,0,0,0,0,0,0,0,0,2009
MT,public welfare,1578,5551690,238,412196,25495,1721,1816,5963886,2009
MT,health,855,3307862,110,222967,10441,913,965,3530829,2009
MT,hospitals,510,1765056,128,213481,12983,583,638,1978537,2009
MT,social insurance administration,699,2856492,51,91629,4455,724,750,2948121,2009
MT,solid waste management,0,0,0,0,0,0,0,0,2009
MT,sewerage,0,0,0,0,0,0,0,0,2009
MT,parks and recreation,76,272982,28,21086,1125,82,104,294068,2009
MT,housing and community development,0,0,0,0,0,0,0,0,2009
MT,natural resources,1390,5517304,287,357891,23709,1525,1677,5875195,2009
MT,water transport and terminals,0,0,0,0,0,0,0,0,2009
MT,electric power,0,0,0,0,0,0,0,0,2009
MT,gas supply,0,0,0,0,0,0,0,0,2009
MT,transit,0,0,0,0,0,0,0,0,2009
MT,education - elementary and secondary instructional,0,0,0,0,0,0,0,0,2009
MT,education - elementary and secondary other,0,0,0,0,0,0,0,0,2009
MT,education - higher education instructional,1360,7885531,1425,2178618,105033,1953,2785,10064149,2009
MT,education - higher education other,3344,11480098,5962,4168837,333677,5230,9306,15648935,2009
MT,education - other,317,1309915,141,202355,12675,388,458,1512270,2009
MT,libraries,0,0,0,0,0,0,0,0,2009
