state,year,government_function,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_march_full_time_and_part_time_employees,total_march_pay
GA,2012,education - elementary and secondary other,0,0,0,0,0,0,0,0
GA,2012,education - higher education total,47033,223832666,43407,41495664,2541596,61408,90440,265328330
GA,2012,education - higher education instructional,14193,89896639,16665,22665456,968278,19671,30858,112562095
GA,2012,education - higher education other,32840,133936027,26742,18830208,1573318,41737,59582,152766235
GA,2012,education - other,2780,12849003,192,339027,16323,2873,2972,13188030
GA,2012,libraries,0,0,0,0,0,0,0,0
GA,2012,liquor stores,0,0,0,0,0,0,0,0
GA,2012,other and unallocable,2985,11075177,214,187910,12168,3054,3199,11263087
HI,2012,total,51888,216628732,20205,19306328,919085,57293,72093,235935060
HI,2012,financial administration,638,2405868,2,4412,198,639,640,2410280
HI,2012,other government administration,644,2646565,167,284781,11254,707,811,2931346
HI,2012,judicial and legal,2447,10614719,58,139262,3683,2467,2505,10753981
HI,2012,police protection total,0,0,0,0,0,0,0,0
HI,2012,police protection - officers,0,0,0,0,0,0,0,0
HI,2012,police protection - other,0,0,0,0,0,0,0,0
HI,2012,fire protection total,0,0,0,0,0,0,0,0
HI,2012,fire protection - firefighters,0,0,0,0,0,0,0,0
HI,2012,fire protection - other,0,0,0,0,0,0,0,0
HI,2012,corrections,2260,9739471,11,45428,817,2264,2271,9784899
HI,2012,highways,847,3720324,15,11948,1172,854,862,3732272
HI,2012,air transportation,939,3778726,10,15922,760,943,949,3794648
HI,2012,water transport and terminals,197,779022,0,0,0,197,197,779022
HI,2012,public welfare,389,1514914,32,19558,2436,403,421,1534472
HI,2012,health,1904,8565488,49,118070,4144,1927,1953,8683558
HI,2012,hospitals,4198,20181817,685,2123937,60281,4539,4883,22305754
HI,2012,social insurance administration,284,1058550,21,37462,1670,293,305,1096012
HI,2012,solid waste management,0,0,0,0,0,0,0,0
HI,2012,sewerage,0,0,0,0,0,0,0,0
HI,2012,parks and recreation,131,464418,511,104814,6896,170,642,569232
HI,2012,housing and community development,0,0,0,0,0,0,0,0
HI,2012,natural resources,763,3151178,5,4732,400,765,768,3155910
HI,2012,water transport and terminals,0,0,0,0,0,0,0,0
HI,2012,electric power,0,0,0,0,0,0,0,0
HI,2012,gas supply,0,0,0,0,0,0,0,0
HI,2012,transit,0,0,0,0,0,0,0,0
HI,2012,education total,32268,132121308,18364,16113322,803748,37025,50632,148234630
HI,2012,education - elementary and secondary total,22238,85904406,12919,11787620,577446,25717,35157,97692026
HI,2012,education - elementary and secondary instructional,17049,71310940,11297,10645484,511404,20130,28346,81956424
HI,2012,education - elementary and secondary other,5189,14593466,1622,1142136,66042,5587,6811,15735602
HI,2012,education - higher education total,9918,45775098,5443,4320946,226142,11195,15361,50096044
HI,2012,education - higher education instructional,4174,26075066,721,885788,29288,4339,4895,26960854
HI,2012,education - higher education other,5744,19700032,4722,3435158,196854,6856,10466,23135190
HI,2012,education - other,112,441804,2,4756,160,113,114,446560
HI,2012,libraries,466,1601564,220,219044,17392,564,686,1820608
HI,2012,liquor stores,0,0,0,0,0,0,0,0
HI,2012,other and unallocable,3513,14284800,55,63636,4234,3536,3568,14348436
ID,2012,total,19347,84978098,10021,10268409,596620,22719,29368,95246507
ID,2012,financial administration,1202,5212529,150,248394,18898,1309,1352,5460923
ID,2012,other government administration,244,1007357,79,172186,10914,305,323,1179543
ID,2012,judicial and legal,455,3627801,60,162345,3238,473,515,3790146
ID,2012,police protection total,455,2134306,35,23153,1326,462,490,2157459
ID,2012,police protection - officers,255,1370413,0,0,0,255,255,1370413
ID,2012,police protection - other,200,763893,35,23153,1326,207,235,787046
ID,2012,fire protection total,0,0,0,0,0,0,0,0
ID,2012,fire protection - firefighters,0,0,0,0,0,0,0,0
ID,2012,fire protection - other,0,0,0,0,0,0,0,0
ID,2012,corrections,1986,7616437,34,66240,3924,2009,2020,7682677
ID,2012,highways,1478,5320683,62,110765,10806,1539,1540,5431448
ID,2012,air transportation,0,0,0,0,0,0,0,0
ID,2012,water transport and terminals,0,0,0,0,0,0,0,0
ID,2012,public welfare,1652,6132723,99,143820,7830,1697,1751,6276543
ID,2012,health,1588,6938957,292,653718,27119,1743,1880,7592675
ID,2012,hospitals,578,1822085,102,122118,9865,634,680,1944203
ID,2012,social insurance administration,519,2426474,165,471286,23078,649,684,2897760
ID,2012,solid waste management,0,0,0,0,0,0,0,0
ID,2012,sewerage,0,0,0,0,0,0,0,0
ID,2012,parks and recreation,166,587450,100,97716,7686,209,266,685166
ID,2012,housing and community development,0,0,0,0,0,0,0,0
ID,2012,natural resources,1509,6977055,658,933109,59822,1848,2167,7910164
ID,2012,water transport and terminals,0,0,0,0,0,0,0,0
ID,2012,electric power,0,0,0,0,0,0,0,0
ID,2012,gas supply,0,0,0,0,0,0,0,0
ID,2012,transit,0,0,0,0,0,0,0,0
ID,2012,education total,6357,29796924,7924,6770157,390917,8564,14281,36567081
ID,2012,education - elementary and secondary total,0,0,0,0,0,0,0,0
ID,2012,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
ID,2012,education - elementary and secondary other,0,0,0,0,0,0,0,0
ID,2012,education - higher education total,6022,28105990,7894,6727897,389105,8220,13916,34833887
ID,2012,education - higher education instructional,2144,12825719,2344,3226908,117939,2811,4488,16052627
ID,2012,education - higher education other,3878,15280271,5550,3500989,271166,5409,9428,18781260
ID,2012,education - other,335,1690934,30,42260,1812,344,365,1733194
ID,2012,libraries,0,0,0,0,0,0,0,0
ID,2012,liquor stores,161,541938,166,148415,13607,238,327,690353
ID,2012,other and unallocable,997,4835379,95,144987,7590,1040,1092,4980366
IL,2012,total,103497,573767355,52787,88556108,4420614,130126,156284,662323463
IL,2012,financial administration,4849,25490789,289,571434,30704,5035,5138,26062223
IL,2012,other government administration,2082,13296317,36,90972,3438,2102,2118,13387289
IL,2012,judicial and legal,2580,22485883,65,201612,4798,2609,2645,22687495
IL,2012,police protection total,3362,23603558,23,81118,1928,3373,3385,23684676
IL,2012,police protection - officers,2016,15352698,0,0,0,2016,2016,15352698
IL,2012,police protection - other,1346,8250860,23,81118,1928,1357,1369,8331978
IL,2012,fire protection total,0,0,0,0,0,0,0,0
IL,2012,fire protection - firefighters,0,0,0,0,0,0,0,0
IL,2012,fire protection - other,0,0,0,0,0,0,0,0
IL,2012,corrections,11156,62619494,3,15982,264,11158,11159,62635476
IL,2012,highways,5966,35052655,1165,4255452,130979,6755,7131,39308107
IL,2012,air transportation,0,0,0,0,0,0,0,0
IL,2012,water transport and terminals,56,353225,0,0,0,56,56,353225
IL,2012,public welfare,9026,51524410,34,106011,1932,9038,9060,51630421
IL,2012,health,2422,15061004,21,90469,1756,2432,2443,15151473
IL,2012,hospitals,10425,53210676,616,1605739,52552,10742,11041,54816415
IL,2012,social insurance administration,2015,11491954,238,933310,34750,2224,2253,12425264
IL,2012,solid waste management,0,0,0,0,0,0,0,0
IL,2012,sewerage,0,0,0,0,0,0,0,0
IL,2012,parks and recreation,421,2015011,26,81321,3591,442,447,2096332
IL,2012,housing and community development,0,0,0,0,0,0,0,0
IL,2012,natural resources,2168,10477625,1514,3064968,194893,3342,3682,13542593
IL,2012,water transport and terminals,0,0,0,0,0,0,0,0
IL,2012,electric power,0,0,0,0,0,0,0,0
IL,2012,gas supply,0,0,0,0,0,0,0,0
IL,2012,transit,0,0,0,0,0,0,0,0
IL,2012,education total,40755,213433039,48539,76957961,3939207,64485,89294,290391e3
IL,2012,education - elementary and secondary total,0,0,0,0,0,0,0,0
IL,2012,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
IL,2012,education - elementary and secondary other,0,0,0,0,0,0,0,0
IL,2012,education - higher education total,38923,203899859,48523,76895756,3937600,62644,87446,280795615
IL,2012,education - higher education instructional,13118,87311304,17716,36874300,1410307,21614,30834,124185604
IL,2012,education - higher education other,25805,116588555,30807,40021456,2527293,41030,56612,156610011
IL,2012,education - other,1832,9533180,16,62205,1607,1841,1848,9595385
IL,2012,libraries,0,0,0,0,0,0,0,0
IL,2012,liquor stores,0,0,0,0,0,0,0,0
IL,2012,other and unallocable,6214,33651715,218,499759,19822,6333,6432,34151474
IN,2012,total,74593,314597495,41376,35692501,2431219,88431,115969,350289996
IN,2012,financial administration,1960,8383980,26,35694,2077,1971,1986,8419674
IN,2012,other government administration,547,2334431,193,506682,20531,670,740,2841113
IN,2012,judicial and legal,1396,9441589,55,90874,5121,1427,1451,9532463
IN,2012,police protection total,1885,7917686,1,1701,151,1886,1886,7919387
IN,2012,police protection - officers,1321,6011936,0,0,0,1321,1321,6011936
IN,2012,police protection - other,564,1905750,1,1701,151,565,565,1907451
IN,2012,fire protection total,0,0,0,0,0,0,0,0
IN,2012,fire protection - firefighters,0,0,0,0,0,0,0,0
IN,2012,fire protection - other,0,0,0,0,0,0,0,0
IN,2012,corrections,6236,19466263,2,2261,186,6237,6238,19468524
IN,2012,highways,3698,12824321,137,287144,18392,3809,3835,13111465
IN,2012,air transportation,0,0,0,0,0,0,0,0
IN,2012,water transport and terminals,24,125603,0,0,0,24,24,125603
IN,2012,public welfare,4513,15282701,34,40825,3133,4532,4547,15323526
IN,2012,health,1674,6682003,9,20442,691,1678,1683,6702445
IN,2012,hospitals,1860,6159406,20,37241,2024,1871,1880,6196647
IN,2012,social insurance administration,1225,3819624,169,209133,18410,1336,1394,4028757
IN,2012,solid waste management,0,0,0,0,0,0,0,0
IN,2012,sewerage,0,0,0,0,0,0,0,0
IN,2012,parks and recreation,131,458191,46,43914,3984,155,177,502105
IN,2012,housing and community development,0,0,0,0,0,0,0,0
IN,2012,natural resources,2080,7568505,314,330698,25137,2231,2394,7899203
IN,2012,water transport and terminals,0,0,0,0,0,0,0,0
IN,2012,electric power,0,0,0,0,0,0,0,0
IN,2012,gas supply,0,0,0,0,0,0,0,0
IN,2012,transit,0,0,0,0,0,0,0,0
IN,2012,education total,45125,205423244,40237,33959543,2321840,58306,85362,239382787
IN,2012,education - elementary and secondary total,0,0,0,0,0,0,0,0
IN,2012,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
IN,2012,education - elementary and secondary other,0,0,0,0,0,0,0,0
IN,2012,education - higher education total,44158,201741679,40133,33889797,2316354,57307,84291,235631476
IN,2012,education - higher education instructional,19147,108000132,12922,18452189,893734,24208,32069,126452321
IN,2012,education - higher education other,25011,93741547,27211,15437608,1422620,33099,52222,109179155
IN,2012,education - other,967,3681565,104,69746,5486,999,1071,3751311
IN,2012,libraries,0,0,0,0,0,0,0,0
IN,2012,liquor stores,0,0,0,0,0,0,0,0
IN,2012,other and unallocable,2239,8709948,133,126349,9542,2298,2372,8836297
IA,2012,total,40562,235486682,26419,22839986,1304216,47929,66981,258326668
IA,2012,financial administration,994,4892149,36,100334,4624,1019,1030,4992483
IA,2012,other government administration,305,1587935,254,470785,19789,417,559,2058720
IA,2012,judicial and legal,2112,11415779,133,326295,14696,2195,2245,11742074
IA,2012,police protection total,936,5342915,18,19658,1007,942,954,5362573
IA,2012,police protection - officers,647,3826729,2,3173,210,648,649,3829902
IA,2012,police protection - other,289,1516186,16,16485,797,294,305,1532671
IA,2012,fire protection total,0,0,0,0,0,0,0,0
IA,2012,fire protection - firefighters,0,0,0,0,0,0,0,0
IA,2012,fire protection - other,0,0,0,0,0,0,0,0
IA,2012,corrections,2864,13769864,189,590481,22284,2989,3053,14360345
IA,2012,highways,2253,11001887,0,0,0,2253,2253,11001887
IA,2012,air transportation,0,0,0,0,0,0,0,0
IA,2012,water transport and terminals,0,0,0,0,0,0,0,0
IA,2012,public welfare,2711,12641906,54,135220,5793,2744,2765,12777126
IA,2012,health,410,2358106,53,92094,4116,433,463,2450200
IA,2012,hospitals,6103,40375974,3916,3231171,166578,7043,10019,43607145
IA,2012,social insurance administration,723,3485819,3,7938,392,725,726,3493757
IA,2012,solid waste management,0,0,0,0,0,0,0,0
IA,2012,sewerage,0,0,0,0,0,0,0,0
IA,2012,parks and recreation,98,566368,11,13797,1523,107,109,580165
IA,2012,housing and community development,0,0,0,0,0,0,0,0
IA,2012,natural resources,1468,7952571,205,246976,18375,1571,1673,8199547
IA,2012,water transport and terminals,0,0,0,0,0,0,0,0
IA,2012,electric power,0,0,0,0,0,0,0,0
IA,2012,gas supply,0,0,0,0,0,0,0,0
IA,2012,transit,0,0,0,0,0,0,0,0
IA,2012,education total,16934,106169818,21264,16978557,1014785,22667,38198,123148375
IA,2012,education - elementary and secondary total,0,0,0,0,0,0,0,0
IA,2012,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
IA,2012,education - elementary and secondary other,0,0,0,0,0,0,0,0
IA,2012,education - higher education total,15845,100308210,21175,16834628,1008482,21543,37020,117142838
IA,2012,education - higher education instructional,3588,35177091,7161,11418186,441013,6079,10749,46595277
IA,2012,education - higher education other,12257,65131119,14014,5416442,567469,15464,26271,70547561
IA,2012,education - other,1089,5861608,89,143929,6303,1124,1178,6005537
IA,2012,libraries,0,0,0,0,0,0,0,0
IA,2012,liquor stores,0,0,0,0,0,0,0,0
IA,2012,other and unallocable,2651,13925591,283,626680,30254,2824,2934,14552271
KS,2012,total,43163,191906491,15941,16778104,886016,48191,59104,208684595
KS,2012,financial administration,1679,6168055,105,197354,7613,1723,1784,6365409
KS,2012,other government administration,469,1607931,185,574627,23084,599,654,2182558
KS,2012,judicial and legal,2040,8699166,102,123544,7047,2079,2142,8822710
KS,2012,police protection total,1023,4409096,60,89731,5093,1052,1083,4498827
KS,2012,police protection - officers,305,1494253,21,35778,1953,316,326,1530031
KS,2012,police protection - other,718,2914843,39,53953,3140,736,757,2968796
KS,2012,fire protection total,0,0,0,0,0,0,0,0
KS,2012,fire protection - firefighters,0,0,0,0,0,0,0,0
KS,2012,fire protection - other,0,0,0,0,0,0,0,0
KS,2012,corrections,3282,10019763,17,25428,1537,3292,3299,10045191
KS,2012,highways,3057,10838618,108,140089,9112,3108,3165,10978707
KS,2012,air transportation,0,0,0,0,0,0,0,0
KS,2012,water transport and terminals,0,0,0,0,0,0,0,0
KS,2012,public welfare,2206,7258743,47,42014,4150,2229,2253,7300757
KS,2012,health,1039,4207316,30,56496,2254,1051,1069,4263812
KS,2012,hospitals,6618,30824153,1418,3341705,110396,7242,8036,34165858
KS,2012,social insurance administration,96,339488,1,204,33,96,97,339692
KS,2012,solid waste management,0,0,0,0,0,0,0,0
KS,2012,sewerage,0,0,0,0,0,0,0,0
KS,2012,parks and recreation,607,1699402,1,1167,128,608,608,1700569
KS,2012,housing and community development,0,0,0,0,0,0,0,0
KS,2012,natural resources,758,3164304,114,123586,8922,809,872,3287890
KS,2012,water transport and terminals,0,0,0,0,0,0,0,0
KS,2012,electric power,0,0,0,0,0,0,0,0
KS,2012,gas supply,0,0,0,0,0,0,0,0
KS,2012,transit,0,0,0,0,0,0,0,0
KS,2012,education total,17390,91405208,13539,11777005,695695,21341,30929,103182213
KS,2012,education - elementary and secondary total,0,0,0,0,0,0,0,0
KS,2012,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
KS,2012,education - elementary and secondary other,0,0,0,0,0,0,0,0
KS,2012,education - higher education total,16751,88739253,13454,11673154,691938,20680,30205,100412407
KS,2012,education - higher education instructional,6306,46270900,3979,6212276,242573,7681,10285,52483176
KS,2012,education - higher education other,10445,42468353,9475,5460878,449365,12999,19920,47929231
KS,2012,education - other,639,2665955,85,103851,3757,661,724,2769806
KS,2012,libraries,0,0,0,0,0,0,0,0
KS,2012,liquor stores,0,0,0,0,0,0,0,0
KS,2012,other and unallocable,2899,11265248,214,285154,10952,2962,3113,11550402
KY,2012,total,74593,300040072,25363,26205443,1825583,85308,99956,326245515
KY,2012,financial administration,2386,9177962,28,32074,1280,2393,2414,9210036
KY,2012,other government administration,681,3344695,188,633586,26596,842,869,3978281
KY,2012,judicial and legal,5579,19762485,178,262739,16960,5681,5757,20025224
KY,2012,police protection total,2386,9474837,6,8460,718,2390,2392,9483297
KY,2012,police protection - officers,1082,4827733,1,482,20,1082,1083,4828215
KY,2012,police protection - other,1304,4647104,5,7978,698,1308,1309,4655082
KY,2012,fire protection total,0,0,0,0,0,0,0,0
KY,2012,fire protection - firefighters,0,0,0,0,0,0,0,0
KY,2012,fire protection - other,0,0,0,0,0,0,0,0
KY,2012,corrections,4329,11412902,6,8001,806,4334,4335,11420903
KY,2012,highways,4481,14817644,12,23863,929,4487,4493,14841507
KY,2012,air transportation,0,0,0,0,0,0,0,0
KY,2012,water transport and terminals,0,0,0,0,0,0,0,0
KY,2012,public welfare,6839,20850013,8,17646,1222,6846,6847,20867659
KY,2012,health,3025,11989512,58,72437,3254,3044,3083,12061949
KY,2012,hospitals,5473,23418299,709,1379344,57701,5799,6182,24797643
KY,2012,social insurance administration,1320,4077192,0,0,0,1320,1320,4077192
KY,2012,solid waste management,0,0,0,0,0,0,0,0
KY,2012,sewerage,0,0,0,0,0,0,0,0
KY,2012,parks and recreation,1189,2712491,11,10493,1103,1195,1200,2722984
KY,2012,housing and community development,0,0,0,0,0,0,0,0
KY,2012,natural resources,2982,10605918,115,197288,10111,3040,3097,10803206
KY,2012,water transport and terminals,0,0,0,0,0,0,0,0
KY,2012,electric power,0,0,0,0,0,0,0,0
KY,2012,gas supply,0,0,0,0,0,0,0,0
KY,2012,transit,0,0,0,0,0,0,0,0
KY,2012,education total,31088,148025102,23815,23452482,1701742,41086,54903,171477584
KY,2012,education - elementary and secondary total,0,0,0,0,0,0,0,0
KY,2012,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
KY,2012,education - elementary and secondary other,0,0,0,0,0,0,0,0
KY,2012,education - higher education total,28836,138750575,23410,23122037,1684580,38731,52246,161872612
KY,2012,education - higher education instructional,9306,66907342,8066,11533135,569857,12657,17372,78440477
KY,2012,education - higher education other,19530,71843233,15344,11588902,1114723,26074,34874,83432135
KY,2012,education - other,2252,9274527,405,330445,17162,2355,2657,9604972
KY,2012,libraries,0,0,0,0,0,0,0,0
KY,2012,liquor stores,0,0,0,0,0,0,0,0
KY,2012,other and unallocable,2835,10371020,229,107030,3161,2851,3064,10478050
LA,2012,total,71082,310285203,21709,20615565,1321578,78694,92791,330900768
LA,2012,financial administration,2103,8693999,133,187835,13063,2175,2236,8881834
LA,2012,other government administration,2070,10106948,498,717064,43335,2313,2568,10824012
LA,2012,judicial and legal,1670,7335509,52,52216,3045,1688,1722,7387725
LA,2012,police protection total,1711,9252324,64,149024,6650,1749,1775,9401348
LA,2012,police protection - officers,1153,7008152,31,81200,3122,1171,1184,7089352
LA,2012,police protection - other,558,2244172,33,67824,3528,578,591,2311996
LA,2012,fire protection total,0,0,0,0,0,0,0,0
LA,2012,fire protection - firefighters,0,0,0,0,0,0,0,0
LA,2012,fire protection - other,0,0,0,0,0,0,0,0
LA,2012,corrections,6280,24363106,123,208898,20588,6396,6403,24572004
LA,2012,highways,4615,17951688,42,59760,3602,4636,4657,18011448
LA,2012,air transportation,0,0,0,0,0,0,0,0
LA,2012,water transport and terminals,268,1405301,0,0,0,268,268,1405301
LA,2012,public welfare,4950,18726139,148,205391,12725,5022,5098,18931530
LA,2012,health,2539,12001013,61,91436,4475,2565,2600,12092449
LA,2012,hospitals,11271,43170469,1228,1694128,96576,11817,12499,44864597
LA,2012,social insurance administration,1135,4263643,86,113378,7898,1180,1221,4377021
LA,2012,solid waste management,0,0,0,0,0,0,0,0
LA,2012,sewerage,0,0,0,0,0,0,0,0
LA,2012,parks and recreation,873,2830825,225,255362,23545,1006,1098,3086187
LA,2012,housing and community development,0,0,0,0,0,0,0,0
LA,2012,natural resources,3834,16308230,731,738432,54274,4154,4565,17046662
LA,2012,water transport and terminals,0,0,0,0,0,0,0,0
LA,2012,electric power,0,0,0,0,0,0,0,0
LA,2012,gas supply,0,0,0,0,0,0,0,0
LA,2012,transit,0,0,0,0,0,0,0,0
LA,2012,education total,25077,122526387,18152,15984696,1022295,30987,43229,138511083
LA,2012,education - elementary and secondary total,1001,4338466,13,29664,830,1006,1014,4368130
LA,2012,education - elementary and secondary instructional,865,3669541,10,18170,538,868,875,3687711
LA,2012,education - elementary and secondary other,136,668925,3,11494,292,138,139,680419
LA,2012,education - higher education total,21394,106360084,17564,15192375,987149,27104,38958,121552459
LA,2012,education - higher education instructional,7151,51249857,6177,8650768,402030,9470,13328,59900625
LA,2012,education - higher education other,14243,55110227,11387,6541607,585119,17634,25630,61651834
LA,2012,education - other,2682,11827837,575,762657,34316,2877,3257,12590494
LA,2012,libraries,0,0,0,0,0,0,0,0
LA,2012,liquor stores,0,0,0,0,0,0,0,0
LA,2012,other and unallocable,2686,11349622,166,157945,9507,2738,2852,11507567
ME,2012,total,18580,77626490,8635,8606896,443412,21100,27215,86233386
ME,2012,financial administration,1223,4671650,95,248053,9497,1277,1318,4919703
ME,2012,other government administration,305,1417561,200,618768,26471,455,505,2036329
ME,2012,judicial and legal,636,3633630,115,228760,9086,688,751,3862390
ME,2012,police protection total,522,2671246,2,4767,213,523,524,2676013
ME,2012,police protection - officers,301,1799185,0,0,0,301,301,1799185
ME,2012,police protection - other,221,872061,2,4767,213,222,223,876828
ME,2012,fire protection total,0,0,0,0,0,0,0,0
ME,2012,fire protection - firefighters,0,0,0,0,0,0,0,0
ME,2012,fire protection - other,0,0,0,0,0,0,0,0
ME,2012,corrections,1134,4612096,36,76305,3667,1154,1170,4688401
ME,2012,highways,2033,7499319,100,188097,9776,2088,2133,7687416
ME,2012,air transportation,0,0,0,0,0,0,0,0
ME,2012,water transport and terminals,67,252723,25,42262,3494,87,92,294985
ME,2012,public welfare,2662,9516309,59,130913,6023,2696,2721,9647222
ME,2012,health,998,4203890,51,185308,5416,1028,1049,4389198
ME,2012,hospitals,452,1905072,46,123457,5170,481,498,2028529
ME,2012,social insurance administration,369,1349459,7,14840,621,371,376,1364299
ME,2012,solid waste management,0,0,0,0,0,0,0,0
ME,2012,sewerage,0,0,0,0,0,0,0,0
ME,2012,parks and recreation,144,533673,21,36000,1375,153,165,569673
ME,2012,housing and community development,0,0,0,0,0,0,0,0
ME,2012,natural resources,958,4021967,201,299564,10343,1017,1159,4321531
ME,2012,water transport and terminals,0,0,0,0,0,0,0,0
ME,2012,electric power,0,0,0,0,0,0,0,0
ME,2012,gas supply,0,0,0,0,0,0,0,0
ME,2012,transit,0,0,0,0,0,0,0,0
ME,2012,education total,5734,25100975,7554,6120950,341648,7679,13288,31221925
ME,2012,education - elementary and secondary total,21,72722,37,68728,4586,47,58,141450
ME,2012,education - elementary and secondary instructional,16,59264,14,18402,2078,28,30,77666
ME,2012,education - elementary and secondary other,5,13458,23,50326,2508,19,28,63784
ME,2012,education - higher education total,5498,24136695,7517,6052222,337062,7417,13015,30188917
ME,2012,education - higher education instructional,1714,10222202,2671,3444559,132814,2475,4385,13666761
ME,2012,education - higher education other,3784,13914493,4846,2607663,204248,4942,8630,16522156
ME,2012,education - other,215,891558,0,0,0,215,215,891558
ME,2012,libraries,0,0,0,0,0,0,0,0
ME,2012,liquor stores,1,4444,0,0,0,1,1,4444
ME,2012,other and unallocable,1342,6232476,123,288852,10612,1402,1465,6521328
MD,2012,total,78112,376102490,13828,39256879,1550068,86873,91940,415359369
MD,2012,financial administration,2978,13293342,157,341617,18575,3084,3135,13634959
MD,2012,other government administration,1449,7834402,288,522566,17480,1548,1737,8356968
MD,2012,judicial and legal,4710,25983355,472,1141579,65651,5082,5182,27124934
MD,2012,police protection total,2306,11920833,34,89393,4911,2334,2340,12010226
MD,2012,police protection - officers,1484,8405787,0,0,0,1484,1484,8405787
MD,2012,police protection - other,822,3515046,34,89393,4911,850,856,3604439
MD,2012,fire protection total,0,0,0,0,0,0,0,0
MD,2012,fire protection - firefighters,0,0,0,0,0,0,0,0
MD,2012,fire protection - other,0,0,0,0,0,0,0,0
MD,2012,corrections,11988,51010354,366,853548,54493,12296,12354,51863902
MD,2012,highways,4544,20541063,0,0,0,4544,4544,20541063
MD,2012,air transportation,470,2330137,0,0,0,470,470,2330137
MD,2012,water transport and terminals,271,1505628,0,0,0,271,271,1505628
MD,2012,public welfare,6371,25843051,137,335131,19922,6484,6508,26178182
MD,2012,health,5530,25193529,790,1678805,98718,6087,6320,26872334
MD,2012,hospitals,3461,14751955,504,902218,41753,3696,3965,15654173
MD,2012,social insurance administration,929,4090702,153,342499,20728,1046,1082,4433201
MD,2012,solid waste management,0,0,0,0,0,0,0,0
MD,2012,sewerage,0,0,0,0,0,0,0,0
MD,2012,parks and recreation,348,1517665,120,178644,9699,403,468,1696309
MD,2012,housing and community development,0,0,0,0,0,0,0,0
MD,2012,natural resources,1810,9370917,304,713215,36946,2019,2114,10084132
MD,2012,water transport and terminals,0,0,0,0,0,0,0,0
MD,2012,electric power,0,0,0,0,0,0,0,0
MD,2012,gas supply,0,0,0,0,0,0,0,0
MD,2012,transit,717,3764069,0,0,0,717,717,3764069
MD,2012,education total,23912,128168301,9731,30316023,1064811,29928,33643,158484324
MD,2012,education - elementary and secondary total,0,0,0,0,0,0,0,0
MD,2012,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
MD,2012,education - elementary and secondary other,0,0,0,0,0,0,0,0
MD,2012,education - higher education total,22096,119511611,9395,29292104,1023660,27880,31491,148803715
MD,2012,education - higher education instructional,7024,53656689,4591,23181803,649897,10696,11615,76838492
MD,2012,education - higher education other,15072,65854922,4804,6110301,373763,17184,19876,71965223
MD,2012,education - other,1816,8656690,336,1023919,41151,2048,2152,9680609
MD,2012,libraries,0,0,0,0,0,0,0,0
MD,2012,liquor stores,0,0,0,0,0,0,0,0
MD,2012,other and unallocable,6318,28983187,772,1841641,96381,6864,7090,30824828
MA,2012,total,84612,448621372,34249,46227716,1688221,94699,118861,494849088
MA,2012,financial administration,3748,19394095,278,958841,15435,3840,4026,20352936
MA,2012,other government administration,1914,8039084,285,1274037,25569,2060,2199,9313121
MA,2012,judicial and legal,8709,46940781,471,1562610,25940,8864,9180,48503391
MA,2012,police protection total,2910,26067141,14,60374,647,2913,2924,26127515
MA,2012,police protection - officers,2143,21878912,1,2004,49,2143,2144,21880916
MA,2012,police protection - other,767,4188229,13,58370,598,770,780,4246599
MA,2012,fire protection total,0,0,0,0,0,0,0,0
MA,2012,fire protection - firefighters,0,0,0,0,0,0,0,0
MA,2012,fire protection - other,0,0,0,0,0,0,0,0
MA,2012,corrections,11699,57274168,147,404044,7458,11744,11846,57678212
MA,2012,highways,3081,16418222,48,174346,3224,3100,3129,16592568
MA,2012,air transportation,1002,6967219,0,0,0,1002,1002,6967219
MA,2012,water transport and terminals,160,1106138,0,0,0,160,160,1106138
MA,2012,public welfare,6647,34156261,480,1541048,27205,6810,7127,35697309
MA,2012,health,6790,32586234,961,2373203,82600,7288,7751,34959437
MA,2012,hospitals,5344,22313771,645,1946900,55557,5658,5989,24260671
MA,2012,social insurance administration,1496,7156140,44,193327,3078,1515,1540,7349467
MA,2012,solid waste management,0,0,0,0,0,0,0,0
MA,2012,sewerage,775,4909240,34,179689,2489,790,809,5088929
MA,2012,parks and recreation,931,4096694,145,165272,10540,991,1076,4261966
MA,2012,housing and community development,0,0,0,0,0,0,0,0
MA,2012,natural resources,1120,6396252,136,423306,10256,1182,1256,6819558
MA,2012,water transport and terminals,539,3129111,16,64559,1092,545,555,3193670
MA,2012,electric power,0,0,0,0,0,0,0,0
MA,2012,gas supply,0,0,0,0,0,0,0,0
MA,2012,transit,0,0,0,0,0,0,0,0
MA,2012,education total,23651,128040783,30305,34019763,1398038,32028,53956,162060546
MA,2012,education - elementary and secondary total,91,481098,19,19230,1096,97,110,500328
MA,2012,education - elementary and secondary instructional,62,342526,2,722,60,62,64,343248
MA,2012,education - elementary and secondary other,29,138572,17,18508,1036,35,46,157080
