state,government_function,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,equivalent_employees,march_pay,year
MA,other employees,577,2338302,5,10764,254,578,2349066,2002
MA,corrections,7112,29116673,76,177162,8757,7164,29293835,2002
MA,highways,3948,17071149,194,508248,23923,4085,17579397,2002
MA,air transportation,1112,6130555,158,236817,11954,1180,6367372,2002
MA,water transport and terminals,159,773290,7,9985,735,163,783275,2002
MA,public welfare,6821,27343871,654,1634106,88925,7356,28977977,2002
MA,health,7646,28806789,1277,2509969,121216,8376,31316758,2002
MA,hospitals,7167,21893970,924,1832700,80897,7624,23726670,2002
MA,social insurance administration,1492,5701836,191,394197,23324,1633,6096033,2002
MA,solid waste management,3,16559,0,0,0,3,16559,2002
MA,sewerage,1022,4942693,37,130593,5222,1052,5073286,2002
MA,parks and recreation,956,3168395,34,72451,3150,975,3240846,2002
MA,natural resources,1237,5447538,84,127742,8080,1286,5575280,2002
MA,water transport and terminals,616,2829773,18,55819,2343,630,2885592,2002
MA,instructional employees,49,193470,0,0,0,49,193470,2002
MA,other employees,38,135586,10,4547,170,39,140133,2002
MA,instructional employees,6389,34446243,9061,13152620,602798,9986,47598863,2002
MA,other employees,13534,47131580,12837,6633893,596801,17077,53765473,2002
MA,education - other,1115,4686224,100,261591,10267,1177,4947815,2002
MA,other and unallocable,3803,16858403,228,694719,20093,3924,17553122,2002
MI,total,112125,464587793,66452,70451498,5440126,143038,535039291,2002
MI,financial administration,2510,10315361,999,2260309,144055,3328,12575670,2002
MI,other government administration,1731,6148906,16,55990,1968,1742,6204896,2002
MI,judicial and legal,1970,9599165,48,103500,4824,1997,9702665,2002
MI,police protection - officers,2296,10417634,0,0,0,2296,10417634,2002
MI,other employees,1091,4172890,182,338399,21150,1211,4511289,2002
MI,corrections,18822,69664916,382,1175543,56198,19141,70840459,2002
MI,highways,2757,11318402,383,1096993,62410,3112,12415395,2002
MI,public welfare,11724,43242108,886,2790694,140452,12522,46032802,2002
MI,health,1721,7228386,253,478126,23897,1856,7706512,2002
MI,hospitals,9611,34972158,3465,6742150,460873,12230,41714308,2002
MI,social insurance administration,1077,4123349,138,312212,19899,1190,4435561,2002
MI,parks and recreation,230,863542,169,294549,15617,319,1158091,2002
MI,natural resources,4355,17585333,1203,1584127,122155,5048,19169460,2002
MI,instructional employees,676,1984175,127,173786,12634,748,2157961,2002
MI,other employees,182,463421,90,73150,7240,227,536571,2002
MI,instructional employees,13903,90977516,14386,23180069,1302762,21306,114157585,2002
MI,other employees,30245,111930752,42665,27634187,2927627,46880,139564939,2002
MI,education - other,1400,5905889,327,918210,45323,1658,6824099,2002
MI,other and unallocable,5824,23673890,733,1239504,71042,6227,24913394,2002
MN,total,62702,270725695,30927,32330617,2303419,75793,303056312,2002
MN,financial administration,2451,9848548,127,237405,19426,2562,10085953,2002
MN,other government administration,1239,4722595,172,364253,20670,1357,5086848,2002
MN,judicial and legal,2189,10299422,543,1455277,63600,2551,11754699,2002
MN,police protection - officers,544,2687767,0,0,0,544,2687767,2002
MN,other employees,399,1447887,24,43076,3038,416,1490963,2002
MN,corrections,3684,13415808,131,276230,17278,3782,13692038,2002
MN,highways,5067,21832582,262,359671,26172,5216,22192253,2002
MN,public welfare,1637,6365832,1102,2063251,177736,2646,8429083,2002
MN,health,2022,8855309,228,506765,27227,2177,9362074,2002
MN,hospitals,3383,13699935,1315,2862408,231190,4697,16562343,2002
MN,social insurance administration,1176,4633371,111,224924,12649,1248,4858295,2002
MN,sewerage,706,3405573,18,51456,2285,719,3457029,2002
MN,parks and recreation,534,2094918,154,175438,12137,602,2270356,2002
MN,natural resources,2952,11918295,633,889954,69917,3350,12808249,2002
MN,transit,2265,8865024,523,837479,43374,2511,9702503,2002
MN,instructional employees,10072,50173232,9582,10280374,525142,13053,60453606,2002
MN,other employees,15098,66838388,14338,10160819,969879,20611,76999207,2002
MN,education - other,3770,14925412,1462,1121072,56966,4095,16046484,2002
MN,other and unallocable,3514,14695797,202,420765,24733,3656,15116562,2002
MS,total,50916,143771292,14809,10497151,1068799,56988,154268443,2002
MS,financial administration,1192,3418824,26,11285,1321,1199,3430109,2002
MS,other government administration,459,1553136,76,100707,5481,490,1653843,2002
MS,judicial and legal,616,3080128,83,73650,5000,645,3153778,2002
MS,police protection - officers,671,1964985,0,0,0,671,1964985,2002
MS,other employees,528,1260917,0,0,0,528,1260917,2002
MS,corrections,4182,8623618,40,47538,4493,4208,8671156,2002
MS,highways,3178,7320920,8,11230,1088,3184,7332150,2002
MS,water transport and terminals,62,208069,2,1700,212,63,209769,2002
MS,public welfare,2924,6111756,0,0,0,2924,6111756,2002
MS,health,2963,7797375,87,186999,9940,3020,7984374,2002
MS,hospitals,11450,25536103,567,1292032,73014,11865,26828135,2002
MS,social insurance administration,762,2054089,324,615282,52018,1058,2669371,2002
MS,parks and recreation,306,565431,165,100054,14144,387,665485,2002
MS,natural resources,3042,7688838,807,570070,61446,3389,8258908,2002
MS,instructional employees,5438,28117337,1862,2033519,150158,6291,30150856,2002
MS,other employees,8618,26603300,10657,5317900,681634,12491,31921200,2002
MS,education - other,1495,3911431,43,37468,4233,1519,3948899,2002
MS,liquor stores,123,269657,0,0,0,123,269657,2002
MS,other and unallocable,2907,7685378,62,97717,4617,2933,7783095,2002
MO,total,82509,233078519,24772,18165931,1627645,91760,251244450,2002
MO,financial administration,2526,6859402,300,121833,18085,2629,6981235,2002
MO,other government administration,862,2403638,268,583540,35396,1063,2987178,2002
MO,judicial and legal,3700,12047094,272,440435,21344,3820,12487529,2002
MO,police protection - officers,1130,4078696,0,0,0,1130,4078696,2002
MO,other employees,1033,2465558,77,85360,10184,1091,2550918,2002
MO,corrections,11485,24516208,461,386593,26987,11638,24902801,2002
MO,highways,6176,18432456,341,337014,21876,6300,18769470,2002
MO,public welfare,8159,18338624,605,502324,50640,8447,18840948,2002
MO,health,3439,9159718,197,231384,16381,3532,9391102,2002
MO,hospitals,12302,30546734,1737,2485775,169474,13265,33032509,2002
MO,social insurance administration,661,1783984,17,8000,526,664,1791984,2002
MO,parks and recreation,586,1465630,190,81946,7590,629,1547576,2002
MO,natural resources,2396,7043239,509,444282,49323,2676,7487521,2002
MO,instructional employees,8086,37273324,7346,6695202,483129,10832,43968526,2002
MO,other employees,13100,37445586,11808,5185379,682278,16982,42630965,2002
MO,education - other,2082,5297880,400,4e+05,15516,2170,5697880,2002
MO,other and unallocable,4786,13920748,244,176864,18916,4892,14097612,2002
MT,total,14767,48068811,7828,7497221,532554,17793,55566032,2002
MT,financial administration,939,2551841,91,112405,10037,996,2664246,2002
MT,other government administration,332,1106574,46,41341,3286,350,1147915,2002
MT,judicial and legal,178,808628,79,164989,6350,214,973617,2002
MT,police protection - officers,193,591455,4,10443,441,196,601898,2002
MT,other employees,209,642014,41,28695,3046,226,670709,2002
MT,corrections,881,2439768,30,49040,3418,900,2488808,2002
MT,highways,1948,6481782,200,273296,18332,2052,6755078,2002
MT,public welfare,1388,3845654,227,325116,26804,1540,4170770,2002
MT,health,779,2104377,110,153096,12601,851,2257473,2002
MT,hospitals,500,1287952,109,129067,12635,572,1417019,2002
MT,social insurance administration,681,1978975,38,60823,4264,705,2039798,2002
MT,parks and recreation,59,173440,38,19713,2013,70,193153,2002
MT,natural resources,1241,3860937,269,236288,21681,1365,4097225,2002
MT,instructional employees,1399,8555233,1591,2743990,100332,1968,11299223,2002
MT,other employees,2636,7563221,4757,2880962,286167,4262,10444183,2002
MT,education - other,383,1074307,96,123300,10211,441,1197607,2002
MT,liquor stores,35,103741,6,5730,465,38,109471,2002
MT,other and unallocable,986,2898912,96,138927,10471,1047,3037839,2002
NE,total,28071,83737389,10859,7932755,899346,33184,91670144,2002
NE,financial administration,598,1818487,20,16781,1358,605,1835268,2002
NE,other government administration,285,929597,105,105123,7730,329,1034720,2002
NE,judicial and legal,677,2677178,68,51756,4499,703,2728934,2002
NE,police protection - officers,492,1690810,0,0,0,492,1690810,2002
NE,other employees,221,578528,7,9011,780,226,587539,2002
NE,corrections,2333,6252954,56,65360,5438,2364,6318314,2002
NE,highways,2178,6516834,10,16229,1116,2184,6533063,2002
NE,air transportation,28,100167,1,1107,91,29,101274,2002
NE,public welfare,2730,6306386,127,42567,6758,2769,6348953,2002
NE,health,754,2200199,88,132037,11165,817,2332236,2002
NE,hospitals,4170,10907047,1044,1706917,148878,5016,12613964,2002
NE,social insurance administration,261,777486,8,10259,797,266,787745,2002
NE,parks and recreation,237,617749,143,107125,15917,328,724874,2002
NE,natural resources,1561,4271820,764,579437,76358,1994,4851257,2002
NE,instructional employees,2784,13617431,1161,1311611,82427,3253,14929042,2002
NE,other employees,5953,16629307,6857,3565101,518960,8901,20194408,2002
NE,education - other,560,1853105,50,38139,3997,583,1891244,2002
NE,other and unallocable,2249,5992304,350,174195,13077,2325,6166499,2002
NV,total,21255,78186316,10958,8377847,567012,24471,86564163,2002
NV,financial administration,1148,3749456,41,52550,2038,1159,3802006,2002
NV,other government administration,930,3503251,86,84862,4625,956,3588113,2002
NV,judicial and legal,638,3141451,22,41650,889,643,3183101,2002
NV,police protection - officers,422,2338086,0,0,0,422,2338086,2002
NV,other employees,398,1659874,3,5114,133,399,1664988,2002
NV,corrections,3237,12177086,62,157077,3917,3259,12334163,2002
NV,highways,1672,5859962,4,1514,208,1673,5861476,2002
NV,public welfare,1105,3596692,17,25454,1203,1111,3622146,2002
NV,health,999,3884245,49,99689,3130,1017,3983934,2002
NV,hospitals,978,3802445,128,276183,10067,1035,4078628,2002
NV,social insurance administration,477,1576379,5,9688,387,479,1586067,2002
NV,parks and recreation,178,637944,11,18053,766,182,655997,2002
NV,natural resources,1077,3868998,400,360420,19125,1186,4229418,2002
NV,water transport and terminals,13,61162,0,0,0,13,61162,2002
NV,electric power,13,61162,0,0,0,13,61162,2002
NV,instructional employees,1890,10015930,2069,2930254,150174,2743,12946184,2002
NV,other employees,3974,9953794,7990,4237868,366981,6059,14191662,2002
NV,education - other,116,485480,7,15374,447,119,500854,2002
NV,other and unallocable,1990,7812919,64,62097,2922,2003,7875016,2002
NH,total,17107,57635382,8781,7404340,479116,19995,65039722,2002
NH,financial administration,508,1515296,44,38507,5289,539,1553803,2002
NH,other government administration,304,957817,88,93057,7159,346,1050874,2002
NH,judicial and legal,888,3229188,3,7760,348,890,3236948,2002
NH,police protection - officers,297,1386606,0,0,0,297,1386606,2002
NH,other employees,116,360621,17,16716,1574,125,377337,2002
NH,corrections,1449,4614106,58,87457,6011,1486,4701563,2002
NH,highways,1792,5786114,285,267801,23271,1932,6053915,2002
NH,water transport and terminals,3,9033,4,4457,328,5,13490,2002
NH,public welfare,1380,3950095,79,98439,5272,1412,4048534,2002
NH,health,935,3149352,83,79610,6245,973,3228962,2002
NH,hospitals,777,2211148,75,116257,1822,788,2327405,2002
NH,social insurance administration,369,1016970,50,68849,4096,394,1085819,2002
NH,parks and recreation,76,205698,225,127238,18166,186,332936,2002
NH,natural resources,520,1594160,188,162679,13010,599,1756839,2002
NH,instructional employees,1349,6267899,1754,2531749,57999,1698,8799648,2002
NH,other employees,3884,13725910,5086,3189041,269409,5508,16914951,2002
NH,education - other,325,994653,16,16824,1532,334,1011477,2002
NH,liquor stores,302,866066,378,235242,30965,489,1101308,2002
NH,other and unallocable,1833,5794650,348,262657,26620,1994,6057307,2002
NJ,total,136463,604987282,31996,28774149,1814424,147821,633761431,2002
NJ,financial administration,4987,20115501,445,597468,48655,5301,20712969,2002
NJ,other government administration,1368,6701378,53,62191,5065,1400,6763569,2002
NJ,judicial and legal,14172,61554294,138,211535,17226,14283,61765829,2002
NJ,police protection - officers,1342,4450514,18,28191,2296,1357,4478705,2002
NJ,other employees,2779,17766916,0,0,0,2779,17766916,2002
NJ,corrections,10146,44194743,21,27241,2218,10160,44221984,2002
NJ,highways,6997,30293431,831,787500,70664,7399,31080931,2002
NJ,water transport and terminals,106,409058,9,11529,1023,112,420587,2002
NJ,public welfare,6292,25354805,173,279601,19864,6420,25634406,2002
NJ,health,2777,12567997,57,92235,7510,2825,12660232,2002
NJ,hospitals,15423,52673600,1379,1613183,108063,16111,54286783,2002
NJ,social insurance administration,1386,5417450,267,543787,38267,1633,5961237,2002
NJ,solid waste management,647,3336547,1,664,53,647,3337211,2002
NJ,parks and recreation,1691,6814969,1089,1051633,83707,2174,7866602,2002
NJ,natural resources,2849,12391008,574,762378,29798,3030,13153386,2002
NJ,water transport and terminals,118,459044,3,1191,84,118,460235,2002
NJ,transit,10014,42905407,827,1181455,82034,10480,44086862,2002
NJ,instructional employees,11214,61312080,1692,2392842,126232,12077,63704922,2002
NJ,other employees,7014,19027634,1887,1497478,130616,7901,20525112,2002
NJ,instructional employees,7177,55046496,6394,7854340,263756,8814,62900836,2002
NJ,other employees,17517,74415482,15381,9040151,717685,21968,83455633,2002
NJ,education - other,3579,16318790,649,597408,48705,3893,16916198,2002
NJ,other and unallocable,6868,31460138,108,140148,10903,6939,31600286,2002
NM,total,39654,116986207,15140,14674551,1007278,45508,131660758,2002
NM,financial administration,1775,5564236,54,72066,7090,1815,5636302,2002
NM,other government administration,205,712990,24,43713,2261,219,756703,2002
NM,judicial and legal,2922,9416144,74,114819,7060,2961,9530963,2002
NM,police protection - officers,462,1666296,0,0,0,462,1666296,2002
NM,other employees,171,620158,0,0,0,171,620158,2002
NM,corrections,4010,11784890,82,118473,10293,4068,11903363,2002
NM,highways,2379,6335481,0,0,0,2379,6335481,2002
NM,air transportation,7,25682,0,0,0,7,25682,2002
NM,public welfare,1490,3879070,35,47056,4100,1513,3926126,2002
NM,health,2337,6219955,258,321259,21000,2460,6541214,2002
NM,hospitals,4941,14330924,2246,5253304,254366,6393,19584228,2002
NM,social insurance administration,515,1340637,9,15558,979,520,1356195,2002
NM,parks and recreation,660,1803854,86,142210,10308,718,1946064,2002
NM,natural resources,1664,5070584,161,172931,20094,1779,5243515,2002
NM,instructional employees,3861,13611686,3267,3454922,171094,4866,17066608,2002
NM,other employees,9772,26951927,8561,4710824,473885,12552,31662751,2002
NM,education - other,822,2584615,100,91267,8111,868,2675882,2002
NM,other and unallocable,1661,5067078,183,116149,16637,1757,5183227,2002
NY,total,235522,1020514837,45690,50033564,2865057,252559,1070548401,2002
NY,financial administration,13148,50488214,412,939825,44958,13412,51428039,2002
NY,other government administration,4627,17857109,1112,872792,67140,5009,18729901,2002
NY,judicial and legal,19065,103263248,563,1550194,75212,19493,104813442,2002
NY,police protection - officers,4451,26861773,0,0,0,4451,26861773,2002
NY,other employees,1630,5944466,162,142798,13729,1708,6087264,2002
NY,corrections,35079,148995375,357,884586,41059,35315,149879961,2002
NY,highways,12633,46176683,1053,1003701,87532,13130,47180384,2002
NY,air transportation,128,477573,14,27586,1771,138,505159,2002
NY,water transport and terminals,780,3682526,25,52621,2537,795,3735147,2002
NY,public welfare,6579,24974163,508,997379,56994,6905,25971542,2002
NY,health,9461,43649333,424,1076108,48211,9737,44725441,2002
NY,hospitals,42998,165178669,5232,11146914,522630,46002,176325583,2002
NY,social insurance administration,8496,32662768,113,271038,16749,8592,32933806,2002
NY,parks and recreation,1919,6933154,1381,2032930,169540,2882,8966084,2002
NY,natural resources,3403,14135381,57,123495,7062,3444,14258876,2002
NY,electric power,1609,11101575,55,103286,6550,1646,11204861,2002
NY,transit,15033,79070512,422,479557,42353,15274,79550069,2002
NY,instructional employees,13436,77868884,14795,15486691,720957,17847,93355575,2002
NY,other employees,24749,90983295,18196,11159173,863032,30036,102142468,2002
NY,education - other,4727,19429339,230,438561,23602,4861,19867900,2002
NY,other and unallocable,11571,50780797,579,1244329,53439,11882,52025126,2002
NC,total,119429,393461281,33720,37963653,2737388,134986,431424934,2002
NC,financial administration,4127,11259805,12,28999,1047,4134,11288804,2002
NC,other government administration,722,2797425,386,657563,40676,953,3454988,2002
NC,judicial and legal,5792,20959542,221,219138,10519,5852,21178680,2002
NC,police protection - officers,2372,9231873,0,0,0,2372,9231873,2002
NC,other employees,999,3031679,8,10081,732,1003,3041760,2002
NC,corrections,19898,52498665,627,1334302,72205,20308,53832967,2002
NC,highways,12159,32600151,0,0,0,12159,32600151,2002
NC,water transport and terminals,277,913514,1,280,28,277,913794,2002
NC,public welfare,1898,6291001,6,8610,293,1900,6299611,2002
NC,health,3955,14677093,207,234360,21644,4078,14911453,2002
NC,hospitals,16682,49786516,1510,4016670,200840,17823,53803186,2002
NC,social insurance administration,2415,7718441,236,345311,24974,2557,8063752,2002
NC,solid waste management,241,778430,0,0,0,241,778430,2002
NC,parks and recreation,922,2175804,164,86052,9890,978,2261856,2002
NC,natural resources,3737,10946862,773,1086783,69325,4130,12033645,2002
NC,instructional employees,10632,61818504,10588,17382552,794671,15147,79201056,2002
NC,other employees,25421,81929445,18719,12277686,1473557,33795,94207131,2002
NC,education - other,2819,9084035,103,126103,6008,2853,9210138,2002
NC,other and unallocable,4361,14962496,159,149163,10979,4426,15111659,2002
ND,total,13687,40938501,8115,5550873,520196,16643,46489374,2002
ND,financial administration,627,1699831,90,62281,8336,674,1762112,2002
ND,other government administration,188,492545,135,51880,2238,201,544425,2002
ND,judicial and legal,497,1658537,37,12599,1296,505,1671136,2002
ND,police protection - officers,130,420583,0,0,0,130,420583,2002
ND,other employees,92,227602,3,2171,148,93,229773,2002
ND,corrections,587,1483684,35,27969,2983,603,1511653,2002
ND,highways,926,2651700,32,38073,3149,944,2689773,2002
ND,public welfare,428,1052173,53,27838,2353,441,1080011,2002
ND,health,1225,3437102,234,81964,6184,1260,3519066,2002
ND,hospitals,990,2178393,193,57886,5948,1023,2236279,2002
ND,social insurance administration,384,1050344,57,69900,5800,417,1120244,2002
ND,parks and recreation,101,252258,32,21981,2295,114,274239,2002
ND,natural resources,1002,3249656,591,522569,84965,1485,3772225,2002
ND,instructional employees,1776,8433594,2243,3052845,186905,2838,11486439,2002
ND,other employees,3247,8120845,4202,1387085,196509,4365,9507930,2002
ND,education - other,282,802630,38,23756,1655,292,826386,2002
ND,other and unallocable,1205,3727024,140,110076,9432,1258,3837100,2002
OH,total,112801,410456129,65756,61624254,4469304,138230,472080383,2002
OH,financial administration,7965,33728968,595,872303,59972,8307,34601271,2002
OH,other government administration,782,3011177,140,111101,10268,840,3122278,2002
OH,judicial and legal,2498,10842083,438,1103978,58775,2831,11946061,2002
OH,police protection - officers,1437,6595349,0,0,0,1437,6595349,2002
OH,other employees,1224,3690295,14,26780,1981,1235,3717075,2002
OH,corrections,17143,60851429,67,128771,7381,17185,60980200,2002
OH,highways,6782,26082033,470,588121,45504,7041,26670154,2002
OH,public welfare,2552,10711310,221,250822,27598,2709,10962132,2002
OH,health,3562,15852002,309,369939,27876,3720,16221941,2002
OH,hospitals,9490,26301985,3075,6405829,361701,11545,32707814,2002
OH,social insurance administration,2140,8002965,548,550387,39099,2362,8553352,2002
OH,parks and recreation,584,2033386,236,317616,23991,720,2351002,2002
OH,natural resources,3380,10936715,866,1241233,89206,3887,12177948,2002
OH,instructional employees,15319,81481656,21379,26064622,1253947,22463,107546278,2002
OH,other employees,30795,80308524,36862,22832841,2419289,44554,103141365,2002
OH,education - other,2388,9880815,181,306349,14315,2471,10187164,2002
OH,other and unallocable,4760,20145437,355,453562,28401,4923,20598999,2002
OK,total,58232,180418430,24108,17972472,1423534,66380,198390902,2002
OK,financial administration,1763,5408278,103,142525,8772,1811,5550803,2002
OK,other government administration,866,2922768,157,197033,17723,967,3119801,2002
OK,judicial and legal,2597,9476234,213,244745,16856,2692,9720979,2002
OK,police protection - officers,1005,3630320,0,0,0,1005,3630320,2002
OK,other employees,807,2189655,93,86681,7311,848,2276336,2002
OK,corrections,5927,16536165,269,306653,20310,6042,16842818,2002
OK,highways,2816,8043940,87,89261,6243,2852,8133201,2002
OK,public welfare,5759,15272901,559,551758,51726,6053,15824659,2002
OK,health,5676,16337046,311,428458,27764,5832,16765504,2002
OK,hospitals,2471,6319392,275,311750,28761,2634,6631142,2002
OK,social insurance administration,1229,3620123,162,163679,12962,1303,3783802,2002
OK,solid waste management,72,215377,5,4683,593,75,220060,2002
OK,parks and recreation,842,1971498,411,251552,32509,1027,2223050,2002
OK,natural resources,1840,5214104,953,784357,67203,2221,5998461,2002
OK,electric power,479,2144794,6,9068,752,483,2153862,2002
OK,instructional employees,6141,30526995,5314,6689076,294323,7829,37216071,2002
OK,other employees,13442,37015946,14786,7307004,801502,18048,44322950,2002
OK,education - other,2084,6065271,151,138007,11238,2148,6203278,2002
OK,other and unallocable,2416,7507623,253,266182,16986,2510,7773805,2002
OR,total,47209,164481029,21202,19388022,1430842,55339,183869051,2002
OR,financial administration,3846,13611248,419,560327,43397,4092,14171575,2002
OR,other government administration,1062,3639324,231,389159,20734,1180,4028483,2002
OR,judicial and legal,2813,9901600,453,849538,50178,3099,10751138,2002
OR,police protection - officers,804,2813040,0,0,0,804,2813040,2002
OR,other employees,843,2801177,141,115340,5296,873,2916517,2002
OR,corrections,4751,16344894,194,402424,23304,4883,16747318,2002
OR,highways,3297,11191190,287,561302,38856,3518,11752492,2002
OR,air transportation,17,62062,0,0,0,17,62062,2002
OR,public welfare,5938,18758847,268,748393,28598,6100,19507240,2002
OR,health,2525,8376763,308,584824,28997,2689,8961587,2002
OR,hospitals,3211,9221203,1999,4283041,331945,5097,13504244,2002
OR,social insurance administration,2064,8001178,255,404701,30424,2237,8405879,2002
OR,parks and recreation,408,1203681,24,53476,4224,432,1257157,2002
OR,natural resources,2553,8477059,424,519842,40405,2783,8996901,2002
OR,instructional employees,4693,22357227,5081,4850603,314058,6477,27207830,2002
OR,other employees,5677,18207770,10725,4681548,447330,8219,22889318,2002
OR,education - other,1018,3517480,218,198289,11721,1084,3715769,2002
OR,liquor stores,171,532983,5,5301,350,173,538284,2002
OR,other and unallocable,1518,5462303,170,179914,11025,1582,5642217,2002
PA,total,137616,511551492,55675,56385735,3281571,157121,567937227,2002
PA,financial administration,7009,25120057,649,978278,90312,7554,26098335,2002
PA,other government administration,2987,9439538,1402,2584968,131972,3771,12024506,2002
PA,judicial and legal,2813,14733452,50,114521,7804,2860,14847973,2002
PA,police protection - officers,4470,19709896,0,0,0,4470,19709896,2002
PA,other employees,1167,5154221,3,8958,427,1170,5163179,2002
PA,corrections,16023,54816277,454,898324,70016,16445,55714601,2002
PA,highways,12849,42395826,642,1459570,92547,13398,43855396,2002
PA,air transportation,37,142551,0,0,0,37,142551,2002
PA,water transport and terminals,82,379376,0,0,0,82,379376,2002
PA,public welfare,12549,44196473,231,670144,31339,12738,44866617,2002
PA,health,1538,6006156,15,21946,1318,1547,6028102,2002
PA,hospitals,12861,36764169,849,1281186,58810,13215,38045355,2002
PA,social insurance administration,3674,13323070,558,1198529,79901,4155,14521599,2002
PA,parks and recreation,903,3123872,1344,2525760,182803,2004,5649632,2002
PA,natural resources,6365,24312836,1484,2591177,112698,7035,26904013,2002
PA,instructional employees,13194,87171527,10611,22223802,813104,17918,109395329,2002
PA,other employees,27807,85554374,35702,18388187,1486863,36701,103942561,2002
PA,education - other,3418,12277232,185,347699,23772,3561,12624931,2002
PA,liquor stores,2776,7773686,1087,412842,43381,3037,8186528,2002
PA,other and unallocable,5094,19156903,409,679844,54504,5423,19836747,2002
RI,total,18032,72875691,6480,5258903,342210,20091,78134594,2002
RI,financial administration,838,2995363,7,9110,443,841,3004473,2002
RI,other government administration,640,2113958,253,77083,1939,652,2191041,2002
RI,judicial and legal,1138,4762721,42,67514,2193,1152,4830235,2002
RI,police protection - officers,215,1452827,0,0,0,215,1452827,2002
RI,other employees,84,337423,5,8660,353,86,346083,2002
RI,corrections,1772,7944509,5,7966,217,1773,7952475,2002
RI,highways,884,3418714,8,13846,677,888,3432560,2002
RI,air transportation,164,615809,1,1689,100,165,617498,2002
RI,public welfare,1526,6526531,43,84263,4184,1553,6610794,2002
RI,health,1362,5632666,60,56743,1888,1373,5689409,2002
RI,hospitals,1247,5326479,17,34465,1284,1254,5360944,2002
RI,social insurance administration,516,2058338,21,62185,2245,530,2120523,2002
RI,solid waste management,110,521687,0,0,0,110,521687,2002
RI,sewerage,235,863526,5,10439,476,238,873965,2002
RI,parks and recreation,71,215203,3,3751,430,74,218954,2002
RI,natural resources,534,2220199,28,32569,2531,548,2252768,2002
RI,transit,668,2511460,38,77317,5948,702,2588777,2002
RI,instructional employees,370,1577789,88,87493,6255,406,1665282,2002
RI,other employees,102,310345,64,62227,5641,134,372572,2002
RI,instructional employees,1735,7785741,2543,2779234,135295,2564,10564975,2002
RI,other employees,2171,6871274,3069,1418141,150558,3057,8289415,2002
RI,education - other,506,2331089,124,304104,16840,616,2635193,2002
RI,other and unallocable,1144,4482040,56,60104,2713,1160,4542144,2002
SC,total,71068,210572526,20535,15722193,1222914,78367,226294719,2002
SC,financial administration,2028,6930500,40,71359,3112,2046,7001859,2002
SC,other government administration,577,1958382,492,396789,31965,770,2355171,2002
SC,judicial and legal,679,2798040,7,5916,416,682,2803956,2002
SC,police protection - officers,1386,4451364,0,0,0,1386,4451364,2002
SC,other employees,1725,4101950,12,18300,670,1729,4120250,2002
SC,corrections,8177,20067342,4,7704,238,8179,20075046,2002
SC,highways,4883,12646426,9,12910,490,4886,12659336,2002
SC,water transport and terminals,590,2392858,1,1184,93,591,2394042,2002
SC,public welfare,4989,12458548,21,28694,1094,4995,12487242,2002
SC,health,7101,19724178,177,381947,10224,7161,20106125,2002
SC,hospitals,8107,16981012,226,460002,27649,8266,17441014,2002
SC,social insurance administration,1341,3764680,4,5624,64,1341,3770304,2002
SC,parks and recreation,652,1621221,7,3396,425,654,1624617,2002
SC,natural resources,2118,6118621,161,139849,14923,2208,6258470,2002
SC,electric power,1716,7591950,19,61060,2451,1730,7653010,2002
SC,instructional employees,8317,41259864,8686,8532210,522806,11453,49792074,2002
SC,other employees,12603,33190900,10635,5547253,604604,16202,38738153,2002
SC,education - other,2778,8293232,22,30448,1084,2784,8323680,2002
SC,other and unallocable,1301,4221458,12,17548,606,1304,4239006,2002
SD,total,11504,34948505,4631,2895739,288964,13146,37844244,2002
SD,financial administration,324,980405,16,17759,1522,333,998164,2002
SD,other government administration,310,933831,58,39341,3254,328,973172,2002
SD,judicial and legal,492,1637273,84,84249,7034,532,1721522,2002
SD,police protection - officers,178,614201,0,0,0,178,614201,2002
SD,other employees,97,228124,3,2635,266,99,230759,2002
SD,corrections,773,1939349,52,63354,5333,804,2002703,2002
SD,highways,983,2968454,144,130916,12283,1053,3099370,2002
SD,public welfare,954,2312939,90,115416,10955,1016,2428355,2002
SD,health,559,1681388,95,175043,10246,617,1856431,2002
SD,hospitals,854,2096667,142,181278,15321,941,2277945,2002
SD,social insurance administration,276,627160,4,6609,523,279,633769,2002
SD,parks and recreation,123,306685,20,15757,1758,133,322442,2002
SD,natural resources,735,2125577,325,145669,16473,829,2271246,2002
SD,instructional employees,1307,7199585,1031,1033008,82461,1776,8232593,2002
SD,other employees,2199,5513593,2425,757128,110612,2827,6270721,2002
SD,education - other,369,965334,41,40222,3672,389,1005556,2002
SD,other and unallocable,971,2817940,101,87355,7251,1012,2905295,2002
TN,total,71725,214754531,25709,25494752,2075923,83892,240249283,2002
TN,financial administration,2634,8540383,53,68494,5691,2668,8608877,2002
TN,other government administration,789,2467638,63,75608,4194,814,2543246,2002
TN,judicial and legal,1990,8233437,11,22210,768,1994,8255647,2002
TN,police protection - officers,1192,4302642,0,0,0,1192,4302642,2002
TN,other employees,759,1835874,5,3636,360,761,1839510,2002
TN,corrections,6771,15728516,60,94794,5134,6802,15823310,2002
TN,highways,4485,11225842,5,350,14,4485,11226192,2002
TN,public welfare,5557,14327218,4,2652,266,5559,14329870,2002
TN,health,2936,8559095,126,195335,14182,3019,8754430,2002
TN,hospitals,9067,27572802,356,937518,56549,9389,28510320,2002
