state,year,government_function,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_march_full_time_and_part_time_employees,total_march_pay
GA,2014,education - elementary and secondary other,0,0,0,0,0,0,0,0
GA,2014,education - higher education total,48298,239192340,44291,42104547,2174786,60587,92589,281296887
GA,2014,education - higher education instructional,14825,96941197,17820,25529953,942803,20151,32645,122471150
GA,2014,education - higher education other,33473,142251143,26471,16574594,1231983,40436,59944,158825737
GA,2014,education - other,2458,11329451,128,261523,11166,2522,2586,11590974
GA,2014,libraries,0,0,0,0,0,0,0,0
GA,2014,liquor stores,0,0,0,0,0,0,0,0
GA,2014,other and unallocable,2303,8160402,82,133236,7306,2346,2385,8293638
HI,2014,total,52434,235981071,20353,20089190,1013800,58409,72787,256070261
HI,2014,financial administration,687,2803938,0,0,0,687,687,2803938
HI,2014,other government administration,697,3230897,150,364931,14292,777,847,3595828
HI,2014,judicial and legal,2483,11855772,54,120560,2654,2498,2537,11976332
HI,2014,police protection total,0,0,0,0,0,0,0,0
HI,2014,police protection - officers,0,0,0,0,0,0,0,0
HI,2014,police protection - other,0,0,0,0,0,0,0,0
HI,2014,fire protection total,0,0,0,0,0,0,0,0
HI,2014,fire protection - firefighters,0,0,0,0,0,0,0,0
HI,2014,fire protection - other,0,0,0,0,0,0,0,0
HI,2014,corrections,2424,11134766,12,54070,884,2429,2436,11188836
HI,2014,highways,883,4125206,14,10898,1094,889,897,4136104
HI,2014,air transportation,989,4124008,6,5010,456,992,995,4129018
HI,2014,water transport and terminals,220,898252,0,0,0,220,220,898252
HI,2014,public welfare,413,1718060,3,1486,228,414,416,1719546
HI,2014,health,1965,9462530,47,145328,4136,1988,2012,9607858
HI,2014,hospitals,4301,22277271,784,2183329,62694,4655,5085,24460600
HI,2014,social insurance administration,241,990570,30,64300,2398,255,271,1054870
HI,2014,solid waste management,0,0,0,0,0,0,0,0
HI,2014,sewerage,0,0,0,0,0,0,0,0
HI,2014,parks and recreation,135,509432,531,115596,7216,176,666,625028
HI,2014,housing and community development,0,0,0,0,0,0,0,0
HI,2014,natural resources,810,3600774,4,7754,336,812,814,3608528
HI,2014,water transport and terminals,0,0,0,0,0,0,0,0
HI,2014,electric power,0,0,0,0,0,0,0,0
HI,2014,gas supply,0,0,0,0,0,0,0,0
HI,2014,transit,0,0,0,0,0,0,0,0
HI,2014,education total,32024,141695366,18432,16752654,896232,37337,50456,158448020
HI,2014,education - elementary and secondary total,22277,93285906,13049,12327658,669608,26310,35326,105613564
HI,2014,education - elementary and secondary instructional,17138,77217138,11373,10936276,600502,20755,28511,88153414
HI,2014,education - elementary and secondary other,5139,16068768,1676,1391382,69106,5555,6815,17460150
HI,2014,education - higher education total,9622,47904770,5381,4421134,226464,10901,15003,52325904
HI,2014,education - higher education instructional,3748,25123870,887,1109182,36668,3955,4635,26233052
HI,2014,education - higher education other,5874,22780900,4494,3311952,189796,6946,10368,26092852
HI,2014,education - other,125,504690,2,3862,160,126,127,508552
HI,2014,libraries,448,1661436,245,210690,17904,549,693,1872126
HI,2014,liquor stores,0,0,0,0,0,0,0,0
HI,2014,other and unallocable,3714,15892793,41,52584,3276,3731,3755,15945377
ID,2014,total,19869,92050316,10415,10964171,629092,23423,30284,103014487
ID,2014,financial administration,1218,5933824,118,208637,15411,1305,1336,6142461
ID,2014,other government administration,235,1127972,87,190769,13629,311,322,1318741
ID,2014,judicial and legal,499,4104676,58,153174,2844,515,557,4257850
ID,2014,police protection total,477,2268177,23,34492,1955,488,500,2302669
ID,2014,police protection - officers,269,1460977,0,0,0,269,269,1460977
ID,2014,police protection - other,208,807200,23,34492,1955,219,231,841692
ID,2014,fire protection total,0,0,0,0,0,0,0,0
ID,2014,fire protection - firefighters,0,0,0,0,0,0,0,0
ID,2014,fire protection - other,0,0,0,0,0,0,0,0
ID,2014,corrections,2003,8733292,30,70310,3654,2024,2033,8803602
ID,2014,highways,1415,5460778,56,117565,9324,1468,1471,5578343
ID,2014,air transportation,0,0,0,0,0,0,0,0
ID,2014,water transport and terminals,0,0,0,0,0,0,0,0
ID,2014,public welfare,1697,6320516,104,242011,12389,1767,1801,6562527
ID,2014,health,1580,7313094,295,733481,27411,1734,1875,8046575
ID,2014,hospitals,542,1849584,101,166381,11601,608,643,2015965
ID,2014,social insurance administration,545,2763330,119,382288,15600,633,664,3145618
ID,2014,solid waste management,0,0,0,0,0,0,0,0
ID,2014,sewerage,0,0,0,0,0,0,0,0
ID,2014,parks and recreation,145,653030,85,103799,7039,185,230,756829
ID,2014,housing and community development,0,0,0,0,0,0,0,0
ID,2014,natural resources,1518,7563287,655,986433,59039,1851,2173,8549720
ID,2014,water transport and terminals,0,0,0,0,0,0,0,0
ID,2014,electric power,0,0,0,0,0,0,0,0
ID,2014,gas supply,0,0,0,0,0,0,0,0
ID,2014,transit,0,0,0,0,0,0,0,0
ID,2014,education total,6806,31635641,8439,7238381,428675,9228,15245,38874022
ID,2014,education - elementary and secondary total,0,0,0,0,0,0,0,0
ID,2014,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
ID,2014,education - elementary and secondary other,0,0,0,0,0,0,0,0
ID,2014,education - higher education total,6456,29642121,8418,7204273,427218,8871,14874,36846394
ID,2014,education - higher education instructional,2339,13536588,3230,4008167,144368,3155,5569,17544755
ID,2014,education - higher education other,4117,16105533,5188,3196106,282850,5716,9305,19301639
ID,2014,education - other,350,1993520,21,34108,1457,357,371,2027628
ID,2014,libraries,0,0,0,0,0,0,0,0
ID,2014,liquor stores,166,630026,159,185635,13602,243,325,815661
ID,2014,other and unallocable,1023,5693089,86,150815,6919,1063,1109,5843904
IL,2014,total,103031,593172123,51710,87519756,3473192,123954,154741,680691879
IL,2014,financial administration,4717,23944757,317,613968,30312,4899,5034,24558725
IL,2014,other government administration,2008,12960788,39,55844,2259,2021,2047,13016632
IL,2014,judicial and legal,2549,22653078,31,122762,3420,2570,2580,22775840
IL,2014,police protection total,3261,21734614,13,30500,722,3266,3274,21765114
IL,2014,police protection - officers,1988,14341208,0,0,0,1988,1988,14341208
IL,2014,police protection - other,1273,7393406,13,30500,722,1278,1286,7423906
IL,2014,fire protection total,0,0,0,0,0,0,0,0
IL,2014,fire protection - firefighters,0,0,0,0,0,0,0,0
IL,2014,fire protection - other,0,0,0,0,0,0,0,0
IL,2014,corrections,11809,72866902,0,0,0,11809,11809,72866902
IL,2014,highways,5839,37311951,1526,6756217,171511,6872,7365,44068168
IL,2014,air transportation,0,0,0,0,0,0,0,0
IL,2014,water transport and terminals,45,286884,0,0,0,45,45,286884
IL,2014,public welfare,9314,53510668,34,117482,2726,9330,9348,53628150
IL,2014,health,2342,15554275,18,66686,1324,2350,2360,15620961
IL,2014,hospitals,9602,51634710,607,1616361,41231,9850,10209,53251071
IL,2014,social insurance administration,1573,9397355,0,0,0,1573,1573,9397355
IL,2014,solid waste management,0,0,0,0,0,0,0,0
IL,2014,sewerage,0,0,0,0,0,0,0,0
IL,2014,parks and recreation,364,1806952,26,78406,3578,385,390,1885358
IL,2014,housing and community development,0,0,0,0,0,0,0,0
IL,2014,natural resources,2197,11234037,1319,3351096,140372,3043,3516,14585133
IL,2014,water transport and terminals,0,0,0,0,0,0,0,0
IL,2014,electric power,0,0,0,0,0,0,0,0
IL,2014,gas supply,0,0,0,0,0,0,0,0
IL,2014,transit,0,0,0,0,0,0,0,0
IL,2014,education total,41380,223444331,47580,74257785,3057809,59802,88960,297702116
IL,2014,education - elementary and secondary total,0,0,0,0,0,0,0,0
IL,2014,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
IL,2014,education - elementary and secondary other,0,0,0,0,0,0,0,0
IL,2014,education - higher education total,39454,214085781,47557,74208139,3055713,57863,87011,288293920
IL,2014,education - higher education instructional,12806,86279462,17697,35452964,930166,18410,30503,121732426
IL,2014,education - higher education other,26648,127806319,29860,38755175,2125547,39453,56508,166561494
IL,2014,education - other,1926,9358550,23,49646,2096,1939,1949,9408196
IL,2014,libraries,0,0,0,0,0,0,0,0
IL,2014,liquor stores,0,0,0,0,0,0,0,0
IL,2014,other and unallocable,6031,34830821,200,452649,17928,6139,6231,35283470
IN,2014,total,74486,319080345,42117,34496518,2320945,87671,116603,353576863
IN,2014,financial administration,1789,7489616,18,35130,1649,1798,1807,7524746
IN,2014,other government administration,555,2486808,265,590828,39714,780,820,3077636
IN,2014,judicial and legal,1402,9028592,55,63526,3678,1423,1457,9092118
IN,2014,police protection total,1882,8057736,0,0,0,1882,1882,8057736
IN,2014,police protection - officers,1310,6205638,0,0,0,1310,1310,6205638
IN,2014,police protection - other,572,1852098,0,0,0,572,572,1852098
IN,2014,fire protection total,0,0,0,0,0,0,0,0
IN,2014,fire protection - firefighters,0,0,0,0,0,0,0,0
IN,2014,fire protection - other,0,0,0,0,0,0,0,0
IN,2014,corrections,6081,16995934,1,1098,90,6082,6082,16997032
IN,2014,highways,3465,12127092,94,183004,10636,3525,3559,12310096
IN,2014,air transportation,0,0,0,0,0,0,0,0
IN,2014,water transport and terminals,28,166313,8,5e3,80,28,36,171313
IN,2014,public welfare,5096,15828330,24,29384,2156,5108,5120,15857714
IN,2014,health,1674,6226912,9,20312,708,1678,1683,6247224
IN,2014,hospitals,1878,5648392,29,40618,2112,1889,1907,5689010
IN,2014,social insurance administration,1220,3424222,97,102646,8714,1269,1317,3526868
IN,2014,solid waste management,0,0,0,0,0,0,0,0
IN,2014,sewerage,0,0,0,0,0,0,0,0
IN,2014,parks and recreation,132,463490,51,45641,4112,156,183,509131
IN,2014,housing and community development,0,0,0,0,0,0,0,0
IN,2014,natural resources,2136,7837599,276,324263,23383,2272,2412,8161862
IN,2014,water transport and terminals,0,0,0,0,0,0,0,0
IN,2014,electric power,0,0,0,0,0,0,0,0
IN,2014,gas supply,0,0,0,0,0,0,0,0
IN,2014,transit,0,0,0,0,0,0,0,0
IN,2014,education total,44871,215169175,41020,32930729,2214350,57448,85891,248099904
IN,2014,education - elementary and secondary total,0,0,0,0,0,0,0,0
IN,2014,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
IN,2014,education - elementary and secondary other,0,0,0,0,0,0,0,0
IN,2014,education - higher education total,43955,211937957,40882,32845199,2208142,56497,84837,244783156
IN,2014,education - higher education instructional,18983,114398334,11301,17972169,892767,24045,30284,132370503
IN,2014,education - higher education other,24972,97539623,29581,14873030,1315375,32452,54553,112412653
IN,2014,education - other,916,3231218,138,85530,6208,951,1054,3316748
IN,2014,libraries,0,0,0,0,0,0,0,0
IN,2014,liquor stores,0,0,0,0,0,0,0,0
IN,2014,other and unallocable,2277,8130134,170,124339,9563,2333,2447,8254473
IA,2014,total,40373,249639214,28669,24104461,1747310,50242,69042,273743675
IA,2014,financial administration,1323,7118076,50,120022,5606,1353,1373,7238098
IA,2014,other government administration,354,1903070,253,545931,36538,560,607,2449001
IA,2014,judicial and legal,2220,12358168,95,238421,10917,2282,2315,12596589
IA,2014,police protection total,937,5376237,18,18392,899,943,955,5394629
IA,2014,police protection - officers,648,3855200,2,1853,102,649,650,3857053
IA,2014,police protection - other,289,1521037,16,16539,797,294,305,1537576
IA,2014,fire protection total,0,0,0,0,0,0,0,0
IA,2014,fire protection - firefighters,0,0,0,0,0,0,0,0
IA,2014,fire protection - other,0,0,0,0,0,0,0,0
IA,2014,corrections,2801,14077797,184,584299,21288,2921,2985,14662096
IA,2014,highways,2184,12213322,294,218829,13691,2261,2478,12432151
IA,2014,air transportation,0,0,0,0,0,0,0,0
IA,2014,water transport and terminals,0,0,0,0,0,0,0,0
IA,2014,public welfare,2622,13194638,46,139554,5281,2651,2668,13334192
IA,2014,health,390,2362353,54,116146,4251,414,444,2478499
IA,2014,hospitals,6844,41284848,4671,3035254,193256,7934,11515,44320102
IA,2014,social insurance administration,561,2868253,2,3895,217,562,563,2872148
IA,2014,solid waste management,0,0,0,0,0,0,0,0
IA,2014,sewerage,0,0,0,0,0,0,0,0
IA,2014,parks and recreation,98,568181,11,13842,1523,107,109,582023
IA,2014,housing and community development,89,585395,6,15228,629,93,95,600623
IA,2014,natural resources,1505,8312782,169,248585,15764,1594,1674,8561367
IA,2014,water transport and terminals,0,0,0,0,0,0,0,0
IA,2014,electric power,0,0,0,0,0,0,0,0
IA,2014,gas supply,0,0,0,0,0,0,0,0
IA,2014,transit,0,0,0,0,0,0,0,0
IA,2014,education total,16075,114551406,22489,18010520,1399437,23981,38564,132561926
IA,2014,education - elementary and secondary total,0,0,0,0,0,0,0,0
IA,2014,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
IA,2014,education - elementary and secondary other,0,0,0,0,0,0,0,0
IA,2014,education - higher education total,15084,109000944,22390,17690133,1390799,22941,37474,126691077
IA,2014,education - higher education instructional,3642,37167912,6608,11245287,421813,6025,10250,48413199
IA,2014,education - higher education other,11442,71833032,15782,6444846,968986,16916,27224,78277878
IA,2014,education - other,991,5550462,99,320387,8638,1040,1090,5870849
IA,2014,libraries,0,0,0,0,0,0,0,0
IA,2014,liquor stores,0,0,0,0,0,0,0,0
IA,2014,other and unallocable,2370,12864688,327,795543,38013,2586,2697,13660231
KS,2014,total,44727,202111553,17319,18505024,953553,50184,62046,220616577
KS,2014,financial administration,1732,6789107,62,69745,3783,1753,1794,6858852
KS,2014,other government administration,457,1522598,187,457176,19077,564,644,1979774
KS,2014,judicial and legal,2062,8864120,119,134996,7469,2104,2181,8999116
KS,2014,police protection total,1026,4521781,56,78630,4404,1051,1082,4600411
KS,2014,police protection - officers,268,1412087,22,39326,1935,279,290,1451413
KS,2014,police protection - other,758,3109694,34,39304,2469,772,792,3148998
KS,2014,fire protection total,0,0,0,0,0,0,0,0
KS,2014,fire protection - firefighters,0,0,0,0,0,0,0,0
KS,2014,fire protection - other,0,0,0,0,0,0,0,0
KS,2014,corrections,3427,10744792,17,21237,1342,3435,3444,10766029
KS,2014,highways,2781,10812771,122,143634,9356,2834,2903,10956405
KS,2014,air transportation,0,0,0,0,0,0,0,0
KS,2014,water transport and terminals,0,0,0,0,0,0,0,0
KS,2014,public welfare,2902,9998830,51,39363,3889,2924,2953,10038193
KS,2014,health,1008,4157591,25,50442,2001,1019,1033,4208033
KS,2014,hospitals,7761,35083342,1755,4320377,152681,8678,9516,39403719
KS,2014,social insurance administration,96,340573,1,204,33,96,97,340777
KS,2014,solid waste management,0,0,0,0,0,0,0,0
KS,2014,sewerage,0,0,0,0,0,0,0,0
KS,2014,parks and recreation,517,1594303,1,436,35,517,518,1594739
KS,2014,housing and community development,0,0,0,0,0,0,0,0
KS,2014,natural resources,757,3172244,97,106031,7237,798,854,3278275
KS,2014,water transport and terminals,0,0,0,0,0,0,0,0
KS,2014,electric power,0,0,0,0,0,0,0,0
KS,2014,gas supply,0,0,0,0,0,0,0,0
KS,2014,transit,0,0,0,0,0,0,0,0
KS,2014,education total,18031,95596334,14634,12809081,728750,22168,32665,108405415
KS,2014,education - elementary and secondary total,0,0,0,0,0,0,0,0
KS,2014,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
KS,2014,education - elementary and secondary other,0,0,0,0,0,0,0,0
KS,2014,education - higher education total,17420,92994254,14555,12704005,724398,21533,31975,105698259
KS,2014,education - higher education instructional,6430,47382527,3802,6351721,240011,7790,10232,53734248
KS,2014,education - higher education other,10990,45611727,10753,6352284,484387,13743,21743,51964011
KS,2014,education - other,611,2602080,79,105076,4352,635,690,2707156
KS,2014,libraries,0,0,0,0,0,0,0,0
KS,2014,liquor stores,0,0,0,0,0,0,0,0
KS,2014,other and unallocable,2170,8913167,192,273672,13496,2243,2362,9186839
KY,2014,total,74017,311321769,26327,27452465,1796526,84568,100344,338774234
KY,2014,financial administration,2568,9848636,33,37807,1437,2576,2601,9886443
KY,2014,other government administration,756,3925005,352,840210,30819,943,1108,4765215
KY,2014,judicial and legal,5051,18198971,176,267828,17036,5154,5227,18466799
KY,2014,police protection total,2069,7934007,5,8402,484,2072,2074,7942409
KY,2014,police protection - officers,1048,3969194,1,1751,102,1049,1049,3970945
KY,2014,police protection - other,1021,3964813,4,6651,382,1023,1025,3971464
KY,2014,fire protection total,0,0,0,0,0,0,0,0
KY,2014,fire protection - firefighters,0,0,0,0,0,0,0,0
KY,2014,fire protection - other,0,0,0,0,0,0,0,0
KY,2014,corrections,4332,11361261,11,12383,784,4337,4343,11373644
KY,2014,highways,4441,14479354,17,33873,1344,4449,4458,14513227
KY,2014,air transportation,30,122671,1,100,2,30,31,122771
KY,2014,water transport and terminals,0,0,0,0,0,0,0,0
KY,2014,public welfare,7152,21904726,17,27904,1306,7159,7169,21932630
KY,2014,health,3006,12290714,69,83866,3640,3026,3075,12374580
KY,2014,hospitals,5789,25790729,786,1507486,61228,6135,6575,27298215
KY,2014,social insurance administration,1268,3845931,25,41317,1854,1279,1293,3887248
KY,2014,solid waste management,0,0,0,0,0,0,0,0
KY,2014,sewerage,0,0,0,0,0,0,0,0
KY,2014,parks and recreation,1058,2600968,7,4895,425,1061,1065,2605863
KY,2014,housing and community development,0,0,0,0,0,0,0,0
KY,2014,natural resources,2681,9664891,133,231439,15920,2772,2814,9896330
KY,2014,water transport and terminals,0,0,0,0,0,0,0,0
KY,2014,electric power,0,0,0,0,0,0,0,0
KY,2014,gas supply,0,0,0,0,0,0,0,0
KY,2014,transit,0,0,0,0,0,0,0,0
KY,2014,education total,31124,159630655,24453,24246470,1654969,40852,55577,183877125
KY,2014,education - elementary and secondary total,0,0,0,0,0,0,0,0
KY,2014,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
KY,2014,education - elementary and secondary other,0,0,0,0,0,0,0,0
KY,2014,education - higher education total,29024,150757915,24082,23948344,1640561,38664,53106,174706259
KY,2014,education - higher education instructional,9273,72201169,7708,11833526,511089,12275,16981,84034695
KY,2014,education - higher education other,19751,78556746,16374,12114818,1129472,26389,36125,90671564
KY,2014,education - other,2100,8872740,371,298126,14408,2188,2471,9170866
KY,2014,libraries,0,0,0,0,0,0,0,0
KY,2014,liquor stores,0,0,0,0,0,0,0,0
KY,2014,other and unallocable,2692,9723250,242,108485,5278,2723,2934,9831735
LA,2014,total,69592,308485365,20804,20753962,1284305,77005,90396,329239327
LA,2014,financial administration,1909,8336759,131,199401,12706,1981,2040,8536160
LA,2014,other government administration,2061,10191400,545,708962,41025,2291,2606,10900362
LA,2014,judicial and legal,1628,7461257,51,64705,2793,1643,1679,7525962
LA,2014,police protection total,1656,8944682,61,140710,5859,1689,1717,9085392
LA,2014,police protection - officers,1116,6784503,30,78609,3023,1133,1146,6863112
LA,2014,police protection - other,540,2160179,31,62101,2836,556,571,2222280
LA,2014,fire protection total,0,0,0,0,0,0,0,0
LA,2014,fire protection - firefighters,0,0,0,0,0,0,0,0
LA,2014,fire protection - other,0,0,0,0,0,0,0,0
LA,2014,corrections,5847,23621721,85,146444,8412,5895,5932,23768165
LA,2014,highways,4409,18529141,41,58589,3012,4426,4450,18587730
LA,2014,air transportation,0,0,0,0,0,0,0,0
LA,2014,water transport and terminals,281,1532693,0,0,0,281,281,1532693
LA,2014,public welfare,5475,20279334,168,234925,14732,5559,5643,20514259
LA,2014,health,3646,17381301,139,348310,12957,3719,3785,17729611
LA,2014,hospitals,9245,36032402,999,1478581,98194,9800,10244,37510983
LA,2014,social insurance administration,1117,4177084,41,40136,3437,1136,1158,4217220
LA,2014,solid waste management,0,0,0,0,0,0,0,0
LA,2014,sewerage,0,0,0,0,0,0,0,0
LA,2014,parks and recreation,880,2985331,260,299268,25081,1022,1140,3284599
LA,2014,housing and community development,0,0,0,0,0,0,0,0
LA,2014,natural resources,3771,16933910,749,753407,53588,4088,4520,17687317
LA,2014,water transport and terminals,0,0,0,0,0,0,0,0
LA,2014,electric power,0,0,0,0,0,0,0,0
LA,2014,gas supply,0,0,0,0,0,0,0,0
LA,2014,transit,0,0,0,0,0,0,0,0
LA,2014,education total,25166,120921006,17373,16104020,992914,30919,42539,137025026
LA,2014,education - elementary and secondary total,524,2290570,71,79243,4046,547,595,2369813
LA,2014,education - elementary and secondary instructional,453,1937398,57,42233,2310,466,510,1979631
LA,2014,education - elementary and secondary other,71,353172,14,37010,1736,81,85,390182
LA,2014,education - higher education total,22200,107963791,16758,15200865,954589,27734,38958,123164656
LA,2014,education - higher education instructional,7252,51920991,5518,8166279,362799,9350,12770,60087270
LA,2014,education - higher education other,14948,56042800,11240,7034586,591790,18384,26188,63077386
LA,2014,education - other,2442,10666645,544,823912,34279,2638,2986,11490557
LA,2014,libraries,0,0,0,0,0,0,0,0
LA,2014,liquor stores,0,0,0,0,0,0,0,0
LA,2014,other and unallocable,2501,11157344,161,176504,9595,2556,2662,11333848
ME,2014,total,18723,80137447,8269,8098946,420669,21111,26992,88236393
ME,2014,financial administration,1254,4833400,47,182883,6547,1290,1301,5016283
ME,2014,other government administration,282,1369486,194,531165,22778,410,476,1900651
ME,2014,judicial and legal,665,3245102,125,271308,11228,729,790,3516410
ME,2014,police protection total,516,2680681,3,6278,301,518,519,2686959
ME,2014,police protection - officers,306,1829890,0,0,0,306,306,1829890
ME,2014,police protection - other,210,850791,3,6278,301,212,213,857069
ME,2014,fire protection total,0,0,0,0,0,0,0,0
ME,2014,fire protection - firefighters,0,0,0,0,0,0,0,0
ME,2014,fire protection - other,0,0,0,0,0,0,0,0
ME,2014,corrections,1166,4392412,23,45962,2163,1179,1189,4438374
ME,2014,highways,1977,8204745,130,217204,11871,2044,2107,8421949
ME,2014,air transportation,0,0,0,0,0,0,0,0
ME,2014,water transport and terminals,66,262991,21,45570,2974,83,87,308561
ME,2014,public welfare,2800,10129272,43,90945,4181,2824,2843,10220217
ME,2014,health,987,4265015,19,72395,2346,1000,1006,4337410
ME,2014,hospitals,430,1776887,42,104016,4418,455,472,1880903
ME,2014,social insurance administration,394,1433363,2,7287,319,396,396,1440650
ME,2014,solid waste management,0,0,0,0,0,0,0,0
ME,2014,sewerage,0,0,0,0,0,0,0,0
ME,2014,parks and recreation,172,613659,1,2403,91,173,173,616062
ME,2014,housing and community development,0,0,0,0,0,0,0,0
ME,2014,natural resources,1079,4673401,192,311275,10527,1138,1271,4984676
ME,2014,water transport and terminals,0,0,0,0,0,0,0,0
ME,2014,electric power,0,0,0,0,0,0,0,0
ME,2014,gas supply,0,0,0,0,0,0,0,0
ME,2014,transit,0,0,0,0,0,0,0,0
ME,2014,education total,5687,26552012,7341,5927881,330273,7566,13028,32479893
ME,2014,education - elementary and secondary total,19,65964,39,44637,3279,37,58,110601
ME,2014,education - elementary and secondary instructional,13,53429,18,24855,1654,22,31,78284
ME,2014,education - elementary and secondary other,6,12535,21,19782,1625,15,27,32317
ME,2014,education - higher education total,5437,25537840,7302,5883244,326994,7298,12739,31421084
ME,2014,education - higher education instructional,1719,10394486,2537,3363707,114652,2376,4256,13758193
ME,2014,education - higher education other,3718,15143354,4765,2519537,212342,4922,8483,17662891
ME,2014,education - other,231,948208,0,0,0,231,231,948208
ME,2014,libraries,0,0,0,0,0,0,0,0
ME,2014,liquor stores,12,43088,0,0,0,12,12,43088
ME,2014,other and unallocable,1236,5661933,86,282374,10652,1294,1322,5944307
MD,2014,total,77843,390090146,13725,39449014,1548348,86595,91568,429539160
MD,2014,financial administration,2844,13305879,168,409659,21402,2967,3012,13715538
MD,2014,other government administration,1454,8106841,264,536675,16343,1546,1718,8643516
MD,2014,judicial and legal,4788,27180927,489,1300554,70430,5186,5277,28481481
MD,2014,police protection total,2272,12678465,0,0,0,2272,2272,12678465
MD,2014,police protection - officers,1492,9197831,0,0,0,1492,1492,9197831
MD,2014,police protection - other,780,3480634,0,0,0,780,780,3480634
MD,2014,fire protection total,0,0,0,0,0,0,0,0
MD,2014,fire protection - firefighters,0,0,0,0,0,0,0,0
MD,2014,fire protection - other,0,0,0,0,0,0,0,0
MD,2014,corrections,12167,55589982,503,1213934,69325,12559,12670,56803916
MD,2014,highways,4528,22635808,0,0,0,4528,4528,22635808
MD,2014,air transportation,469,2567761,0,0,0,469,469,2567761
MD,2014,water transport and terminals,270,1659169,0,0,0,270,270,1659169
MD,2014,public welfare,6469,26769994,245,573626,32397,6654,6714,27343620
MD,2014,health,5432,25713934,875,1826373,107394,6039,6307,27540307
MD,2014,hospitals,3446,15569037,479,923044,39137,3666,3925,16492081
MD,2014,social insurance administration,891,4065462,178,482993,25633,1036,1069,4548455
MD,2014,solid waste management,0,0,0,0,0,0,0,0
MD,2014,sewerage,0,0,0,0,0,0,0,0
MD,2014,parks and recreation,363,1643173,111,162679,9705,418,474,1805852
MD,2014,housing and community development,0,0,0,0,0,0,0,0
MD,2014,natural resources,1809,9753163,318,766173,38323,2025,2127,10519336
MD,2014,water transport and terminals,0,0,0,0,0,0,0,0
MD,2014,electric power,0,0,0,0,0,0,0,0
MD,2014,gas supply,0,0,0,0,0,0,0,0
MD,2014,transit,715,4147924,0,0,0,715,715,4147924
MD,2014,education total,23913,129173500,9537,29827369,1053321,29865,33450,159000869
MD,2014,education - elementary and secondary total,0,0,0,0,0,0,0,0
MD,2014,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
MD,2014,education - elementary and secondary other,0,0,0,0,0,0,0,0
MD,2014,education - higher education total,22133,120180295,9158,28640510,1007984,27829,31291,148820805
MD,2014,education - higher education instructional,7039,53912214,4459,22649576,634700,10626,11498,76561790
MD,2014,education - higher education other,15094,66268081,4699,5990934,373284,17203,19793,72259015
MD,2014,education - other,1780,8993205,379,1186859,45337,2036,2159,10180064
MD,2014,libraries,0,0,0,0,0,0,0,0
MD,2014,liquor stores,0,0,0,0,0,0,0,0
MD,2014,other and unallocable,6013,29529127,558,1425935,64938,6380,6571,30955062
MA,2014,total,89262,500159676,35052,48594483,1739722,99670,124314,548754159
MA,2014,financial administration,3853,21658443,247,868941,12502,3929,4100,22527384
MA,2014,other government administration,1983,9824254,81,228663,4487,2011,2064,10052917
MA,2014,judicial and legal,9028,51711281,363,1258112,18992,9141,9391,52969393
MA,2014,police protection total,2916,25825870,29,102839,1969,2926,2945,25928709
MA,2014,police protection - officers,2127,21049038,1,2192,49,2127,2128,21051230
MA,2014,police protection - other,789,4776832,28,100647,1920,799,817,4877479
MA,2014,fire protection total,0,0,0,0,0,0,0,0
MA,2014,fire protection - firefighters,0,0,0,0,0,0,0,0
MA,2014,fire protection - other,0,0,0,0,0,0,0,0
MA,2014,corrections,12253,63876777,147,404650,6921,12295,12400,64281427
MA,2014,highways,3116,18175936,46,188912,3718,3138,3162,18364848
MA,2014,air transportation,1012,7049095,0,0,0,1012,1012,7049095
MA,2014,water transport and terminals,160,1109676,0,0,0,160,160,1109676
MA,2014,public welfare,6773,36636236,429,1458082,23863,6917,7202,38094318
MA,2014,health,6646,34359082,857,2432277,65930,7043,7503,36791359
MA,2014,hospitals,5825,25515728,789,2317860,65043,6200,6614,27833588
MA,2014,social insurance administration,1536,7759167,44,193947,3078,1555,1580,7953114
MA,2014,solid waste management,0,0,0,0,0,0,0,0
MA,2014,sewerage,811,5349440,36,236026,3268,831,847,5585466
MA,2014,parks and recreation,904,4591253,149,170706,10726,966,1053,4761959
MA,2014,housing and community development,0,0,0,0,0,0,0,0
MA,2014,natural resources,1112,6948344,116,417733,6096,1147,1228,7366077
MA,2014,water transport and terminals,486,2925029,18,39300,775,491,504,2964329
MA,2014,electric power,0,0,0,0,0,0,0,0
MA,2014,gas supply,0,0,0,0,0,0,0,0
MA,2014,transit,0,0,0,0,0,0,0,0
MA,2014,education total,26611,150596818,31467,37318968,1494865,35568,58078,187915786
MA,2014,education - elementary and secondary total,2276,10520352,121,156719,7429,2321,2397,10677071
MA,2014,education - elementary and secondary instructional,1810,8551869,7,10850,266,1812,1817,8562719
MA,2014,education - elementary and secondary other,466,1968483,114,145869,7163,509,580,2114352
