state,government_function,full_time_equivalent_employees,october_total_pay,full_time_employees,part_time_employees,full_time_pay,part_time_pay,part_time_hours,year
ID,hospitals,1013,2058070,942,145,1955613,102457,12644,1992
ID,social insurance administration,617,1444873,505,131,1286400,158473,19809,1992
ID,solid waste management,0,0,0,0,0,0,0,1992
ID,sewerage,0,0,0,0,0,0,0,1992
ID,parks and recreation,173,333703,141,57,288991,44712,5588,1992
ID,natural resources,1660,3549846,1310,677,3051937,497909,62022,1992
ID,water transport and terminals,0,0,0,0,0,0,0,1992
ID,electric power,0,0,0,0,0,0,0,1992
ID,transit,0,0,0,0,0,0,0,1992
ID,elem and sec school instructional,0,0,0,0,0,0,0,1992
ID,elem and sec sch,0,0,0,0,0,0,0,1992
ID,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
ID,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
ID,elem and sec cafeteria,0,0,0,0,0,0,0,1992
ID,elem and sec bus transportation,0,0,0,0,0,0,0,1992
ID,elem and sec health and recreation,0,0,0,0,0,0,0,1992
ID,elem and sec student employees,0,0,0,0,0,0,0,1992
ID,elem and sec unallocable,0,0,0,0,0,0,0,1992
ID,higher educ instructional,2549,7351315,2368,641,6926290,425025,31880,1992
ID,education - higher education other,4590,7298291,3200,4557,5648835,1649456,246012,1992
ID,education - other,685,1436008,504,763,1179628,256380,32050,1992
ID,libraries,0,0,0,0,0,0,0,1992
ID,liquor stores,144,275446,98,112,210822,64624,8079,1992
ID,other and unallocable,1187,2232444,1088,261,2094055,138389,17431,1992
IL,total,136623,346998246,121803,42379,321828029,25170217,2512193,1992
IL,financial administration,6655,15196396,6507,237,14977737,218659,24676,1992
IL,other government administration,2123,5817377,1962,196,5164004,653373,28210,1992
IL,judicial and legal,2496,10461948,2457,90,10379925,82023,6555,1992
IL,police protection - officers,2272,8102026,2272,0,8102026,0,0,1992
IL,police protection - other,1478,3870738,1475,5,3863332,7406,485,1992
IL,corrections,11806,30101000,11778,33,30005196,95804,4620,1992
IL,highways,8873,24836194,7707,1210,22711780,2124414,206506,1992
IL,air transportation,0,0,0,0,0,0,0,1992
IL,water transport and terminals,105,323360,103,3,320836,2524,310,1992
IL,public welfare,12605,30518368,12600,13,30505746,12622,902,1992
IL,health,2951,7952830,2940,13,7933188,19642,1526,1992
IL,hospitals,20885,45039254,20580,711,44082024,957230,53964,1992
IL,social insurance administration,3586,9180340,3251,368,8484370,695970,55600,1992
IL,solid waste management,0,0,0,0,0,0,0,1992
IL,sewerage,0,0,0,0,0,0,0,1992
IL,parks and recreation,691,1706516,657,91,1629892,76624,5622,1992
IL,natural resources,3327,9114717,3042,1130,8347311,767406,50014,1992
IL,water transport and terminals,0,0,0,0,0,0,0,1992
IL,electric power,0,0,0,0,0,0,0,1992
IL,transit,0,0,0,0,0,0,0,1992
IL,elem and sec school instructional,0,0,0,0,0,0,0,1992
IL,elem and sec sch,0,0,0,0,0,0,0,1992
IL,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
IL,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
IL,elem and sec cafeteria,0,0,0,0,0,0,0,1992
IL,elem and sec bus transportation,0,0,0,0,0,0,0,1992
IL,elem and sec health and recreation,0,0,0,0,0,0,0,1992
IL,elem and sec student employees,0,0,0,0,0,0,0,1992
IL,elem and sec unallocable,0,0,0,0,0,0,0,1992
IL,higher educ instructional,18814,62051707,15989,9964,55671335,6380372,477009,1992
IL,education - higher education other,27704,55710357,18498,27897,43059868,12650489,1550583,1992
IL,education - other,2926,7628090,2883,81,7551935,76155,7232,1992
IL,libraries,0,0,0,0,0,0,0,1992
IL,liquor stores,0,0,0,0,0,0,0,1992
IL,other and unallocable,7326,19387028,7102,337,19037524,349504,38379,1992
IN,total,95157,227847386,75658,39959,189626817,38220569,3435156,1992
IN,financial administration,4367,6904314,4356,19,6887767,16547,1908,1992
IN,other government administration,469,1508744,370,100,938744,570000,17500,1992
IN,judicial and legal,925,3437681,796,166,3049252,388429,22435,1992
IN,police protection - officers,1085,2826233,1085,0,2826233,0,0,1992
IN,police protection - other,715,1290678,713,3,1288006,2672,313,1992
IN,corrections,6470,11981866,6466,6,11974888,6978,554,1992
IN,highways,4842,9003054,4842,1,9002478,576,53,1992
IN,air transportation,0,0,0,0,0,0,0,1992
IN,water transport and terminals,33,87652,33,0,87652,0,0,1992
IN,public welfare,5372,8916334,5332,80,8845993,70341,6892,1992
IN,health,1750,3736311,1749,4,3726375,9936,363,1992
IN,hospitals,11690,26362300,10563,1279,24498881,1863419,199149,1992
IN,social insurance administration,1724,3249785,1587,229,3085632,164153,22729,1992
IN,solid waste management,0,0,0,0,0,0,0,1992
IN,sewerage,0,0,0,0,0,0,0,1992
IN,parks and recreation,101,166738,83,32,139918,26820,3073,1992
IN,natural resources,2700,6195713,2217,1312,5063799,1131914,83700,1992
IN,water transport and terminals,0,0,0,0,0,0,0,1992
IN,electric power,0,0,0,0,0,0,0,1992
IN,transit,0,0,0,0,0,0,0,1992
IN,elem and sec school instructional,0,0,0,0,0,0,0,1992
IN,elem and sec sch,0,0,0,0,0,0,0,1992
IN,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
IN,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
IN,elem and sec cafeteria,0,0,0,0,0,0,0,1992
IN,elem and sec bus transportation,0,0,0,0,0,0,0,1992
IN,elem and sec health and recreation,0,0,0,0,0,0,0,1992
IN,elem and sec student employees,0,0,0,0,0,0,0,1992
IN,elem and sec unallocable,0,0,0,0,0,0,0,1992
IN,higher educ instructional,18851,58640192,9001,12557,38534732,20105460,1740503,1992
IN,education - higher education other,26302,69680075,19544,22790,57075568,12604507,1187135,1992
IN,education - other,4970,8257274,4142,1357,7038150,1219124,146684,1992
IN,libraries,0,0,0,0,0,0,0,1992
IN,liquor stores,0,0,0,0,0,0,0,1992
IN,other and unallocable,2791,5602442,2779,24,5562749,39693,2165,1992
IA,total,47352,136015746,39167,21251,113378380,22637366,1448707,1992
IA,financial administration,1364,3347044,1272,124,3198388,148656,16249,1992
IA,other government administration,533,1440877,520,25,1417497,23380,2437,1992
IA,judicial and legal,2104,5884766,1869,334,5455832,428934,41668,1992
IA,police protection - officers,547,2170273,547,0,2170273,0,0,1992
IA,police protection - other,261,736107,256,5,728539,7568,709,1992
IA,corrections,2091,5471625,2031,92,5313055,158570,10732,1992
IA,highways,2764,6975220,2661,158,6819492,155728,18252,1992
IA,air transportation,0,0,0,0,0,0,0,1992
IA,water transport and terminals,0,0,0,0,0,0,0,1992
IA,public welfare,3289,7777807,3216,106,7621144,156663,12871,1992
IA,health,298,843328,284,19,811196,32132,2428,1992
IA,hospitals,8508,20939916,7052,2106,17313400,3626516,257663,1992
IA,social insurance administration,333,954053,328,7,939961,14092,908,1992
IA,solid waste management,0,0,0,0,0,0,0,1992
IA,sewerage,0,0,0,0,0,0,0,1992
IA,parks and recreation,152,334239,124,47,304000,30239,4871,1992
IA,natural resources,2866,7274463,2132,1397,5582577,1691886,129898,1992
IA,water transport and terminals,0,0,0,0,0,0,0,1992
IA,electric power,0,0,0,0,0,0,0,1992
IA,transit,0,0,0,0,0,0,0,1992
IA,elem and sec school instructional,0,0,0,0,0,0,0,1992
IA,elem and sec sch,0,0,0,0,0,0,0,1992
IA,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
IA,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
IA,elem and sec cafeteria,0,0,0,0,0,0,0,1992
IA,elem and sec bus transportation,0,0,0,0,0,0,0,1992
IA,elem and sec health and recreation,0,0,0,0,0,0,0,1992
IA,elem and sec student employees,0,0,0,0,0,0,0,1992
IA,elem and sec unallocable,0,0,0,0,0,0,0,1992
IA,higher educ instructional,5601,29346839,4147,3697,21863125,7483714,257315,1992
IA,education - higher education other,12884,32020493,9072,12947,23556429,8464064,674679,1992
IA,education - other,1164,3134161,1122,92,3054162,79999,7640,1992
IA,libraries,0,0,0,0,0,0,0,1992
IA,liquor stores,0,0,0,0,0,0,0,1992
IA,other and unallocable,2593,7364535,2534,95,7229310,135225,10387,1992
KS,total,47885,100810670,43185,12983,94609018,6201652,831545,1992
KS,financial administration,1739,3550330,1722,44,3521415,28915,2948,1992
KS,other government administration,271,700144,261,42,679384,20760,1846,1992
KS,judicial and legal,1851,4389965,1767,252,4271623,118342,13969,1992
KS,police protection - officers,656,1785386,656,0,1785386,0,0,1992
KS,police protection - other,332,610911,322,26,594789,16122,1791,1992
KS,corrections,3557,8263385,3550,17,8249629,13756,1492,1992
KS,highways,3671,8276699,3642,43,8236677,40022,5081,1992
KS,air transportation,0,0,0,0,0,0,0,1992
KS,water transport and terminals,0,0,0,0,0,0,0,1992
KS,public welfare,1699,3949134,1664,107,3865713,83421,6253,1992
KS,health,831,2337519,828,20,2330068,7451,652,1992
KS,hospitals,7560,14728983,7249,837,14086519,642464,54733,1992
KS,social insurance administration,507,1071600,450,116,955392,116208,10098,1992
KS,solid waste management,0,0,0,0,0,0,0,1992
KS,sewerage,0,0,0,0,0,0,0,1992
KS,parks and recreation,463,1219267,409,185,1169977,49290,9516,1992
KS,natural resources,1982,4652447,1684,651,4085354,567093,52998,1992
KS,water transport and terminals,0,0,0,0,0,0,0,1992
KS,electric power,0,0,0,0,0,0,0,1992
KS,transit,0,0,0,0,0,0,0,1992
KS,elem and sec school instructional,0,0,0,0,0,0,0,1992
KS,elem and sec sch,0,0,0,0,0,0,0,1992
KS,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
KS,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
KS,elem and sec cafeteria,0,0,0,0,0,0,0,1992
KS,elem and sec bus transportation,0,0,0,0,0,0,0,1992
KS,elem and sec health and recreation,0,0,0,0,0,0,0,1992
KS,elem and sec student employees,0,0,0,0,0,0,0,1992
KS,elem and sec unallocable,0,0,0,0,0,0,0,1992
KS,higher educ instructional,4822,17599033,3860,2422,15739076,1859957,170119,1992
KS,education - higher education other,15084,21383268,12434,7779,19017379,2365889,469200,1992
KS,education - other,665,1448402,629,123,1384007,64395,6384,1992
KS,libraries,0,0,0,0,0,0,0,1992
KS,liquor stores,0,0,0,0,0,0,0,1992
KS,other and unallocable,2195,4844197,2058,319,4636630,207567,24465,1992
KY,total,76254,166307273,63189,22416,148453337,17853936,2251443,1992
KY,financial administration,3053,5509591,2989,104,5421027,88564,10696,1992
KY,other government administration,937,2418542,858,104,2267312,151230,12947,1992
KY,judicial and legal,3638,7450344,3058,650,6730106,720238,96344,1992
KY,police protection - officers,923,2539370,923,0,2539370,0,0,1992
KY,police protection - other,778,1536882,750,32,1469162,67720,4672,1992
KY,corrections,5093,9607904,5001,219,9388488,219416,15426,1992
KY,highways,5752,11959366,5632,128,11855614,103752,19932,1992
KY,air transportation,0,0,0,0,0,0,0,1992
KY,water transport and terminals,0,0,0,0,0,0,0,1992
KY,public welfare,4945,9588930,4693,279,9254130,334800,41738,1992
KY,health,1722,3978475,1691,50,3939239,39236,5288,1992
KY,hospitals,5989,11932352,5208,851,10538375,1393977,136261,1992
KY,social insurance administration,1889,3961424,1834,61,3875010,86414,9104,1992
KY,solid waste management,0,0,0,0,0,0,0,1992
KY,sewerage,0,0,0,0,0,0,0,1992
KY,parks and recreation,2242,2762112,2114,144,2608126,153986,21301,1992
KY,natural resources,3739,7652568,3110,864,6521805,1130763,109178,1992
KY,water transport and terminals,0,0,0,0,0,0,0,1992
KY,electric power,0,0,0,0,0,0,0,1992
KY,transit,0,0,0,0,0,0,0,1992
KY,elem and sec school instructional,0,0,0,0,0,0,0,1992
KY,elem and sec sch,0,0,0,0,0,0,0,1992
KY,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
KY,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
KY,elem and sec cafeteria,0,0,0,0,0,0,0,1992
KY,elem and sec bus transportation,0,0,0,0,0,0,0,1992
KY,elem and sec health and recreation,0,0,0,0,0,0,0,1992
KY,elem and sec student employees,0,0,0,0,0,0,0,1992
KY,elem and sec unallocable,0,0,0,0,0,0,0,1992
KY,higher educ instructional,7703,30079690,6108,4573,25928830,4150860,272029,1992
KY,education - higher education other,20410,38193993,12371,13029,29866799,8327194,1397898,1992
KY,education - other,4189,9724442,3855,912,9198068,526374,55498,1992
KY,libraries,0,0,0,0,0,0,0,1992
KY,liquor stores,0,0,0,0,0,0,0,1992
KY,other and unallocable,3252,7411288,2994,416,7051876,359412,43131,1992
LA,total,88770,191530906,80173,22877,178534116,12996790,1521439,1992
LA,financial administration,2545,5265112,2512,206,5226489,38623,6012,1992
LA,other government administration,1093,2282038,898,383,1882668,399370,34520,1992
LA,judicial and legal,1336,4228745,1304,75,4186024,42721,5333,1992
LA,police protection - officers,678,1746521,678,0,1746521,0,0,1992
LA,police protection - other,399,740209,395,7,736921,3288,629,1992
LA,corrections,6617,12987543,6592,56,12964867,22676,4348,1992
LA,highways,5622,11459686,5606,24,11443246,16440,2767,1992
LA,air transportation,0,0,0,0,0,0,0,1992
LA,water transport and terminals,590,929415,577,27,903064,26351,2487,1992
LA,public welfare,5865,12681392,5861,12,12670278,11114,746,1992
LA,health,5254,11210031,5198,137,11127874,82157,9952,1992
LA,hospitals,18667,33527281,17743,1722,31504326,2022955,163377,1992
LA,social insurance administration,1321,3017178,1302,48,2996460,20718,3387,1992
LA,solid waste management,0,0,0,0,0,0,0,1992
LA,sewerage,0,0,0,0,0,0,0,1992
LA,parks and recreation,789,1297908,668,181,1172227,125681,21523,1992
LA,natural resources,4773,9788511,4435,785,9368317,420194,59732,1992
LA,water transport and terminals,0,0,0,0,0,0,0,1992
LA,electric power,0,0,0,0,0,0,0,1992
LA,transit,0,0,0,0,0,0,0,1992
LA,elem and sec school instructional,0,0,0,0,0,0,0,1992
LA,elem and sec sch,0,0,0,0,0,0,0,1992
LA,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
LA,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
LA,elem and sec cafeteria,0,0,0,0,0,0,0,1992
LA,elem and sec bus transportation,0,0,0,0,0,0,0,1992
LA,elem and sec health and recreation,0,0,0,0,0,0,0,1992
LA,elem and sec student employees,0,0,0,0,0,0,0,1992
LA,elem and sec unallocable,0,0,0,0,0,0,0,1992
LA,higher educ instructional,10119,38961666,7959,5102,33333237,5628429,382501,1992
LA,education - higher education other,17239,28395406,12901,13301,24725700,3669706,767494,1992
LA,education - other,3687,8484779,3541,508,8230860,253919,25822,1992
LA,libraries,0,0,0,0,0,0,0,1992
LA,liquor stores,0,0,0,0,0,0,0,1992
LA,other and unallocable,2176,4527485,2003,303,4315037,212448,30809,1992
ME,total,21983,51812049,19794,7166,48266915,3545134,386154,1992
ME,financial administration,829,1698089,826,6,1693109,4980,505,1992
ME,other government administration,694,1851760,568,233,1525384,326376,22311,1992
ME,judicial and legal,534,1551211,512,44,1507307,43904,3772,1992
ME,police protection - officers,370,1143170,370,0,1143170,0,0,1992
ME,police protection - other,217,441558,217,0,441558,0,0,1992
ME,corrections,1251,2957018,1246,11,2944493,12525,843,1992
ME,highways,2794,6060373,2718,123,5929208,131165,13384,1992
ME,air transportation,20,34924,10,12,21374,13550,1594,1992
ME,water transport and terminals,46,122862,42,5,116979,5883,620,1992
ME,public welfare,1868,4018864,1845,46,3967105,51759,4132,1992
ME,health,1026,2970482,1006,36,2905305,65177,3665,1992
ME,hospitals,1876,4003754,1857,39,3962208,41546,3207,1992
ME,social insurance administration,645,1608174,640,8,1598926,9248,868,1992
ME,solid waste management,0,0,0,0,0,0,0,1992
ME,sewerage,0,0,0,0,0,0,0,1992
ME,parks and recreation,181,383242,177,9,375898,7344,532,1992
ME,natural resources,1398,3214668,1218,374,2999507,215161,31987,1992
ME,water transport and terminals,0,0,0,0,0,0,0,1992
ME,electric power,0,0,0,0,0,0,0,1992
ME,transit,0,0,0,0,0,0,0,1992
ME,elem and sec school instructional,119,247867,103,31,220413,27454,2649,1992
ME,elem and sec sch,57,74034,29,49,33695,40339,4558,1992
ME,elem and sec admin - clerical,5,8707,4,5,6158,2549,259,1992
ME,elem and sec oper and maintenance,2,2575,1,2,1382,1193,115,1992
ME,elem and sec cafeteria,25,28022,13,23,12911,15111,2034,1992
ME,elem and sec bus transportation,25,34730,11,19,13244,21486,2150,1992
ME,elem and sec health and recreation,0,0,0,0,0,0,0,1992
ME,elem and sec student employees,0,0,0,0,0,0,0,1992
ME,elem and sec unallocable,0,0,0,0,0,0,0,1992
ME,higher educ instructional,1239,4624575,1120,287,4306416,318159,21168,1992
ME,education - higher education other,4412,8963468,3008,5449,7007591,1955877,248483,1992
ME,education - other,1221,3049296,1110,363,2812964,236332,19412,1992
ME,libraries,0,0,0,0,0,0,0,1992
ME,liquor stores,218,371646,218,0,371646,0,0,1992
ME,other and unallocable,968,2421014,954,41,2382659,38355,2464,1992
MD,total,82072,223036664,72743,24786,197863157,25173507,1650872,1992
MD,financial administration,3908,9480498,3729,244,9206481,274017,31672,1992
MD,other government administration,1203,2938252,888,441,2311914,626338,55744,1992
MD,judicial and legal,3685,11421824,3322,452,10789398,632426,64206,1992
MD,police protection - officers,1587,5444073,1587,0,5444073,0,0,1992
MD,police protection - other,689,1498583,689,0,1498583,0,0,1992
MD,corrections,8812,22116516,8661,180,21833072,283444,26780,1992
MD,highways,5052,12049956,5052,0,12049956,0,0,1992
MD,air transportation,400,1015168,400,0,1015168,0,0,1992
MD,water transport and terminals,375,1100024,375,0,1100024,0,0,1992
MD,public welfare,7105,15139795,6452,806,14157312,982483,115430,1992
MD,health,5533,13732885,5019,775,12725860,1007025,90878,1992
MD,hospitals,7443,16899630,7162,506,16438067,461563,49816,1992
MD,social insurance administration,749,1739400,555,236,1383145,356255,34423,1992
MD,solid waste management,0,0,0,0,0,0,0,1992
MD,sewerage,0,0,0,0,0,0,0,1992
MD,parks and recreation,650,1434442,455,302,1178353,256089,34472,1992
MD,natural resources,2310,5990051,2070,396,5511104,478947,42265,1992
MD,water transport and terminals,0,0,0,0,0,0,0,1992
MD,electric power,0,0,0,0,0,0,0,1992
MD,transit,2697,8624166,2568,233,8346366,277800,22831,1992
MD,elem and sec school instructional,0,0,0,0,0,0,0,1992
MD,elem and sec sch,0,0,0,0,0,0,0,1992
MD,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
MD,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
MD,elem and sec cafeteria,0,0,0,0,0,0,0,1992
MD,elem and sec bus transportation,0,0,0,0,0,0,0,1992
MD,elem and sec health and recreation,0,0,0,0,0,0,0,1992
MD,elem and sec student employees,0,0,0,0,0,0,0,1992
MD,elem and sec unallocable,0,0,0,0,0,0,0,1992
MD,higher educ instructional,7600,35231273,5578,6811,25810703,9420570,357849,1992
MD,education - higher education other,12564,33257902,9413,11961,25027849,8230053,557735,1992
MD,education - other,1970,5275950,1892,152,5113881,162069,13700,1992
MD,libraries,0,0,0,0,0,0,0,1992
MD,liquor stores,0,0,0,0,0,0,0,1992
MD,other and unallocable,7740,18646276,6876,1291,16921848,1724428,153071,1992
MA,total,84940,223415880,76387,25259,202020541,21395339,1441047,1992
MA,financial administration,4191,11799925,4113,150,11599437,200488,13100,1992
MA,other government administration,1765,4534380,1564,254,3565441,968939,33158,1992
MA,judicial and legal,5326,14965914,5262,101,14826133,139781,10654,1992
MA,police protection - officers,1679,6328355,1679,0,6328355,0,0,1992
MA,police protection - other,312,763002,312,0,763002,0,0,1992
MA,corrections,5311,14284383,5282,56,14220351,64032,4715,1992
MA,highways,4651,13944534,4553,148,13692010,252524,17384,1992
MA,air transportation,876,2732072,838,87,2632885,99187,6710,1992
MA,water transport and terminals,130,423665,128,4,418399,5266,310,1992
MA,public welfare,7338,18732740,7018,553,17847015,885725,53694,1992
MA,health,3080,8694109,2988,175,8283771,410338,16076,1992
MA,hospitals,17355,39061535,16060,2339,35916295,3145240,229394,1992
MA,social insurance administration,3150,6759589,2948,331,6324718,434871,33559,1992
MA,solid waste management,0,0,0,0,0,0,0,1992
MA,sewerage,1130,3226043,1122,13,3200643,25400,1493,1992
MA,parks and recreation,1296,2406977,1223,95,2286596,120381,12887,1992
MA,natural resources,2057,5369293,1996,101,5251836,117457,10160,1992
MA,water transport and terminals,799,2179422,793,8,2165617,13805,925,1992
MA,electric power,0,0,0,0,0,0,0,1992
MA,transit,0,0,0,0,0,0,0,1992
MA,elem and sec school instructional,0,0,0,0,0,0,0,1992
MA,elem and sec sch,0,0,0,0,0,0,0,1992
MA,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
MA,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
MA,elem and sec cafeteria,0,0,0,0,0,0,0,1992
MA,elem and sec bus transportation,0,0,0,0,0,0,0,1992
MA,elem and sec health and recreation,0,0,0,0,0,0,0,1992
MA,elem and sec student employees,0,0,0,0,0,0,0,1992
MA,elem and sec unallocable,0,0,0,0,0,0,0,1992
MA,higher educ instructional,7994,29554002,5526,7489,21327753,8226249,410719,1992
MA,education - higher education other,12700,27457937,9284,13046,21483719,5974218,568623,1992
MA,education - other,803,2108528,773,50,2022796,85732,5149,1992
MA,libraries,0,0,0,0,0,0,0,1992
MA,liquor stores,0,0,0,0,0,0,0,1992
MA,other and unallocable,2997,8089475,2925,259,7863769,225706,12337,1992
MI,total,137853,401837099,108661,63841,340549160,61287939,5121175,1992
MI,financial administration,2070,6400336,2018,120,6271632,128704,9364,1992
MI,other government administration,1607,5024086,1595,196,4606938,417148,2149,1992
MI,judicial and legal,2683,9323480,2660,47,9266653,56827,4083,1992
MI,police protection - officers,2157,7777401,2156,1,7772289,5112,155,1992
MI,police protection - other,948,2657971,896,157,2574198,83773,9186,1992
MI,corrections,14965,46432929,14848,216,46049878,383051,20806,1992
MI,highways,3875,12514389,3708,307,12121504,392885,29583,1992
MI,air transportation,0,0,0,0,0,0,0,1992
MI,water transport and terminals,0,0,0,0,0,0,0,1992
MI,public welfare,12796,36413952,12585,401,35811204,602748,37324,1992
MI,health,1896,6008896,1829,139,5889030,119866,11896,1992
MI,hospitals,13037,41670780,11543,3038,36783235,4887545,264400,1992
MI,social insurance administration,2633,7156412,2357,468,6532527,623885,48845,1992
MI,solid waste management,0,0,0,0,0,0,0,1992
MI,sewerage,0,0,0,0,0,0,0,1992
MI,parks and recreation,807,1701575,729,270,1536734,164841,13959,1992
MI,natural resources,3757,10628090,3421,876,10122987,505103,59373,1992
MI,water transport and terminals,0,0,0,0,0,0,0,1992
MI,electric power,0,0,0,0,0,0,0,1992
MI,transit,0,0,0,0,0,0,0,1992
MI,elem and sec school instructional,0,0,0,0,0,0,0,1992
MI,elem and sec sch,0,0,0,0,0,0,0,1992
MI,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
MI,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
MI,elem and sec cafeteria,0,0,0,0,0,0,0,1992
MI,elem and sec bus transportation,0,0,0,0,0,0,0,1992
MI,elem and sec health and recreation,0,0,0,0,0,0,0,1992
MI,elem and sec student employees,0,0,0,0,0,0,0,1992
MI,elem and sec unallocable,0,0,0,0,0,0,0,1992
MI,higher educ instructional,20792,86385931,12794,13360,59982713,26403218,1395303,1992
MI,education - higher education other,44471,93202504,26839,41879,68439486,24763018,3095014,1992
MI,education - other,1970,6407486,1888,212,6151778,255708,14513,1992
MI,libraries,0,0,0,0,0,0,0,1992
MI,liquor stores,452,1265673,449,5,1257167,8506,500,1992
MI,other and unallocable,6937,20865208,6346,2149,19379207,1486001,104722,1992
MN,total,67332,190888653,51499,32423,159696297,31192356,2801265,1992
MN,financial administration,2153,6033136,2021,226,5739576,293560,23519,1992
MN,other government administration,1027,3048521,877,240,2618401,430120,26372,1992
MN,judicial and legal,1262,4889666,1169,141,4643952,245714,16384,1992
MN,police protection - officers,589,2010939,584,6,1994566,16373,824,1992
MN,police protection - other,246,639166,230,25,607778,31388,2756,1992
MN,corrections,2455,7019018,2369,134,6810140,208878,15221,1992
MN,highways,5110,15252930,4847,351,14691922,561008,46512,1992
MN,air transportation,0,0,0,0,0,0,0,1992
MN,water transport and terminals,0,0,0,0,0,0,0,1992
MN,public welfare,1651,4538306,1481,291,4204835,333471,30166,1992
MN,health,1978,5926333,1853,211,5617423,308910,22057,1992
MN,hospitals,7435,19279536,5376,2765,14298222,4981314,364316,1992
MN,social insurance administration,1302,3671150,1224,105,3486673,184477,13915,1992
MN,solid waste management,0,0,0,0,0,0,0,1992
MN,sewerage,0,0,0,0,0,0,0,1992
MN,parks and recreation,555,1378287,446,198,1167249,211038,19413,1992
MN,natural resources,3496,9317283,3002,818,8408276,909007,87460,1992
MN,water transport and terminals,0,0,0,0,0,0,0,1992
MN,electric power,0,0,0,0,0,0,0,1992
MN,transit,0,0,0,0,0,0,0,1992
MN,elem and sec school instructional,0,0,0,0,0,0,0,1992
MN,elem and sec sch,0,0,0,0,0,0,0,1992
MN,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
MN,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
MN,elem and sec cafeteria,0,0,0,0,0,0,0,1992
MN,elem and sec bus transportation,0,0,0,0,0,0,0,1992
MN,elem and sec health and recreation,0,0,0,0,0,0,0,1992
MN,elem and sec student employees,0,0,0,0,0,0,0,1992
MN,elem and sec unallocable,0,0,0,0,0,0,0,1992
MN,higher educ instructional,11386,47619920,8229,8983,38088014,9531906,558332,1992
MN,education - higher education other,21804,45999344,13272,17379,33890066,12109278,1509652,1992
MN,education - other,1634,4966854,1493,215,4634072,332782,24887,1992
MN,libraries,0,0,0,0,0,0,0,1992
MN,liquor stores,0,0,0,0,0,0,0,1992
MN,other and unallocable,3249,9298264,3026,335,8795132,503132,39479,1992
MS,total,47457,93588512,42576,12812,85144057,8444455,859831,1992
MS,financial administration,1071,2213302,1071,9,2212852,450,72,1992
MS,other government administration,407,893914,306,227,732551,161363,17750,1992
MS,judicial and legal,469,1693988,465,17,1683463,10525,684,1992
MS,police protection - officers,548,1269071,548,0,1269071,0,0,1992
MS,police protection - other,365,596048,365,0,596048,0,0,1992
MS,corrections,2965,4484543,2960,20,4477906,6637,955,1992
MS,highways,3480,5522283,3479,4,5518486,3797,286,1992
MS,air transportation,0,0,0,0,0,0,0,1992
MS,water transport and terminals,59,110664,58,2,108892,1772,175,1992
MS,public welfare,3233,5096836,3233,0,5096836,0,0,1992
MS,health,2957,5260122,2907,72,5187553,72569,8786,1992
MS,hospitals,7931,14531423,7583,442,13667184,864239,61719,1992
MS,social insurance administration,1372,2770824,1076,327,2247447,523377,52403,1992
MS,solid waste management,0,0,0,0,0,0,0,1992
MS,sewerage,0,0,0,0,0,0,0,1992
MS,parks and recreation,397,477914,298,202,396437,81477,17515,1992
MS,natural resources,3980,7066386,3292,818,5980773,1085613,121555,1992
MS,water transport and terminals,0,0,0,0,0,0,0,1992
MS,electric power,0,0,0,0,0,0,0,1992
MS,transit,0,0,0,0,0,0,0,1992
MS,elem and sec school instructional,0,0,0,0,0,0,0,1992
MS,elem and sec sch,0,0,0,0,0,0,0,1992
MS,elem and sec admin - clerical,0,0,0,0,0,0,0,1992
MS,elem and sec oper and maintenance,0,0,0,0,0,0,0,1992
MS,elem and sec cafeteria,0,0,0,0,0,0,0,1992
MS,elem and sec bus transportation,0,0,0,0,0,0,0,1992
MS,elem and sec health and recreation,0,0,0,0,0,0,0,1992
MS,elem and sec student employees,0,0,0,0,0,0,0,1992
MS,elem and sec unallocable,0,0,0,0,0,0,0,1992
MS,higher educ instructional,5259,19603336,4147,2806,16549868,3053468,196102,1992
MS,education - higher education other,9259,15030912,7139,7714,12532545,2498367,371982,1992
MS,education - other,1363,2763660,1345,40,2735093,28567,3273,1992
MS,libraries,0,0,0,0,0,0,0,1992
