state,government_function,full_time_equivalent_employees,total_october_pay,full_time_employees,part_time_employees,full_time_pay,part_time_pay,part_time_hours,year
IL,parks and recreation,690,1712464,617,87,1631300,81164,12118,1993
IL,natural resources,3449,9549239,3124,1171,8725716,823523,56643,1993
IL,water transport and terminals,0,0,0,0,0,0,0,1993
IL,electric power,0,0,0,0,0,0,0,1993
IL,transit,0,0,0,0,0,0,0,1993
IL,elem and sec school instructional,0,0,0,0,0,0,0,1993
IL,elem and sec sch,0,0,0,0,0,0,0,1993
IL,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
IL,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
IL,elem and sec cafeteria,0,0,0,0,0,0,0,1993
IL,elem and sec bus transportation,0,0,0,0,0,0,0,1993
IL,elem and sec health and recreation,0,0,0,0,0,0,0,1993
IL,elem and sec student employees,0,0,0,0,0,0,0,1993
IL,elem and sec unallocable,0,0,0,0,0,0,0,1993
IL,higher educ instructional,15751,55298901,12523,12017,45847543,9451358,546810,1993
IL,education - higher education other,31709,66460703,22845,29938,54572314,11888389,1503432,1993
IL,education - other,2984,8392808,2957,55,8320044,72764,4672,1993
IL,libraries,0,0,0,0,0,0,0,1993
IL,liquor stores,0,0,0,0,0,0,0,1993
IL,other and unallocable,7356,20808434,7161,347,20396942,411492,32472,1993
IN,total,87843,228902781,74700,38461,200315413,28587368,2305905,1993
IN,financial administration,4174,7977307,4168,10,7969017,8290,1060,1993
IN,other government administration,431,1161294,383,88,960882,200412,8016,1993
IN,judicial and legal,929,3470270,798,166,3077836,392434,22915,1993
IN,police protection - officers,1141,3211717,1141,0,3211717,0,0,1993
IN,police protection - other,851,1561269,848,6,1556503,4766,561,1993
IN,corrections,6233,13279669,6231,8,13274608,5061,354,1993
IN,highways,4842,9003054,4842,1,9002478,576,53,1993
IN,air transportation,0,0,0,0,0,0,0,1993
IN,water transport and terminals,31,86272,31,0,86272,0,0,1993
IN,public welfare,5205,8972906,5173,58,8921921,50985,5537,1993
IN,health,1768,3809027,1767,1,3807362,1665,133,1993
IN,hospitals,11139,27693912,10532,1169,25711078,1982834,106334,1993
IN,social insurance administration,1769,3346692,1653,198,3207425,139267,19242,1993
IN,solid waste management,0,0,0,0,0,0,0,1993
IN,sewerage,0,0,0,0,0,0,0,1993
IN,parks and recreation,113,194637,85,35,167186,27451,4661,1993
IN,natural resources,2872,6191456,2141,1115,4972084,1219372,124362,1993
IN,water transport and terminals,0,0,0,0,0,0,0,1993
IN,electric power,0,0,0,0,0,0,0,1993
IN,transit,0,0,0,0,0,0,0,1993
IN,elem and sec school instructional,0,0,0,0,0,0,0,1993
IN,elem and sec sch,0,0,0,0,0,0,0,1993
IN,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
IN,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
IN,elem and sec cafeteria,0,0,0,0,0,0,0,1993
IN,elem and sec bus transportation,0,0,0,0,0,0,0,1993
IN,elem and sec health and recreation,0,0,0,0,0,0,0,1993
IN,elem and sec student employees,0,0,0,0,0,0,0,1993
IN,elem and sec unallocable,0,0,0,0,0,0,0,1993
IN,higher educ instructional,13821,50031257,9061,12830,40188824,9842433,839823,1993
IN,education - higher education other,25102,75161100,19110,21429,61669669,13491431,1051629,1993
IN,education - other,4813,8383209,4136,1326,7190965,1192244,119719,1993
IN,libraries,0,0,0,0,0,0,0,1993
IN,liquor stores,0,0,0,0,0,0,0,1993
IN,other and unallocable,2609,5367733,2600,21,5339586,28147,1506,1993
IA,total,51018,145123684,39228,23261,116562232,28561452,2086714,1993
IA,financial administration,1338,3431924,1243,130,3271694,160230,16604,1993
IA,other government administration,366,1126415,345,41,1074519,51896,3775,1993
IA,judicial and legal,2015,5779071,1785,312,5338715,440356,40868,1993
IA,police protection - officers,588,2285508,588,0,2285508,0,0,1993
IA,police protection - other,260,767541,258,2,765090,2451,266,1993
IA,corrections,2184,5832426,2119,99,5654141,178285,11330,1993
IA,highways,2860,6765785,2643,256,6467209,298576,38373,1993
IA,air transportation,0,0,0,0,0,0,0,1993
IA,water transport and terminals,0,0,0,0,0,0,0,1993
IA,public welfare,3339,8022461,3280,89,7882551,139910,10603,1993
IA,health,294,856968,290,6,848896,8072,706,1993
IA,hospitals,9298,23336485,7417,2502,18242980,5093505,332873,1993
IA,social insurance administration,315,918102,315,0,918102,0,0,1993
IA,solid waste management,0,0,0,0,0,0,0,1993
IA,sewerage,0,0,0,0,0,0,0,1993
IA,parks and recreation,149,332478,123,46,302576,29902,4649,1993
IA,natural resources,2828,7227704,2086,1406,5531422,1696282,131297,1993
IA,water transport and terminals,0,0,0,0,0,0,0,1993
IA,electric power,0,0,0,0,0,0,0,1993
IA,transit,0,0,0,0,0,0,0,1993
IA,elem and sec school instructional,0,0,0,0,0,0,0,1993
IA,elem and sec sch,0,0,0,0,0,0,0,1993
IA,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
IA,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
IA,elem and sec cafeteria,0,0,0,0,0,0,0,1993
IA,elem and sec bus transportation,0,0,0,0,0,0,0,1993
IA,elem and sec health and recreation,0,0,0,0,0,0,0,1993
IA,elem and sec student employees,0,0,0,0,0,0,0,1993
IA,elem and sec unallocable,0,0,0,0,0,0,0,1993
IA,higher educ instructional,5885,32412799,4372,3967,24128220,8284579,267846,1993
IA,education - higher education other,14972,33854338,8230,14066,22109347,11744991,1193397,1993
IA,education - other,1129,3147591,1089,84,3045269,102322,6914,1993
IA,libraries,0,0,0,0,0,0,0,1993
IA,liquor stores,0,0,0,0,0,0,0,1993
IA,other and unallocable,3198,9026088,3045,255,8695993,330095,27213,1993
KS,total,47709,107314256,43129,13542,98727344,8586912,809945,1993
KS,financial administration,1763,3672103,1747,59,3642286,29817,2806,1993
KS,other government administration,313,813201,298,47,791986,21215,2648,1993
KS,judicial and legal,1859,4500593,1788,217,4395671,104922,11875,1993
KS,police protection - officers,643,1813230,643,0,1813230,0,0,1993
KS,police protection - other,339,665631,328,26,649600,16031,1987,1993
KS,corrections,3460,8641677,3446,28,8611758,29919,2343,1993
KS,highways,3645,8645248,3541,169,8483741,161507,18330,1993
KS,air transportation,0,0,0,0,0,0,0,1993
KS,water transport and terminals,0,0,0,0,0,0,0,1993
KS,public welfare,1701,3972013,1666,107,3888592,83421,6253,1993
KS,health,834,2343236,830,22,2335107,8129,718,1993
KS,hospitals,6980,15107406,6620,952,13409617,1697789,63707,1993
KS,social insurance administration,725,1660938,659,138,1525167,135771,11751,1993
KS,solid waste management,0,0,0,0,0,0,0,1993
KS,sewerage,0,0,0,0,0,0,0,1993
KS,parks and recreation,461,1222613,402,150,1165396,57217,10403,1993
KS,natural resources,1878,4921267,1551,886,4255462,665805,58048,1993
KS,water transport and terminals,0,0,0,0,0,0,0,1993
KS,electric power,0,0,0,0,0,0,0,1993
KS,transit,0,0,0,0,0,0,0,1993
KS,elem and sec school instructional,0,0,0,0,0,0,0,1993
KS,elem and sec sch,0,0,0,0,0,0,0,1993
KS,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
KS,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
KS,elem and sec cafeteria,0,0,0,0,0,0,0,1993
KS,elem and sec bus transportation,0,0,0,0,0,0,0,1993
KS,elem and sec health and recreation,0,0,0,0,0,0,0,1993
KS,elem and sec student employees,0,0,0,0,0,0,0,1993
KS,elem and sec unallocable,0,0,0,0,0,0,0,1993
KS,higher educ instructional,4809,18938749,4082,2462,16679984,2258765,128593,1993
KS,education - higher education other,15287,23625598,12718,7828,20588178,3037420,454617,1993
KS,education - other,751,1668717,684,120,1589662,79055,11987,1993
KS,libraries,0,0,0,0,0,0,0,1993
KS,liquor stores,0,0,0,0,0,0,0,1993
KS,other and unallocable,2261,5102036,2126,331,4901907,200129,23879,1993
KY,total,71725,158376994,62202,22375,142757061,15619933,1619544,1993
KY,financial administration,2908,5451232,2837,109,5352640,98592,11718,1993
KY,other government administration,972,2547696,893,108,2396292,151404,13074,1993
KY,judicial and legal,3681,7608642,3088,662,6872318,736324,98428,1993
KY,police protection - officers,933,2551146,914,17,2508524,42622,3218,1993
KY,police protection - other,750,1486356,736,15,1457082,29274,2192,1993
KY,corrections,5026,9588772,4940,207,9378596,210176,14218,1993
KY,highways,5619,11702786,5498,128,11593340,109446,20190,1993
KY,air transportation,0,0,0,0,0,0,0,1993
KY,water transport and terminals,0,0,0,0,0,0,0,1993
KY,public welfare,4720,9008432,4509,234,8713940,294492,35016,1993
KY,health,1694,4027160,1661,48,3971006,56154,5470,1993
KY,hospitals,5937,12216142,5169,801,10818774,1397368,133043,1993
KY,social insurance administration,1756,3739224,1671,91,3621518,117706,14044,1993
KY,solid waste management,0,0,0,0,0,0,0,1993
KY,sewerage,0,0,0,0,0,0,0,1993
KY,parks and recreation,2199,2670562,2018,180,2490944,179618,29928,1993
KY,natural resources,3617,7279902,3084,870,6536171,743731,91098,1993
KY,water transport and terminals,0,0,0,0,0,0,0,1993
KY,electric power,0,0,0,0,0,0,0,1993
KY,transit,0,0,0,0,0,0,0,1993
KY,elem and sec school instructional,0,0,0,0,0,0,0,1993
KY,elem and sec sch,0,0,0,0,0,0,0,1993
KY,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
KY,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
KY,elem and sec cafeteria,0,0,0,0,0,0,0,1993
KY,elem and sec bus transportation,0,0,0,0,0,0,0,1993
KY,elem and sec health and recreation,0,0,0,0,0,0,0,1993
KY,elem and sec student employees,0,0,0,0,0,0,0,1993
KY,elem and sec unallocable,0,0,0,0,0,0,0,1993
KY,higher educ instructional,7316,30067744,6059,4701,26616225,3451519,213650,1993
KY,education - higher education other,17402,31752298,12491,12980,24610079,7142219,840593,1993
KY,education - other,4067,9504134,3744,878,8966418,537716,53674,1993
KY,libraries,0,0,0,0,0,0,0,1993
KY,liquor stores,0,0,0,0,0,0,0,1993
KY,other and unallocable,3128,7174766,2890,346,6853194,321572,39990,1993
LA,total,90417,196067841,81916,25060,183652158,12415683,1503852,1993
LA,financial administration,2619,5557876,2592,59,5531137,26739,4673,1993
LA,other government administration,1126,2378483,941,347,2021689,356794,32721,1993
LA,judicial and legal,1503,4687431,1487,39,4667126,20305,2899,1993
LA,police protection - officers,678,1746521,678,0,1746521,0,0,1993
LA,police protection - other,399,742904,396,8,739191,3713,567,1993
LA,corrections,6585,13242696,6563,52,13224809,17887,3972,1993
LA,highways,5641,11583759,5624,21,11567499,16260,3132,1993
LA,air transportation,0,0,0,0,0,0,0,1993
LA,water transport and terminals,503,1136235,488,22,1115461,20774,2477,1993
LA,public welfare,5788,12615482,5784,12,12604368,11114,746,1993
LA,health,5664,12894803,5558,365,12749077,145726,18721,1993
LA,hospitals,20196,38632072,18986,2045,36216372,2415700,213964,1993
LA,social insurance administration,1321,3017178,1302,48,2996460,20718,3387,1993
LA,solid waste management,0,0,0,0,0,0,0,1993
LA,sewerage,0,0,0,0,0,0,0,1993
LA,parks and recreation,789,1304116,668,181,1178435,125681,21523,1993
LA,natural resources,4642,9755370,4273,848,9289493,465877,65176,1993
LA,water transport and terminals,0,0,0,0,0,0,0,1993
LA,electric power,0,0,0,0,0,0,0,1993
LA,transit,0,0,0,0,0,0,0,1993
LA,elem and sec school instructional,0,0,0,0,0,0,0,1993
LA,elem and sec sch,0,0,0,0,0,0,0,1993
LA,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
LA,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
LA,elem and sec cafeteria,0,0,0,0,0,0,0,1993
LA,elem and sec bus transportation,0,0,0,0,0,0,0,1993
LA,elem and sec health and recreation,0,0,0,0,0,0,0,1993
LA,elem and sec student employees,0,0,0,0,0,0,0,1993
LA,elem and sec unallocable,0,0,0,0,0,0,0,1993
LA,higher educ instructional,10231,36214780,7954,5330,31724066,4490714,403025,1993
LA,education - higher education other,16838,27435884,13047,14908,23673725,3762159,670699,1993
LA,education - other,3729,8462416,3567,480,8174265,288151,28263,1993
LA,libraries,0,0,0,0,0,0,0,1993
LA,liquor stores,0,0,0,0,0,0,0,1993
LA,other and unallocable,2165,4659835,2008,295,4432464,227371,27907,1993
ME,total,21285,50598547,19114,7111,46920753,3677794,382933,1993
ME,financial administration,1089,1926877,1084,17,1905282,21595,977,1993
ME,other government administration,426,1182069,310,210,874364,307705,20381,1993
ME,judicial and legal,560,1625568,532,49,1567756,57812,4735,1993
ME,police protection - officers,320,891547,320,0,891547,0,0,1993
ME,police protection - other,138,268824,138,0,268824,0,0,1993
ME,corrections,1110,2832063,1105,9,2817191,14872,808,1993
ME,highways,2756,6563852,2648,133,6370986,192866,19170,1993
ME,air transportation,7,16740,7,0,16740,0,0,1993
ME,water transport and terminals,46,120876,44,4,116107,4769,317,1993
ME,public welfare,1871,4029907,1849,42,3980714,49193,3843,1993
ME,health,1027,2589636,1011,29,2556249,33387,2776,1993
ME,hospitals,1781,3672193,1760,55,3605917,66276,3569,1993
ME,social insurance administration,671,1557626,668,8,1550098,7528,610,1993
ME,solid waste management,0,0,0,0,0,0,0,1993
ME,sewerage,0,0,0,0,0,0,0,1993
ME,parks and recreation,189,395247,187,6,390200,5047,403,1993
ME,natural resources,1379,3401355,1214,368,3206935,194420,29194,1993
ME,water transport and terminals,0,0,0,0,0,0,0,1993
ME,electric power,0,0,0,0,0,0,0,1993
ME,transit,0,0,0,0,0,0,0,1993
ME,elem and sec school instructional,46,109175,37,11,95191,13984,1417,1993
ME,elem and sec sch,33,48028,9,26,15768,32260,3606,1993
ME,elem and sec admin - clerical,2,2978,1,2,1521,1457,177,1993
ME,elem and sec oper and maintenance,2,2679,1,2,1590,1089,142,1993
ME,elem and sec cafeteria,7,10111,0,7,0,10111,1018,1993
ME,elem and sec bus transportation,22,32260,7,15,12657,19603,2269,1993
ME,elem and sec health and recreation,0,0,0,0,0,0,0,1993
ME,elem and sec student employees,0,0,0,0,0,0,0,1993
ME,elem and sec unallocable,0,0,0,0,0,0,0,1993
ME,higher educ instructional,1245,4664065,1114,299,4314977,349088,23229,1993
ME,education - higher education other,4343,9104773,2951,5468,7064403,2040370,246491,1993
ME,education - other,1176,2899514,1069,332,2656385,243129,18570,1993
ME,libraries,0,0,0,0,0,0,0,1993
ME,liquor stores,141,312379,138,17,299691,12688,531,1993
ME,other and unallocable,931,2386233,919,28,2355428,30805,2306,1993
MD,total,83871,228753974,73284,28409,200975561,27778413,1874026,1993
MD,financial administration,3963,9673549,3786,253,9388212,285337,31312,1993
MD,other government administration,1126,2960966,1033,282,2750748,210218,16578,1993
MD,judicial and legal,3730,9630192,3317,523,8886764,743428,73112,1993
MD,police protection - officers,1603,5110503,1603,0,5110503,0,0,1993
MD,police protection - other,688,1447923,683,13,1437340,10583,941,1993
MD,corrections,9421,24230519,9135,324,23685738,544781,50836,1993
MD,highways,5030,11986744,5030,0,11986744,0,0,1993
MD,air transportation,444,1101640,444,0,1101640,0,0,1993
MD,water transport and terminals,377,1116742,377,0,1116742,0,0,1993
MD,public welfare,7523,15946157,6521,1218,14401231,1544926,177479,1993
MD,health,5349,13793953,4675,1009,12481910,1312043,119324,1993
MD,hospitals,7162,16226194,6856,527,15691230,534964,53839,1993
MD,social insurance administration,757,1820124,568,233,1459784,360340,33427,1993
MD,solid waste management,0,0,0,0,0,0,0,1993
MD,sewerage,0,0,0,0,0,0,0,1993
MD,parks and recreation,688,1505343,472,328,1237356,267987,38262,1993
MD,natural resources,2435,6527901,2100,1714,5694410,833491,59395,1993
MD,water transport and terminals,0,0,0,0,0,0,0,1993
MD,electric power,0,0,0,0,0,0,0,1993
MD,transit,2838,10086450,2696,271,9786013,300437,25219,1993
MD,elem and sec school instructional,0,0,0,0,0,0,0,1993
MD,elem and sec sch,0,0,0,0,0,0,0,1993
MD,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
MD,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
MD,elem and sec cafeteria,0,0,0,0,0,0,0,1993
MD,elem and sec bus transportation,0,0,0,0,0,0,0,1993
MD,elem and sec health and recreation,0,0,0,0,0,0,0,1993
MD,elem and sec student employees,0,0,0,0,0,0,0,1993
MD,elem and sec unallocable,0,0,0,0,0,0,0,1993
MD,higher educ instructional,7875,36346806,5709,7236,26486686,9860120,383358,1993
MD,education - higher education other,13433,35446616,9691,13133,26197927,9248689,662466,1993
MD,education - other,1989,5445184,1880,195,5196574,248610,19320,1993
MD,libraries,0,0,0,0,0,0,0,1993
MD,liquor stores,0,0,0,0,0,0,0,1993
MD,other and unallocable,7440,18350468,6708,1150,16878009,1472459,129158,1993
MA,total,80524,225496794,70565,25673,205647814,19848980,1672100,1993
MA,financial administration,4286,12224700,4179,178,11988967,235733,17799,1993
MA,other government administration,1837,4758120,1634,281,3775295,982825,33385,1993
MA,judicial and legal,5504,16284190,5431,127,16095876,188314,12388,1993
MA,police protection - officers,1598,6042228,1598,0,6042228,0,0,1993
MA,police protection - other,315,767493,312,3,763002,4491,492,1993
MA,corrections,5719,16669171,5657,103,16527122,142049,10692,1993
MA,highways,4637,15283912,4541,140,15015683,268229,16892,1993
MA,air transportation,943,3239150,902,73,3154640,84510,7281,1993
MA,water transport and terminals,132,473159,126,10,461551,11608,1032,1993
MA,public welfare,6428,18914901,6221,464,17817879,1097022,35109,1993
MA,health,2775,7795319,2686,173,7550763,244556,15404,1993
MA,hospitals,12975,32928493,11980,1599,30698501,2229992,176494,1993
MA,social insurance administration,2606,7301548,2580,49,7220382,81166,4394,1993
MA,solid waste management,0,0,0,0,0,0,0,1993
MA,sewerage,1130,3226043,1122,13,3200643,25400,1493,1993
MA,parks and recreation,974,2175929,801,190,1812990,362939,30528,1993
MA,natural resources,1392,4445758,1339,84,4336268,109490,8751,1993
MA,water transport and terminals,799,2179422,793,8,2165617,13805,925,1993
MA,electric power,0,0,0,0,0,0,0,1993
MA,transit,0,0,0,0,0,0,0,1993
MA,elem and sec school instructional,0,0,0,0,0,0,0,1993
MA,elem and sec sch,0,0,0,0,0,0,0,1993
MA,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
MA,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
MA,elem and sec cafeteria,0,0,0,0,0,0,0,1993
MA,elem and sec bus transportation,0,0,0,0,0,0,0,1993
MA,elem and sec health and recreation,0,0,0,0,0,0,0,1993
MA,elem and sec student employees,0,0,0,0,0,0,0,1993
MA,elem and sec unallocable,0,0,0,0,0,0,0,1993
MA,higher educ instructional,8674,31172056,5686,7726,23453685,7718371,497231,1993
MA,education - higher education other,14094,28847721,9382,14074,23132527,5715194,783336,1993
MA,education - other,688,2175192,652,123,2064201,110991,6022,1993
MA,libraries,0,0,0,0,0,0,0,1993
MA,liquor stores,0,0,0,0,0,0,0,1993
MA,other and unallocable,3018,8592289,2943,255,8369994,222295,12452,1993
MI,total,135864,407200970,107060,62602,345953886,61247084,5077679,1993
MI,financial administration,3309,10438765,2893,789,9271575,1167190,73745,1993
MI,other government administration,1598,5094747,1586,211,4681755,412992,2095,1993
MI,judicial and legal,2663,9751063,2642,43,9700719,50344,3677,1993
MI,police protection - officers,2157,7777401,2156,1,7772289,5112,155,1993
MI,police protection - other,948,2657971,896,157,2574198,83773,9186,1993
MI,corrections,15114,47861917,14991,226,47474609,387308,21771,1993
MI,highways,3777,12631855,3605,285,12248556,383299,30385,1993
MI,air transportation,0,0,0,0,0,0,0,1993
MI,water transport and terminals,0,0,0,0,0,0,0,1993
MI,public welfare,12969,38340150,12765,390,37734614,605536,36173,1993
MI,health,1950,6606474,1859,195,6408657,197817,16304,1993
MI,hospitals,12412,41123133,10923,2923,36244126,4879007,263559,1993
MI,social insurance administration,2173,6406450,2106,386,6201905,204545,11829,1993
MI,solid waste management,0,0,0,0,0,0,0,1993
MI,sewerage,0,0,0,0,0,0,0,1993
MI,parks and recreation,762,1902291,660,291,1720608,181683,18077,1993
MI,natural resources,3739,11279085,3312,977,10648969,630116,75358,1993
MI,water transport and terminals,0,0,0,0,0,0,0,1993
MI,electric power,0,0,0,0,0,0,0,1993
MI,transit,0,0,0,0,0,0,0,1993
MI,elem and sec school instructional,0,0,0,0,0,0,0,1993
MI,elem and sec sch,0,0,0,0,0,0,0,1993
MI,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
MI,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
MI,elem and sec cafeteria,0,0,0,0,0,0,0,1993
MI,elem and sec bus transportation,0,0,0,0,0,0,0,1993
MI,elem and sec health and recreation,0,0,0,0,0,0,0,1993
MI,elem and sec student employees,0,0,0,0,0,0,0,1993
MI,elem and sec unallocable,0,0,0,0,0,0,0,1993
MI,higher educ instructional,20818,87706973,12867,13523,61251159,26455814,1398052,1993
MI,education - higher education other,44014,93197425,26660,40941,68496908,24700517,3060559,1993
MI,education - other,1924,6657086,1854,183,6419805,237281,12347,1993
MI,libraries,0,0,0,0,0,0,0,1993
MI,liquor stores,439,1260408,434,8,1247206,13202,799,1993
MI,other and unallocable,5098,16507776,4851,1073,15856228,651548,43608,1993
MN,total,67059,194503387,52123,32231,162985801,31517586,2644081,1993
MN,financial administration,2211,6339485,2080,224,6052722,286763,23079,1993
MN,other government administration,1104,3270794,883,342,2646790,624004,39257,1993
MN,judicial and legal,1542,5774867,1445,150,5502270,272597,17192,1993
MN,police protection - officers,572,2101287,568,4,2087246,14041,677,1993
MN,police protection - other,296,778037,278,28,743430,34607,3124,1993
MN,corrections,2585,7450396,2495,147,7238735,211661,15914,1993
MN,highways,5046,15034796,4830,298,14533987,500809,38198,1993
MN,air transportation,0,0,0,0,0,0,0,1993
MN,water transport and terminals,0,0,0,0,0,0,0,1993
MN,public welfare,1673,4680101,1499,299,4301997,378104,30907,1993
MN,health,2140,6429869,1978,258,6033781,396088,28549,1993
MN,hospitals,7319,19107116,5261,2779,14134149,4972967,364260,1993
MN,social insurance administration,1383,3916660,1306,108,3742671,173989,13705,1993
MN,solid waste management,0,0,0,0,0,0,0,1993
MN,sewerage,0,0,0,0,0,0,0,1993
MN,parks and recreation,616,1529931,476,234,1255207,274724,24633,1993
MN,natural resources,3442,9344879,2970,760,8454426,890453,83682,1993
MN,water transport and terminals,0,0,0,0,0,0,0,1993
MN,electric power,0,0,0,0,0,0,0,1993
MN,transit,0,0,0,0,0,0,0,1993
MN,elem and sec school instructional,0,0,0,0,0,0,0,1993
MN,elem and sec sch,0,0,0,0,0,0,0,1993
MN,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
MN,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
MN,elem and sec cafeteria,0,0,0,0,0,0,0,1993
MN,elem and sec bus transportation,0,0,0,0,0,0,0,1993
MN,elem and sec health and recreation,0,0,0,0,0,0,0,1993
MN,elem and sec student employees,0,0,0,0,0,0,0,1993
MN,elem and sec unallocable,0,0,0,0,0,0,0,1993
MN,higher educ instructional,11359,48873741,8239,8915,39346823,9526918,552419,1993
MN,education - higher education other,20914,45363108,13279,17197,33141327,12221781,1351676,1993
MN,education - other,1651,5111176,1542,166,4856125,255051,19388,1993
MN,libraries,0,0,0,0,0,0,0,1993
MN,liquor stores,0,0,0,0,0,0,0,1993
MN,other and unallocable,3206,9397144,2994,322,8914115,483029,37421,1993
MS,total,47746,101459005,43675,10226,95077722,6381283,716593,1993
MS,financial administration,1081,2414440,1077,10,2411440,3000,660,1993
MS,other government administration,368,851922,267,228,688244,163678,17911,1993
MS,judicial and legal,418,1531504,418,8,1529469,2035,151,1993
MS,police protection - officers,548,1269071,548,0,1269071,0,0,1993
MS,police protection - other,365,596048,365,0,596048,0,0,1993
MS,corrections,3131,5100579,3122,24,5089039,11540,1565,1993
MS,highways,3435,6103803,3433,6,6094812,8991,418,1993
MS,air transportation,0,0,0,0,0,0,0,1993
MS,water transport and terminals,67,163098,67,0,163098,0,0,1993
MS,public welfare,3335,5703989,3335,0,5703989,0,0,1993
MS,health,3235,6402899,3182,76,6308666,94233,9317,1993
MS,hospitals,8390,16763207,8089,423,16033804,729403,53316,1993
MS,social insurance administration,1304,2845600,1052,273,2422586,423014,44482,1993
MS,solid waste management,0,0,0,0,0,0,0,1993
MS,sewerage,0,0,0,0,0,0,0,1993
MS,parks and recreation,374,499787,275,172,413219,86568,17435,1993
MS,natural resources,3218,6351209,3098,367,6110439,240770,21123,1993
MS,water transport and terminals,0,0,0,0,0,0,0,1993
MS,electric power,0,0,0,0,0,0,0,1993
MS,transit,0,0,0,0,0,0,0,1993
MS,elem and sec school instructional,0,0,0,0,0,0,0,1993
MS,elem and sec sch,0,0,0,0,0,0,0,1993
MS,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
MS,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
MS,elem and sec cafeteria,0,0,0,0,0,0,0,1993
MS,elem and sec bus transportation,0,0,0,0,0,0,0,1993
MS,elem and sec health and recreation,0,0,0,0,0,0,0,1993
MS,elem and sec student employees,0,0,0,0,0,0,0,1993
MS,elem and sec unallocable,0,0,0,0,0,0,0,1993
MS,higher educ instructional,5444,21044000,4374,2862,18739098,2304902,188559,1993
MS,education - higher education other,9331,16415355,7325,5669,14174850,2240505,352027,1993
MS,education - other,1375,3063413,1355,44,3038631,24782,3754,1993
MS,libraries,0,0,0,0,0,0,0,1993
MS,liquor stores,125,193130,125,0,193130,0,0,1993
MS,other and unallocable,2202,4145951,2168,64,4098089,47862,5875,1993
MO,total,78829,165677680,71286,23658,152729729,12947951,1330500,1993
MO,financial administration,2816,5380308,2800,31,4904450,475858,2639,1993
MO,other government administration,790,1817075,680,250,1414232,402843,19746,1993
MO,judicial and legal,3239,8035657,2923,428,7598065,437592,55864,1993
MO,police protection - officers,926,2782081,926,0,2782081,0,0,1993
MO,police protection - other,996,1944029,996,0,1944029,0,0,1993
MO,corrections,6593,11175296,6573,62,11125062,50234,3582,1993
MO,highways,6455,15359145,6276,334,14962230,396915,31753,1993
MO,air transportation,0,0,0,0,0,0,0,1993
MO,water transport and terminals,0,0,0,0,0,0,0,1993
MO,public welfare,7086,11459897,6955,324,11266845,193052,23241,1993
MO,health,3011,5894579,2893,348,5689887,204692,20999,1993
MO,hospitals,12564,23207776,12059,1612,21760311,1447465,89307,1993
MO,social insurance administration,1827,3882276,1733,135,3733466,148810,16576,1993
MO,solid waste management,0,0,0,0,0,0,0,1993
MO,sewerage,0,0,0,0,0,0,0,1993
MO,parks and recreation,681,993540,508,268,840735,152805,30561,1993
MO,natural resources,2529,4919060,2197,627,4572508,346552,58264,1993
MO,water transport and terminals,0,0,0,0,0,0,0,1993
MO,electric power,0,0,0,0,0,0,0,1993
MO,transit,0,0,0,0,0,0,0,1993
MO,elem and sec school instructional,0,0,0,0,0,0,0,1993
MO,elem and sec sch,0,0,0,0,0,0,0,1993
MO,elem and sec admin - clerical,0,0,0,0,0,0,0,1993
MO,elem and sec oper and maintenance,0,0,0,0,0,0,0,1993
MO,elem and sec cafeteria,0,0,0,0,0,0,0,1993
MO,elem and sec bus transportation,0,0,0,0,0,0,0,1993
MO,elem and sec health and recreation,0,0,0,0,0,0,0,1993
MO,elem and sec student employees,0,0,0,0,0,0,0,1993
MO,elem and sec unallocable,0,0,0,0,0,0,0,1993
MO,higher educ instructional,8914,31415837,7105,6830,26574790,4841047,320061,1993
MO,education - higher education other,14445,25785323,10828,12222,22126306,3659017,636264,1993
MO,education - other,2097,3765661,2097,0,3765661,0,0,1993
MO,libraries,0,0,0,0,0,0,0,1993
MO,liquor stores,0,0,0,0,0,0,0,1993
MO,other and unallocable,3860,7860140,3737,187,7669071,191069,21643,1993
MT,total,17343,38339458,14013,8864,33302526,5036932,589166,1993
MT,financial administration,1002,1842903,901,125,1673903,169000,17805,1993
